"","State","Tree","Tag","years","Ring_width(mm)","Lat","Long","species"
"675","CO","03H","ABLA-H-03H","1895",NA,37.46169,108.08877,"ABLA"
"676","CO","03H","ABLA-H-03H","1894",NA,37.46169,108.08877,"ABLA"
"677","CO","03H","ABLA-H-03H","1893",NA,37.46169,108.08877,"ABLA"
"678","CO","03H","ABLA-H-03H","1892",NA,37.46169,108.08877,"ABLA"
"679","CO","03H","ABLA-H-03H","1891",NA,37.46169,108.08877,"ABLA"
"680","CO","03H","ABLA-H-03H","1890",NA,37.46169,108.08877,"ABLA"
"681","CO","03H","ABLA-H-03H","1889",NA,37.46169,108.08877,"ABLA"
"682","CO","03H","ABLA-H-03H","1888",NA,37.46169,108.08877,"ABLA"
"683","CO","03H","ABLA-H-03H","1887",NA,37.46169,108.08877,"ABLA"
"684","CO","03H","ABLA-H-03H","1886",NA,37.46169,108.08877,"ABLA"
"685","CO","03H","ABLA-H-03H","1885",NA,37.46169,108.08877,"ABLA"
"686","CO","03H","ABLA-H-03H","1884",NA,37.46169,108.08877,"ABLA"
"687","CO","03H","ABLA-H-03H","1883",NA,37.46169,108.08877,"ABLA"
"688","CO","03H","ABLA-H-03H","1882",NA,37.46169,108.08877,"ABLA"
"689","CO","03H","ABLA-H-03H","1881",NA,37.46169,108.08877,"ABLA"
"690","CO","03H","ABLA-H-03H","1880",NA,37.46169,108.08877,"ABLA"
"691","CO","03H","ABLA-H-03H","1879",NA,37.46169,108.08877,"ABLA"
"692","CO","03H","ABLA-H-03H","1878",NA,37.46169,108.08877,"ABLA"
"693","CO","03H","ABLA-H-03H","1877",NA,37.46169,108.08877,"ABLA"
"694","CO","03H","ABLA-H-03H","1876",NA,37.46169,108.08877,"ABLA"
"695","CO","03H","ABLA-H-03H","1875",NA,37.46169,108.08877,"ABLA"
"696","CO","03L","ABLA-H-03L","2013",0.286,37.46117,108.08751,"ABLA"
"697","CO","03L","ABLA-H-03L","2012",0.592,37.46117,108.08751,"ABLA"
"698","CO","03L","ABLA-H-03L","2011",0.7185,37.46117,108.08751,"ABLA"
"699","CO","03L","ABLA-H-03L","2010",0.644,37.46117,108.08751,"ABLA"
"700","CO","03L","ABLA-H-03L","2009",0.7035,37.46117,108.08751,"ABLA"
"701","CO","03L","ABLA-H-03L","2008",0.6265,37.46117,108.08751,"ABLA"
"702","CO","03L","ABLA-H-03L","2007",0.5275,37.46117,108.08751,"ABLA"
"703","CO","03L","ABLA-H-03L","2006",0.596,37.46117,108.08751,"ABLA"
"704","CO","03L","ABLA-H-03L","2005",0.501,37.46117,108.08751,"ABLA"
"705","CO","03L","ABLA-H-03L","2004",0.4985,37.46117,108.08751,"ABLA"
"706","CO","03L","ABLA-H-03L","2003",0.4955,37.46117,108.08751,"ABLA"
"707","CO","03L","ABLA-H-03L","2002",0.684,37.46117,108.08751,"ABLA"
"708","CO","03L","ABLA-H-03L","2001",0.8125,37.46117,108.08751,"ABLA"
"709","CO","03L","ABLA-H-03L","2000",1.039,37.46117,108.08751,"ABLA"
"710","CO","03L","ABLA-H-03L","1999",0.989,37.46117,108.08751,"ABLA"
"711","CO","03L","ABLA-H-03L","1998",0.8275,37.46117,108.08751,"ABLA"
"712","CO","03L","ABLA-H-03L","1997",0.7005,37.46117,108.08751,"ABLA"
"713","CO","03L","ABLA-H-03L","1996",0.942,37.46117,108.08751,"ABLA"
"714","CO","03L","ABLA-H-03L","1995",0.9045,37.46117,108.08751,"ABLA"
"715","CO","03L","ABLA-H-03L","1994",0.8275,37.46117,108.08751,"ABLA"
"716","CO","03L","ABLA-H-03L","1993",0.722,37.46117,108.08751,"ABLA"
"717","CO","03L","ABLA-H-03L","1992",0.918,37.46117,108.08751,"ABLA"
"718","CO","03L","ABLA-H-03L","1991",0.8045,37.46117,108.08751,"ABLA"
"719","CO","03L","ABLA-H-03L","1990",0.7525,37.46117,108.08751,"ABLA"
"720","CO","03L","ABLA-H-03L","1989",0.709,37.46117,108.08751,"ABLA"
"721","CO","03L","ABLA-H-03L","1988",0.8265,37.46117,108.08751,"ABLA"
"722","CO","03L","ABLA-H-03L","1987",0.821,37.46117,108.08751,"ABLA"
"723","CO","03L","ABLA-H-03L","1986",0.821,37.46117,108.08751,"ABLA"
"724","CO","03L","ABLA-H-03L","1985",0.794,37.46117,108.08751,"ABLA"
"725","CO","03L","ABLA-H-03L","1984",0.786,37.46117,108.08751,"ABLA"
"726","CO","03L","ABLA-H-03L","1983",0.941,37.46117,108.08751,"ABLA"
"727","CO","03L","ABLA-H-03L","1982",0.9275,37.46117,108.08751,"ABLA"
"728","CO","03L","ABLA-H-03L","1981",0.8705,37.46117,108.08751,"ABLA"
"729","CO","03L","ABLA-H-03L","1980",0.802,37.46117,108.08751,"ABLA"
"730","CO","03L","ABLA-H-03L","1979",0.952,37.46117,108.08751,"ABLA"
"731","CO","03L","ABLA-H-03L","1978",1.0075,37.46117,108.08751,"ABLA"
"732","CO","03L","ABLA-H-03L","1977",0.987,37.46117,108.08751,"ABLA"
"733","CO","03L","ABLA-H-03L","1976",0.9775,37.46117,108.08751,"ABLA"
"734","CO","03L","ABLA-H-03L","1975",0.914,37.46117,108.08751,"ABLA"
"735","CO","03L","ABLA-H-03L","1974",0.883,37.46117,108.08751,"ABLA"
"736","CO","03L","ABLA-H-03L","1973",0.8555,37.46117,108.08751,"ABLA"
"737","CO","03L","ABLA-H-03L","1972",0.767,37.46117,108.08751,"ABLA"
"738","CO","03L","ABLA-H-03L","1971",0.985,37.46117,108.08751,"ABLA"
"739","CO","03L","ABLA-H-03L","1970",0.916,37.46117,108.08751,"ABLA"
"740","CO","03L","ABLA-H-03L","1969",1.0395,37.46117,108.08751,"ABLA"
"741","CO","03L","ABLA-H-03L","1968",1.169,37.46117,108.08751,"ABLA"
"742","CO","03L","ABLA-H-03L","1967",1.4915,37.46117,108.08751,"ABLA"
"743","CO","03L","ABLA-H-03L","1966",1.3745,37.46117,108.08751,"ABLA"
"744","CO","03L","ABLA-H-03L","1965",1.6275,37.46117,108.08751,"ABLA"
"745","CO","03L","ABLA-H-03L","1964",1.652,37.46117,108.08751,"ABLA"
"746","CO","03L","ABLA-H-03L","1963",1.8445,37.46117,108.08751,"ABLA"
"747","CO","03L","ABLA-H-03L","1962",1.9635,37.46117,108.08751,"ABLA"
"748","CO","03L","ABLA-H-03L","1961",1.848,37.46117,108.08751,"ABLA"
"749","CO","03L","ABLA-H-03L","1960",1.72,37.46117,108.08751,"ABLA"
"750","CO","03L","ABLA-H-03L","1959",1.377,37.46117,108.08751,"ABLA"
"751","CO","03L","ABLA-H-03L","1958",1.7005,37.46117,108.08751,"ABLA"
"752","CO","03L","ABLA-H-03L","1957",1.8175,37.46117,108.08751,"ABLA"
"753","CO","03L","ABLA-H-03L","1956",1.6905,37.46117,108.08751,"ABLA"
"754","CO","03L","ABLA-H-03L","1955",2.004,37.46117,108.08751,"ABLA"
"755","CO","03L","ABLA-H-03L","1954",2.003,37.46117,108.08751,"ABLA"
"756","CO","03L","ABLA-H-03L","1953",1.713,37.46117,108.08751,"ABLA"
"757","CO","03L","ABLA-H-03L","1952",1.6355,37.46117,108.08751,"ABLA"
"758","CO","03L","ABLA-H-03L","1951",1.383,37.46117,108.08751,"ABLA"
"759","CO","03L","ABLA-H-03L","1950",1.7725,37.46117,108.08751,"ABLA"
"760","CO","03L","ABLA-H-03L","1949",2.1935,37.46117,108.08751,"ABLA"
"761","CO","03L","ABLA-H-03L","1948",2.2395,37.46117,108.08751,"ABLA"
"762","CO","03L","ABLA-H-03L","1947",2.411,37.46117,108.08751,"ABLA"
"763","CO","03L","ABLA-H-03L","1946",0.686,37.46117,108.08751,"ABLA"
"764","CO","03L","ABLA-H-03L","1945",NA,37.46117,108.08751,"ABLA"
"765","CO","03L","ABLA-H-03L","1944",NA,37.46117,108.08751,"ABLA"
"766","CO","03L","ABLA-H-03L","1943",NA,37.46117,108.08751,"ABLA"
"767","CO","03L","ABLA-H-03L","1942",NA,37.46117,108.08751,"ABLA"
"768","CO","03L","ABLA-H-03L","1941",NA,37.46117,108.08751,"ABLA"
"769","CO","03L","ABLA-H-03L","1940",NA,37.46117,108.08751,"ABLA"
"770","CO","03L","ABLA-H-03L","1939",NA,37.46117,108.08751,"ABLA"
"771","CO","03L","ABLA-H-03L","1938",NA,37.46117,108.08751,"ABLA"
"772","CO","03L","ABLA-H-03L","1937",NA,37.46117,108.08751,"ABLA"
"773","CO","03L","ABLA-H-03L","1936",NA,37.46117,108.08751,"ABLA"
"774","CO","03L","ABLA-H-03L","1935",NA,37.46117,108.08751,"ABLA"
"775","CO","03L","ABLA-H-03L","1934",NA,37.46117,108.08751,"ABLA"
"776","CO","03L","ABLA-H-03L","1933",NA,37.46117,108.08751,"ABLA"
"777","CO","03L","ABLA-H-03L","1932",NA,37.46117,108.08751,"ABLA"
"778","CO","03L","ABLA-H-03L","1931",NA,37.46117,108.08751,"ABLA"
"779","CO","03L","ABLA-H-03L","1930",NA,37.46117,108.08751,"ABLA"
"780","CO","03L","ABLA-H-03L","1929",NA,37.46117,108.08751,"ABLA"
"781","CO","03L","ABLA-H-03L","1928",NA,37.46117,108.08751,"ABLA"
"782","CO","03L","ABLA-H-03L","1927",NA,37.46117,108.08751,"ABLA"
"783","CO","03L","ABLA-H-03L","1926",NA,37.46117,108.08751,"ABLA"
"784","CO","03L","ABLA-H-03L","1925",NA,37.46117,108.08751,"ABLA"
"785","CO","03L","ABLA-H-03L","1924",NA,37.46117,108.08751,"ABLA"
"786","CO","03L","ABLA-H-03L","1923",NA,37.46117,108.08751,"ABLA"
"787","CO","03L","ABLA-H-03L","1922",NA,37.46117,108.08751,"ABLA"
"788","CO","03L","ABLA-H-03L","1921",NA,37.46117,108.08751,"ABLA"
"789","CO","03L","ABLA-H-03L","1920",NA,37.46117,108.08751,"ABLA"
"790","CO","03L","ABLA-H-03L","1919",NA,37.46117,108.08751,"ABLA"
"791","CO","03L","ABLA-H-03L","1918",NA,37.46117,108.08751,"ABLA"
"792","CO","03L","ABLA-H-03L","1917",NA,37.46117,108.08751,"ABLA"
"793","CO","03L","ABLA-H-03L","1916",NA,37.46117,108.08751,"ABLA"
"794","CO","03L","ABLA-H-03L","1915",NA,37.46117,108.08751,"ABLA"
"795","CO","03L","ABLA-H-03L","1914",NA,37.46117,108.08751,"ABLA"
"796","CO","03L","ABLA-H-03L","1913",NA,37.46117,108.08751,"ABLA"
"797","CO","03L","ABLA-H-03L","1912",NA,37.46117,108.08751,"ABLA"
"798","CO","03L","ABLA-H-03L","1911",NA,37.46117,108.08751,"ABLA"
"799","CO","03L","ABLA-H-03L","1910",NA,37.46117,108.08751,"ABLA"
"800","CO","03L","ABLA-H-03L","1909",NA,37.46117,108.08751,"ABLA"
"801","CO","03L","ABLA-H-03L","1908",NA,37.46117,108.08751,"ABLA"
"802","CO","03L","ABLA-H-03L","1907",NA,37.46117,108.08751,"ABLA"
"803","CO","03L","ABLA-H-03L","1906",NA,37.46117,108.08751,"ABLA"
"804","CO","03L","ABLA-H-03L","1905",NA,37.46117,108.08751,"ABLA"
"805","CO","03L","ABLA-H-03L","1904",NA,37.46117,108.08751,"ABLA"
"806","CO","03L","ABLA-H-03L","1903",NA,37.46117,108.08751,"ABLA"
"807","CO","03L","ABLA-H-03L","1902",NA,37.46117,108.08751,"ABLA"
"808","CO","03L","ABLA-H-03L","1901",NA,37.46117,108.08751,"ABLA"
"809","CO","03L","ABLA-H-03L","1900",NA,37.46117,108.08751,"ABLA"
"810","CO","03L","ABLA-H-03L","1899",NA,37.46117,108.08751,"ABLA"
"811","CO","03L","ABLA-H-03L","1898",NA,37.46117,108.08751,"ABLA"
"812","CO","03L","ABLA-H-03L","1897",NA,37.46117,108.08751,"ABLA"
"813","CO","03L","ABLA-H-03L","1896",NA,37.46117,108.08751,"ABLA"
"814","CO","03L","ABLA-H-03L","1895",NA,37.46117,108.08751,"ABLA"
"815","CO","03L","ABLA-H-03L","1894",NA,37.46117,108.08751,"ABLA"
"816","CO","03L","ABLA-H-03L","1893",NA,37.46117,108.08751,"ABLA"
"817","CO","03L","ABLA-H-03L","1892",NA,37.46117,108.08751,"ABLA"
"818","CO","03L","ABLA-H-03L","1891",NA,37.46117,108.08751,"ABLA"
"819","CO","03L","ABLA-H-03L","1890",NA,37.46117,108.08751,"ABLA"
"820","CO","03L","ABLA-H-03L","1889",NA,37.46117,108.08751,"ABLA"
"821","CO","03L","ABLA-H-03L","1888",NA,37.46117,108.08751,"ABLA"
"822","CO","03L","ABLA-H-03L","1887",NA,37.46117,108.08751,"ABLA"
"823","CO","03L","ABLA-H-03L","1886",NA,37.46117,108.08751,"ABLA"
"824","CO","03L","ABLA-H-03L","1885",NA,37.46117,108.08751,"ABLA"
"825","CO","03L","ABLA-H-03L","1884",NA,37.46117,108.08751,"ABLA"
"826","CO","03L","ABLA-H-03L","1883",NA,37.46117,108.08751,"ABLA"
"827","CO","03L","ABLA-H-03L","1882",NA,37.46117,108.08751,"ABLA"
"828","CO","03L","ABLA-H-03L","1881",NA,37.46117,108.08751,"ABLA"
"829","CO","03L","ABLA-H-03L","1880",NA,37.46117,108.08751,"ABLA"
"830","CO","03L","ABLA-H-03L","1879",NA,37.46117,108.08751,"ABLA"
"831","CO","03L","ABLA-H-03L","1878",NA,37.46117,108.08751,"ABLA"
"832","CO","03L","ABLA-H-03L","1877",NA,37.46117,108.08751,"ABLA"
"833","CO","03L","ABLA-H-03L","1876",NA,37.46117,108.08751,"ABLA"
"834","CO","03L","ABLA-H-03L","1875",NA,37.46117,108.08751,"ABLA"
"835","CO","04H","ABLA-H-04H","2013",0.131,37.46403,108.08882,"ABLA"
"836","CO","04H","ABLA-H-04H","2012",0.443,37.46403,108.08882,"ABLA"
"837","CO","04H","ABLA-H-04H","2011",0.6755,37.46403,108.08882,"ABLA"
"838","CO","04H","ABLA-H-04H","2010",0.4965,37.46403,108.08882,"ABLA"
"839","CO","04H","ABLA-H-04H","2009",0.655,37.46403,108.08882,"ABLA"
"840","CO","04H","ABLA-H-04H","2008",0.687,37.46403,108.08882,"ABLA"
"841","CO","04H","ABLA-H-04H","2007",0.6665,37.46403,108.08882,"ABLA"
"842","CO","04H","ABLA-H-04H","2006",0.5605,37.46403,108.08882,"ABLA"
"843","CO","04H","ABLA-H-04H","2005",0.5715,37.46403,108.08882,"ABLA"
"844","CO","04H","ABLA-H-04H","2004",0.455,37.46403,108.08882,"ABLA"
"845","CO","04H","ABLA-H-04H","2003",0.402,37.46403,108.08882,"ABLA"
"846","CO","04H","ABLA-H-04H","2002",0.423,37.46403,108.08882,"ABLA"
"847","CO","04H","ABLA-H-04H","2001",0.7295,37.46403,108.08882,"ABLA"
"848","CO","04H","ABLA-H-04H","2000",0.74,37.46403,108.08882,"ABLA"
"849","CO","04H","ABLA-H-04H","1999",0.6865,37.46403,108.08882,"ABLA"
"850","CO","04H","ABLA-H-04H","1998",0.6965,37.46403,108.08882,"ABLA"
"851","CO","04H","ABLA-H-04H","1997",0.5495,37.46403,108.08882,"ABLA"
"852","CO","04H","ABLA-H-04H","1996",0.6445,37.46403,108.08882,"ABLA"
"853","CO","04H","ABLA-H-04H","1995",0.6865,37.46403,108.08882,"ABLA"
"854","CO","04H","ABLA-H-04H","1994",0.6455,37.46403,108.08882,"ABLA"
"855","CO","04H","ABLA-H-04H","1993",0.5705,37.46403,108.08882,"ABLA"
"856","CO","04H","ABLA-H-04H","1992",0.486,37.46403,108.08882,"ABLA"
"857","CO","04H","ABLA-H-04H","1991",0.55,37.46403,108.08882,"ABLA"
"858","CO","04H","ABLA-H-04H","1990",0.6195,37.46403,108.08882,"ABLA"
"859","CO","04H","ABLA-H-04H","1989",0.4785,37.46403,108.08882,"ABLA"
"860","CO","04H","ABLA-H-04H","1988",0.7275,37.46403,108.08882,"ABLA"
"861","CO","04H","ABLA-H-04H","1987",0.697,37.46403,108.08882,"ABLA"
"862","CO","04H","ABLA-H-04H","1986",0.786,37.46403,108.08882,"ABLA"
"863","CO","04H","ABLA-H-04H","1985",0.7085,37.46403,108.08882,"ABLA"
"864","CO","04H","ABLA-H-04H","1984",0.6945,37.46403,108.08882,"ABLA"
"865","CO","04H","ABLA-H-04H","1983",0.7075,37.46403,108.08882,"ABLA"
"866","CO","04H","ABLA-H-04H","1982",0.5905,37.46403,108.08882,"ABLA"
"867","CO","04H","ABLA-H-04H","1981",0.4855,37.46403,108.08882,"ABLA"
"868","CO","04H","ABLA-H-04H","1980",0.5165,37.46403,108.08882,"ABLA"
"869","CO","04H","ABLA-H-04H","1979",0.517,37.46403,108.08882,"ABLA"
"870","CO","04H","ABLA-H-04H","1978",0.516,37.46403,108.08882,"ABLA"
"871","CO","04H","ABLA-H-04H","1977",0.5165,37.46403,108.08882,"ABLA"
"872","CO","04H","ABLA-H-04H","1976",0.4215,37.46403,108.08882,"ABLA"
"873","CO","04H","ABLA-H-04H","1975",0.526,37.46403,108.08882,"ABLA"
"874","CO","04H","ABLA-H-04H","1974",0.4005,37.46403,108.08882,"ABLA"
"875","CO","04H","ABLA-H-04H","1973",0.474,37.46403,108.08882,"ABLA"
"876","CO","04H","ABLA-H-04H","1972",0.4315,37.46403,108.08882,"ABLA"
"877","CO","04H","ABLA-H-04H","1971",0.4835,37.46403,108.08882,"ABLA"
"878","CO","04H","ABLA-H-04H","1970",0.704,37.46403,108.08882,"ABLA"
"879","CO","04H","ABLA-H-04H","1969",0.649,37.46403,108.08882,"ABLA"
"880","CO","04H","ABLA-H-04H","1968",0.649,37.46403,108.08882,"ABLA"
"881","CO","04H","ABLA-H-04H","1967",0.6375,37.46403,108.08882,"ABLA"
"882","CO","04H","ABLA-H-04H","1966",0.7395,37.46403,108.08882,"ABLA"
"883","CO","04H","ABLA-H-04H","1965",0.853,37.46403,108.08882,"ABLA"
"884","CO","04H","ABLA-H-04H","1964",0.7895,37.46403,108.08882,"ABLA"
"885","CO","04H","ABLA-H-04H","1963",0.6945,37.46403,108.08882,"ABLA"
"886","CO","04H","ABLA-H-04H","1962",0.53,37.46403,108.08882,"ABLA"
"887","CO","04H","ABLA-H-04H","1961",0.6055,37.46403,108.08882,"ABLA"
"888","CO","04H","ABLA-H-04H","1960",0.543,37.46403,108.08882,"ABLA"
"889","CO","04H","ABLA-H-04H","1959",0.606,37.46403,108.08882,"ABLA"
"890","CO","04H","ABLA-H-04H","1958",0.606,37.46403,108.08882,"ABLA"
"891","CO","04H","ABLA-H-04H","1957",0.7415,37.46403,108.08882,"ABLA"
"892","CO","04H","ABLA-H-04H","1956",0.511,37.46403,108.08882,"ABLA"
"893","CO","04H","ABLA-H-04H","1955",0.676,37.46403,108.08882,"ABLA"
"894","CO","04H","ABLA-H-04H","1954",0.603,37.46403,108.08882,"ABLA"
"895","CO","04H","ABLA-H-04H","1953",0.5815,37.46403,108.08882,"ABLA"
"896","CO","04H","ABLA-H-04H","1952",0.6225,37.46403,108.08882,"ABLA"
"897","CO","04H","ABLA-H-04H","1951",0.581,37.46403,108.08882,"ABLA"
"898","CO","04H","ABLA-H-04H","1950",0.6385,37.46403,108.08882,"ABLA"
"899","CO","04H","ABLA-H-04H","1949",0.7145,37.46403,108.08882,"ABLA"
"900","CO","04H","ABLA-H-04H","1948",0.768,37.46403,108.08882,"ABLA"
"901","CO","04H","ABLA-H-04H","1947",0.6925,37.46403,108.08882,"ABLA"
"902","CO","04H","ABLA-H-04H","1946",0.6195,37.46403,108.08882,"ABLA"
"903","CO","04H","ABLA-H-04H","1945",0.619,37.46403,108.08882,"ABLA"
"904","CO","04H","ABLA-H-04H","1944",0.5885,37.46403,108.08882,"ABLA"
"905","CO","04H","ABLA-H-04H","1943",0.4835,37.46403,108.08882,"ABLA"
"906","CO","04H","ABLA-H-04H","1942",0.5995,37.46403,108.08882,"ABLA"
"907","CO","04H","ABLA-H-04H","1941",0.62,37.46403,108.08882,"ABLA"
"908","CO","04H","ABLA-H-04H","1940",0.5465,37.46403,108.08882,"ABLA"
"909","CO","04H","ABLA-H-04H","1939",0.4945,37.46403,108.08882,"ABLA"
"910","CO","04H","ABLA-H-04H","1938",0.631,37.46403,108.08882,"ABLA"
"911","CO","04H","ABLA-H-04H","1937",0.631,37.46403,108.08882,"ABLA"
"912","CO","04H","ABLA-H-04H","1936",0.578,37.46403,108.08882,"ABLA"
"913","CO","04H","ABLA-H-04H","1935",0.6105,37.46403,108.08882,"ABLA"
"914","CO","04H","ABLA-H-04H","1934",0.4115,37.46403,108.08882,"ABLA"
"915","CO","04H","ABLA-H-04H","1933",0.59,37.46403,108.08882,"ABLA"
"916","CO","04H","ABLA-H-04H","1932",0.4945,37.46403,108.08882,"ABLA"
"917","CO","04H","ABLA-H-04H","1931",0.5985,37.46403,108.08882,"ABLA"
"918","CO","04H","ABLA-H-04H","1930",0.598,37.46403,108.08882,"ABLA"
"919","CO","04H","ABLA-H-04H","1929",0.545,37.46403,108.08882,"ABLA"
"920","CO","04H","ABLA-H-04H","1928",0.4945,37.46403,108.08882,"ABLA"
"921","CO","04H","ABLA-H-04H","1927",0.5125,37.46403,108.08882,"ABLA"
"922","CO","04H","ABLA-H-04H","1926",0.5035,37.46403,108.08882,"ABLA"
"923","CO","04H","ABLA-H-04H","1925",0.4395,37.46403,108.08882,"ABLA"
"924","CO","04H","ABLA-H-04H","1924",0.4175,37.46403,108.08882,"ABLA"
"925","CO","04H","ABLA-H-04H","1923",0.4395,37.46403,108.08882,"ABLA"
"926","CO","04H","ABLA-H-04H","1922",0.428,37.46403,108.08882,"ABLA"
"927","CO","04H","ABLA-H-04H","1921",0.5225,37.46403,108.08882,"ABLA"
"928","CO","04H","ABLA-H-04H","1920",0.428,37.46403,108.08882,"ABLA"
"929","CO","04H","ABLA-H-04H","1919",0.393,37.46403,108.08882,"ABLA"
"930","CO","04H","ABLA-H-04H","1918",0.34,37.46403,108.08882,"ABLA"
"931","CO","04H","ABLA-H-04H","1917",0.4415,37.46403,108.08882,"ABLA"
"932","CO","04H","ABLA-H-04H","1916",0.378,37.46403,108.08882,"ABLA"
"933","CO","04H","ABLA-H-04H","1915",0.4095,37.46403,108.08882,"ABLA"
"934","CO","04H","ABLA-H-04H","1914",0.473,37.46403,108.08882,"ABLA"
"935","CO","04H","ABLA-H-04H","1913",0.555,37.46403,108.08882,"ABLA"
"936","CO","04H","ABLA-H-04H","1912",0.4905,37.46403,108.08882,"ABLA"
"937","CO","04H","ABLA-H-04H","1911",0.429,37.46403,108.08882,"ABLA"
"938","CO","04H","ABLA-H-04H","1910",0.463,37.46403,108.08882,"ABLA"
"939","CO","04H","ABLA-H-04H","1909",0.5255,37.46403,108.08882,"ABLA"
"940","CO","04H","ABLA-H-04H","1908",0.514,37.46403,108.08882,"ABLA"
"941","CO","04H","ABLA-H-04H","1907",0.5205,37.46403,108.08882,"ABLA"
"942","CO","04H","ABLA-H-04H","1906",0.449,37.46403,108.08882,"ABLA"
"943","CO","04H","ABLA-H-04H","1905",0.488,37.46403,108.08882,"ABLA"
"944","CO","04H","ABLA-H-04H","1904",0.457,37.46403,108.08882,"ABLA"
"945","CO","04H","ABLA-H-04H","1903",0.407,37.46403,108.08882,"ABLA"
"946","CO","04H","ABLA-H-04H","1902",0.358,37.46403,108.08882,"ABLA"
"947","CO","04H","ABLA-H-04H","1901",0.4575,37.46403,108.08882,"ABLA"
"948","CO","04H","ABLA-H-04H","1900",0.448,37.46403,108.08882,"ABLA"
"949","CO","04H","ABLA-H-04H","1899",0.3585,37.46403,108.08882,"ABLA"
"950","CO","04H","ABLA-H-04H","1898",0.5005,37.46403,108.08882,"ABLA"
"951","CO","04H","ABLA-H-04H","1897",0.3835,37.46403,108.08882,"ABLA"
"952","CO","04H","ABLA-H-04H","1896",0.3665,37.46403,108.08882,"ABLA"
"953","CO","04H","ABLA-H-04H","1895",0.521,37.46403,108.08882,"ABLA"
"954","CO","04H","ABLA-H-04H","1894",0.433,37.46403,108.08882,"ABLA"
"955","CO","04H","ABLA-H-04H","1893",0.3685,37.46403,108.08882,"ABLA"
"956","CO","04H","ABLA-H-04H","1892",0.5315,37.46403,108.08882,"ABLA"
"957","CO","04H","ABLA-H-04H","1891",0.4815,37.46403,108.08882,"ABLA"
"958","CO","04H","ABLA-H-04H","1890",0.4165,37.46403,108.08882,"ABLA"
"959","CO","04H","ABLA-H-04H","1889",0.497,37.46403,108.08882,"ABLA"
"960","CO","04H","ABLA-H-04H","1888",0.385,37.46403,108.08882,"ABLA"
"961","CO","04H","ABLA-H-04H","1887",0.3445,37.46403,108.08882,"ABLA"
"962","CO","04H","ABLA-H-04H","1886",0.374,37.46403,108.08882,"ABLA"
"963","CO","04H","ABLA-H-04H","1885",0.4225,37.46403,108.08882,"ABLA"
"964","CO","04H","ABLA-H-04H","1884",0.3595,37.46403,108.08882,"ABLA"
"965","CO","04H","ABLA-H-04H","1883",0.301,37.46403,108.08882,"ABLA"
"966","CO","04H","ABLA-H-04H","1882",0.3535,37.46403,108.08882,"ABLA"
"967","CO","04H","ABLA-H-04H","1881",0.344,37.46403,108.08882,"ABLA"
"968","CO","04H","ABLA-H-04H","1880",0.3115,37.46403,108.08882,"ABLA"
"969","CO","04H","ABLA-H-04H","1879",0.332,37.46403,108.08882,"ABLA"
"970","CO","04H","ABLA-H-04H","1878",0.5395,37.46403,108.08882,"ABLA"
"971","CO","04H","ABLA-H-04H","1877",0.4185,37.46403,108.08882,"ABLA"
"972","CO","04H","ABLA-H-04H","1876",0.2865,37.46403,108.08882,"ABLA"
"973","CO","04H","ABLA-H-04H","1875",0.3485,37.46403,108.08882,"ABLA"
"974","CO","04L","ABLA-H-04L","2013",0.153,37.46393,108.08939,"ABLA"
"975","CO","04L","ABLA-H-04L","2012",0.6865,37.46393,108.08939,"ABLA"
"976","CO","04L","ABLA-H-04L","2011",0.989,37.46393,108.08939,"ABLA"
"977","CO","04L","ABLA-H-04L","2010",0.9035,37.46393,108.08939,"ABLA"
"978","CO","04L","ABLA-H-04L","2009",0.995,37.46393,108.08939,"ABLA"
"979","CO","04L","ABLA-H-04L","2008",1.04,37.46393,108.08939,"ABLA"
"980","CO","04L","ABLA-H-04L","2007",0.993,37.46393,108.08939,"ABLA"
"981","CO","04L","ABLA-H-04L","2006",0.9105,37.46393,108.08939,"ABLA"
"982","CO","04L","ABLA-H-04L","2005",1.0215,37.46393,108.08939,"ABLA"
"983","CO","04L","ABLA-H-04L","2004",0.9285,37.46393,108.08939,"ABLA"
"984","CO","04L","ABLA-H-04L","2003",0.739,37.46393,108.08939,"ABLA"
"985","CO","04L","ABLA-H-04L","2002",0.904,37.46393,108.08939,"ABLA"
"986","CO","04L","ABLA-H-04L","2001",1.2915,37.46393,108.08939,"ABLA"
"987","CO","04L","ABLA-H-04L","2000",1.0595,37.46393,108.08939,"ABLA"
"988","CO","04L","ABLA-H-04L","1999",0.949,37.46393,108.08939,"ABLA"
"989","CO","04L","ABLA-H-04L","1998",0.9985,37.46393,108.08939,"ABLA"
"990","CO","04L","ABLA-H-04L","1997",0.9855,37.46393,108.08939,"ABLA"
"991","CO","04L","ABLA-H-04L","1996",1.1425,37.46393,108.08939,"ABLA"
"992","CO","04L","ABLA-H-04L","1995",1.238,37.46393,108.08939,"ABLA"
"993","CO","04L","ABLA-H-04L","1994",0.987,37.46393,108.08939,"ABLA"
"994","CO","04L","ABLA-H-04L","1993",0.87,37.46393,108.08939,"ABLA"
"995","CO","04L","ABLA-H-04L","1992",1.091,37.46393,108.08939,"ABLA"
"996","CO","04L","ABLA-H-04L","1991",1.083,37.46393,108.08939,"ABLA"
"997","CO","04L","ABLA-H-04L","1990",1.1665,37.46393,108.08939,"ABLA"
"998","CO","04L","ABLA-H-04L","1989",1.0605,37.46393,108.08939,"ABLA"
