age_CE,MAM121AA_raw,MAM132AA_raw,MAM142AA_raw,MAM143AA_raw,MAM151AA_raw,MAM152AA_raw,MAM161AA_raw,MAM162AA_raw,MAM163AA_raw,MAM171AA_raw,MAM172AA_raw,MAM181AA_raw,MAM201AA_raw,MAM212AA_raw,MAM221AA_raw,MAM222AA_raw,MAM223AA_raw,MAM224AA_raw,MAM225AA_raw,MAM231AA_raw,MAM251AA_raw,MAM271AA_raw,MAM272AA_raw,MAM281AA_raw,MAM511AA_raw,MAM512AA_raw,MAM513AA_raw,MAM522AA_raw,MAM523AA_raw,MAM561AA_raw,MAM621AA_raw,MAM632AA_raw,MAM633AA_raw,MAM641AA_raw,MAM651AA_raw,MAM652AA_raw,MAM661AA_raw,MAM671AA_raw,MAM672AA_raw,MAM681AA_raw,MAM682AA_raw,MAM691AA_raw,MAM712AA_raw,MAM721AA_raw,MAM722AA_raw,MAM731AA_raw,MAM761AA_raw,MAM771AA_raw,MAM781AA_raw,MAM121AA_raw_outlier_flag,MAM132AA_raw_outlier_flag,MAM142AA_raw_outlier_flag,MAM143AA_raw_outlier_flag,MAM151AA_raw_outlier_flag,MAM152AA_raw_outlier_flag,MAM161AA_raw_outlier_flag,MAM162AA_raw_outlier_flag,MAM163AA_raw_outlier_flag,MAM171AA_raw_outlier_flag,MAM172AA_raw_outlier_flag,MAM181AA_raw_outlier_flag,MAM201AA_raw_outlier_flag,MAM212AA_raw_outlier_flag,MAM221AA_raw_outlier_flag,MAM222AA_raw_outlier_flag,MAM223AA_raw_outlier_flag,MAM224AA_raw_outlier_flag,MAM225AA_raw_outlier_flag,MAM231AA_raw_outlier_flag,MAM251AA_raw_outlier_flag,MAM271AA_raw_outlier_flag,MAM272AA_raw_outlier_flag,MAM281AA_raw_outlier_flag,MAM511AA_raw_outlier_flag,MAM512AA_raw_outlier_flag,MAM513AA_raw_outlier_flag,MAM522AA_raw_outlier_flag,MAM523AA_raw_outlier_flag,MAM561AA_raw_outlier_flag,MAM621AA_raw_outlier_flag,MAM632AA_raw_outlier_flag,MAM633AA_raw_outlier_flag,MAM641AA_raw_outlier_flag,MAM651AA_raw_outlier_flag,MAM652AA_raw_outlier_flag,MAM661AA_raw_outlier_flag,MAM671AA_raw_outlier_flag,MAM672AA_raw_outlier_flag,MAM681AA_raw_outlier_flag,MAM682AA_raw_outlier_flag,MAM691AA_raw_outlier_flag,MAM712AA_raw_outlier_flag,MAM721AA_raw_outlier_flag,MAM722AA_raw_outlier_flag,MAM731AA_raw_outlier_flag,MAM761AA_raw_outlier_flag,MAM771AA_raw_outlier_flag,MAM781AA_raw_outlier_flag
1065,0.69,NA,NA,0.51,0.52,NA,NA,NA,NA,0.21,0.43,NA,0.51,NA,0.28,0.23,NA,NA,NA,0.64,0.43,0.3,0.3,0.61,NA,NA,NA,NA,NA,NA,NA,0.8,1,0.64,NA,NA,0.45,NA,NA,0.56,NA,0.87,NA,0.73,NA,0.61,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,TRUE,NA,FALSE,NA,FALSE,NA,NA,NA
1066,0.38,NA,NA,0.3,0.37,NA,NA,NA,NA,0.1,0.12,NA,0.32,NA,0.2,0.16,NA,NA,NA,0.33,0.23,0.19,0.12,0.28,NA,NA,NA,NA,NA,NA,NA,0.38,0.64,0.35,NA,NA,0.2,NA,NA,0.29,NA,0.54,NA,0.43,NA,0.17,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1067,0.12,NA,NA,0.17,0.16,NA,NA,NA,NA,0,0.05,NA,0.07,NA,0.06,0.04,NA,NA,NA,0.11,0.05,0.07,0.04,0.05,NA,NA,NA,NA,NA,NA,NA,0.12,0.24,0.16,NA,NA,0.1,NA,NA,0.07,NA,0.21,NA,0.42,NA,0.06,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1068,0.38,NA,NA,0.27,0.13,NA,NA,NA,NA,0.07,0.06,NA,0.09,NA,0.09,0.07,NA,NA,NA,0.11,0.15,0.13,0.08,0.14,NA,NA,NA,NA,NA,NA,NA,0.18,0.25,0.13,NA,NA,0.15,NA,NA,0.13,NA,0.23,NA,0.49,NA,0.24,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1069,0.43,NA,NA,0.25,0.2,NA,NA,NA,NA,0.11,0.14,NA,0.23,NA,0.17,0.12,NA,NA,NA,0.18,0.22,0.21,0.1,0.24,NA,NA,NA,NA,NA,NA,NA,0.46,0.34,0.2,NA,NA,0.32,NA,NA,0.29,NA,0.31,NA,0.51,NA,0.34,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1070,0.39,NA,NA,0.43,0.26,NA,NA,NA,NA,0.24,0.38,NA,0.32,NA,0.25,0.18,NA,NA,NA,0.4,0.38,0.23,0.18,0.25,NA,NA,NA,NA,NA,NA,NA,0.61,0.68,0.43,NA,NA,0.33,NA,NA,0.32,NA,0.45,NA,0.56,NA,0.43,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1071,0.44,NA,NA,0.33,0.31,NA,NA,NA,NA,0.29,0.39,NA,0.28,NA,0.34,0.21,NA,NA,NA,0.49,0.24,0.27,0.31,0.37,NA,NA,NA,NA,NA,NA,NA,0.72,0.89,0.51,NA,NA,0.35,NA,NA,0.4,NA,0.62,NA,0.5,NA,0.35,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1072,0.42,NA,NA,0.22,0.27,NA,NA,NA,NA,0.14,0.31,NA,0.32,NA,0.24,0.2,NA,NA,NA,0.41,0.25,0.29,0.16,0.31,NA,NA,NA,NA,NA,NA,NA,0.6,0.69,0.46,NA,NA,0.43,NA,NA,0.41,NA,0.47,NA,0.52,NA,0.39,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1073,0.36,NA,NA,0.25,0.24,NA,NA,NA,NA,0.15,0.28,NA,0.31,NA,0.22,0.17,NA,NA,NA,0.47,0.24,0.26,0.2,0.29,NA,NA,NA,NA,NA,NA,NA,0.59,0.69,0.25,NA,NA,0.36,NA,NA,0.42,NA,0.42,NA,0.47,NA,0.32,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1074,0.23,NA,NA,0.3,0.28,NA,NA,NA,NA,0.1,0.3,NA,0.25,NA,0.2,0.06,NA,NA,NA,0.34,0.15,0.15,0.06,0.11,NA,NA,NA,NA,NA,NA,NA,0.54,0.69,0.37,NA,NA,0.28,NA,NA,0.33,NA,0.32,NA,0.39,NA,0.24,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1075,0.35,NA,NA,0.39,0.25,NA,NA,NA,NA,0.19,0.43,NA,0.4,NA,0.23,0.11,NA,NA,NA,0.38,0.24,0.24,0.22,0.18,NA,NA,NA,NA,NA,NA,NA,0.82,0.91,0.56,NA,NA,0.33,NA,NA,0.41,NA,0.44,NA,0.41,NA,0.31,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1076,0.4,NA,NA,0.38,0.42,NA,NA,NA,NA,0.32,0.51,NA,0.43,NA,0.28,0.2,NA,NA,NA,0.55,0.44,0.35,0.29,0.5,NA,NA,NA,NA,NA,NA,NA,0.98,1.24,0.66,NA,NA,0.42,NA,NA,0.69,NA,0.56,NA,0.61,NA,0.49,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1077,0.19,NA,NA,0.39,0.41,NA,NA,NA,NA,0.26,0.41,NA,0.46,NA,0.22,0.16,NA,NA,NA,0.5,0.25,0.24,0.25,0.23,NA,NA,NA,NA,NA,NA,NA,0.93,1.14,0.58,NA,NA,0.34,NA,NA,0.51,NA,0.56,NA,0.57,NA,0.28,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1078,0.35,NA,NA,0.49,0.55,NA,NA,NA,NA,0.35,0.42,NA,0.48,NA,0.31,0.26,NA,NA,NA,0.51,0.35,0.23,0.26,0.3,NA,NA,NA,NA,NA,NA,NA,0.8,1.2,0.54,NA,NA,0.3,NA,NA,0.72,NA,0.54,NA,0.47,NA,0.32,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1079,0.3,NA,NA,0.33,0.84,NA,NA,NA,NA,0.26,0.5,NA,0.51,NA,0.23,0.21,NA,NA,NA,0.54,0.42,0.34,0.25,0.22,NA,NA,NA,NA,NA,NA,NA,0.93,1.25,0.47,NA,NA,0.34,NA,NA,0.83,NA,0.62,NA,0.64,NA,0.36,NA,NA,NA,FALSE,NA,NA,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1080,0.27,NA,NA,0.34,0.63,NA,NA,NA,NA,0.33,0.47,NA,0.38,NA,0.29,0.25,NA,NA,NA,0.56,0.25,0.19,0.2,0.33,NA,NA,NA,NA,NA,NA,NA,0.83,1.07,0.5,NA,NA,0.29,NA,NA,0.56,NA,0.55,NA,0.44,NA,0.31,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1081,0.2,NA,NA,0.53,0.72,NA,NA,NA,NA,0.17,0.4,NA,0.3,NA,0.21,0.11,NA,NA,NA,0.5,0.32,0.2,0.3,0.38,NA,NA,NA,NA,NA,NA,NA,0.75,1.24,0.54,NA,NA,0.42,NA,NA,0.69,NA,0.49,NA,0.55,NA,0.37,NA,NA,NA,FALSE,NA,NA,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1082,0.34,NA,NA,0.34,0.52,NA,NA,NA,NA,0.3,0.55,NA,0.38,NA,0.25,0.18,NA,NA,NA,0.37,0.43,0.27,0.3,0.2,NA,NA,NA,NA,NA,NA,NA,0.75,1.07,0.3,NA,NA,0.44,NA,NA,0.61,NA,0.59,NA,0.5,NA,0.38,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1083,0.24,NA,NA,0.46,0.86,NA,NA,NA,NA,0.2,0.3,NA,0.46,NA,0.2,0.1,NA,NA,NA,0.28,0.32,0.22,0.15,0.31,NA,NA,NA,NA,NA,NA,NA,0.92,1.21,0.53,NA,NA,0.28,NA,NA,0.75,NA,0.37,NA,0.54,NA,0.36,NA,NA,NA,FALSE,NA,NA,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1084,0.23,NA,NA,0.47,0.48,NA,NA,NA,NA,0.25,0.56,NA,0.38,NA,0.27,0.14,NA,NA,NA,0.5,0.24,0.28,0.28,0.23,NA,NA,NA,NA,NA,NA,NA,0.58,0.79,0.53,NA,NA,0.28,NA,NA,0.57,NA,0.52,NA,0.43,NA,0.3,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1085,0.15,NA,NA,0.29,0.47,NA,NA,NA,NA,0.32,0.44,NA,0.4,NA,0.24,0.15,NA,NA,NA,0.38,0.2,0.19,0.21,0.33,NA,NA,NA,NA,NA,NA,NA,0.62,0.64,0.64,NA,NA,0.25,NA,NA,0.46,NA,0.32,NA,0.33,NA,0.27,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1086,0.33,NA,NA,0.46,0.64,NA,NA,NA,NA,0.26,0.4,NA,0.48,NA,0.37,0.23,NA,NA,NA,0.4,0.26,0.12,0.15,0.27,NA,NA,NA,NA,NA,NA,NA,0.67,0.81,0.72,NA,NA,0.31,NA,NA,0.66,NA,0.5,NA,0.42,NA,0.34,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1087,0.21,NA,NA,0.39,0.66,NA,NA,NA,NA,0.37,0.59,NA,0.47,NA,0.37,0.31,NA,NA,NA,0.37,0.19,0.02,0.08,0.25,NA,NA,NA,NA,NA,NA,NA,0.71,0.93,0.6,NA,NA,0.34,NA,NA,0.61,NA,0.47,NA,0.35,NA,0.22,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1088,0.29,NA,NA,0.27,0.66,NA,NA,NA,NA,0.18,0.38,NA,0.29,NA,0.28,0.23,NA,NA,NA,0.19,0.17,0.2,0.09,0.15,NA,NA,NA,NA,NA,NA,NA,0.54,0.67,0.61,NA,NA,0.26,NA,NA,0.34,NA,0.33,NA,0.59,NA,0.27,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1089,0.16,NA,NA,0.36,0.46,NA,NA,NA,NA,0.3,0.42,NA,0.4,NA,0.3,0.22,NA,NA,NA,0.37,0.22,0.15,0.09,0.13,NA,NA,NA,NA,NA,NA,NA,0.59,0.68,0.78,NA,NA,0.23,NA,NA,0.41,NA,0.48,NA,0.5,NA,0.2,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1090,0.3,NA,NA,0.36,0.72,NA,NA,NA,NA,0.22,0.36,NA,0.28,NA,0.32,0.28,NA,NA,NA,0.42,0.2,0.13,0.17,0.12,NA,NA,NA,NA,NA,NA,NA,0.51,0.5,0.63,NA,NA,0.28,NA,NA,0.21,NA,0.4,NA,0.7,NA,0.27,NA,NA,NA,FALSE,NA,NA,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1091,0.09,NA,NA,0.26,0.51,NA,NA,NA,NA,0.07,0.09,NA,0,NA,0.13,0.12,NA,NA,NA,0.23,0.12,0.11,0,0.03,NA,NA,NA,NA,NA,NA,NA,0.27,0.34,0.11,NA,NA,0.17,NA,NA,0.14,NA,0.23,NA,0.36,NA,0.19,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1092,0.35,NA,NA,0.35,0.74,NA,NA,NA,NA,0.21,0.41,NA,0.23,NA,0.19,0.1,NA,NA,NA,0.38,0.23,0.15,0.21,0.28,NA,NA,NA,NA,NA,NA,NA,0.57,0.7,0.63,NA,NA,0.32,NA,NA,0.37,NA,0.45,NA,0.46,NA,0.32,NA,NA,NA,FALSE,NA,NA,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1093,0.23,NA,NA,0.25,0.5,NA,NA,NA,NA,0.06,0.23,NA,0.14,NA,0.15,0.08,NA,NA,NA,0.19,0.12,0.12,0.09,0.23,NA,NA,NA,NA,NA,NA,NA,0.43,0.59,0.57,NA,NA,0.22,NA,NA,0.18,NA,0.28,NA,0.3,NA,0.23,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1094,0.11,NA,NA,0.17,0.26,NA,NA,NA,NA,0.02,0.07,NA,0.07,NA,0.1,0.08,NA,NA,NA,0.12,0.11,0,0,0.06,NA,NA,NA,NA,NA,NA,NA,0.23,0.4,0.15,NA,NA,0.19,NA,NA,0.03,NA,0.1,NA,0.04,NA,0.14,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1095,0.18,NA,NA,0.23,0.6,NA,NA,NA,NA,0.3,0.49,NA,0.34,NA,0.39,0.32,NA,NA,NA,0.33,0.18,0.09,0.12,0.19,NA,NA,NA,NA,NA,NA,NA,0.52,0.71,0.65,NA,NA,0.29,NA,NA,0.27,NA,0.34,NA,0.45,NA,0.26,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1096,0.25,NA,NA,0.39,0.78,NA,NA,NA,NA,0.22,0.23,NA,0.25,NA,0.3,0.16,NA,NA,NA,0.36,0.14,0.08,0.09,0.12,NA,NA,NA,NA,NA,NA,NA,0.48,0.78,0.62,NA,NA,0.33,NA,NA,0.14,NA,0.3,NA,0.59,NA,0.18,NA,NA,NA,FALSE,NA,NA,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1097,0.45,NA,NA,0.34,0.54,NA,NA,NA,NA,0.37,0.48,NA,0.32,NA,0.32,0.24,NA,NA,NA,0.31,0.19,0.09,0.08,0.19,NA,NA,NA,NA,NA,NA,NA,0.6,0.98,0.52,NA,NA,0.24,NA,NA,0.24,NA,0.49,NA,0.52,NA,0.3,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1098,0.17,NA,NA,0.17,0.23,NA,NA,NA,NA,0.16,0.09,NA,0.08,NA,0.09,0.07,NA,NA,NA,0.08,0.05,0,0,0.04,NA,NA,NA,NA,NA,NA,NA,0.3,0.57,0.1,NA,NA,0.08,NA,NA,0.1,NA,0.22,NA,0.33,NA,0.1,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1099,0.45,NA,NA,0.29,0.5,NA,NA,NA,NA,0.15,0.19,NA,0.14,NA,0.19,0.19,NA,NA,NA,0.19,0.18,0.12,0.17,0.11,NA,NA,NA,NA,NA,NA,NA,0.35,0.63,0.41,NA,NA,0.28,NA,NA,0.21,NA,0.33,NA,0.54,NA,0.28,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
