age_CE,MAM121AA_raw,MAM132AA_raw,MAM142AA_raw,MAM143AA_raw,MAM151AA_raw,MAM152AA_raw,MAM161AA_raw,MAM162AA_raw,MAM163AA_raw,MAM171AA_raw,MAM172AA_raw,MAM181AA_raw,MAM201AA_raw,MAM212AA_raw,MAM221AA_raw,MAM222AA_raw,MAM223AA_raw,MAM224AA_raw,MAM225AA_raw,MAM231AA_raw,MAM251AA_raw,MAM271AA_raw,MAM272AA_raw,MAM281AA_raw,MAM511AA_raw,MAM512AA_raw,MAM513AA_raw,MAM522AA_raw,MAM523AA_raw,MAM561AA_raw,MAM621AA_raw,MAM632AA_raw,MAM633AA_raw,MAM641AA_raw,MAM651AA_raw,MAM652AA_raw,MAM661AA_raw,MAM671AA_raw,MAM672AA_raw,MAM681AA_raw,MAM682AA_raw,MAM691AA_raw,MAM712AA_raw,MAM721AA_raw,MAM722AA_raw,MAM731AA_raw,MAM761AA_raw,MAM771AA_raw,MAM781AA_raw,MAM121AA_raw_outlier_flag,MAM132AA_raw_outlier_flag,MAM142AA_raw_outlier_flag,MAM143AA_raw_outlier_flag,MAM151AA_raw_outlier_flag,MAM152AA_raw_outlier_flag,MAM161AA_raw_outlier_flag,MAM162AA_raw_outlier_flag,MAM163AA_raw_outlier_flag,MAM171AA_raw_outlier_flag,MAM172AA_raw_outlier_flag,MAM181AA_raw_outlier_flag,MAM201AA_raw_outlier_flag,MAM212AA_raw_outlier_flag,MAM221AA_raw_outlier_flag,MAM222AA_raw_outlier_flag,MAM223AA_raw_outlier_flag,MAM224AA_raw_outlier_flag,MAM225AA_raw_outlier_flag,MAM231AA_raw_outlier_flag,MAM251AA_raw_outlier_flag,MAM271AA_raw_outlier_flag,MAM272AA_raw_outlier_flag,MAM281AA_raw_outlier_flag,MAM511AA_raw_outlier_flag,MAM512AA_raw_outlier_flag,MAM513AA_raw_outlier_flag,MAM522AA_raw_outlier_flag,MAM523AA_raw_outlier_flag,MAM561AA_raw_outlier_flag,MAM621AA_raw_outlier_flag,MAM632AA_raw_outlier_flag,MAM633AA_raw_outlier_flag,MAM641AA_raw_outlier_flag,MAM651AA_raw_outlier_flag,MAM652AA_raw_outlier_flag,MAM661AA_raw_outlier_flag,MAM671AA_raw_outlier_flag,MAM672AA_raw_outlier_flag,MAM681AA_raw_outlier_flag,MAM682AA_raw_outlier_flag,MAM691AA_raw_outlier_flag,MAM712AA_raw_outlier_flag,MAM721AA_raw_outlier_flag,MAM722AA_raw_outlier_flag,MAM731AA_raw_outlier_flag,MAM761AA_raw_outlier_flag,MAM771AA_raw_outlier_flag,MAM781AA_raw_outlier_flag
1536,1.44,0.23,0.12,NA,0.22,0.28,0.48,NA,0.59,NA,0.18,0.14,0.36,0.26,0.27,0.37,NA,NA,NA,0.1,NA,0.26,0.27,0.16,0.28,0.3,0.32,0.49,0.25,NA,0.5,0.45,0.31,0.61,0.57,NA,NA,NA,0.49,0.48,NA,0.25,NA,0.49,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1537,1.18,0.11,0.14,NA,0.22,0.22,0.31,NA,0.51,NA,0.09,0.14,0.25,0.31,0.3,0.25,NA,NA,NA,0.1,NA,0.15,0.24,0.17,0.26,0.27,0.19,0.44,0.22,NA,0.3,0.46,0.29,0.35,0.5,NA,NA,NA,0.36,0.42,NA,0.25,NA,0.47,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1538,0.89,0.04,0.08,NA,0.08,0.27,0.15,NA,0.26,NA,0.01,0.01,0.25,0.06,0.17,0.14,NA,NA,NA,0.05,NA,0.06,0.14,0.05,0.11,0.13,0.12,0.37,0.2,NA,0.13,0.32,0.2,0.23,0.31,NA,NA,NA,0.15,0.18,NA,0.15,NA,0.29,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1539,1.26,0.09,0.12,NA,0.1,0.15,0.17,NA,0.38,NA,0.05,0.18,0.15,0.19,0.25,0.25,NA,NA,NA,0.14,NA,0.1,0.18,0.16,0.11,0.1,0.12,0.48,0.22,NA,0.16,0.32,0.16,0.48,0.36,NA,NA,NA,0.32,0.17,NA,0.25,NA,0.67,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1540,1.12,0.13,0.1,NA,0.26,0.2,0.34,NA,0.44,NA,0.07,0.08,0.18,0.21,0.28,0.28,NA,NA,NA,0.13,NA,0.2,0.23,0.12,0.23,0.22,0.25,0.44,0.3,NA,0.19,0.31,0.14,0.43,0.47,NA,NA,NA,0.38,0.03,NA,0.28,NA,0.62,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1541,1.02,0.08,0.11,NA,0.13,0.2,0.18,NA,0.27,NA,0.07,0.1,0.07,0.01,0.16,0.15,NA,NA,NA,0.15,NA,0.12,0.12,0.11,0.18,0.15,0.14,0.37,0.25,NA,0.18,0.37,0.13,0.2,0.28,NA,NA,NA,0.24,0.19,NA,0.19,NA,0.52,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1542,0.74,0,0,NA,0.01,0.04,0.04,NA,0.1,NA,0,0.04,0,0.06,0.15,0.1,NA,NA,NA,0,NA,0,0,0,0,0,0.03,0.14,0.08,NA,0,0.14,0,0.11,0.07,NA,NA,NA,0.11,0.04,NA,0.22,NA,0.4,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1543,1.13,0.11,0.25,NA,0.23,0.32,0.3,NA,0.35,NA,0.12,0.16,0.22,0.09,0.3,0.28,NA,NA,NA,0.3,NA,0.34,0.39,0.13,0.19,0.14,0.19,0.48,0.23,NA,0.2,0.48,0.28,0.46,0.39,NA,NA,NA,0.43,0.16,NA,0.25,NA,0.55,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1544,0.75,0.02,0.08,NA,0.06,0.09,0.05,NA,0.09,NA,0.04,0.05,0.12,0.08,0.2,0.18,NA,NA,NA,0.16,NA,0.05,0.16,0.06,0.06,0.06,0.21,0.42,0.15,NA,0.06,0.32,0.12,0.18,0.27,NA,NA,NA,0.16,0.09,NA,0.18,NA,0.41,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1545,0.71,0.07,0.15,NA,0.08,0.09,0.19,NA,0.23,NA,0.04,0.16,0.07,0.09,0.16,0.18,NA,NA,NA,0.14,NA,0.09,0.18,0.09,0.05,0.1,0.13,0.27,0.16,NA,0.14,0.33,0.16,0.21,0.25,NA,NA,NA,0.21,0.06,NA,0.24,NA,0.38,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1546,1.45,0.08,0.42,NA,0.33,0.41,0.32,NA,0.58,NA,0.1,0.17,0.14,0.2,0.37,0.51,NA,NA,NA,0.23,NA,0.27,0.41,0.26,0.16,0.21,0.26,0.67,0.29,NA,0.36,0.66,0.33,0.51,0.57,NA,NA,NA,0.66,0.13,NA,0.36,NA,0.66,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1547,0.89,0.06,0.26,NA,0.15,0.17,0.17,NA,0.39,NA,0.07,0.14,0.24,0.04,0.28,0.32,NA,NA,NA,0.19,NA,0.13,0.2,0.21,0.12,0.13,0.13,0.48,0.2,NA,0.2,0.47,0.18,0.42,0.36,NA,NA,NA,0.35,0.14,NA,0.34,NA,0.45,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1548,1.06,0.22,0.35,NA,0.13,0.18,0.17,NA,0.27,NA,0.07,0.19,0.17,0.07,0.25,0.37,NA,NA,NA,0.31,NA,0.22,0.28,0.13,0.15,0.17,0.22,0.45,0.23,NA,0.29,0.53,0.21,0.34,0.42,NA,NA,NA,0.3,0.21,NA,0.31,NA,0.42,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1549,0.97,0.15,0.45,NA,0.2,0.28,0.41,NA,0.61,NA,0.05,0.17,0.16,0.3,0.28,0.37,NA,NA,NA,0.29,NA,0.21,0.23,0.12,0.2,0.21,0.26,0.45,0.31,NA,0.39,0.64,0.34,0.37,0.66,NA,NA,NA,0.64,0.3,NA,0.36,NA,0.39,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1550,1.16,0.19,0.64,NA,0.23,0.4,0.39,NA,0.74,NA,0.13,0.19,0.13,0.21,0.34,0.51,NA,NA,NA,0.28,NA,0.28,0.26,0.27,0.22,0.26,0.15,0.56,0.38,NA,0.35,0.65,0.38,0.57,0.64,NA,NA,NA,0.64,0.31,NA,0.47,NA,0.58,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1551,1.22,0.22,0.34,NA,0.14,0.2,0.45,NA,0.74,NA,0.14,0.17,0.24,0.32,0.26,0.23,NA,NA,NA,0.39,NA,0.29,0.36,0.18,0.21,0.16,0.09,0.42,0.27,NA,0.16,0.68,0.46,0.45,0.72,NA,NA,NA,0.5,0.33,NA,0.37,NA,0.65,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1552,1.18,0.13,0.31,NA,0.27,0.17,0.36,NA,0.55,NA,0.14,0.17,0.17,0.06,0.45,0.42,NA,NA,NA,0.42,NA,0.16,0.17,0.1,0.21,0.17,0.1,0.61,0.24,NA,0.18,0.62,0.42,0.55,0.42,NA,NA,NA,0.42,0.38,NA,0.41,NA,0.64,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1553,1.11,0.32,0.3,NA,0.39,0.44,0.51,NA,0.66,NA,0.13,0.34,0.31,0.32,0.47,0.43,NA,NA,NA,0.45,NA,0.31,0.31,0.34,0.22,0.31,0.19,0.78,0.37,NA,0.57,0.77,0.48,0.68,0.65,NA,NA,NA,0.79,0.36,NA,0.51,NA,0.63,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1554,1.02,0.25,0.57,NA,0.25,0.23,0.39,NA,0.52,NA,0.11,0.17,0.27,0.28,0.33,0.34,NA,NA,NA,0.37,NA,0.2,0.19,0.12,0.21,0.22,0.15,0.63,0.24,NA,0.35,0.77,0.37,0.59,0.56,NA,NA,NA,0.66,0.36,NA,0.45,NA,0.57,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1555,1.28,0.23,0.47,NA,0.26,0.43,0.43,NA,0.39,NA,0.09,0.26,0.16,0.19,0.38,0.38,NA,NA,NA,0.4,NA,0.21,0.3,0.08,0.27,0.24,0.1,0.69,0.31,NA,0.22,0.87,0.37,0.72,0.52,NA,NA,NA,0.76,0.26,NA,0.45,NA,0.67,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1556,1.37,0.29,0.72,NA,0.31,0.52,0.44,NA,0.52,NA,0.3,0.36,0.2,0.38,0.54,0.52,NA,NA,NA,0.58,NA,0.29,0.36,0.21,0.3,0.17,0.19,0.78,0.46,NA,0.54,1.18,0.59,0.88,0.58,NA,NA,NA,0.65,0.31,NA,0.52,NA,0.96,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,TRUE,NA,NA,NA,NA,NA
1557,0.67,0.2,0.37,NA,0.27,0.21,0.38,NA,0.4,NA,0.23,0.12,0.07,0.14,0.38,0.41,NA,NA,NA,0.42,NA,0.17,0.23,0.04,0.17,0.1,0.09,0.51,0.29,NA,0.18,0.65,0.24,0.6,0.57,NA,NA,NA,0.44,0.14,NA,0.35,NA,0.71,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1558,0.57,0.15,0.22,NA,0.17,0.18,0.18,NA,0.23,NA,0,0.17,0.05,0.03,0.28,0.25,NA,NA,NA,0.33,NA,0.1,0.15,0.04,0.12,0.12,0.07,0.57,0.27,NA,0.14,0.45,0.1,0.58,0.37,NA,NA,NA,0.2,0.16,NA,0.31,NA,0.49,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1559,0.57,0.11,0.3,NA,0.18,0.2,0.34,NA,0.36,NA,0.16,0.18,0.16,0.14,0.27,0.33,NA,NA,NA,0.43,NA,0.15,0.24,0.23,0.14,0.15,0.14,0.5,0.24,NA,0.24,0.57,0.12,0.61,0.47,NA,NA,NA,0.36,0.23,NA,0.35,NA,0.59,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1560,0.75,0.17,0.53,NA,0.11,0.12,0.3,NA,0.36,NA,0.11,0.26,0.21,0,0.25,0.36,NA,NA,NA,0.3,NA,0.19,0.19,0.13,0.19,0.17,0.1,0.61,0.23,NA,0.36,0.55,0.19,0.65,0.4,NA,NA,NA,0.36,0.14,NA,0.31,NA,0.66,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1561,0.44,0.06,0.41,NA,0.1,0.08,0.2,NA,0.26,NA,0.2,0.09,0.04,0.2,0.21,0.16,NA,NA,NA,0.2,NA,0.16,0.13,0.13,0.19,0.17,0.13,0.44,0.28,NA,0.24,0.4,0.15,0.34,0.27,NA,NA,NA,0.25,0.21,NA,0.29,NA,0.46,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1562,0.71,0.11,0.51,NA,0.12,0.28,0.37,NA,0.45,NA,0.06,0.18,0.15,0.28,0.34,0.35,NA,NA,NA,0.35,NA,0.25,0.24,0.23,0.17,0.16,0.14,0.61,0.23,NA,0.31,0.61,0.23,0.53,0.55,NA,NA,NA,0.49,0.24,NA,0.34,NA,0.66,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1563,0.72,0.12,0.29,NA,0.07,0.1,0.1,NA,0.09,NA,0.07,0.11,0.23,0.06,0.25,0.3,NA,NA,NA,0.35,NA,0.15,0.08,0.06,0.09,0.06,0.08,0.38,0.17,NA,0.11,0.34,0.1,0.27,0.3,NA,NA,NA,0.19,0.2,NA,0.26,NA,0.42,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1564,0.55,0.12,0.4,NA,0.17,0.33,0.39,NA,0.41,NA,0.13,0.3,0.26,0.21,0.33,0.37,NA,NA,NA,0.46,NA,0.2,0.29,0.11,0.13,0.12,0.16,0.64,0.26,NA,0.26,0.67,0.27,0.49,0.41,NA,NA,NA,0.54,0.33,NA,0.38,NA,0.54,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1565,0.75,0.14,0.4,NA,0.24,0.32,0.52,NA,0.54,NA,0.09,0.13,0.19,0.35,0.4,0.31,NA,NA,NA,0.37,NA,0.21,0.28,0.21,0.14,0.24,0.13,0.48,0.21,NA,0.31,0.75,0.33,0.48,0.5,NA,NA,NA,0.59,0.32,NA,0.32,NA,0.64,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1566,0.58,0.04,0.19,NA,0.15,0.12,0.1,NA,0,NA,0,0.05,0,0.05,0.21,0.16,NA,NA,NA,0.22,NA,0.07,0.11,0.06,0.09,0.09,0.05,0.38,0.16,NA,0.02,0.34,0.1,0.17,0.28,NA,NA,NA,0.24,0.14,NA,0.19,NA,0.56,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1567,0.43,0.08,0.12,NA,0.12,0.15,0.18,NA,0.13,NA,0.16,0.2,0.06,0.11,0.35,0.31,NA,NA,NA,0.44,NA,0.16,0.22,0.13,0.18,0.16,0.16,0.38,0.18,NA,0.35,0.51,0.29,0.25,0.28,NA,NA,NA,0.27,0.3,NA,0.28,NA,0.54,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
