ID,SPECIES,TYPE,INNER_YR,PITH,OUTER_YR,AGE,EVENT,RATING,LAB_NOTES,RESPONSE_1,RESPONSE_2,RESPONSE_3,RESPONSE_4,MEASURED_RING_WIDTH,FIELD_NOTES,UTM_E,UTM_N,ZONE,DBH,HEIGHT,STATUS,COUNTY
CRG_02A,PIEN,NO DATA,1880,N,2019,139,2019,1,EW death date / Bark fully intact; wedge cut (no pith date); inner ring dated to 1880; large sample with no discernable signal; visually dated; 2019 EW,OBSV_DD,NA,NA,NA,N,"Root ball intact w broken tip, tip pointing downslope, surrounded by similar size trees, far west edge of trim line",274386,4194573,13,49.3,9,LIVE,San Juan
CRG_03A,PIEN,NO DATA,1850,N,2019,169,1879,2,RW multiple years with associated TRDs / Multiple breaks and suppression events obscurring pith date pre-1800; cannot determine pith date; visuall dated; 2019 EW,RW,TRDs,NA,NA,N,"Root ball intact, broken tip, brown root rot, tip pointing down slopw, far west side of trim line, w similar size trees",274427,4194584,13,46.1,4.7,LIVE,San Juan
CRG_03A,PIEN,NO DATA,1850,N,2019,169,2019,1,EW death date,OBSV_DD,NA,NA,NA,N,"Root ball intact, broken tip, brown root rot, tip pointing down slopw, far west side of trim line, w similar size trees",274427,4194584,13,46.1,4.7,LIVE,San Juan
CRG_04A,PIEN,NO DATA,1512,Y,2019,507,1535,5,RW 1 year / Bark fully intact; visually dated; 2019 EW,RW,NA,NA,NA,N,"very large tree- holy fuck!, root ball inctac, surrounded by similar size trees, broken tip, west flank of path",274460,4194607,13,64,15.1,LIVE,San Juan
CRG_04A,PIEN,NO DATA,1512,Y,2019,507,1545,4,RW 3 years,RW,NA,NA,NA,N,"very large tree- holy fuck!, root ball inctac, surrounded by similar size trees, broken tip, west flank of path",274460,4194607,13,64,15.1,LIVE,San Juan
CRG_04A,PIEN,NO DATA,1512,Y,2019,507,1555,5,RW 1 year,RW,NA,NA,NA,N,"very large tree- holy fuck!, root ball inctac, surrounded by similar size trees, broken tip, west flank of path",274460,4194607,13,64,15.1,LIVE,San Juan
CRG_04A,PIEN,NO DATA,1512,Y,2019,507,1578,1,Scar (~1/4th circumference of tree) with associated TRDs and RW,SCAR,RW,TRDs,NA,N,"very large tree- holy fuck!, root ball inctac, surrounded by similar size trees, broken tip, west flank of path",274460,4194607,13,64,15.1,LIVE,San Juan
CRG_04A,PIEN,NO DATA,1512,Y,2019,507,1638,1,Scar (~1/6th circumference of tree) with associated RW,SCAR,RW,NA,NA,N,"very large tree- holy fuck!, root ball inctac, surrounded by similar size trees, broken tip, west flank of path",274460,4194607,13,64,15.1,LIVE,San Juan
CRG_04A,PIEN,NO DATA,1512,Y,2019,507,1698,4,Growth suppression with associated TRDs for 2 years,GS,TRDs,NA,NA,N,"very large tree- holy fuck!, root ball inctac, surrounded by similar size trees, broken tip, west flank of path",274460,4194607,13,64,15.1,LIVE,San Juan
CRG_04A,PIEN,NO DATA,1512,Y,2019,507,2019,1,EW death date,OBSV_DD,NA,NA,NA,N,"very large tree- holy fuck!, root ball inctac, surrounded by similar size trees, broken tip, west flank of path",274460,4194607,13,64,15.1,LIVE,San Juan
CRG_05B,PIEN,NO DATA,1789,Y,2019,230,1828,5,RW 1 year / Bark fully intact; large sample with no discernable signal; visually dated; 2019 EW,RW,NA,NA,NA,N,"root ball intact, broken tip, tip pointing up slope, west side of path, 50 m from new trim like, surrounded by similar size trees",274444,4194632,13,36,11.8,LIVE,San Juan
CRG_05B,PIEN,NO DATA,1789,Y,2019,230,2019,1,EW death date,OBSV_DD,NA,NA,NA,N,"root ball intact, broken tip, tip pointing up slope, west side of path, 50 m from new trim like, surrounded by similar size trees",274444,4194632,13,36,11.8,LIVE,San Juan
CRG_07A,PIEN,NO DATA,1705,Y,2019,314,1720,5,RW 1 year with associated frost ring (cellular disruption in earlywood) / Bark fully intact; very large sample with minimal signal; visually dated; 2019 EW,RW,FR,NA,NA,N,"Tip broken off, root ball intact, many rocks in root ball, tip pointing west, large root ball, surrounded by similar size trees",274945,4194671,13,48.1,18.5,LIVE,San Juan
CRG_07A,PIEN,NO DATA,1705,Y,2019,314,1727,5,RW 1 year,RW,NA,NA,NA,N,"Tip broken off, root ball intact, many rocks in root ball, tip pointing west, large root ball, surrounded by similar size trees",274945,4194671,13,48.1,18.5,LIVE,San Juan
CRG_07A,PIEN,NO DATA,1705,Y,2019,314,1730,5,RW 1 year,RW,NA,NA,NA,N,"Tip broken off, root ball intact, many rocks in root ball, tip pointing west, large root ball, surrounded by similar size trees",274945,4194671,13,48.1,18.5,LIVE,San Juan
CRG_07A,PIEN,NO DATA,1705,Y,2019,314,1985,5,Isolated TRDs for 1 year,TRDs,NA,NA,NA,N,"Tip broken off, root ball intact, many rocks in root ball, tip pointing west, large root ball, surrounded by similar size trees",274945,4194671,13,48.1,18.5,LIVE,San Juan
CRG_07A,PIEN,NO DATA,1705,Y,2019,314,2019,1,EW death date,OBSV_DD,NA,NA,NA,N,"Tip broken off, root ball intact, many rocks in root ball, tip pointing west, large root ball, surrounded by similar size trees",274945,4194671,13,48.1,18.5,LIVE,San Juan
CRG_08A,PIEN,NO DATA,1718,Y,2019,301,1720,6,Frost ring (cellular disruption in earlywood) / Bark intact; visually dated; 2019 EW,FR,NA,NA,NA,N,"Root ball intact, tip broken off, tip pointing up, surrounded by other large trees in small gully, west falnk of path, 45m from west trim line, 40m from CR2",274413,4194622,13,42.5,11.2,LIVE,San Juan
CRG_08A,PIEN,NO DATA,1718,Y,2019,301,1725,3,RW 3 years (inconsistent),RW,NA,NA,NA,N,"Root ball intact, tip broken off, tip pointing up, surrounded by other large trees in small gully, west falnk of path, 45m from west trim line, 40m from CR2",274413,4194622,13,42.5,11.2,LIVE,San Juan
CRG_08A,PIEN,NO DATA,1718,Y,2019,301,1743,2,RW multiple years with growth suppression and TRDs on opposite side of tree,RW,GS,TRDs,NA,N,"Root ball intact, tip broken off, tip pointing up, surrounded by other large trees in small gully, west falnk of path, 45m from west trim line, 40m from CR2",274413,4194622,13,42.5,11.2,LIVE,San Juan
CRG_08A,PIEN,NO DATA,1718,Y,2019,301,1984,2,Isolated unusual cambial damage with associated growth suppression and TRDs for multiple years,CD,GS,TRDs,NA,N,"Root ball intact, tip broken off, tip pointing up, surrounded by other large trees in small gully, west falnk of path, 45m from west trim line, 40m from CR2",274413,4194622,13,42.5,11.2,LIVE,San Juan
CRG_08A,PIEN,NO DATA,1718,Y,2019,301,2019,1,EW death date,OBSV_DD,NA,NA,NA,N,"Root ball intact, tip broken off, tip pointing up, surrounded by other large trees in small gully, west falnk of path, 45m from west trim line, 40m from CR2",274413,4194622,13,42.5,11.2,LIVE,San Juan
CRG_09A,PIEN,NO DATA,1720,Y,2019,299,1743,3,RW 4 years (poorly defined) / Bark fully intact; large sample with minimal signal; visually dated; 2019 EW,RW,NA,NA,NA,N,"Part of root ball intact, tip broken off, tip pointing down, near other similar size trees, 60m from west trim",274403,4194619,13,45.3,10.7,LIVE,San Juan
CRG_09A,PIEN,NO DATA,1720,Y,2019,299,2019,1,EW death date,OBSV_DD,NA,NA,NA,N,"Part of root ball intact, tip broken off, tip pointing down, near other similar size trees, 60m from west trim",274403,4194619,13,45.3,10.7,LIVE,San Juan
CRG_10A,PIEN,NO DATA,1637,Y,2014,377,1643,5,RW 1 year / Bark fully intact; visually dated; 2014 outer ring,RW,NA,NA,NA,N,"PArt of root ball intact, broken off tip, tip pointing up, 15m from Cr2, 100m from west trim",274389,4194650,13,40.9,5.3,LIVE,San Juan
CRG_10A,PIEN,NO DATA,1637,Y,2014,377,1644,5,RW 1 year (directional shift),RW,NA,NA,NA,N,"PArt of root ball intact, broken off tip, tip pointing up, 15m from Cr2, 100m from west trim",274389,4194650,13,40.9,5.3,LIVE,San Juan
CRG_10A,PIEN,NO DATA,1637,Y,2014,377,1649,2,RW multiple years,RW,NA,NA,NA,N,"PArt of root ball intact, broken off tip, tip pointing up, 15m from Cr2, 100m from west trim",274389,4194650,13,40.9,5.3,LIVE,San Juan
CRG_10A,PIEN,NO DATA,1637,Y,2014,377,1757,3,Isolated small unusual cambial damage (~2 cm) with highly localized TRDs,CD,TRDs,NA,NA,N,"PArt of root ball intact, broken off tip, tip pointing up, 15m from Cr2, 100m from west trim",274389,4194650,13,40.9,5.3,LIVE,San Juan
CRG_10A,PIEN,NO DATA,1637,Y,2014,377,1787,5,TRDs 1 year,TRDs,NA,NA,NA,N,"PArt of root ball intact, broken off tip, tip pointing up, 15m from Cr2, 100m from west trim",274389,4194650,13,40.9,5.3,LIVE,San Juan
CRG_10A,PIEN,NO DATA,1637,Y,2014,377,1890,5,TRDs 1 year,TRDs,NA,NA,NA,N,"PArt of root ball intact, broken off tip, tip pointing up, 15m from Cr2, 100m from west trim",274389,4194650,13,40.9,5.3,LIVE,San Juan
CRG_10A,PIEN,NO DATA,1637,Y,2014,377,1997,5,TRDs 1 year,TRDs,NA,NA,NA,N,"PArt of root ball intact, broken off tip, tip pointing up, 15m from Cr2, 100m from west trim",274389,4194650,13,40.9,5.3,LIVE,San Juan
CRG_10A,PIEN,NO DATA,1637,Y,2014,377,2013,5,TRDs 1 year,TRDs,NA,NA,NA,N,"PArt of root ball intact, broken off tip, tip pointing up, 15m from Cr2, 100m from west trim",274389,4194650,13,40.9,5.3,LIVE,San Juan
CRG_11A,PIEN,NO DATA,1901,N,2019,118,2019,1,EW death date / Bark no longer intact; wedge cut (no pith date); inner ring dates to 1901; large sample with no discernable signal; visually dated; 2019 EW,OBSV_DD,NA,NA,NA,N,"Broken tip, root ball intact, root ball on edge of creek, tip up",274334,4194608,13,37,12.3,LIVE,San Juan
CRG_12A,PIEN,TRANSPORTED,1896,Y,2019,123,2019,1,EW death date / Bark fully intact; very large sample with no discernable signal; visually dated; 2019 EW,OBSV_DD,NA,NA,NA,N,NO DATA,274441,4194595,13,54,24.6,LIVE,San Juan
CRG_13A,PIEN,TRANSPORTED,1881,Y,2019,138,1890,3,RW 5 years (young small tree) / Bark barely intact; significant heart rot (dated through); wide complacent rings; large sample with minimal signal; visually dated; 2019 EW,RW,NA,NA,NA,N,NO DATA,274468,4194591,13,39,16.4,LIVE,San Juan
CRG_13A,PIEN,TRANSPORTED,1881,Y,2019,138,1930,2,Growth suppression for multiple years with associated TRDs,GS,TRDs,NA,NA,N,NO DATA,274468,4194591,13,39,16.4,LIVE,San Juan
CRG_13A,PIEN,TRANSPORTED,1881,Y,2019,138,2019,1,EW death date,OBSV_DD,NA,NA,NA,N,NO DATA,274468,4194591,13,39,16.4,LIVE,San Juan
CRG_14A,PIEN,TRANSPORTED,1718,Y,2019,301,2019,1,EW death date / Bark barely intact; large sample with no discernable signal; visually dated; 2019 EW,OBSV_DD,NA,NA,NA,N,NO DATA,274465,4194584,13,51,6.5,LIVE,San Juan
CRG_15A,PIEN,IN PLACE,1861,Y,2019,158,1872,5,RW 1 year / Bark mostly intact; large sample with minimal signal; visually dated; 2019 EW,RW,NA,NA,NA,N,NO DATA,274526,4194591,13,47,20.5,LIVE,San Juan
CRG_15A,PIEN,IN PLACE,1861,Y,2019,158,1906,4,Growth release ~4 years (poorly defined),GR,NA,NA,NA,N,NO DATA,274526,4194591,13,47,20.5,LIVE,San Juan
CRG_15A,PIEN,IN PLACE,1861,Y,2019,158,2008,3,Isolated small unusual cambial damage with no associated RW or TRDs,CD,NA,NA,NA,N,NO DATA,274526,4194591,13,47,20.5,LIVE,San Juan
CRG_15A,PIEN,IN PLACE,1861,Y,2019,158,2019,1,EW death date,OBSV_DD,NA,NA,NA,N,NO DATA,274526,4194591,13,47,20.5,LIVE,San Juan
CRG_16A,PIEN,IN PLACE,1890,Y,2019,129,1895,6,Frost ring (cellular disruption in earlywood) / Bark partially intact; very large sample with no discernable signal; wide complacent rings; visually dated; 2019 EW,FR,NA,NA,NA,N,NO DATA,274490,4194607,13,52,23,LIVE,San Juan
CRG_16A,PIEN,IN PLACE,1890,Y,2019,129,2019,1,EW death date,OBSV_DD,NA,NA,NA,N,NO DATA,274490,4194607,13,52,23,LIVE,San Juan
CRG_17A,PIEN,IN PLACE,1901,Y,2019,118,1905,6,Frost ring (cellular disruption in earlywood) / Bark partially intact; visually dated; 2019 EW,FR,NA,NA,NA,N,NO DATA,274498,4194605,13,42,24.3,LIVE,San Juan
CRG_17A,PIEN,IN PLACE,1901,Y,2019,118,1899,5,RW 1 year (poorly defined),RW,NA,NA,NA,N,NO DATA,274498,4194605,13,42,24.3,LIVE,San Juan
CRG_17A,PIEN,IN PLACE,1901,Y,2019,118,2019,1,EW death date,OBSV_DD,NA,NA,NA,N,NO DATA,274498,4194605,13,42,24.3,LIVE,San Juan
CRG_18A,PIEN,IN PLACE,1845,Y,2019,174,1885,4,RW 2 years / Bark fully intact; medium-sized sample with miniml signal; visually dated; 2019 EW,RW,NA,NA,NA,N,NO DATA,274501,4194597,13,39,24,LIVE,San Juan
CRG_18A,PIEN,IN PLACE,1845,Y,2019,174,1919,5,Isolated TRDs for 1 year,TRDs,NA,NA,NA,N,NO DATA,274501,4194597,13,39,24,LIVE,San Juan
CRG_18A,PIEN,IN PLACE,1845,Y,2019,174,2019,1,EW death date,OBSV_DD,NA,NA,NA,N,NO DATA,274501,4194597,13,39,24,LIVE,San Juan
CRG_19A,PIEN,IN PLACE,1888,Y,2019,131,1906,5,RW 1 year / Bark partially intact; large sample with minimal signal; visually dated; 2019 EW,RW,NA,NA,NA,N,NO DATA,274467,4194632,13,34,3.7,LIVE,San Juan
CRG_19A,PIEN,IN PLACE,1888,Y,2019,131,1928,2,Growth suppression for multiple years with associated TRDs,GS,TRDs,NA,NA,N,NO DATA,274467,4194632,13,34,3.7,LIVE,San Juan
CRG_19A,PIEN,IN PLACE,1888,Y,2019,131,2019,1,EW death date,OBSV_DD,NA,NA,NA,N,NO DATA,274467,4194632,13,34,3.7,LIVE,San Juan
CRG_20B,PIEN,NO DATA,1684,Y,2019,335,1690,3,RW 4 years (young small tree) / Bark mostly intact; large sample with minimal signal; visually dated; 2019 EW,RW,NA,NA,NA,N,"In Flood zone bottom of valley, across road 2m; rootball attached; broken at 6.4 m, skier's left side of path",274347,4194624,13,39,6.4,LIVE,San Juan
CRG_20B,PIEN,NO DATA,1684,Y,2019,335,1695,5,RW 1 year,RW,NA,NA,NA,N,"In Flood zone bottom of valley, across road 2m; rootball attached; broken at 6.4 m, skier's left side of path",274347,4194624,13,39,6.4,LIVE,San Juan
CRG_20B,PIEN,NO DATA,1684,Y,2019,335,1698,3,RW 3 years (poorly defined),RW,NA,NA,NA,N,"In Flood zone bottom of valley, across road 2m; rootball attached; broken at 6.4 m, skier's left side of path",274347,4194624,13,39,6.4,LIVE,San Juan
CRG_20B,PIEN,NO DATA,1684,Y,2019,335,1907,1,Scar (~1 in) with TRDs and no associated RW,SCAR,TRDs,NA,NA,N,"In Flood zone bottom of valley, across road 2m; rootball attached; broken at 6.4 m, skier's left side of path",274347,4194624,13,39,6.4,LIVE,San Juan
CRG_20B,PIEN,NO DATA,1684,Y,2019,335,2019,1,EW death date,OBSV_DD,NA,NA,NA,N,"In Flood zone bottom of valley, across road 2m; rootball attached; broken at 6.4 m, skier's left side of path",274347,4194624,13,39,6.4,LIVE,San Juan
CRG_21A,PIEN,NO DATA,1871,Y,2019,148,2019,1,EW death date / Bark partially intact; large sample with no discernable signal; visually dated; 2019 EW,OBSV_DD,NA,NA,NA,N,"rootball attached, rest of tree under debris past 4 m, assumed broken. Skier's left of path. In flood zone, 3 m past road.",274345,4194618,13,39.2,4,LIVE,San Juan
CRG_22A,PIEN,NO DATA,1799,Y,2016,217,1801,6,Frost ring (cellular disruption in earlywood) / Bark fully intact; large sample with no discernable signal; visually dated; 2016 OR,FR,NA,NA,NA,N,"Broken @ base & stem; recent kill standing dead, possible beetle kill. DBH taken 0.8 at break. Skier's left 4m from road.",274335,4194623,13,48.8,11.6,DEAD,San Juan
CRG_23A,PIEN,NO DATA,1763,Y,2019,256,1771,5,RW 1 year / Bark fully intact; very large sample with minimal signal; visually dated; 2019 EW,RW,NA,NA,NA,N,"Rootball still attached, broken at 8.85 m. Middle skier's left of path; 2m above road",274401,4194690,13,55.8,8.85,LIVE,San Juan
CRG_23A,PIEN,NO DATA,1763,Y,2019,256,1771,1,EW death date,OBSV_DD,NA,NA,NA,N,"Rootball still attached, broken at 8.85 m. Middle skier's left of path; 2m above road",274401,4194690,13,55.8,8.85,LIVE,San Juan
CRG_23C,PIEN,NO DATA,1715,Y,2019,304,1720,5,RW 1 year with associated frost ring (cellular disruption in earlywood) / Bark fully intact; large sample with minimal signal; visually dated; 2019 EW,RW,FR,NA,NA,N,"Rootball still attached, broken at 8.85 m. Middle skier's left of path; 2m above road",274401,4194690,13,55.8,8.85,LIVE,San Juan
CRG_23C,PIEN,NO DATA,1715,Y,2019,304,2019,1,EW death date,OBSV_DD,NA,NA,NA,N,"Rootball still attached, broken at 8.85 m. Middle skier's left of path; 2m above road",274401,4194690,13,55.8,8.85,LIVE,San Juan
CRG_24A,PIEN,NO DATA,1672,Y,2019,347,1680,5,RW 1 year / Bark intact; visually dated; 2019 EW,RW,NA,NA,NA,N,"rootball attached, broken at 8.5 (m).; Center of path, 4 m up from road; mixed in large pile of other trees",274409,4194708,13,44.5,8.5,LIVE,San Juan
CRG_24A,PIEN,NO DATA,1672,Y,2019,347,1686,2,RW multiple years,RW,NA,NA,NA,N,"rootball attached, broken at 8.5 (m).; Center of path, 4 m up from road; mixed in large pile of other trees",274409,4194708,13,44.5,8.5,LIVE,San Juan
CRG_24A,PIEN,NO DATA,1672,Y,2019,347,1704,5,RW 1 year,RW,NA,NA,NA,N,"rootball attached, broken at 8.5 (m).; Center of path, 4 m up from road; mixed in large pile of other trees",274409,4194708,13,44.5,8.5,LIVE,San Juan
CRG_24A,PIEN,NO DATA,1672,Y,2019,347,1743,5,Isolated TRDs 1 year,TRDs,NA,NA,NA,N,"rootball attached, broken at 8.5 (m).; Center of path, 4 m up from road; mixed in large pile of other trees",274409,4194708,13,44.5,8.5,LIVE,San Juan
CRG_24A,PIEN,NO DATA,1672,Y,2019,347,1833,1,Scar (~1/8th circumference of tree) with associated TRDs,SCAR,TRDs,NA,NA,N,"rootball attached, broken at 8.5 (m).; Center of path, 4 m up from road; mixed in large pile of other trees",274409,4194708,13,44.5,8.5,LIVE,San Juan
CRG_24A,PIEN,NO DATA,1672,Y,2019,347,1911,3,Isolated small unusual cambial damage (~2 cm) with highly localized TRDs,CD,TRDs,NA,NA,N,"rootball attached, broken at 8.5 (m).; Center of path, 4 m up from road; mixed in large pile of other trees",274409,4194708,13,44.5,8.5,LIVE,San Juan
CRG_24A,PIEN,NO DATA,1672,Y,2019,347,2019,1,EW death date,OBSV_DD,NA,NA,NA,N,"rootball attached, broken at 8.5 (m).; Center of path, 4 m up from road; mixed in large pile of other trees",274409,4194708,13,44.5,8.5,LIVE,San Juan
CRG_25A,PIEN,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NA,Sample is not datable; went with CRG_25B for dating purposes due to better sample quality,NA,NA,NA,NA,N,"large tree w/ obvious scarring, middle of path, 5m down from road in flood area",274310,4194692,13,74,8,LIVE,San Juan
CRG_25B,PIEN,NO DATA,1463,Y,1606,143,1606,1,Scar (~1/8th circumference of tree) with associated TRDs / Very large sample; major suppression beyond 1600s; unable to determine outer ring date; measured,SCAR,TRDs,NA,NA,Y,"large tree w/ obvious scarring, middle of path, 5m down from road in flood area",274310,4194692,13,74,8,LIVE,San Juan
CRG_26A,PIEN,NO DATA,1790,Y,2019,229,1801,6,Frost ring (cellular disruption in earlywood) / Bark fully intact,FR,NA,NA,NA,N,"rootball attached, broken @ 8.06 m, middle skiers left of path 4m down from road in flood areas",274324,4194687,13,38.6,8.06,LIVE,San Juan
CRG_26A,PIEN,NO DATA,1790,Y,2019,229,1811,5,RW 1 year,RW,NA,NA,NA,N,"rootball attached, broken @ 8.06 m, middle skiers left of path 4m down from road in flood areas",274324,4194687,13,38.6,8.06,LIVE,San Juan
CRG_26A,PIEN,NO DATA,1790,Y,2019,229,1816,5,RW 1 year,RW,NA,NA,NA,N,"rootball attached, broken @ 8.06 m, middle skiers left of path 4m down from road in flood areas",274324,4194687,13,38.6,8.06,LIVE,San Juan
CRG_26A,PIEN,NO DATA,1790,Y,2019,229,1826,4,RW 3 years (inconsistent; poorly defined),RW,NA,NA,NA,N,"rootball attached, broken @ 8.06 m, middle skiers left of path 4m down from road in flood areas",274324,4194687,13,38.6,8.06,LIVE,San Juan
CRG_26A,PIEN,NO DATA,1790,Y,2019,229,1853,5,RW 1 year,RW,NA,NA,NA,N,"rootball attached, broken @ 8.06 m, middle skiers left of path 4m down from road in flood areas",274324,4194687,13,38.6,8.06,LIVE,San Juan
CRG_26A,PIEN,NO DATA,1790,Y,2019,229,1857,4,Isolated growth suppression with highly localized TRDs for ~4 years,GS,TRDs,NA,NA,N,"rootball attached, broken @ 8.06 m, middle skiers left of path 4m down from road in flood areas",274324,4194687,13,38.6,8.06,LIVE,San Juan
CRG_26A,PIEN,NO DATA,1790,Y,2019,229,1862,3,RW 3 years,RW,NA,NA,NA,N,"rootball attached, broken @ 8.06 m, middle skiers left of path 4m down from road in flood areas",274324,4194687,13,38.6,8.06,LIVE,San Juan
CRG_26A,PIEN,NO DATA,1790,Y,2019,229,1867,2,RW multiple years,RW,NA,NA,NA,N,"rootball attached, broken @ 8.06 m, middle skiers left of path 4m down from road in flood areas",274324,4194687,13,38.6,8.06,LIVE,San Juan
CRG_26A,PIEN,NO DATA,1790,Y,2019,229,1884,3,Growth suppression for ~4 years,GS,NA,NA,NA,N,"rootball attached, broken @ 8.06 m, middle skiers left of path 4m down from road in flood areas",274324,4194687,13,38.6,8.06,LIVE,San Juan
CRG_26A,PIEN,NO DATA,1790,Y,2019,229,1990,5,TRDs for 1 year,TRDs,NA,NA,NA,N,"rootball attached, broken @ 8.06 m, middle skiers left of path 4m down from road in flood areas",274324,4194687,13,38.6,8.06,LIVE,San Juan
CRG_26A,PIEN,NO DATA,1790,Y,2019,229,2019,1,EW death date,OBSV_DD,NA,NA,NA,N,"rootball attached, broken @ 8.06 m, middle skiers left of path 4m down from road in flood areas",274324,4194687,13,38.6,8.06,LIVE,San Juan
CRG_26B,PIEN,NO DATA,1847,Y,2019,172,1858,6,Frost ring (cellular disruption in earlywood) / Bark fully intact; visually dated; 2019 EW,FR,NA,NA,NA,N,Taken in old scar; see CRG26A,274324,4194687,13,38.6,8.06,LIVE,San Juan
CRG_26B,PIEN,NO DATA,1847,Y,2019,172,1867,4,RW 1 year (pronounced),RW,NA,NA,NA,N,Taken in old scar; see CRG26A,274324,4194687,13,38.6,8.06,LIVE,San Juan
CRG_26B,PIEN,NO DATA,1847,Y,2019,172,1883,1,Scar (~1/8th circumference on unsanded surface) with growth suppression multiple years with RW (poorly defined) on opposite side of tree,SCAR,GS,RW,NA,N,Taken in old scar; see CRG26A,274324,4194687,13,38.6,8.06,LIVE,San Juan
CRG_26B,PIEN,NO DATA,1847,Y,2019,172,2019,1,EW death date,OBSV_DD,NA,NA,NA,N,Taken in old scar; see CRG26A,274324,4194687,13,38.6,8.06,LIVE,San Juan
CRG_27A,PIEN,NO DATA,1706,Y,2016,310,1788,3,Growth release (notable change in ring widths) / Bark no longer intact; partial cross-section; visually dated; 2016 outer ring,GR,NA,NA,NA,N,"Rootball attached broken @ 4.65m, direct center of path, 4m down of road, possible beetle kill in early stages of death",274340,4194848,13,60.5,4.65,LIVE,San Juan
CRG_28A,PIEN,IN PLACE,1895,Y,2019,124,2019,1,EW death date / Bark fully intact; large sample with no discernable signal; wide complacent rings; visually dated; 2019 EW,OBSV_DD,NA,NA,NA,N,NO DATA,274553,4194604,13,36,18.6,LIVE,San Juan
CRG_29A,PIEN,IN PLACE,1862,Y,2019,157,1911,4,RW 2 years / Bark partially intact; medium-sized sample with minimal signal; visually dated; 2019 EW,RW,NA,NA,NA,N,NO DATA,274549,4194609,13,29,4.5,LIVE,San Juan
CRG_29A,PIEN,IN PLACE,1862,Y,2019,157,2019,1,EW death date,OBSV_DD,NA,NA,NA,N,NO DATA,274549,4194609,13,29,4.5,LIVE,San Juan
CRG_30A,PIEN,IN PLACE,1836,Y,2019,183,1862,5,RW 1 year / Bark barely intact; large sample with minimal signal; visually dated; 2019 EW,RW,NA,NA,NA,N,NO DATA,274550,4194607,13,33,5,LIVE,San Juan
CRG_30A,PIEN,IN PLACE,1836,Y,2019,183,1867,4,RW 2 years,RW,NA,NA,NA,N,NO DATA,274550,4194607,13,33,5,LIVE,San Juan
CRG_30A,PIEN,IN PLACE,1836,Y,2019,183,1882,3,RW 4 years (poorly defined),RW,NA,NA,NA,N,NO DATA,274550,4194607,13,33,5,LIVE,San Juan
CRG_30A,PIEN,IN PLACE,1836,Y,2019,183,2019,1,EW death date,OBSV_DD,NA,NA,NA,N,NO DATA,274550,4194607,13,33,5,LIVE,San Juan
CRG_31A,PIEN,IN PLACE,1870,N,2019,149,1894,2,RW multiple years / Bark partially intact; major suppression prior to 1870; cannot determine inner pith date; visually dated; 2019 EW,RW,NA,NA,NA,N,NO DATA,274554,4194606,13,28,3.6,LIVE,San Juan
CRG_31A,PIEN,IN PLACE,1870,N,2019,149,1904,3,Growth suppression for ~2 years with associated TRDs,GS,TRDs,NA,NA,N,NO DATA,274554,4194606,13,28,3.6,LIVE,San Juan
CRG_31A,PIEN,IN PLACE,1870,N,2019,149,2019,1,EW death date,OBSV_DD,NA,NA,NA,N,NO DATA,274554,4194606,13,28,3.6,LIVE,San Juan
CRG_32A,PIEN,IN PLACE,1890,Y,2019,129,1906,3,Growth suppression ~4 years / Bark no longer intact; large sample with minimal signal; wide complacent rings; visually dated; 2019 EW,GS,NA,NA,NA,N,NO DATA,274539,4194617,13,60,3.4,LIVE,San Juan
CRG_32A,PIEN,IN PLACE,1890,Y,2019,129,1919,1,Small scar (~1/10th circumference of tree) with localized TRDs,SCAR,TRDs,NA,NA,N,NO DATA,274539,4194617,13,60,3.4,LIVE,San Juan
CRG_32A,PIEN,IN PLACE,1890,Y,2019,129,1947,2,Growth suppression ~5 years with localized TRDs,GS,TRDs,NA,NA,N,NO DATA,274539,4194617,13,60,3.4,LIVE,San Juan
CRG_32A,PIEN,IN PLACE,1890,Y,2019,129,2019,1,EW death date,OBSV_DD,NA,NA,NA,N,NO DATA,274539,4194617,13,60,3.4,LIVE,San Juan
CRG_33A,PIEN,IN PLACE,1893,Y,2017,124,1906,5,RW 1 year / Bark partially intact; large sample with minimal signal; visually dated; 2017 outer ring,RW,NA,NA,NA,N,NO DATA,274604,4194571,13,51,23.6,LIVE,San Juan
CRG_33A,PIEN,IN PLACE,1893,Y,2017,124,1910,4,RW 2 years and minor growth suppression ~1 year,RW,GS,NA,NA,N,NO DATA,274604,4194571,13,51,23.6,LIVE,San Juan
CRG_33A,PIEN,IN PLACE,1893,Y,2017,124,1919,3,Growth suppression with associated TRDs ~3 years,GS,TRDs,NA,NA,N,NO DATA,274604,4194571,13,51,23.6,LIVE,San Juan
CRG_34A,PIEN,IN PLACE,1892,Y,2019,127,1895,6,Frost ring (cellular disruption in earlywood) / Bark fully intact; visually dated; 2019 EW,FR,NA,NA,NA,N,NO DATA,274391,4194633,13,60,2.5,LIVE,San Juan
CRG_34A,PIEN,IN PLACE,1892,Y,2019,127,1906,4,RW 2 years,RW,NA,NA,NA,N,NO DATA,274391,4194633,13,60,2.5,LIVE,San Juan
CRG_34A,PIEN,IN PLACE,1892,Y,2019,127,1922,1,Scar (~1/8th circumference of tree) with RW (pronounced; sustained) and localized TRDs,SCAR,RW,TRDs,NA,N,NO DATA,274391,4194633,13,60,2.5,LIVE,San Juan
