age_CE,BC0401A_raw,BC0402A_raw,BC0403B_raw,BC0404A_raw,BC0405A_raw,BC0406A_raw,BC0407A_raw,BC0408B_raw,BC0409B_raw,BC0410B_raw,BC0411B_raw,BC0412B_raw,BC0401A_raw_outlier_flag,BC0402A_raw_outlier_flag,BC0403B_raw_outlier_flag,BC0404A_raw_outlier_flag,BC0405A_raw_outlier_flag,BC0406A_raw_outlier_flag,BC0407A_raw_outlier_flag,BC0408B_raw_outlier_flag,BC0409B_raw_outlier_flag,BC0410B_raw_outlier_flag,BC0411B_raw_outlier_flag,BC0412B_raw_outlier_flag
1924,0.33,0.38,2.22,2.73,2.25,1.8,1.34,0.14,0.85,0.45,2.56,1.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1925,0.78,0.59,2.15,2.2,1.44,1.46,0.85,0.38,0.34,0.29,2.01,1.21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1926,0.8,0.59,1.9,2.26,1.84,1.97,0.75,0.06,0.24,0.23,1.49,1.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1927,0.6,0.87,1.71,1.99,2.31,1.76,0.92,0.24,0.49,0.34,1.86,1.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1928,0.48,0.85,1.67,2.14,2.64,2.26,1.36,0.3,0.71,0.41,2.48,1.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1929,0.65,0.81,1.6,1.46,2.16,1.94,1.35,0.3,0.56,0.55,2.3,1.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1930,0.49,0.69,0.86,1.15,1.36,1.48,0.99,0.24,0.48,0.72,1.18,0.92,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1931,0.72,1.69,1.4,1.92,2.73,3.45,1.65,0.21,0.83,0.49,2.55,1.46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1932,0.75,1.15,1.11,1.82,1.92,2.57,1.34,0.44,0.41,0.51,1.69,1.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1933,0.68,0.95,0.62,2.06,1.87,2.05,1.13,0.2,0.46,0.52,1.82,2.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1934,0.77,0.5,0.28,1.4,1.35,1.81,0.73,0.25,0.27,0.42,1.14,1.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1935,0.91,1.82,0.71,1.68,1.69,2.2,1.32,0.14,0.51,0.84,1.95,1.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1936,0.51,1.32,0.72,1.14,1.93,2.38,1.07,0.48,0.39,0.76,1.75,1.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1937,0.95,1.39,0.86,1.17,1.48,2.38,1.34,0.45,0.51,0.86,1.06,1.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1938,1.07,1.99,0.97,1.58,1.48,3.23,1.93,0.5,0.42,0.99,1.41,1.89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1939,0.81,2.03,1.8,1.79,2.25,3.06,2.64,0.3,0.57,2.92,1.86,2.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1940,0.33,1.3,1.3,1.35,1.27,2.07,2.12,0.27,0.65,2.16,1.54,2.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1941,0.59,2.18,1.48,1.5,1.89,2.2,2.13,0.49,0.73,1.75,2.39,2.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1942,0.36,1.98,1.52,1.75,1.78,2.11,1.94,0.24,0.99,1.53,1.78,2.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1943,0.46,1.31,0.6,1.47,1.25,2.64,1.24,0.32,0.48,1.1,1.31,1.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1944,0.75,1.4,0.97,2.02,2.29,2.65,1.41,0.23,0.9,1.56,1.86,1.99,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1945,1.04,1.22,1.3,2.87,2.93,3.21,1.69,0.06,1.1,1.12,2.88,3.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1946,0.86,0.94,1.42,2.53,2.36,2.79,1.18,0.09,0.92,1.04,3.09,2.88,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1947,0.77,1.09,1.43,2.48,1.46,2.59,0.67,0.13,0.91,0.92,3.48,2.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1948,0.66,0.76,1.14,1.83,1.06,1.88,0.7,0.11,0.62,0.8,1.95,1.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1949,0.53,0.36,1.18,1.04,0.9,1.33,0.45,0.18,0.37,0.44,1.88,1.15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1950,0.7,0.75,1.84,1.03,0.89,1.78,0.55,0.2,0.56,0.47,2.27,1.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1951,0.78,0.23,0.98,1.61,0.99,2.02,0.63,0.18,0.53,0.72,1.21,1.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1952,0.54,0.48,0.84,1.32,1.07,2.08,0.89,0.08,0.5,0.92,1.83,1.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1953,0.45,0.89,1.27,0.92,1.59,2.29,0.92,0.06,0.61,0.37,1.77,1.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1954,0.34,0.39,1.93,0.94,4.35,2.72,1.57,0.16,0.53,0.43,2.77,1.62,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1955,0.18,0.91,1.99,0.5,1.04,0.09,0.3,0.07,0.62,0.15,4.79,2.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1956,0.22,0.4,2.25,0.53,3.4,0.21,0.36,0.13,0.95,0.09,3.4,2.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1957,0.3,0.56,1.94,0.59,2.62,0.5,1.14,0.06,1.2,0.31,3.13,2.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1958,0.55,0.96,0.65,0.66,2.15,0.53,0.67,0.2,0.75,0.53,3.17,2.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1959,0.49,0.31,0.75,0.28,1.42,0.66,0.59,0.13,0.17,0.61,1.37,1.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1960,0.32,0.33,0.16,0,0.79,0.38,0.37,0.07,0.17,0.43,1.36,0.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1961,0.07,0,0,0,0.41,0,0,0.06,0,0,0.35,0.26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1962,0.1,0,0.29,0.08,0.16,0.39,0.39,0.01,0.17,0.27,0.87,0.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1963,0.14,0,0,0,0.26,0.42,0.19,0,0,0.28,0.49,0.94,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1964,0.36,0,0.93,0.17,1.33,2.12,0.41,0,0.28,1.34,1.55,1.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1965,0.57,0,1.02,0.59,1.32,1.88,0.4,0,0.15,1.21,2.58,1.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1966,0.94,0.07,1.15,0.47,1.55,2.35,0.61,0,0.45,1.29,2.42,2.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1967,1.41,0.33,1,0.91,1.17,2.14,0.94,0,0.56,0.61,1.67,2.02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1968,1.35,0.53,1.49,1.56,0.71,2.03,0.7,0.06,0.52,0.35,1.54,2.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1969,0.77,0.28,0.64,0.41,0.39,1.02,1.14,0.03,0.19,0.16,1.18,1.95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1970,0.96,0.09,0.46,0.28,0.73,0.34,0.9,0.03,0.46,0.3,0.69,1.62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1971,1.28,0.16,0.68,1.1,0.58,0.98,0.67,0,0.22,0.38,1.22,1.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1972,0.79,0.17,0.84,0.43,0.63,1.1,0.36,0,0.26,0.95,1.01,2.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1973,1.67,0.22,0.38,0.28,1.03,1.27,0.25,0.04,0.18,0.44,1.33,2.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1974,2.54,0.37,0.53,0.26,1.22,1.83,0.31,0,0.47,0.85,0.97,2.09,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1975,1.89,0.69,1.18,0.43,2.43,2.51,0.7,0.07,0.47,0.82,1.83,2.93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1976,0.63,0.28,0.64,0.36,1.14,1.84,0.75,0.02,0.37,0.19,0.99,2.03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1977,1,0.92,1.13,0.61,1.26,2.62,1.15,0.02,0.66,0.91,1.25,2.08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1978,0.64,0.52,0.5,0.39,0.53,1,0.86,0,0.34,0.55,0.64,1.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1979,0.84,1.06,1.14,1.2,0.92,1.55,1.06,0,0.94,0.89,1.21,2.17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1980,0.9,1.12,1.07,0.97,1.25,1.84,1.31,0.01,0.82,1.11,1.36,1.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1981,0.36,0.36,0.68,1.12,0.62,1.58,0.79,0,0.61,1.29,0.9,1.09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1982,0.52,0.19,0.41,0.97,0.19,0.99,0.78,0,0.52,1.1,0.65,1.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1983,0.36,0.35,0.74,1.8,0.73,1.49,1.2,0.03,1.4,1.19,1.66,2.23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1984,0.67,0.35,1.98,2.89,1.48,0.8,0.92,0.07,1.11,1.33,2.09,2.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1985,0.56,0.35,1.63,1.45,1.74,1.42,1.07,0.05,1.17,1.12,1.41,2.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1986,0.28,0.26,1.08,1.42,1.77,1.5,1.03,0.04,1.13,1.02,1.3,3.13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1987,0.17,0.13,0.74,0.96,1.42,1.29,0.71,0.07,0.7,0.97,0.79,1.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1988,0.59,0.31,2.41,0.91,1.35,1.4,1.07,0.08,0.95,1.61,0.88,1.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
