age_CE,FHMA01A_raw,FHMA02B_raw,FHMA03A_raw,FHMA04A_raw,FHMA05A_raw,FHMA06A_raw,FHMA07A_raw,FHMA08B_raw,FHMA09B_raw,FHMA10A_raw,FHMA11A_raw,FHMA14B_raw,FHMA15A_raw,FHMA16A_raw,FHMA01A_raw_outlier_flag,FHMA02B_raw_outlier_flag,FHMA03A_raw_outlier_flag,FHMA04A_raw_outlier_flag,FHMA05A_raw_outlier_flag,FHMA06A_raw_outlier_flag,FHMA07A_raw_outlier_flag,FHMA08B_raw_outlier_flag,FHMA09B_raw_outlier_flag,FHMA10A_raw_outlier_flag,FHMA11A_raw_outlier_flag,FHMA14B_raw_outlier_flag,FHMA15A_raw_outlier_flag,FHMA16A_raw_outlier_flag
1954,0.17,0.54,0.41,0.5,0.49,0.45,0.44,0.88,0.92,1.76,0.39,1.17,1.77,0.92,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1955,0.6,0.95,0.84,0.86,0.96,0.66,0.76,1.22,2.05,2.54,0.52,0.38,2.23,1.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1956,0.42,0.76,0.84,0.82,0.99,0.6,0.7,1.09,1.72,2.26,0.48,0.63,1.75,1.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1957,0.67,0.47,0.79,0.74,0.82,0.8,0.5,0.99,1.64,2.5,0.52,0.46,1.88,1.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1958,0.85,0.49,0.73,0.89,0.95,0.78,0.48,0.99,2.22,3.14,0.62,0.39,2.3,2.16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1959,0.57,0.54,0.39,0.49,0.89,0.46,0.39,0.79,1.46,2.19,0.48,0.86,1.49,1.32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1960,0.84,0.57,0.6,0.94,1.23,0.61,0.56,0.9,1.22,2.66,0.34,0.88,1.62,2.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1961,0.5,0.43,0.54,0.65,1.12,0.55,0.45,0.98,1.02,2.46,0.34,0.99,1.67,1.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1962,0.58,0.69,0.56,0.76,1.34,0.75,0.5,0.94,1.15,2.4,0.33,1.46,1.7,1.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1963,0.55,0.61,0.57,0.86,1.46,0.98,0.39,0.82,1.25,2.6,0.39,0.63,2.01,2.09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1964,0.51,0.54,0.5,0.87,1.61,0.86,0.45,0.8,1.49,2.29,0.83,0.67,1.86,1.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1965,0.46,0.7,0.62,0.89,1.81,0.83,0.4,1.02,1.47,2.72,0.85,0.71,1.91,2.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1966,0.64,1.01,0.86,0.92,1.91,0.79,0.59,1.29,1.3,2.96,0.61,0.65,1.98,2.43,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1967,0.68,1.02,0.82,0.8,2.25,0.7,0.57,1.24,1.57,3.02,0.64,0.99,2.11,2.15,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1968,0.52,1.23,0.54,0.54,1.94,0.55,0.37,1.03,0.94,2.46,0.46,1.27,1.73,1.83,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1969,0.59,1.02,0.59,0.66,1.29,0.57,0.49,1.07,1.1,2.45,0.49,1.39,1.63,1.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1970,0.79,0.88,0.58,0.72,1.7,0.55,0.57,1.05,1.07,2.19,0.65,1.27,1.54,1.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1971,0.43,0.71,0.24,0.61,1.55,0.51,0.5,0.79,0.58,1.63,0.52,1.15,1,1.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1972,0.55,1.21,0.33,0.38,1.58,0.42,0.48,0.72,0.92,2.53,0.53,1,1.13,1.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1973,0.9,1.57,0.7,0.58,1.9,0.61,0.61,0.91,1.08,3.25,0.58,1.09,1.67,1.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1974,0.17,0.53,0.26,0.43,0.71,0.31,0.27,0.5,0.04,1.11,0.26,1.07,0.65,0.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1975,0.52,0.65,0.39,0.89,0.93,0.65,0.54,1.02,1.16,1.74,0.5,1.1,1.68,1.28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1976,0.33,0.43,0.4,0.54,0.52,0.51,0.38,0.65,0.41,1.38,0.35,1.22,1.36,0.99,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1977,1.07,0.66,0.48,0.78,0.84,0.69,0.47,0.65,0.85,1.94,0.47,1.2,1.51,1.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1978,0.69,0.52,0.43,0.55,0.59,0.39,0.45,0.53,0.59,2.2,0.35,0.35,1.5,1.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1979,0.76,0.56,0.5,0.63,0.88,0.45,0.53,0.55,0.54,2.05,0.36,1.09,1.78,1.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1980,0.72,0.49,0.48,0.61,0.65,0.37,0.4,0.59,0.67,1.78,0.43,0.7,1.57,1.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1981,0.7,0.34,0.47,0.58,0.64,0.36,0.41,0.57,0.65,1.62,0.33,0.8,1.84,1.16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1982,0.43,0.16,0.18,0.36,0.37,0.25,0.31,0.38,0.41,1.48,0.24,0.51,1.21,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1983,0.31,0.12,0.07,0.27,0.25,0.22,0.28,0.35,0.22,1.64,0.17,0.7,0.98,0.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1984,0.99,0.45,0.4,0.83,0.49,0.35,0.57,0.54,0.73,1.76,0.37,0.72,1.67,1.23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1985,0.77,0.36,0.23,0.56,0.17,0.25,0.45,0.31,0.36,1.09,0.25,0.78,1.29,1.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1986,0.41,0.29,0.21,0.67,0.36,0.29,0.39,0.37,0.55,1.06,0.29,0.54,1.35,1.13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1987,0.71,0.41,0.24,0.66,0.31,0.3,0.39,0.37,0.55,0.88,0.41,0.33,1.74,1.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1988,0.61,0.35,0.25,0.54,0.24,0.21,0.46,0.39,0.41,0.69,0.38,0.26,1.71,1.17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1989,0.69,0.27,0.07,0.27,0.07,0.25,0.3,0.35,0.52,0.53,0.3,0.26,1.13,0.93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1990,0.27,0.4,0.28,0.68,0.3,0.31,0.43,0.5,0.46,0.56,0.62,0.09,1.39,1.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1991,0.04,0.14,0.09,0.3,0.08,0.2,0.19,0.33,0.4,0.34,0.37,0.13,0.76,0.46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1992,0.33,0.12,0.08,0.46,0.11,0.33,0.26,0.23,0.18,0.48,0.38,0.15,0.71,0.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
