"","Sample tree ID","Sample tree species","Neighbor tree species","Neighbor tree DBH (cm)","Distance to neighbor tree (m)"
"29548","GNP0817121031DF","Pseudotsuga menziesii","Betula papyrifera",13.7,14
"29549","GNP0817121031DF","Pseudotsuga menziesii","Betula papyrifera",10.1,13.9
"29550","GNP0817121031DF","Pseudotsuga menziesii","Betula papyrifera",10.6,13.8
"29551","GNP0817121031DF","Pseudotsuga menziesii","Picea engelmannii",18.1,10.1
"29552","GNP0817121031DF","Pseudotsuga menziesii","Betula papyrifera",20.8,11.9
"29553","GNP0817121031DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",18.5,6.6
"29554","GNP0817121031DF","Pseudotsuga menziesii","Abies lasiocarpa",16,6.7
"29555","GNP0817121031DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",23.4,11.1
"29556","GNP0817121031DF","Pseudotsuga menziesii","Abies lasiocarpa",19,11.4
"29557","GNP0817121031DF","Pseudotsuga menziesii","Picea engelmannii",23.2,14.8
"29558","GNP0817121031DF","Pseudotsuga menziesii","Picea engelmannii",18.5,14.4
"29559","GNP0817121031DF","Pseudotsuga menziesii","Picea engelmannii",23.8,14.2
"29560","GNP0817121031DF","Pseudotsuga menziesii","Betula papyrifera",15.7,11.8
"29561","GNP0817121031DF","Pseudotsuga menziesii","Betula papyrifera",10.3,12.3
"29562","GNP0817121031DF","Pseudotsuga menziesii","Picea engelmannii",15.8,11.1
"29563","GNP0817121031DF","Pseudotsuga menziesii","Pseudotsuga menziesii",11.1,5.1
"29564","GNP0817121031DF","Pseudotsuga menziesii","Picea engelmannii",18.1,7.1
"29565","GNP0817121031DF","Pseudotsuga menziesii","Picea engelmannii",20.8,2.1
"29566","GNP0817121031DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",22.9,4.7
"29567","GNP0817121031DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",21.9,7.3
"29568","GNP0817121031DF","Pseudotsuga menziesii","Abies lasiocarpa",11.5,7.5
"29569","GNP0817121031DF","Pseudotsuga menziesii","Picea engelmannii",24.1,5.7
"29571","GNP0817121031DF","Pseudotsuga menziesii","Abies lasiocarpa",10.5,14.29
"29576","GNP0817121031DF","Pseudotsuga menziesii","Populus tremuloides",10,13.16
"29578","GNP0817121031DF","Pseudotsuga menziesii","Picea engelmannii",35.7,10.96
"29579","GNP0817121031DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",22.4,13.89
"29587","GNP0817121031DF","Pseudotsuga menziesii","Betula papyrifera",14.8,13.23
"29588","GNP0817121031DF","Pseudotsuga menziesii","Abies lasiocarpa",19,11.76
"29589","GNP0817121106ES","Picea engelmannii","Pinus contorta var. latifolia",17.2,11.7
"29590","GNP0817121106ES","Picea engelmannii","Abies lasiocarpa",10.5,10.7
"29591","GNP0817121106ES","Picea engelmannii","Abies lasiocarpa",15.2,13.7
"29592","GNP0817121106ES","Picea engelmannii","Pinus contorta var. latifolia",12,14.6
"29593","GNP0817121106ES","Picea engelmannii","Pinus contorta var. latifolia",20.1,12.8
"29594","GNP0817121106ES","Picea engelmannii","Abies lasiocarpa",20.1,13.5
"29595","GNP0817121106ES","Picea engelmannii","Populus tremuloides",10,8.6
"29596","GNP0817121106ES","Picea engelmannii","Pinus contorta var. latifolia",18,10.2
"29597","GNP0817121106ES","Picea engelmannii","Picea engelmannii",35.7,5.6
"29598","GNP0817121106ES","Picea engelmannii","Pinus contorta var. latifolia",22.4,8.2
"29599","GNP0817121106ES","Picea engelmannii","Abies lasiocarpa",12.6,12.9
"29600","GNP0817121106ES","Picea engelmannii","Pinus contorta var. latifolia",19.8,13.2
"29602","GNP0817121106ES","Picea engelmannii","Pinus contorta var. latifolia",18.5,14.9
"29603","GNP0817121106ES","Picea engelmannii","Abies lasiocarpa",15.8,13.4
"29604","GNP0817121106ES","Picea engelmannii","Betula papyrifera",24.7,13.8
"29605","GNP0817121106ES","Picea engelmannii","Abies lasiocarpa",17,13.3
"29606","GNP0817121106ES","Picea engelmannii","Betula papyrifera",14.8,9.3
"29607","GNP0817121106ES","Picea engelmannii","Abies lasiocarpa",19,10.8
"29612","GNP0817121106ES","Picea engelmannii","Pinus contorta var. latifolia",18.4,12.55
"29616","GNP0817121106ES","Picea engelmannii","Betula papyrifera",14.4,14.66
"29617","GNP0817121106ES","Picea engelmannii","Betula papyrifera",14.9,14.7
"29618","GNP0817121106ES","Picea engelmannii","Betula papyrifera",15,14.51
"29625","GNP0817121106ES","Picea engelmannii","Pinus contorta var. latifolia",18.5,10.44
"29626","GNP0817121106ES","Picea engelmannii","Abies lasiocarpa",16,9.86
"29627","GNP0817121106ES","Picea engelmannii","Pinus contorta var. latifolia",23.4,8.53
"29634","GNP0817121106ES","Picea engelmannii","Picea engelmannii",15.8,14.32
"29635","GNP0817121106ES","Picea engelmannii","Pseudotsuga menziesii",11.1,5.1
"29636","GNP0817121106ES","Picea engelmannii","Picea engelmannii",18.1,5.75
"29637","GNP0817121106ES","Picea engelmannii","Picea engelmannii",20.8,5.14
"29638","GNP0817121106ES","Picea engelmannii","Pinus contorta var. latifolia",22.9,9.19
"29639","GNP0817121106ES","Picea engelmannii","Pinus contorta var. latifolia",21.9,12.23
"29640","GNP0817121106ES","Picea engelmannii","Abies lasiocarpa",11.5,12.49
"29642","GNP0817121323SF","Abies lasiocarpa","Betula papyrifera",15.6,3.2
"29643","GNP0817121323SF","Abies lasiocarpa","Betula papyrifera",17.2,3.9
"29644","GNP0817121323SF","Abies lasiocarpa","Betula papyrifera",12.7,3.5
"29645","GNP0817121323SF","Abies lasiocarpa","Abies lasiocarpa",10.8,4.8
"29646","GNP0817121323SF","Abies lasiocarpa","Betula papyrifera",10.5,7.5
"29647","GNP0817121323SF","Abies lasiocarpa","Betula papyrifera",10.5,8.8
"29648","GNP0817121323SF","Abies lasiocarpa","Pinus contorta var. latifolia",26.9,14.7
"29649","GNP0817121323SF","Abies lasiocarpa","Picea engelmannii",22.9,9.4
"29650","GNP0817121323SF","Abies lasiocarpa","Pinus contorta var. latifolia",20.9,10
"29651","GNP0817121323SF","Abies lasiocarpa","Abies lasiocarpa",16.9,13
"29652","GNP0817121323SF","Abies lasiocarpa","Betula papyrifera",25.1,14.2
"29653","GNP0817121323SF","Abies lasiocarpa","Picea engelmannii",31.6,12.5
"29654","GNP0817121323SF","Abies lasiocarpa","Betula papyrifera",18.2,13.9
"29655","GNP0817121323SF","Abies lasiocarpa","Abies lasiocarpa",11.6,14.1
"29656","GNP0817121323SF","Abies lasiocarpa","Pinus contorta var. latifolia",25.2,8.5
"29657","GNP0817121323SF","Abies lasiocarpa","Abies lasiocarpa",16.9,6.2
"29658","GNP0817121323SF","Abies lasiocarpa","Pinus contorta var. latifolia",14.2,5.9
"29659","GNP0817121323SF","Abies lasiocarpa","Picea engelmannii",32.6,4
"29660","GNP0817121323SF","Abies lasiocarpa","Pseudotsuga menziesii",29.6,4.3
"29661","GNP0817121323SF","Abies lasiocarpa","Abies lasiocarpa",11.1,3
"29662","GNP0817121323SF","Abies lasiocarpa","Betula papyrifera",11.9,2
"29663","GNP0817121323SF","Abies lasiocarpa","Betula papyrifera",13.5,4.6
"29664","GNP0817121323SF","Abies lasiocarpa","Picea engelmannii",13.6,6
"29665","GNP0817121323SF","Abies lasiocarpa","Abies lasiocarpa",10.2,6.6
"29666","GNP0817121323SF","Abies lasiocarpa","Picea engelmannii",16,7
"29667","GNP0817121323SF","Abies lasiocarpa","Picea engelmannii",31.7,6.1
"29668","GNP0817121323SF","Abies lasiocarpa","Abies lasiocarpa",13.9,11.3
"29669","GNP0817121323SF","Abies lasiocarpa","Picea engelmannii",25,10.7
"29670","GNP0817121323SF","Abies lasiocarpa","Abies lasiocarpa",10,13
"29671","GNP0817121323SF","Abies lasiocarpa","Pinus contorta var. latifolia",17.1,13.5
"29672","GNP0817121323SF","Abies lasiocarpa","Betula papyrifera",20.2,9
"29673","GNP0817121323SF","Abies lasiocarpa","Abies lasiocarpa",19,10
"29674","GNP0817121323SF","Abies lasiocarpa","Pseudotsuga menziesii",34.4,13.5
"29675","GNP0817121323SF","Abies lasiocarpa","Picea engelmannii",14.6,13.8
"29676","GNP0817121323SF","Abies lasiocarpa","Abies lasiocarpa",15,14
"29677","GNP0817121454LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",17.2,1.7
"29678","GNP0817121454LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",17.5,3.3
"29679","GNP0817121454LP","Pinus contorta var. latifolia","Picea engelmannii",20.4,8.1
"29680","GNP0817121454LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",21.3,8.4
"29681","GNP0817121454LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",21.3,12
"29682","GNP0817121454LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",19,14.8
"29683","GNP0817121454LP","Pinus contorta var. latifolia","Abies lasiocarpa",15.7,10.9
"29684","GNP0817121454LP","Pinus contorta var. latifolia","Abies lasiocarpa",19,13.5
"29685","GNP0817121454LP","Pinus contorta var. latifolia","Picea engelmannii",16.3,11.6
"29686","GNP0817121454LP","Pinus contorta var. latifolia","Abies lasiocarpa",10.8,12.3
"29687","GNP0817121454LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",18.7,12.4
"29688","GNP0817121454LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",16.6,13.9
"29689","GNP0817121454LP","Pinus contorta var. latifolia","Picea engelmannii",11.5,14.7
"29690","GNP0817121454LP","Pinus contorta var. latifolia","Picea engelmannii",12.2,10.2
"29691","GNP0817121454LP","Pinus contorta var. latifolia","Picea engelmannii",27.5,8.9
"29692","GNP0817121454LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",21.1,6.2
"29693","GNP0817121454LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",19.1,5.7
"29694","GNP0817121454LP","Pinus contorta var. latifolia","Picea engelmannii",16.7,3.7
"29695","GNP0817121454LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",15.4,7.3
"29696","GNP0817121454LP","Pinus contorta var. latifolia","Abies lasiocarpa",11.7,14.9
"29697","GNP0817121454LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",12,11.3
"29698","GNP0817121454LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",13.3,10.1
"29699","GNP0817121454LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",14.8,8
"29700","GNP0817121454LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",19.1,5.5
"29701","GNP0817121454LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",14.2,7.7
"29702","GNP0817121454LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",12.7,9.2
"29703","GNP0817121454LP","Pinus contorta var. latifolia","Picea engelmannii",10.5,9
"29704","GNP0817121454LP","Pinus contorta var. latifolia","Abies lasiocarpa",17.2,11.5
"29705","GNP0817121454LP","Pinus contorta var. latifolia","Pseudotsuga menziesii",50,14.2
"29706","GNP0817121454LP","Pinus contorta var. latifolia","Picea engelmannii",14.2,9.6
"29707","GNP0817121454LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",22.2,8.2
"29708","GNP0817121454LP","Pinus contorta var. latifolia","Abies lasiocarpa",21.1,5.4
"29709","GNP0817121454LP","Pinus contorta var. latifolia","Abies lasiocarpa",16.5,7.4
"29710","GNP0817121454LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",25.1,13.8
"29711","GNP0817121454LP","Pinus contorta var. latifolia","Abies lasiocarpa",10.5,12.3
"29712","GNP0817121454LP","Pinus contorta var. latifolia","Betula papyrifera",14.1,11.6
"29713","GNP0817121454LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",19.7,14.2
"29714","GNP0817121454LP","Pinus contorta var. latifolia","Abies lasiocarpa",12.1,14.7
"29715","GNP0817121454LP","Pinus contorta var. latifolia","Pseudotsuga menziesii",22.1,11.6
"29716","GNP0817121454LP","Pinus contorta var. latifolia","Abies lasiocarpa",18.9,10.6
"29717","GNP0817121454LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",15.5,10.4
"29718","GNP0817121454LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",14.5,10.1
"29719","GNP0817121454LP","Pinus contorta var. latifolia","Picea engelmannii",13.5,9.7
"29720","GNP0817121454LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",18.5,14.1
"29721","GNP0817121454LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",19.7,13.5
"29722","GNP0817121454LP","Pinus contorta var. latifolia","Picea engelmannii",15.2,12.3
"29723","GNP0817121454LP","Pinus contorta var. latifolia","Abies lasiocarpa",14.8,12.2
"29724","GNP0817121454LP","Pinus contorta var. latifolia","Pseudotsuga menziesii",53.3,8.8
"29725","GNP0817121454LP","Pinus contorta var. latifolia","Betula papyrifera",16.1,4.7
"29727","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",12.8,1.3
"29728","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",20.9,2.7
"29729","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",15.3,3.9
"29730","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",14.4,4.8
"29731","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",24.7,8.4
"29732","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",12.4,11
"29733","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",12.1,11.1
"29734","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",16.1,12.6
"29735","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",18.7,11.6
"29736","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",22.7,9.4
"29737","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",15.4,11.2
"29738","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",12.5,8.7
"29739","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",12.4,8.6
"29740","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",15.6,8.4
"29741","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",14.1,8.3
"29742","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",18.3,11
"29743","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",17.2,12.8
"29744","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",17.1,12.9
"29745","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",20.6,12.5
"29746","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",13.9,14.3
"29747","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",19.1,12.5
"29748","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",11.6,12.2
"29749","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",16.7,12.4
"29750","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",13.2,13.9
"29751","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",19.7,11.5
"29752","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",14.6,13.7
"29753","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",10.3,13.7
"29754","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",22.3,8.4
"29755","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",19.3,8.5
"29756","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",11.1,7
"29757","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",16.2,5.1
"29758","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",18.2,4.3
"29759","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",15,4.4
"29760","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",11.4,3.6
"29761","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",18.4,6.2
"29762","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",16.1,6.6
"29763","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",21.8,2.6
"29764","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",11.5,2.7
"29765","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",17.3,0.9
"29766","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",15,1.9
"29767","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",10.1,0.8
"29768","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",14.1,2.3
"29769","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",20.1,3.2
"29770","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",20.3,10.4
"29771","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",9.2,11.7
"29772","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",15.8,13.1
"29773","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",10.9,13.7
"29774","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",11.5,15
"29775","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",10.8,13.3
"29776","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",12.2,11.5
"29777","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",16,11.4
"29778","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",17.3,14.6
"29779","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",12.5,11
"29780","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",20,7.9
"29781","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",15.6,8.5
"29782","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",19,9.1
"29783","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",15.9,7.7
"29784","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",18.3,8.4
"29785","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",14,10.4
"29786","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",17.3,10.6
"29787","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",12.2,11
"29788","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",10.8,13.4
"29789","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",17.4,14.9
"29790","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",15.1,13.1
"29791","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",14.1,11.2
"29792","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",11.6,10.5
"29793","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",10,6.7
"29794","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",10.9,6.9
"29795","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",11.6,6.8
"29796","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",13.4,5.2
"29797","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",14.1,3
"29798","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",16,3
"29799","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",16.4,2.4
"29800","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",17.2,4.7
"29801","GNP0820131146LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",12.9,6.1
