"","Transect","Species","Elev","Tree","Tag","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002","2001","2000","1999","1998","1997","1996","1995","1994","1993","1992","1991","1990","1989","1988","1987","1986","1985","1984","1983","1982","1981","1980","1979","1978","1977","1976","1975","1974","1973","1972","1971","1970","1969","1968","1967","1966","1965","1964","1963","1962","1961","1960","1959","1958","1957","1956","1955","1954","1953","1952","1951","1950","1949","1948","1947","1946","1945","1944","1943","1942","1941","1940","1939","1938","1937","1936","1935","1934","1933","1932","1931","1930","1929","1928","1927","1926","1925","1924","1923","1922","1921","1920","1919","1918","1917","1916","1915","1914","1913","1912","1911","1910","1909","1908","1907","1906","1905","1904","1903","1902","1901","1900","1899","1898","1897","1896","1895","1894","1893","1892","1891","1890","1889","1888","1887","1886","1885","1884","1883","1882","1881","1880","1879","1878","1877","1876","1875","1874","1873","1872","1871","1870","1869","1868","1867","1866","1865","1864","1863","1862","1861","1860","1859","1858","1857","1856","1855","1854","1853","1852","1851","1850","1849","1848","1847","1846","1845"
"88","CO","POTR","H","9L","POTR-H-9L",0.679,2.458,0.679,0.305,1.3735,1.9175,1.565,3.198,3.2835,2.904,3.3835,2.9295,3.7595,3.5425,1.885,2.207,3.1495,3.405,3.2975,3.1955,3.65,2.9375,3.3045,3.7515,3.22,3.279,3.675,2.4195,3.6365,3.1605,3.1945,4.373,4.149,6.462,0.2905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","CO","POTR","L","01H","POTR-L-01H",0.3395,0.6135,0.8045,0.717,0.6935,0.8195,0.78,0.67,0.7545,0.641,0.7055,0.5255,0.7585,0.688,0.6915,0.8305,0.8545,0.7755,0.8845,1.035,0.876,1.046,1.082,0.9305,0.613,1.08,0.8475,0.4575,1.1165,1.338,1.4345,0.8665,1.292,0.9215,1.0685,1.0985,1.09,0.948,1.4895,1.129,1.704,1.1415,1.031,1.194,1.5905,1.168,1.7975,1.251,1.339,1.4505,0.991,1.19,1.0445,0.954,0.796,0.9745,1.8165,1.0415,0.9405,1.5865,1.441,1.1565,1.0015,1.405,1.293,1.5535,1.618,1.2425,1.527,1.443,0.9185,1.3595,1.4645,1.2305,0.936,1.471,1.494,1.221,1.56,0.916,1.6385,1.515,1.445,1.2305,2.2105,1.8155,0.9335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","CO","POTR","L","01L","POTR-L-01L",0.1865,0.4925,0.7455,0.896,0.8465,0.9355,0.6715,0.622,0.668,0.496,0.2905,0.3865,0.411,0.3815,0.465,0.3325,0.501,0.5815,0.5575,0.6655,0.638,0.725,0.6595,0.361,0.389,0.6545,0.4225,0.443,0.729,0.838,1.093,0.818,1.1005,0.906,0.9235,0.8245,0.7425,0.883,1.2245,0.8445,0.9,0.8735,0.9945,1.2085,1.604,0.8075,1.3345,1.2355,1.8735,1.5405,1.242,1.2695,1.422,1.075,0.944,1.2205,2.142,1.163,1.3385,2.1175,1.722,1.431,1.3055,1.0295,1.2505,1.7855,1.458,1.0955,1.35,0.989,1.0335,1.015,1.413,1.6235,0.5045,0.9855,1.624,1.422,1.1675,0.841,0.758,1.587,1.187,3.77,1.226,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","CO","POTR","L","10H","POTR-L-10H",0.3765,0.578,0.9215,0.717,0.8505,0.988,0.6495,0.855,0.8695,0.7115,0.555,0.5515,0.653,0.6425,0.617,0.658,0.8385,0.781,0.5445,0.706,0.971,0.665,0.704,0.887,0.664,0.731,0.4885,0.1385,0.6865,0.9195,0.868,0.523,0.872,0.572,0.7355,0.652,0.683,0.805,0.783,0.9295,0.8635,0.646,0.739,0.9395,1.0705,1.083,0.8745,0.7005,0.8465,1.2205,0.9775,0.915,0.849,0.734,0.7805,1.438,1.557,0.866,1.0465,1.316,0.6565,0.704,0.8925,1.06,0.8565,0.9255,1.0455,1.372,0.9775,0.4205,0.705,1.033,1.8235,1.8415,1.494,2.0005,1.726,1.217,0.9955,0.956,1.983,1.499,1.023,1.693,1.5235,1.111,1.545,1.688,1.8885,2.1275,2.1655,1.5635,1.5115,2.046,2.8385,2.2565,1.87,2.106,1.965,2.417,2.151,2.268,1.7665,2.17,1.959,1.442,1.4095,1.7,1.9095,0.975,1.4335,0.358,1.5965,1.7525,1.3405,2.2465,2.33,2.288,1.1275,2.127,0.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","CO","POTR","L","10L","POTR-L-10L",0.411,1.6785,1.779,1.756,2.2035,1.753,2.1415,2.4205,1.9895,1.3305,1.522,0.8015,1.5695,1.1865,1.304,1.238,1.398,1.802,1.338,1.134,1.2,1.6925,1.728,1.7775,1.1945,1.2335,0.9265,0.167,0.909,1.582,0.827,0.5805,0.6375,0.612,0.6715,0.773,0.805,0.982,0.891,0.762,1.226,0.886,0.7675,1.187,1.207,0.9625,1.154,1.25,1.333,1.095,0.7225,1.157,1.055,0.8015,0.9085,1.4605,1.2965,1.004,0.6235,0.588,0.63,0.648,0.784,0.835,0.756,1.1705,1.2465,0.8315,0.6515,0.3675,0.585,1.4065,1.8315,1.342,1.037,1.2525,1.553,0.8435,1.017,1.077,1.2995,0.7745,0.7365,1.011,1.206,0.9515,1.196,1.2445,1.328,1.498,0.7525,0.854,1.0455,2.118,1.9345,1.2685,1.27,1.4155,1.5795,2.202,1.9675,2.293,2.4545,2.242,2.5645,2.028,1.691,2.186,1.534,1.393,1.289,1.356,0.764,0.882,0.61,1.514,0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","CO","POTR","L","11H","POTR-L-11H",0.7455,0.81,1.089,0.8305,1.014,1.187,1.0385,1.0225,0.746,0.8795,0.72,0.5405,0.9215,1.376,1.3445,1.034,0.8425,1.1065,1.1575,1.1775,1.259,1.6305,1.251,1.0855,0.893,1.211,1.147,0.7095,1.282,1.5985,1.6825,0.967,1.254,0.958,1.143,1.369,0.776,1.3925,1.428,1.141,1.4695,1.27,1.312,1.7325,2.46,1.587,1.8795,2.1105,2.233,1.8165,0.7005,1.234,1.2105,1.503,1.1855,1.979,2.0535,1.486,1.686,1.787,1.7835,1.515,1.536,1.8935,1.9975,2.098,2.585,2.032,1.892,1.7325,1.846,2.0625,2.626,2.8325,2.6155,3.1225,2.753,2.487,2.5765,3.015,3.299,2.775,2.8165,2.9915,3.074,3.153,3.216,2.637,2.935,3.068,0.4635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","CO","POTR","L","11L","POTR-L-11L",0.559,1.399,1.8175,1.3265,1.522,1.5175,1.637,1.871,1.0845,0.977,0.823,0.674,0.97,1.015,1.1125,0.7515,0.701,0.737,0.778,0.8585,0.9185,1.003,0.8095,0.81,0.692,1.0205,0.9095,0.873,1.2655,1.2685,1.651,0.93,1.4,0.9875,1.371,0.994,0.6845,0.717,1.3275,1.0415,1.259,1.07,1.29,1.753,2.049,1.532,1.9865,1.6555,1.724,1.211,0.608,1.0385,0.8765,1.1315,1.0915,1.605,2.3695,1.502,1.5355,1.5865,1.6475,1.8705,1.076,1.3145,1.647,1.4395,1.729,0.855,1.006,0.9665,0.8205,1.3555,2.337,2.2865,1.6515,2.3175,2.662,1.4485,1.635,1.4705,2.5905,2.547,1.653,2.0565,2.261,2.035,2.6875,1.765,1.496,0.9915,1.4835,0.8185,1.6125,2.4875,4.0565,2.077,1.1645,1.218,1.218,1.755,1.671,1.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","CO","POTR","L","12H","POTR-L-12H",0.369,0.7545,0.963,0.6685,0.9155,1.1495,1.153,0.441,0.45,0.4725,0.386,0.355,0.605,1.1625,1.1475,0.6535,0.6255,0.6205,0.4345,0.66,0.9885,1.5135,1.047,0.852,0.8265,1.4305,0.801,0.7505,0.831,1.4295,1.431,0.8025,0.4825,0.53,0.6035,0.604,0.7145,0.79,0.873,0.7275,1.101,1.165,0.8655,1.3525,1.393,0.897,1.013,0.9275,0.7335,0.6405,0.301,0.415,0.373,0.6155,0.5855,0.983,1.068,0.938,0.4535,0.8895,0.6235,0.7095,0.502,0.7005,0.487,0.939,0.9345,0.6475,0.741,0.9185,0.7305,0.8405,1.362,1.153,0.767,1.405,1.8025,0.918,0.892,0.7375,1.5045,0.889,0.6325,0.713,0.659,0.792,0.828,0.7685,1.0175,0.691,0.8665,0.8195,0.843,1.3525,0.9405,0.739,1.133,1.437,1.061,1.603,1.344,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","CO","POTR","L","12L","POTR-L-12L",0.3465,1.079,1.13,1.0345,1.1305,1.7405,2.126,1.59,0.6125,0.152,0.3375,0.28,0.996,1.1135,0.9725,0.3545,0.806,1.5515,1.0645,1.148,1.194,1.7585,1.506,1.0875,1.03,1.617,1.596,1.366,1.2285,1.8995,1.6795,1.0405,0.8365,0.5705,0.7715,0.7935,0.494,0.5635,0.922,0.674,0.9485,0.951,0.915,1.2665,1.572,1.109,0.989,0.995,0.789,0.7445,0.427,0.64,0.68,0.8725,0.6115,1.015,0.984,1.128,0.54,0.707,0.342,0.522,0.504,0.532,0.314,0.7345,0.9865,0.1585,0.5145,0.725,0.5815,1.0935,1.0675,1.133,0.8885,1.3645,1.747,1.024,0.93,0.547,1.3155,1.062,0.937,1.3125,2.0905,0.1785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","CO","POTR","L","13H","POTR-L-13H",1.129,1.1515,1.3805,0.942,0.978,0.8045,0.8345,0.855,0.3955,0.589,0.324,0.418,0.3145,0.4605,0.5005,0.4495,0.24,0.34,0.3075,0.599,0.7385,0.66,0.9085,1.306,0.595,0.714,0.4255,0.0745,0.63,1.0115,1.2335,0.482,0.8475,0.9005,1.008,0.946,0.7085,1.0065,1.0925,0.953,1.5155,1.2135,1.075,1.424,1.6765,0.985,1.2225,0.8105,0.807,1.0595,0.9275,0.962,0.91,1.047,0.711,1.06,0.8865,0.557,0.4825,1.129,1.009,1.22,0.7025,0.623,0.6615,1.7475,1.6625,1.2015,0.9385,1.2065,1.1025,1.465,1.9695,1.4705,1.7735,2.5725,2.568,1.369,1.455,0.815,1.394,0.77,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","CO","POTR","L","13L","POTR-L-13L",0.4755,0.477,0.428,0.5605,0.7905,0.496,0.4135,0.6575,0.426,0.339,0.426,0.3005,0.403,0.442,0.347,0.3265,0.2975,0.3655,0.1765,0.466,0.549,0.585,0.401,0.64,0.4745,0.47,0.3805,0.065,0.646,0.93,0.7185,0.3485,0.5165,0.549,0.4855,0.608,0.4915,0.597,0.714,0.5855,1.048,0.713,0.6955,1.026,1.1105,0.75,0.752,0.496,0.427,0.423,0.208,0.2885,0.33,0.4635,0.6425,0.733,0.6445,0.324,0.235,0.4845,0.413,0.3965,0.427,0.2155,0.326,0.728,1.0115,0.7595,0.6275,0.4815,0.582,0.71,0.9365,0.902,1.086,1.176,0.695,0.994,1.232,1.315,2.246,1.971,1.6825,1.246,1.033,1.447,1.3165,1.464,1.047,0.839,1.099,0.488,0.641,1.689,0.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","CO","POTR","L","14H","POTR-L-14H",0.49,0.7095,0.97,0.7235,1.423,1.8925,1.602,1.0315,0.7075,0.9575,0.9355,0.391,0.802,1.254,2.188,0.8565,0.9625,1.2455,1.2195,1.096,1.5095,2.062,1.8245,1.4985,1.068,1.7395,1.0665,1.4695,2.052,2.652,2.2595,1.8255,1.809,1.0785,1.2975,1.664,1.332,1.5075,1.8285,1.4015,1.968,1.807,1.499,2.1,2.33,1.836,2.3455,1.516,1.6125,2.114,1.2955,2.19,1.137,1.1245,0.9895,1.4145,2.1975,1.1785,0.9785,1.644,1.243,1.0295,0.55,0.523,0.185,0.4215,0.3065,0.3065,0.1095,0.092,0.1235,0.2785,0.4865,0.465,0.279,0.4405,0.479,0.497,0.366,0.3165,0.6795,0.366,0.549,0.7725,0.8875,0.8325,1.3735,0.889,0.6995,0.6535,1.2825,0.336,0.629,1.29,0.3765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","CO","POTR","L","14L","POTR-L-14L",0.8495,0.827,1.043,0.8535,0.909,1.0695,1.058,0.896,0.592,0.769,0.8105,0.733,0.748,1.027,0.9195,0.6395,0.51,0.552,0.506,0.736,0.824,1.077,0.761,0.8065,0.6705,0.854,0.6035,0.322,1.378,1.3895,1.0555,0.504,0.896,0.901,1.1,1.069,0.6155,1.365,1.3285,1.2015,1.3835,1.1095,1.201,1.418,2.5745,1.358,1.418,1.2355,1.718,1.861,1.3875,1.2485,1.2745,1.5595,1.4345,1.538,2.1455,1.575,1.687,2.1815,1.906,1.8805,1.2855,1.405,1.5735,1.701,1.33,1.3025,1.4715,1.1265,1.01,1.4065,1.343,1.8745,1.323,2.0665,0.7865,0.346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","CO","POTR","L","2H","POTR-L-2H",0.5145,1.3585,1.2905,1.013,0.4805,0.6795,0.749,1.314,0.839,0.7795,0.6,0.4035,0.621,0.8075,0.9495,1.1835,0.7285,0.676,0.629,0.925,0.7935,0.49,0.6445,0.7175,0.3845,0.5425,0.3215,0.2165,0.708,1.259,1.2605,0.5355,0.958,0.799,0.7045,0.7365,0.603,1.123,1.261,1.2565,0.954,0.6525,0.9335,1.4095,1.1985,1.089,1.4275,1.2175,1.248,1.371,0.5735,0.6015,0.7375,0.7275,0.8255,1.449,1.7085,1.1625,1.2715,1.0505,1.2595,1.1415,1.117,0.7755,0.6195,1.565,1.4635,0.9755,1.018,1.1,0.7055,0.925,1.5035,1.306,1.019,1.59,1.6955,1.452,1.4705,1.2705,1.67,1.3385,1.0865,1.531,1.3665,1.1575,1.725,1.7155,2.166,1.754,1.0665,1.7305,2.698,4.2775,1.226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","CO","POTR","L","2L","POTR-L-2L",0.4375,1.189,1.853,1.4425,1.1945,0.922,1.3205,1.8025,1.2565,0.8395,2.1155,1.1845,1.819,1.4125,1.4265,0.5915,1.2455,1.126,1.316,1.3855,1.507,1.1425,1.089,1.189,0.8175,0.9075,0.4805,0.38,0.877,1.1415,1.4785,1.0315,0.7745,1.0245,1.053,1.158,0.987,1.12,1.279,1.005,0.889,0.74,0.735,1.0355,1.268,1.004,1.268,1.268,1.5275,1.1795,0.862,0.898,0.872,0.8465,0.824,1.214,1.9985,0.7825,0.9505,1.311,1.0935,0.9545,0.643,0.6655,0.9985,1.0075,1.0145,0.707,0.835,0.891,0.664,0.7955,1.217,1.255,0.736,1.327,1.1855,1.1765,1.127,0.9755,1.1965,1.3295,0.7295,1.2495,1.6145,1.0965,1.784,1.3805,1.4825,1.241,1.449,0.7835,1.6865,1.706,1.5425,1.126,0.6295,1.146,0.636,1.329,0.6995,1.851,0.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","CO","POTR","L","3H","POTR-L-3H",0.27,0.8205,1.041,0.633,0.563,0.747,0.9385,0.849,0.8525,0.7955,0.9085,0.384,1.0565,1.24,1.579,0.951,0.987,0.9775,1.0675,1.317,1.5825,1.732,1.732,1.2055,0.9195,0.963,0.57,0.973,1.8975,2.2275,2.1965,1.741,1.5575,1.2265,1.526,1.4175,1.4215,2.4,1.7625,1.728,1.4815,1.518,1.1675,1.5075,1.5465,1.253,1.249,1.384,1.568,1.609,0.9285,1.3325,2.1325,1.7395,1.449,1.9705,2.0665,1.8035,1.892,2.102,2.1155,2.0365,2.1095,1.6435,1.2215,1.92,2.0935,1.493,2.3055,1.742,1.141,1.6575,1.922,2.058,1.796,2.4155,2.9095,2.1605,1.808,2.2995,2.3335,1.4885,1.7375,2.4325,2.765,2.1505,2.129,2.6755,2.434,1.9615,1.81,1.5655,1.299,2.717,2.5595,2.7365,2.694,1.8665,2.115,2.383,2.835,2.887,2.954,2.828,2.591,2.763,4.742,0.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","CO","POTR","L","3L","POTR-L-3L",0.1265,0.5335,0.741,0.618,0.6485,0.6125,0.633,0.742,0.6685,0.665,0.6545,0.4115,0.755,0.8175,1.1305,0.863,0.972,1.0935,0.9345,1.1975,1.396,0.763,1.4295,1.531,0.9785,1.169,0.9185,0.438,1.81,1.3045,1.2365,1.0295,1.269,0.8015,0.65,0.7935,0.6555,0.73,0.75,0.582,1.0245,0.8615,0.828,1.2725,1.3985,1.253,1.258,1.607,1.782,1.463,0.7065,1.2875,0.66,0.9605,0.922,1.139,1.0415,1.0765,0.9135,1.0865,1.0175,1.12,1.1125,1.1725,1.1585,1.4935,1.331,1.1945,1.2365,0.947,0.8435,1.2565,1.918,2.067,1.663,1.7555,2.4045,1.611,1.616,1.9025,2.332,2.194,1.9515,3.1715,2.8265,2.137,3.0935,3.375,2.807,2.3655,2.6185,2.048,3.547,3.458,2.6895,3.9515,3.7095,2.639,1.325,2.276,2.786,3.0645,3.5105,2.3345,2.9705,2.872,3.2345,3.823,1.4075,1.796,2.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","CO","POTR","L","4H","POTR-L-4H",0.1735,0.4485,0.5225,0.577,0.448,0.538,0.5895,0.42,0.506,0.471,0.4545,0.1065,0.476,0.578,0.7965,0.708,0.552,0.489,0.528,0.5715,0.6055,0.6105,0.6665,0.515,0.3695,0.748,0.333,0.3215,0.449,0.532,0.71,0.5855,0.5645,0.6105,0.632,0.4775,0.2575,0.543,0.6255,0.7745,0.8045,0.565,0.773,0.875,0.8455,0.8,0.7995,0.8515,0.9055,0.662,0.547,0.599,0.7015,0.947,0.776,1.105,1.2425,0.8765,0.7735,0.8435,0.7565,0.8825,0.8035,0.9125,0.8875,1.139,1.514,0.6635,0.6585,0.9845,0.9545,0.896,1.863,1.145,0.7875,1.517,1.693,1.3495,1.299,1.6185,2.8155,2.4095,1.837,2.3515,2.022,2.347,1.7915,2.631,2.747,2.1085,2.4195,1.666,3.0425,3.028,3.3995,2.863,2.0765,1.4325,0.724,2.0615,1.283,2.09,2.0345,1.34,1.463,1.5605,1.673,1.0965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","CO","POTR","L","4L","POTR-L-4L",0.827,1.1075,1.541,1.1095,1.21,1.0915,1.279,1.302,1.2185,1.1235,0.948,0.7645,0.731,1.3915,1.7615,1.534,1.1365,1.337,1.3465,1.376,1.526,2.046,1.8745,1.3665,1.1275,1.634,0.9975,0.3775,1.14,1.165,1.852,1.2175,1.635,1.3165,1.15,1.2175,0.7955,1.2305,1.3955,0.9185,1.0315,0.807,0.923,1.272,1.506,1.3115,1.4885,1.0145,1.2195,0.707,0.5055,1.021,0.5975,0.931,0.6,1.209,1.269,0.857,0.811,1.2115,1.3755,0.444,0.7025,0.918,0.856,1.225,1.5695,0.9285,0.794,1.2165,1.043,0.8925,1.5035,1.03,0.6685,1.2605,1.906,1.268,0.4005,1.045,1.8645,1.6355,1.034,1.4165,1.411,1.363,1.924,2.123,1.847,1.415,1.3685,0.913,2.2895,2.141,2.184,1.493,1.629,1.394,0.98,2.168,1.642,2.289,2.475,0.186,1.543,2.177,1.82,2.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","CO","POTR","L","5H","POTR-L-5H",0.191,0.3,0.408,0.3495,0.196,0.3855,0.345,0.487,0.454,0.501,0.401,0.1895,0.363,0.484,0.3635,0.652,0.4575,0.522,0.586,0.7095,0.692,0.4725,0.7275,0.6555,0.327,0.6335,0.196,0.122,0.41,0.5395,0.7895,0.529,0.6385,0.6495,0.7625,0.778,0.6315,0.6015,0.5865,0.487,0.626,0.5355,0.743,0.856,0.9965,0.957,1.0045,0.7575,1.0625,0.9465,0.433,0.662,0.6695,1.0605,0.8895,1.397,1.3285,1.2795,0.8685,0.5565,0.9055,1.072,0.839,1.074,1.3365,1.455,1.714,1.1085,0.8935,1.3025,1.5305,1.143,1.384,1.6525,1.7435,1.778,1.9355,1.915,1.713,1.7455,2.415,1.932,1.7175,2.326,2.5365,2.187,3.032,3.153,3.105,2.701,2.9845,2.5195,3.4545,3.4115,2.37,1.754,1.4045,2.392,1.24,2.3325,2.2245,2.69,3.3265,1.158,0.993,1.067,3.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
