"","lag","propsign","propsign_neg","propsign_pos","SiteID","clim_var","season","spline","nr_evnts","N_series","N_series_analysed","clim_var_long"
"1175",1,0.291666666666667,0.125,0.166666666666667,"TAIMP_BOL_01","CWD","Dry season",20,8,24,25,"Climatic Water Deficit"
"1176",2,0.0416666666666667,0.0416666666666667,0,"TAIMP_BOL_01","CWD","Dry season",20,8,24,25,"Climatic Water Deficit"
"1177",0,0.2,0.1,0.1,"TAMUC_GUA_02","CWD","Dry season",20,8,12,11,"Climatic Water Deficit"
"1178",1,0.2,0.2,0,"TAMUC_GUA_02","CWD","Dry season",20,8,12,11,"Climatic Water Deficit"
"1179",2,0.1,0,0.1,"TAMUC_GUA_02","CWD","Dry season",20,8,12,11,"Climatic Water Deficit"
"1180",0,0.272727272727273,0,0.272727272727273,"TAMUC_GUA_03","CWD","Dry season",20,8,37,12,"Climatic Water Deficit"
"1181",1,0.0909090909090909,0,0.0909090909090909,"TAMUC_GUA_03","CWD","Dry season",20,8,37,12,"Climatic Water Deficit"
"1182",2,0.272727272727273,0.0909090909090909,0.181818181818182,"TAMUC_GUA_03","CWD","Dry season",20,8,37,12,"Climatic Water Deficit"
"1183",0,0.0555555555555556,0,0.0555555555555556,"TAMUC_MEX_01","CWD","Dry season",20,7,20,19,"Climatic Water Deficit"
"1184",1,0.222222222222222,0.166666666666667,0.0555555555555556,"TAMUC_MEX_01","CWD","Dry season",20,7,20,19,"Climatic Water Deficit"
"1185",2,0.111111111111111,0.0555555555555556,0.0555555555555556,"TAMUC_MEX_01","CWD","Dry season",20,7,20,19,"Climatic Water Deficit"
"1186",0,0.222222222222222,0.222222222222222,0,"TAMUC_MEX_04","CWD","Dry season",20,8,23,10,"Climatic Water Deficit"
"1187",1,0,0,0,"TAMUC_MEX_04","CWD","Dry season",20,8,23,10,"Climatic Water Deficit"
"1188",2,0.222222222222222,0,0.222222222222222,"TAMUC_MEX_04","CWD","Dry season",20,8,23,10,"Climatic Water Deficit"
"1189",0,0.0666666666666667,0.0666666666666667,0,"TAMUC_MEX_06","CWD","Dry season",20,9,34,16,"Climatic Water Deficit"
"1190",1,0.133333333333333,0,0.133333333333333,"TAMUC_MEX_06","CWD","Dry season",20,9,34,16,"Climatic Water Deficit"
"1191",2,0.133333333333333,0,0.133333333333333,"TAMUC_MEX_06","CWD","Dry season",20,9,34,16,"Climatic Water Deficit"
"1192",0,0.166666666666667,0,0.166666666666667,"TEGRA_IND_01","CWD","Dry season",20,6,13,13,"Climatic Water Deficit"
"1193",1,0.333333333333333,0,0.333333333333333,"TEGRA_IND_01","CWD","Dry season",20,6,13,13,"Climatic Water Deficit"
"1194",2,0.333333333333333,0.0833333333333333,0.25,"TEGRA_IND_01","CWD","Dry season",20,6,13,13,"Climatic Water Deficit"
"1195",0,0.352941176470588,0.176470588235294,0.176470588235294,"TEGRA_IND_02","CWD","Dry season",20,7,18,18,"Climatic Water Deficit"
"1196",1,0.352941176470588,0,0.352941176470588,"TEGRA_IND_02","CWD","Dry season",20,7,18,18,"Climatic Water Deficit"
"1197",2,0.294117647058824,0.176470588235294,0.117647058823529,"TEGRA_IND_02","CWD","Dry season",20,7,18,18,"Climatic Water Deficit"
"1198",0,0.354838709677419,0.354838709677419,0,"TEGRA_THA_01","CWD","Dry season",20,8,31,32,"Climatic Water Deficit"
"1199",1,0.290322580645161,0.258064516129032,0.032258064516129,"TEGRA_THA_01","CWD","Dry season",20,8,31,32,"Climatic Water Deficit"
"1200",2,0.258064516129032,0,0.258064516129032,"TEGRA_THA_01","CWD","Dry season",20,8,31,32,"Climatic Water Deficit"
"1201",0,0.294117647058824,0.294117647058824,0,"TEGRA_THA_02","CWD","Dry season",20,8,34,35,"Climatic Water Deficit"
"1202",1,0.176470588235294,0.117647058823529,0.0588235294117647,"TEGRA_THA_02","CWD","Dry season",20,8,34,35,"Climatic Water Deficit"
"1203",2,0.264705882352941,0,0.264705882352941,"TEGRA_THA_02","CWD","Dry season",20,8,34,35,"Climatic Water Deficit"
"1204",0,0.772727272727273,0.772727272727273,0,"TEGRA_THA_03","CWD","Dry season",20,8,23,23,"Climatic Water Deficit"
"1205",1,0.181818181818182,0.181818181818182,0,"TEGRA_THA_03","CWD","Dry season",20,8,23,23,"Climatic Water Deficit"
"1206",2,0.181818181818182,0,0.181818181818182,"TEGRA_THA_03","CWD","Dry season",20,8,23,23,"Climatic Water Deficit"
"1207",0,0.545454545454545,0.454545454545455,0.0909090909090909,"TEGRA_THA_04","CWD","Dry season",20,8,26,23,"Climatic Water Deficit"
"1208",1,0.136363636363636,0.0454545454545455,0.0909090909090909,"TEGRA_THA_04","CWD","Dry season",20,8,26,23,"Climatic Water Deficit"
"1209",2,0.136363636363636,0,0.136363636363636,"TEGRA_THA_04","CWD","Dry season",20,8,26,23,"Climatic Water Deficit"
"1210",0,0.486486486486487,0.486486486486487,0,"TEGRA_THA_05","CWD","Dry season",20,8,37,38,"Climatic Water Deficit"
"1211",1,0.243243243243243,0.162162162162162,0.0810810810810811,"TEGRA_THA_05","CWD","Dry season",20,8,37,38,"Climatic Water Deficit"
"1212",2,0.162162162162162,0,0.162162162162162,"TEGRA_THA_05","CWD","Dry season",20,8,37,38,"Climatic Water Deficit"
"1213",0,0.179487179487179,0.153846153846154,0.0256410256410256,"TEGRA_THA_06","CWD","Dry season",20,7,41,40,"Climatic Water Deficit"
"1214",1,0.256410256410256,0.205128205128205,0.0512820512820513,"TEGRA_THA_06","CWD","Dry season",20,7,41,40,"Climatic Water Deficit"
"1215",2,0.205128205128205,0.0256410256410256,0.179487179487179,"TEGRA_THA_06","CWD","Dry season",20,7,41,40,"Climatic Water Deficit"
"1216",0,0.15,0,0.15,"TEGRA_THA_07","CWD","Dry season",20,6,20,21,"Climatic Water Deficit"
"1217",1,0.1,0,0.1,"TEGRA_THA_07","CWD","Dry season",20,6,20,21,"Climatic Water Deficit"
"1218",2,0.25,0,0.25,"TEGRA_THA_07","CWD","Dry season",20,6,20,21,"Climatic Water Deficit"
"1219",0,0.0869565217391304,0.0434782608695652,0.0434782608695652,"TEGRA_THA_08","CWD","Dry season",20,6,25,24,"Climatic Water Deficit"
"1220",1,0.217391304347826,0,0.217391304347826,"TEGRA_THA_08","CWD","Dry season",20,6,25,24,"Climatic Water Deficit"
"1221",2,0.478260869565217,0,0.478260869565217,"TEGRA_THA_08","CWD","Dry season",20,6,25,24,"Climatic Water Deficit"
"1222",0,0.382352941176471,0.382352941176471,0,"TEGRA_THA_09","CWD","Dry season",20,7,37,35,"Climatic Water Deficit"
"1223",1,0.117647058823529,0.0882352941176471,0.0294117647058824,"TEGRA_THA_09","CWD","Dry season",20,7,37,35,"Climatic Water Deficit"
"1224",2,0.176470588235294,0.0882352941176471,0.0882352941176471,"TEGRA_THA_09","CWD","Dry season",20,7,37,35,"Climatic Water Deficit"
"1225",0,0.0952380952380952,0.0476190476190476,0.0476190476190476,"TEGRA_THA_10","CWD","Dry season",20,6,23,22,"Climatic Water Deficit"
"1226",1,0.19047619047619,0.0476190476190476,0.142857142857143,"TEGRA_THA_10","CWD","Dry season",20,6,23,22,"Climatic Water Deficit"
"1227",2,0.380952380952381,0,0.380952380952381,"TEGRA_THA_10","CWD","Dry season",20,6,23,22,"Climatic Water Deficit"
"1228",0,0.0952380952380952,0.0476190476190476,0.0476190476190476,"TEGRA_THA_11","CWD","Dry season",20,6,21,22,"Climatic Water Deficit"
"1229",1,0,0,0,"TEGRA_THA_11","CWD","Dry season",20,6,21,22,"Climatic Water Deficit"
"1230",2,0.0952380952380952,0,0.0952380952380952,"TEGRA_THA_11","CWD","Dry season",20,6,21,22,"Climatic Water Deficit"
"1231",0,0.133333333333333,0.0333333333333333,0.1,"TEPAN_PAN_01","CWD","Dry season",20,8,30,31,"Climatic Water Deficit"
"1232",1,0.1,0.0333333333333333,0.0666666666666667,"TEPAN_PAN_01","CWD","Dry season",20,8,30,31,"Climatic Water Deficit"
"1233",2,0.3,0.133333333333333,0.166666666666667,"TEPAN_PAN_01","CWD","Dry season",20,8,30,31,"Climatic Water Deficit"
"1234",0,0.0833333333333333,0.0833333333333333,0,"TESIN_CHI_01","CWD","Dry season",20,8,62,61,"Climatic Water Deficit"
"1235",1,0.183333333333333,0.0333333333333333,0.15,"TESIN_CHI_01","CWD","Dry season",20,8,62,61,"Climatic Water Deficit"
"1236",2,0.533333333333333,0.533333333333333,0,"TESIN_CHI_01","CWD","Dry season",20,8,62,61,"Climatic Water Deficit"
"1237",0,0.233333333333333,0.133333333333333,0.1,"th001","CWD","Dry season",20,7,77,31,"Climatic Water Deficit"
"1238",1,0.0666666666666667,0,0.0666666666666667,"th001","CWD","Dry season",20,7,77,31,"Climatic Water Deficit"
"1239",2,0.333333333333333,0.0333333333333333,0.3,"th001","CWD","Dry season",20,7,77,31,"Climatic Water Deficit"
"1240",0,0.333333333333333,0.333333333333333,0,"th002","CWD","Dry season",20,6,55,52,"Climatic Water Deficit"
"1241",1,0.235294117647059,0.0196078431372549,0.215686274509804,"th002","CWD","Dry season",20,6,55,52,"Climatic Water Deficit"
"1242",2,0.137254901960784,0,0.137254901960784,"th002","CWD","Dry season",20,6,55,52,"Climatic Water Deficit"
"1243",0,0.0909090909090909,0.0909090909090909,0,"th003","CWD","Dry season",20,6,17,12,"Climatic Water Deficit"
"1244",1,0,0,0,"th003","CWD","Dry season",20,6,17,12,"Climatic Water Deficit"
"1245",2,0.272727272727273,0,0.272727272727273,"th003","CWD","Dry season",20,6,17,12,"Climatic Water Deficit"
"1246",0,0.605633802816901,0.605633802816901,0,"th004","CWD","Dry season",20,7,81,72,"Climatic Water Deficit"
"1247",1,0.0845070422535211,0.0845070422535211,0,"th004","CWD","Dry season",20,7,81,72,"Climatic Water Deficit"
"1248",2,0.0422535211267606,0.028169014084507,0.0140845070422535,"th004","CWD","Dry season",20,7,81,72,"Climatic Water Deficit"
"1249",0,0.125,0.0625,0.0625,"th005","CWD","Dry season",20,7,69,65,"Climatic Water Deficit"
"1250",1,0.078125,0.046875,0.03125,"th005","CWD","Dry season",20,7,69,65,"Climatic Water Deficit"
"1251",2,0.140625,0.0625,0.078125,"th005","CWD","Dry season",20,7,69,65,"Climatic Water Deficit"
"1252",0,0.130434782608696,0.0434782608695652,0.0869565217391304,"th006","CWD","Dry season",20,7,25,24,"Climatic Water Deficit"
"1253",1,0.260869565217391,0.0869565217391304,0.173913043478261,"th006","CWD","Dry season",20,7,25,24,"Climatic Water Deficit"
"1254",2,0.130434782608696,0.0869565217391304,0.0434782608695652,"th006","CWD","Dry season",20,7,25,24,"Climatic Water Deficit"
"1255",0,0.186046511627907,0.162790697674419,0.0232558139534884,"TOCIL_AUS_01","CWD","Dry season",20,7,53,44,"Climatic Water Deficit"
"1256",1,0.116279069767442,0.116279069767442,0,"TOCIL_AUS_01","CWD","Dry season",20,7,53,44,"Climatic Water Deficit"
"1257",2,0.186046511627907,0.0232558139534884,0.162790697674419,"TOCIL_AUS_01","CWD","Dry season",20,7,53,44,"Climatic Water Deficit"
"1258",0,0.157894736842105,0.0789473684210526,0.0789473684210526,"TOCIL_AUS_02","CWD","Dry season",20,7,38,39,"Climatic Water Deficit"
"1259",1,0.289473684210526,0.289473684210526,0,"TOCIL_AUS_02","CWD","Dry season",20,7,38,39,"Climatic Water Deficit"
"1260",2,0.157894736842105,0.105263157894737,0.0526315789473684,"TOCIL_AUS_02","CWD","Dry season",20,7,38,39,"Climatic Water Deficit"
"1261",0,0.41025641025641,0.41025641025641,0,"TOCIL_BAN_04","CWD","Dry season",20,8,40,40,"Climatic Water Deficit"
"1262",1,0.307692307692308,0.0256410256410256,0.282051282051282,"TOCIL_BAN_04","CWD","Dry season",20,8,40,40,"Climatic Water Deficit"
"1263",2,0.0769230769230769,0.0769230769230769,0,"TOCIL_BAN_04","CWD","Dry season",20,8,40,40,"Climatic Water Deficit"
"1264",0,0.380281690140845,0.352112676056338,0.028169014084507,"TOCIL_THA_03","CWD","Dry season",20,8,173,143,"Climatic Water Deficit"
"1265",1,0.492957746478873,0.00704225352112676,0.485915492957746,"TOCIL_THA_03","CWD","Dry season",20,8,173,143,"Climatic Water Deficit"
"1266",2,0.373239436619718,0.0140845070422535,0.359154929577465,"TOCIL_THA_03","CWD","Dry season",20,8,173,143,"Climatic Water Deficit"
"1267",0,0.1,0.05,0.05,"TRSCL_CAM_01","CWD","Dry season",20,8,20,21,"Climatic Water Deficit"
"1268",1,0.2,0.05,0.15,"TRSCL_CAM_01","CWD","Dry season",20,8,20,21,"Climatic Water Deficit"
"1269",2,0.2,0,0.2,"TRSCL_CAM_01","CWD","Dry season",20,8,20,21,"Climatic Water Deficit"
"1270",0,0.125,0,0.125,"TRSCL_CAM_02","CWD","Dry season",20,8,8,9,"Climatic Water Deficit"
"1271",1,0,0,0,"TRSCL_CAM_02","CWD","Dry season",20,8,8,9,"Climatic Water Deficit"
"1272",2,0.125,0.125,0,"TRSCL_CAM_02","CWD","Dry season",20,8,8,9,"Climatic Water Deficit"
"1273",0,0.162162162162162,0.0540540540540541,0.108108108108108,"TRTUB_PAN_01","CWD","Dry season",20,8,39,38,"Climatic Water Deficit"
"1274",1,0.216216216216216,0.0810810810810811,0.135135135135135,"TRTUB_PAN_01","CWD","Dry season",20,8,39,38,"Climatic Water Deficit"
"1275",2,0.135135135135135,0.027027027027027,0.108108108108108,"TRTUB_PAN_01","CWD","Dry season",20,8,39,38,"Climatic Water Deficit"
"1276",0,0.266666666666667,0.133333333333333,0.133333333333333,"TSDOM_CHI_01","CWD","Dry season",20,8,33,31,"Climatic Water Deficit"
"1277",1,0.0333333333333333,0,0.0333333333333333,"TSDOM_CHI_01","CWD","Dry season",20,8,33,31,"Climatic Water Deficit"
"1278",2,0.233333333333333,0.166666666666667,0.0666666666666667,"TSDOM_CHI_01","CWD","Dry season",20,8,33,31,"Climatic Water Deficit"
"1279",0,0.961538461538462,0.961538461538462,0,"tx030","CWD","Dry season",20,5,26,27,"Climatic Water Deficit"
"1280",1,0,0,0,"tx030","CWD","Dry season",20,5,26,27,"Climatic Water Deficit"
"1281",2,0,0,0,"tx030","CWD","Dry season",20,5,26,27,"Climatic Water Deficit"
"1282",0,0.828571428571429,0.828571428571429,0,"tx033","CWD","Dry season",20,6,76,71,"Climatic Water Deficit"
"1283",1,0.328571428571429,0,0.328571428571429,"tx033","CWD","Dry season",20,6,76,71,"Climatic Water Deficit"
"1284",2,0.0857142857142857,0,0.0857142857142857,"tx033","CWD","Dry season",20,6,76,71,"Climatic Water Deficit"
"1285",0,0.573770491803279,0.573770491803279,0,"tx039","CWD","Dry season",20,6,62,62,"Climatic Water Deficit"
"1286",1,0.19672131147541,0,0.19672131147541,"tx039","CWD","Dry season",20,6,62,62,"Climatic Water Deficit"
"1287",2,0.147540983606557,0,0.147540983606557,"tx039","CWD","Dry season",20,6,62,62,"Climatic Water Deficit"
"1288",0,0.947368421052632,0.947368421052632,0,"tx041","CWD","Dry season",20,6,38,39,"Climatic Water Deficit"
"1289",1,0,0,0,"tx041","CWD","Dry season",20,6,38,39,"Climatic Water Deficit"
"1290",2,0.0789473684210526,0.0526315789473684,0.0263157894736842,"tx041","CWD","Dry season",20,6,38,39,"Climatic Water Deficit"
"1291",0,0.108695652173913,0.108695652173913,0,"tx042","CWD","Dry season",20,6,95,47,"Climatic Water Deficit"
"1292",1,0.260869565217391,0,0.260869565217391,"tx042","CWD","Dry season",20,6,95,47,"Climatic Water Deficit"
"1293",2,0.217391304347826,0.152173913043478,0.0652173913043478,"tx042","CWD","Dry season",20,6,95,47,"Climatic Water Deficit"
"1294",0,0.555555555555556,0.555555555555556,0,"tx052","CWD","Dry season",20,8,37,28,"Climatic Water Deficit"
"1295",1,0.296296296296296,0.037037037037037,0.259259259259259,"tx052","CWD","Dry season",20,8,37,28,"Climatic Water Deficit"
"1296",2,0.259259259259259,0.185185185185185,0.0740740740740741,"tx052","CWD","Dry season",20,8,37,28,"Climatic Water Deficit"
"1297",0,0.25,0.25,0,"tx054","CWD","Dry season",20,8,27,17,"Climatic Water Deficit"
"1298",1,0.0625,0,0.0625,"tx054","CWD","Dry season",20,8,27,17,"Climatic Water Deficit"
"1299",2,0.125,0,0.125,"tx054","CWD","Dry season",20,8,27,17,"Climatic Water Deficit"
"1300",0,0.0408163265306122,0,0.0408163265306122,"viet001","CWD","Dry season",20,7,82,50,"Climatic Water Deficit"
"1301",1,0.0612244897959184,0.0408163265306122,0.0204081632653061,"viet001","CWD","Dry season",20,7,82,50,"Climatic Water Deficit"
"1302",2,0.142857142857143,0,0.142857142857143,"viet001","CWD","Dry season",20,7,82,50,"Climatic Water Deficit"
"1303",0,0.166666666666667,0.166666666666667,0,"viet002","CWD","Dry season",20,7,6,7,"Climatic Water Deficit"
"1304",1,0.166666666666667,0.166666666666667,0,"viet002","CWD","Dry season",20,7,6,7,"Climatic Water Deficit"
"1305",2,0.166666666666667,0.166666666666667,0,"viet002","CWD","Dry season",20,7,6,7,"Climatic Water Deficit"
"1306",0,0.333333333333333,0,0.333333333333333,"XYWIL_DEM_01","CWD","Dry season",20,5,10,7,"Climatic Water Deficit"
"1307",1,0.333333333333333,0.166666666666667,0.166666666666667,"XYWIL_DEM_01","CWD","Dry season",20,5,10,7,"Climatic Water Deficit"
"1308",2,0,0,0,"XYWIL_DEM_01","CWD","Dry season",20,5,10,7,"Climatic Water Deficit"
"1309",0,0,0,0,"ZETUB_BOL_01","CWD","Dry season",20,8,20,21,"Climatic Water Deficit"
"1310",1,0.45,0,0.45,"ZETUB_BOL_01","CWD","Dry season",20,8,20,21,"Climatic Water Deficit"
"1311",2,0.15,0,0.15,"ZETUB_BOL_01","CWD","Dry season",20,8,20,21,"Climatic Water Deficit"
"1312",0,0.3,0,0.3,"zimb001","CWD","Dry season",20,6,22,21,"Climatic Water Deficit"
"1313",1,0.3,0,0.3,"zimb001","CWD","Dry season",20,6,22,21,"Climatic Water Deficit"
"1314",2,0.7,0,0.7,"zimb001","CWD","Dry season",20,6,22,21,"Climatic Water Deficit"
"1315",0,0.24,0.24,0,"zimb002","CWD","Dry season",20,6,31,26,"Climatic Water Deficit"
"1316",1,0.04,0,0.04,"zimb002","CWD","Dry season",20,6,31,26,"Climatic Water Deficit"
"1317",2,0.4,0,0.4,"zimb002","CWD","Dry season",20,6,31,26,"Climatic Water Deficit"
"1318",0,0.1875,0.1875,0,"zimb003","CWD","Dry season",20,6,21,17,"Climatic Water Deficit"
"1319",1,0.25,0,0.25,"zimb003","CWD","Dry season",20,6,21,17,"Climatic Water Deficit"
"1320",2,0.0625,0.0625,0,"zimb003","CWD","Dry season",20,6,21,17,"Climatic Water Deficit"
"1321",0,0.168141592920354,0.0221238938053097,0.146017699115044,"ABJAL_MEX_01","CWD","Wet season",20,8,234,227,"Climatic Water Deficit"
"1322",1,0.150442477876106,0.119469026548673,0.0309734513274336,"ABJAL_MEX_01","CWD","Wet season",20,8,234,227,"Climatic Water Deficit"
"1323",2,0.163716814159292,0.0398230088495575,0.123893805309735,"ABJAL_MEX_01","CWD","Wet season",20,8,234,227,"Climatic Water Deficit"
"1324",0,0.0789473684210526,0.0789473684210526,0,"ACCAR_BOL_01","CWD","Wet season",20,8,38,39,"Climatic Water Deficit"
"1325",1,0.0789473684210526,0.0789473684210526,0,"ACCAR_BOL_01","CWD","Wet season",20,8,38,39,"Climatic Water Deficit"
"1326",2,0.236842105263158,0,0.236842105263158,"ACCAR_BOL_01","CWD","Wet season",20,8,38,39,"Climatic Water Deficit"
"1327",0,0.26890756302521,0.260504201680672,0.00840336134453781,"AFXYL_THA_01","CWD","Wet season",20,8,138,120,"Climatic Water Deficit"
"1328",1,0.361344537815126,0.109243697478992,0.252100840336134,"AFXYL_THA_01","CWD","Wet season",20,8,138,120,"Climatic Water Deficit"
"1329",2,0.378151260504202,0.0168067226890756,0.361344537815126,"AFXYL_THA_01","CWD","Wet season",20,8,138,120,"Climatic Water Deficit"
"1330",0,0.5,0.25,0.25,"AIOCH_DEM_01","CWD","Wet season",20,7,10,5,"Climatic Water Deficit"
"1331",1,0,0,0,"AIOCH_DEM_01","CWD","Wet season",20,7,10,5,"Climatic Water Deficit"
"1332",2,0,0,0,"AIOCH_DEM_01","CWD","Wet season",20,7,10,5,"Climatic Water Deficit"
"1333",0,0.2,0.1,0.1,"ALACU_ARG_01","CWD","Wet season",20,7,31,21,"Climatic Water Deficit"
"1334",1,0.1,0,0.1,"ALACU_ARG_01","CWD","Wet season",20,7,31,21,"Climatic Water Deficit"
"1335",2,0.25,0.25,0,"ALACU_ARG_01","CWD","Wet season",20,7,31,21,"Climatic Water Deficit"
"1336",0,0.25,0,0.25,"ALTRI_BRA_01","CWD","Wet season",20,8,36,37,"Climatic Water Deficit"
"1337",1,0.166666666666667,0.111111111111111,0.0555555555555556,"ALTRI_BRA_01","CWD","Wet season",20,8,36,37,"Climatic Water Deficit"
"1338",2,0.166666666666667,0.166666666666667,0,"ALTRI_BRA_01","CWD","Wet season",20,8,36,37,"Climatic Water Deficit"
"1339",0,0.303571428571429,0.285714285714286,0.0178571428571429,"ALTRI_BRA_02","CWD","Wet season",20,8,61,57,"Climatic Water Deficit"
"1340",1,0.25,0.0178571428571429,0.232142857142857,"ALTRI_BRA_02","CWD","Wet season",20,8,61,57,"Climatic Water Deficit"
"1341",2,0.196428571428571,0.142857142857143,0.0535714285714286,"ALTRI_BRA_02","CWD","Wet season",20,8,61,57,"Climatic Water Deficit"
"1342",0,0.1,0,0.1,"AMCEA_BOL_01","CWD","Wet season",20,7,20,21,"Climatic Water Deficit"
"1343",1,0.15,0,0.15,"AMCEA_BOL_01","CWD","Wet season",20,7,20,21,"Climatic Water Deficit"
"1344",2,0.05,0,0.05,"AMCEA_BOL_01","CWD","Wet season",20,7,20,21,"Climatic Water Deficit"
"1345",0,0.208333333333333,0.208333333333333,0,"AMCEA_BOL_03","CWD","Wet season",20,8,24,25,"Climatic Water Deficit"
"1346",1,0.166666666666667,0.0833333333333333,0.0833333333333333,"AMCEA_BOL_03","CWD","Wet season",20,8,24,25,"Climatic Water Deficit"
"1347",2,0.208333333333333,0,0.208333333333333,"AMCEA_BOL_03","CWD","Wet season",20,8,24,25,"Climatic Water Deficit"
"1348",0,0.30379746835443,0,0.30379746835443,"AMCEA_BRA_02","CWD","Wet season",20,7,112,80,"Climatic Water Deficit"
"1349",1,0.620253164556962,0,0.620253164556962,"AMCEA_BRA_02","CWD","Wet season",20,7,112,80,"Climatic Water Deficit"
"1350",2,0.0632911392405063,0.0253164556962025,0.0379746835443038,"AMCEA_BRA_02","CWD","Wet season",20,7,112,80,"Climatic Water Deficit"
"1351",0,0.166666666666667,0.0833333333333333,0.0833333333333333,"ANMAC_BOL_01","CWD","Wet season",20,8,24,25,"Climatic Water Deficit"
"1352",1,0.0833333333333333,0.0833333333333333,0,"ANMAC_BOL_01","CWD","Wet season",20,8,24,25,"Climatic Water Deficit"
"1353",2,0.0416666666666667,0.0416666666666667,0,"ANMAC_BOL_01","CWD","Wet season",20,8,24,25,"Climatic Water Deficit"
"1354",0,0.25,0.142857142857143,0.107142857142857,"ARANG_BRA_01","CWD","Wet season",20,8,31,29,"Climatic Water Deficit"
"1355",1,0.214285714285714,0.178571428571429,0.0357142857142857,"ARANG_BRA_01","CWD","Wet season",20,8,31,29,"Climatic Water Deficit"
"1356",2,0.142857142857143,0.107142857142857,0.0357142857142857,"ARANG_BRA_01","CWD","Wet season",20,8,31,29,"Climatic Water Deficit"
"1357",0,0.0833333333333333,0,0.0833333333333333,"ARANG_BRA_02","CWD","Wet season",20,7,13,13,"Climatic Water Deficit"
"1358",1,0.416666666666667,0.416666666666667,0,"ARANG_BRA_02","CWD","Wet season",20,7,13,13,"Climatic Water Deficit"
"1359",2,0.0833333333333333,0,0.0833333333333333,"ARANG_BRA_02","CWD","Wet season",20,7,13,13,"Climatic Water Deficit"
"1360",0,0.307692307692308,0.307692307692308,0,"ARANG_BRA_04","CWD","Wet season",20,8,90,40,"Climatic Water Deficit"
"1361",1,0.179487179487179,0.179487179487179,0,"ARANG_BRA_04","CWD","Wet season",20,8,90,40,"Climatic Water Deficit"
"1362",2,0.153846153846154,0.0512820512820513,0.102564102564103,"ARANG_BRA_04","CWD","Wet season",20,8,90,40,"Climatic Water Deficit"
"1363",0,0.176470588235294,0.0588235294117647,0.117647058823529,"ARANG_BRA_05","CWD","Wet season",20,6,78,18,"Climatic Water Deficit"
"1364",1,0.294117647058824,0.176470588235294,0.117647058823529,"ARANG_BRA_05","CWD","Wet season",20,6,78,18,"Climatic Water Deficit"
"1365",2,0.235294117647059,0.176470588235294,0.0588235294117647,"ARANG_BRA_05","CWD","Wet season",20,6,78,18,"Climatic Water Deficit"
"1366",0,0.15,0.15,0,"ARANG_BRA_06","CWD","Wet season",20,8,35,21,"Climatic Water Deficit"
"1367",1,0.25,0.2,0.05,"ARANG_BRA_06","CWD","Wet season",20,8,35,21,"Climatic Water Deficit"
"1368",2,0.15,0,0.15,"ARANG_BRA_06","CWD","Wet season",20,8,35,21,"Climatic Water Deficit"
"1369",0,0.277777777777778,0.277777777777778,0,"arge032","CWD","Wet season",20,5,26,19,"Climatic Water Deficit"
"1370",1,0.277777777777778,0,0.277777777777778,"arge032","CWD","Wet season",20,5,26,19,"Climatic Water Deficit"
"1371",2,0,0,0,"arge032","CWD","Wet season",20,5,26,19,"Climatic Water Deficit"
"1372",0,0.782608695652174,0.782608695652174,0,"arge035","CWD","Wet season",20,5,24,24,"Climatic Water Deficit"
"1373",1,0,0,0,"arge035","CWD","Wet season",20,5,24,24,"Climatic Water Deficit"
"1374",2,0.130434782608696,0,0.130434782608696,"arge035","CWD","Wet season",20,5,24,24,"Climatic Water Deficit"
"1375",0,0.136363636363636,0,0.136363636363636,"arge044","CWD","Wet season",20,5,24,23,"Climatic Water Deficit"
"1376",1,0.136363636363636,0.136363636363636,0,"arge044","CWD","Wet season",20,5,24,23,"Climatic Water Deficit"
"1377",2,0.363636363636364,0.363636363636364,0,"arge044","CWD","Wet season",20,5,24,23,"Climatic Water Deficit"
"1378",0,0.571428571428571,0.571428571428571,0,"arge045","CWD","Wet season",20,5,12,8,"Climatic Water Deficit"
"1379",1,0.142857142857143,0.142857142857143,0,"arge045","CWD","Wet season",20,5,12,8,"Climatic Water Deficit"
"1380",2,0.571428571428571,0,0.571428571428571,"arge045","CWD","Wet season",20,5,12,8,"Climatic Water Deficit"
"1381",0,0.173913043478261,0,0.173913043478261,"arge053","CWD","Wet season",20,5,26,24,"Climatic Water Deficit"
"1382",1,0.0434782608695652,0,0.0434782608695652,"arge053","CWD","Wet season",20,5,26,24,"Climatic Water Deficit"
"1383",2,0.0869565217391304,0.0869565217391304,0,"arge053","CWD","Wet season",20,5,26,24,"Climatic Water Deficit"
"1384",0,0.1,0,0.1,"arge057","CWD","Wet season",20,5,24,21,"Climatic Water Deficit"
"1385",1,0,0,0,"arge057","CWD","Wet season",20,5,24,21,"Climatic Water Deficit"
"1386",2,0.05,0,0.05,"arge057","CWD","Wet season",20,5,24,21,"Climatic Water Deficit"
"1387",0,0.461538461538462,0.461538461538462,0,"arge058","CWD","Wet season",20,5,27,14,"Climatic Water Deficit"
"1388",1,0.0769230769230769,0.0769230769230769,0,"arge058","CWD","Wet season",20,5,27,14,"Climatic Water Deficit"
"1389",2,0.0769230769230769,0.0769230769230769,0,"arge058","CWD","Wet season",20,5,27,14,"Climatic Water Deficit"
"1390",0,0.0416666666666667,0,0.0416666666666667,"arge064","CWD","Wet season",20,5,25,25,"Climatic Water Deficit"
"1391",1,0.125,0.0833333333333333,0.0416666666666667,"arge064","CWD","Wet season",20,5,25,25,"Climatic Water Deficit"
