"","lag","propsign","propsign_neg","propsign_pos","SiteID","clim_var","season","spline","nr_evnts","N_series","N_series_analysed","clim_var_long"
"227",1,0,0,0,"CAPYR_COL_01","CWD","Dry season",20,8,32,33,"Climatic Water Deficit"
"228",2,0.09375,0.03125,0.0625,"CAPYR_COL_01","CWD","Dry season",20,8,32,33,"Climatic Water Deficit"
"229",0,0.142857142857143,0,0.142857142857143,"CEANG_ARG_01","CWD","Dry season",20,7,24,22,"Climatic Water Deficit"
"230",1,0.0952380952380952,0,0.0952380952380952,"CEANG_ARG_01","CWD","Dry season",20,7,24,22,"Climatic Water Deficit"
"231",2,0.19047619047619,0,0.19047619047619,"CEANG_ARG_01","CWD","Dry season",20,7,24,22,"Climatic Water Deficit"
"232",0,0.0434782608695652,0,0.0434782608695652,"CEANG_ARG_02","CWD","Dry season",20,7,32,24,"Climatic Water Deficit"
"233",1,0.391304347826087,0,0.391304347826087,"CEANG_ARG_02","CWD","Dry season",20,7,32,24,"Climatic Water Deficit"
"234",2,0.260869565217391,0,0.260869565217391,"CEANG_ARG_02","CWD","Dry season",20,7,32,24,"Climatic Water Deficit"
"235",0,0.19047619047619,0,0.19047619047619,"CEANG_ARG_03","CWD","Dry season",20,6,24,22,"Climatic Water Deficit"
"236",1,0.142857142857143,0,0.142857142857143,"CEANG_ARG_03","CWD","Dry season",20,6,24,22,"Climatic Water Deficit"
"237",2,0.142857142857143,0,0.142857142857143,"CEANG_ARG_03","CWD","Dry season",20,6,24,22,"Climatic Water Deficit"
"238",0,0.0909090909090909,0.0909090909090909,0,"CEANG_ARG_04","CWD","Dry season",20,5,24,23,"Climatic Water Deficit"
"239",1,0.136363636363636,0.0454545454545455,0.0909090909090909,"CEANG_ARG_04","CWD","Dry season",20,5,24,23,"Climatic Water Deficit"
"240",2,0.0909090909090909,0,0.0909090909090909,"CEANG_ARG_04","CWD","Dry season",20,5,24,23,"Climatic Water Deficit"
"241",0,0.181818181818182,0.0454545454545455,0.136363636363636,"CECAT_BOL_01","CWD","Dry season",20,7,22,23,"Climatic Water Deficit"
"242",1,0.136363636363636,0.0454545454545455,0.0909090909090909,"CECAT_BOL_01","CWD","Dry season",20,7,22,23,"Climatic Water Deficit"
"243",2,0.272727272727273,0.136363636363636,0.136363636363636,"CECAT_BOL_01","CWD","Dry season",20,7,22,23,"Climatic Water Deficit"
"244",0,0.285714285714286,0.0714285714285714,0.214285714285714,"CEFIS_BRA_01","CWD","Dry season",20,7,16,15,"Climatic Water Deficit"
"245",1,0.142857142857143,0.0714285714285714,0.0714285714285714,"CEFIS_BRA_01","CWD","Dry season",20,7,16,15,"Climatic Water Deficit"
"246",2,0.142857142857143,0.0714285714285714,0.0714285714285714,"CEFIS_BRA_01","CWD","Dry season",20,7,16,15,"Climatic Water Deficit"
"247",0,0.25,0.25,0,"CEFIS_BRA_02","CWD","Dry season",20,7,21,21,"Climatic Water Deficit"
"248",1,0.05,0,0.05,"CEFIS_BRA_02","CWD","Dry season",20,7,21,21,"Climatic Water Deficit"
"249",2,0.15,0.05,0.1,"CEFIS_BRA_02","CWD","Dry season",20,7,21,21,"Climatic Water Deficit"
"250",0,0,0,0,"CEFIS_BRA_03","CWD","Dry season",20,7,10,10,"Climatic Water Deficit"
"251",1,0.333333333333333,0.333333333333333,0,"CEFIS_BRA_03","CWD","Dry season",20,7,10,10,"Climatic Water Deficit"
"252",2,0,0,0,"CEFIS_BRA_03","CWD","Dry season",20,7,10,10,"Climatic Water Deficit"
"253",0,0.178571428571429,0.0535714285714286,0.125,"CEFIS_BRA_05","CWD","Dry season",20,8,62,57,"Climatic Water Deficit"
"254",1,0.232142857142857,0.160714285714286,0.0714285714285714,"CEFIS_BRA_05","CWD","Dry season",20,8,62,57,"Climatic Water Deficit"
"255",2,0.214285714285714,0.0535714285714286,0.160714285714286,"CEFIS_BRA_05","CWD","Dry season",20,8,62,57,"Climatic Water Deficit"
"256",0,0.153846153846154,0.0384615384615385,0.115384615384615,"CEMIC_BOL_01","CWD","Dry season",20,7,26,27,"Climatic Water Deficit"
"257",1,0.346153846153846,0.0384615384615385,0.307692307692308,"CEMIC_BOL_01","CWD","Dry season",20,7,26,27,"Climatic Water Deficit"
"258",2,0.269230769230769,0.192307692307692,0.0769230769230769,"CEMIC_BOL_01","CWD","Dry season",20,7,26,27,"Climatic Water Deficit"
"259",0,0.102040816326531,0,0.102040816326531,"CEMIC_BOL_02","CWD","Dry season",20,7,49,50,"Climatic Water Deficit"
"260",1,0.0612244897959184,0.0408163265306122,0.0204081632653061,"CEMIC_BOL_02","CWD","Dry season",20,7,49,50,"Climatic Water Deficit"
"261",2,0.0612244897959184,0,0.0612244897959184,"CEMIC_BOL_02","CWD","Dry season",20,7,49,50,"Climatic Water Deficit"
"262",0,0.105263157894737,0,0.105263157894737,"CEMIC_BOL_03","CWD","Dry season",20,7,38,39,"Climatic Water Deficit"
"263",1,0.105263157894737,0,0.105263157894737,"CEMIC_BOL_03","CWD","Dry season",20,7,38,39,"Climatic Water Deficit"
"264",2,0.0263157894736842,0,0.0263157894736842,"CEMIC_BOL_03","CWD","Dry season",20,7,38,39,"Climatic Water Deficit"
"265",0,0.192307692307692,0,0.192307692307692,"CEMIC_BOL_04","CWD","Dry season",20,8,26,27,"Climatic Water Deficit"
"266",1,0.153846153846154,0.115384615384615,0.0384615384615385,"CEMIC_BOL_04","CWD","Dry season",20,8,26,27,"Climatic Water Deficit"
"267",2,0.0384615384615385,0.0384615384615385,0,"CEMIC_BOL_04","CWD","Dry season",20,8,26,27,"Climatic Water Deficit"
"268",0,0.588235294117647,0,0.588235294117647,"CEMIC_BOL_05","CWD","Dry season",20,7,22,18,"Climatic Water Deficit"
"269",1,0.235294117647059,0,0.235294117647059,"CEMIC_BOL_05","CWD","Dry season",20,7,22,18,"Climatic Water Deficit"
"270",2,0.411764705882353,0.117647058823529,0.294117647058824,"CEMIC_BOL_05","CWD","Dry season",20,7,22,18,"Climatic Water Deficit"
"271",0,0.111111111111111,0.111111111111111,0,"CEMIC_BOL_06","CWD","Dry season",20,7,36,37,"Climatic Water Deficit"
"272",1,0.0833333333333333,0,0.0833333333333333,"CEMIC_BOL_06","CWD","Dry season",20,7,36,37,"Climatic Water Deficit"
"273",2,0.0277777777777778,0,0.0277777777777778,"CEMIC_BOL_06","CWD","Dry season",20,7,36,37,"Climatic Water Deficit"
"274",0,0.0952380952380952,0.0476190476190476,0.0476190476190476,"CEMIC_BOL_07","CWD","Dry season",20,7,23,22,"Climatic Water Deficit"
"275",1,0,0,0,"CEMIC_BOL_07","CWD","Dry season",20,7,23,22,"Climatic Water Deficit"
"276",2,0.142857142857143,0.142857142857143,0,"CEMIC_BOL_07","CWD","Dry season",20,7,23,22,"Climatic Water Deficit"
"277",0,0.0952380952380952,0,0.0952380952380952,"CEMIC_BOL_08","CWD","Dry season",20,8,42,43,"Climatic Water Deficit"
"278",1,0.0714285714285714,0.0238095238095238,0.0476190476190476,"CEMIC_BOL_08","CWD","Dry season",20,8,42,43,"Climatic Water Deficit"
"279",2,0.142857142857143,0.0952380952380952,0.0476190476190476,"CEMIC_BOL_08","CWD","Dry season",20,8,42,43,"Climatic Water Deficit"
"280",0,0.222222222222222,0.111111111111111,0.111111111111111,"CEMON_ECU_01","CWD","Dry season",20,6,40,37,"Climatic Water Deficit"
"281",1,0.111111111111111,0.0555555555555556,0.0555555555555556,"CEMON_ECU_01","CWD","Dry season",20,6,40,37,"Climatic Water Deficit"
"282",2,0.0833333333333333,0.0277777777777778,0.0555555555555556,"CEMON_ECU_01","CWD","Dry season",20,6,40,37,"Climatic Water Deficit"
"283",0,0.0588235294117647,0.0588235294117647,0,"CENEB_PER_01","CWD","Dry season",20,8,22,18,"Climatic Water Deficit"
"284",1,0.411764705882353,0.411764705882353,0,"CENEB_PER_01","CWD","Dry season",20,8,22,18,"Climatic Water Deficit"
"285",2,0,0,0,"CENEB_PER_01","CWD","Dry season",20,8,22,18,"Climatic Water Deficit"
"286",0,0.120689655172414,0.0862068965517241,0.0344827586206897,"CEODO_BOL_01","CWD","Dry season",20,7,63,59,"Climatic Water Deficit"
"287",1,0.206896551724138,0.189655172413793,0.0172413793103448,"CEODO_BOL_01","CWD","Dry season",20,7,63,59,"Climatic Water Deficit"
"288",2,0.189655172413793,0.0172413793103448,0.172413793103448,"CEODO_BOL_01","CWD","Dry season",20,7,63,59,"Climatic Water Deficit"
"289",0,0.136363636363636,0.0909090909090909,0.0454545454545455,"CEODO_BRA_02","CWD","Dry season",20,7,29,23,"Climatic Water Deficit"
"290",1,0.227272727272727,0,0.227272727272727,"CEODO_BRA_02","CWD","Dry season",20,7,29,23,"Climatic Water Deficit"
"291",2,0.181818181818182,0.136363636363636,0.0454545454545455,"CEODO_BRA_02","CWD","Dry season",20,7,29,23,"Climatic Water Deficit"
"292",0,0.454545454545455,0.181818181818182,0.272727272727273,"CEODO_BRA_03","CWD","Dry season",20,8,24,23,"Climatic Water Deficit"
"293",1,0.363636363636364,0.0454545454545455,0.318181818181818,"CEODO_BRA_03","CWD","Dry season",20,8,24,23,"Climatic Water Deficit"
"294",2,0.227272727272727,0,0.227272727272727,"CEODO_BRA_03","CWD","Dry season",20,8,24,23,"Climatic Water Deficit"
"295",0,0.0816326530612245,0.0408163265306122,0.0408163265306122,"CEODO_BRA_06","CWD","Dry season",20,7,51,50,"Climatic Water Deficit"
"296",1,0.163265306122449,0.102040816326531,0.0612244897959184,"CEODO_BRA_06","CWD","Dry season",20,7,51,50,"Climatic Water Deficit"
"297",2,0.183673469387755,0.122448979591837,0.0612244897959184,"CEODO_BRA_06","CWD","Dry season",20,7,51,50,"Climatic Water Deficit"
"298",0,0.222222222222222,0,0.222222222222222,"CEODO_BRA_07","CWD","Dry season",20,8,56,55,"Climatic Water Deficit"
"299",1,0.166666666666667,0.0555555555555556,0.111111111111111,"CEODO_BRA_07","CWD","Dry season",20,8,56,55,"Climatic Water Deficit"
"300",2,0.12962962962963,0,0.12962962962963,"CEODO_BRA_07","CWD","Dry season",20,8,56,55,"Climatic Water Deficit"
"301",0,0.102040816326531,0.102040816326531,0,"CEODO_BRA_10","CWD","Dry season",20,9,58,50,"Climatic Water Deficit"
"302",1,0.244897959183673,0.244897959183673,0,"CEODO_BRA_10","CWD","Dry season",20,9,58,50,"Climatic Water Deficit"
"303",2,0.0612244897959184,0,0.0612244897959184,"CEODO_BRA_10","CWD","Dry season",20,9,58,50,"Climatic Water Deficit"
"304",0,0.192307692307692,0.192307692307692,0,"CEODO_BRA_11","CWD","Dry season",20,6,31,27,"Climatic Water Deficit"
"305",1,0.0769230769230769,0,0.0769230769230769,"CEODO_BRA_11","CWD","Dry season",20,6,31,27,"Climatic Water Deficit"
"306",2,0.230769230769231,0,0.230769230769231,"CEODO_BRA_11","CWD","Dry season",20,6,31,27,"Climatic Water Deficit"
"307",0,0.142857142857143,0.142857142857143,0,"CEODO_PER_05","CWD","Dry season",20,8,47,43,"Climatic Water Deficit"
"308",1,0.142857142857143,0.0952380952380952,0.0476190476190476,"CEODO_PER_05","CWD","Dry season",20,8,47,43,"Climatic Water Deficit"
"309",2,0.166666666666667,0.119047619047619,0.0476190476190476,"CEODO_PER_05","CWD","Dry season",20,8,47,43,"Climatic Water Deficit"
"310",0,0.118181818181818,0.0363636363636364,0.0818181818181818,"CEODO_PER_09","CWD","Dry season",20,8,122,111,"Climatic Water Deficit"
"311",1,0.0818181818181818,0.0363636363636364,0.0454545454545455,"CEODO_PER_09","CWD","Dry season",20,8,122,111,"Climatic Water Deficit"
"312",2,0.163636363636364,0,0.163636363636364,"CEODO_PER_09","CWD","Dry season",20,8,122,111,"Climatic Water Deficit"
"313",0,0.129032258064516,0,0.129032258064516,"CESAL_MEX_01","CWD","Dry season",20,7,39,32,"Climatic Water Deficit"
"314",1,0.0967741935483871,0.032258064516129,0.0645161290322581,"CESAL_MEX_01","CWD","Dry season",20,7,39,32,"Climatic Water Deficit"
"315",2,0.0967741935483871,0.0645161290322581,0.032258064516129,"CESAL_MEX_01","CWD","Dry season",20,7,39,32,"Climatic Water Deficit"
"316",0,0.142857142857143,0.120879120879121,0.021978021978022,"CHAXI_THA_01","CWD","Dry season",20,8,100,92,"Climatic Water Deficit"
"317",1,0.10989010989011,0.0659340659340659,0.043956043956044,"CHAXI_THA_01","CWD","Dry season",20,8,100,92,"Climatic Water Deficit"
"318",2,0.131868131868132,0.120879120879121,0.010989010989011,"CHAXI_THA_01","CWD","Dry season",20,8,100,92,"Climatic Water Deficit"
"319",0,0.125,0.125,0,"chin017","CWD","Dry season",20,7,43,33,"Climatic Water Deficit"
"320",1,0.125,0,0.125,"chin017","CWD","Dry season",20,7,43,33,"Climatic Water Deficit"
"321",2,0.21875,0.03125,0.1875,"chin017","CWD","Dry season",20,7,43,33,"Climatic Water Deficit"
"322",0,0.172413793103448,0.120689655172414,0.0517241379310345,"chin018","CWD","Dry season",20,7,61,59,"Climatic Water Deficit"
"323",1,0.0862068965517241,0.0344827586206897,0.0517241379310345,"chin018","CWD","Dry season",20,7,61,59,"Climatic Water Deficit"
"324",2,0.103448275862069,0.0517241379310345,0.0517241379310345,"chin018","CWD","Dry season",20,7,61,59,"Climatic Water Deficit"
"325",0,0.0196078431372549,0.0196078431372549,0,"chin019","CWD","Dry season",20,7,56,52,"Climatic Water Deficit"
"326",1,0.0392156862745098,0.0392156862745098,0,"chin019","CWD","Dry season",20,7,56,52,"Climatic Water Deficit"
"327",2,0.137254901960784,0.0196078431372549,0.117647058823529,"chin019","CWD","Dry season",20,7,56,52,"Climatic Water Deficit"
"328",0,0.208333333333333,0,0.208333333333333,"chin021","CWD","Dry season",20,7,48,49,"Climatic Water Deficit"
"329",1,0.145833333333333,0.0625,0.0833333333333333,"chin021","CWD","Dry season",20,7,48,49,"Climatic Water Deficit"
"330",2,0.145833333333333,0,0.145833333333333,"chin021","CWD","Dry season",20,7,48,49,"Climatic Water Deficit"
"331",0,0.276595744680851,0.0212765957446809,0.25531914893617,"chin023","CWD","Dry season",20,7,48,48,"Climatic Water Deficit"
"332",1,0.148936170212766,0,0.148936170212766,"chin023","CWD","Dry season",20,7,48,48,"Climatic Water Deficit"
"333",2,0.297872340425532,0,0.297872340425532,"chin023","CWD","Dry season",20,7,48,48,"Climatic Water Deficit"
"334",0,0.205128205128205,0.205128205128205,0,"chin024","CWD","Dry season",20,7,42,40,"Climatic Water Deficit"
"335",1,0.205128205128205,0.102564102564103,0.102564102564103,"chin024","CWD","Dry season",20,7,42,40,"Climatic Water Deficit"
"336",2,0.256410256410256,0.128205128205128,0.128205128205128,"chin024","CWD","Dry season",20,7,42,40,"Climatic Water Deficit"
"337",0,0.230769230769231,0.230769230769231,0,"chin025","CWD","Dry season",20,7,27,27,"Climatic Water Deficit"
"338",1,0.153846153846154,0.153846153846154,0,"chin025","CWD","Dry season",20,7,27,27,"Climatic Water Deficit"
"339",2,0.423076923076923,0.423076923076923,0,"chin025","CWD","Dry season",20,7,27,27,"Climatic Water Deficit"
"340",0,0.169230769230769,0.0769230769230769,0.0923076923076923,"chin026","CWD","Dry season",20,7,67,66,"Climatic Water Deficit"
"341",1,0.353846153846154,0.323076923076923,0.0307692307692308,"chin026","CWD","Dry season",20,7,67,66,"Climatic Water Deficit"
"342",2,0.476923076923077,0.461538461538462,0.0153846153846154,"chin026","CWD","Dry season",20,7,67,66,"Climatic Water Deficit"
"343",0,0.15625,0.15625,0,"chin027","CWD","Dry season",20,7,39,33,"Climatic Water Deficit"
"344",1,0.125,0.09375,0.03125,"chin027","CWD","Dry season",20,7,39,33,"Climatic Water Deficit"
"345",2,0.15625,0.15625,0,"chin027","CWD","Dry season",20,7,39,33,"Climatic Water Deficit"
"346",0,0.146341463414634,0.146341463414634,0,"chin028","CWD","Dry season",20,7,43,42,"Climatic Water Deficit"
"347",1,0.24390243902439,0.195121951219512,0.0487804878048781,"chin028","CWD","Dry season",20,7,43,42,"Climatic Water Deficit"
"348",2,0.341463414634146,0.317073170731707,0.024390243902439,"chin028","CWD","Dry season",20,7,43,42,"Climatic Water Deficit"
"349",0,0.228571428571429,0.142857142857143,0.0857142857142857,"chin037","CWD","Dry season",20,7,38,36,"Climatic Water Deficit"
"350",1,0.114285714285714,0.0571428571428571,0.0571428571428571,"chin037","CWD","Dry season",20,7,38,36,"Climatic Water Deficit"
"351",2,0.0857142857142857,0.0857142857142857,0,"chin037","CWD","Dry season",20,7,38,36,"Climatic Water Deficit"
"352",0,0.382352941176471,0.382352941176471,0,"chin038","CWD","Dry season",20,7,35,35,"Climatic Water Deficit"
"353",1,0.147058823529412,0.117647058823529,0.0294117647058824,"chin038","CWD","Dry season",20,7,35,35,"Climatic Water Deficit"
"354",2,0.0294117647058824,0,0.0294117647058824,"chin038","CWD","Dry season",20,7,35,35,"Climatic Water Deficit"
"355",0,0.352941176470588,0.294117647058824,0.0588235294117647,"chin039","CWD","Dry season",20,7,19,18,"Climatic Water Deficit"
"356",1,0.411764705882353,0.411764705882353,0,"chin039","CWD","Dry season",20,7,19,18,"Climatic Water Deficit"
"357",2,0.294117647058824,0.235294117647059,0.0588235294117647,"chin039","CWD","Dry season",20,7,19,18,"Climatic Water Deficit"
"358",0,0.5,0.5,0,"chin040","CWD","Dry season",20,7,30,29,"Climatic Water Deficit"
"359",1,0.107142857142857,0.107142857142857,0,"chin040","CWD","Dry season",20,7,30,29,"Climatic Water Deficit"
"360",2,0.0714285714285714,0.0714285714285714,0,"chin040","CWD","Dry season",20,7,30,29,"Climatic Water Deficit"
"361",0,0.205882352941176,0.0588235294117647,0.147058823529412,"chin041","CWD","Dry season",20,7,35,35,"Climatic Water Deficit"
"362",1,0.147058823529412,0.0588235294117647,0.0882352941176471,"chin041","CWD","Dry season",20,7,35,35,"Climatic Water Deficit"
"363",2,0.147058823529412,0.0882352941176471,0.0588235294117647,"chin041","CWD","Dry season",20,7,35,35,"Climatic Water Deficit"
"364",0,0.0833333333333333,0,0.0833333333333333,"chin043","CWD","Dry season",20,6,22,13,"Climatic Water Deficit"
"365",1,0,0,0,"chin043","CWD","Dry season",20,6,22,13,"Climatic Water Deficit"
"366",2,0.0833333333333333,0,0.0833333333333333,"chin043","CWD","Dry season",20,6,22,13,"Climatic Water Deficit"
"367",0,0,0,0,"chin044","CWD","Dry season",20,6,10,9,"Climatic Water Deficit"
"368",1,0.25,0,0.25,"chin044","CWD","Dry season",20,6,10,9,"Climatic Water Deficit"
"369",2,0,0,0,"chin044","CWD","Dry season",20,6,10,9,"Climatic Water Deficit"
"370",0,0,0,0,"chin045","CWD","Dry season",20,6,12,13,"Climatic Water Deficit"
"371",1,0,0,0,"chin045","CWD","Dry season",20,6,12,13,"Climatic Water Deficit"
"372",2,0,0,0,"chin045","CWD","Dry season",20,6,12,13,"Climatic Water Deficit"
"373",0,0.102040816326531,0.0816326530612245,0.0204081632653061,"chin073","CWD","Dry season",20,8,54,50,"Climatic Water Deficit"
"374",1,0.244897959183673,0,0.244897959183673,"chin073","CWD","Dry season",20,8,54,50,"Climatic Water Deficit"
"375",2,0.142857142857143,0,0.142857142857143,"chin073","CWD","Dry season",20,8,54,50,"Climatic Water Deficit"
"376",0,0.0212765957446809,0.0212765957446809,0,"chin075","CWD","Dry season",20,8,50,48,"Climatic Water Deficit"
"377",1,0,0,0,"chin075","CWD","Dry season",20,8,50,48,"Climatic Water Deficit"
"378",2,0.0425531914893617,0.0425531914893617,0,"chin075","CWD","Dry season",20,8,50,48,"Climatic Water Deficit"
"379",0,0.175,0.125,0.05,"CHTAB_BAN_01","CWD","Dry season",20,8,40,41,"Climatic Water Deficit"
"380",1,0.15,0,0.15,"CHTAB_BAN_01","CWD","Dry season",20,8,40,41,"Climatic Water Deficit"
"381",2,0.175,0.125,0.05,"CHTAB_BAN_01","CWD","Dry season",20,8,40,41,"Climatic Water Deficit"
"382",0,0.128571428571429,0.0857142857142857,0.0428571428571429,"CHTAB_THA_01","CWD","Dry season",20,8,70,71,"Climatic Water Deficit"
"383",1,0.3,0.0142857142857143,0.285714285714286,"CHTAB_THA_01","CWD","Dry season",20,8,70,71,"Climatic Water Deficit"
"384",2,0.171428571428571,0.0571428571428571,0.114285714285714,"CHTAB_THA_01","CWD","Dry season",20,8,70,71,"Climatic Water Deficit"
"385",0,0,0,0,"COLUC_BRA_01","CWD","Dry season",20,4,14,5,"Climatic Water Deficit"
"386",1,0.5,0.5,0,"COLUC_BRA_01","CWD","Dry season",20,4,14,5,"Climatic Water Deficit"
"387",2,0.25,0,0.25,"COLUC_BRA_01","CWD","Dry season",20,4,14,5,"Climatic Water Deficit"
"388",0,0.1,0.1,0,"COPAN_DEM_01","CWD","Dry season",20,7,10,11,"Climatic Water Deficit"
"389",1,0,0,0,"COPAN_DEM_01","CWD","Dry season",20,7,10,11,"Climatic Water Deficit"
"390",2,0.1,0,0.1,"COPAN_DEM_01","CWD","Dry season",20,7,10,11,"Climatic Water Deficit"
"391",0,0.295774647887324,0,0.295774647887324,"DRSPP_PER_01","CWD","Dry season",20,9,71,72,"Climatic Water Deficit"
"392",1,0.183098591549296,0.169014084507042,0.0140845070422535,"DRSPP_PER_01","CWD","Dry season",20,9,71,72,"Climatic Water Deficit"
"393",2,0.197183098591549,0.0845070422535211,0.112676056338028,"DRSPP_PER_01","CWD","Dry season",20,9,71,72,"Climatic Water Deficit"
"394",0,0.238095238095238,0,0.238095238095238,"ENCYL_CAM_01","CWD","Dry season",20,8,21,22,"Climatic Water Deficit"
"395",1,0.0476190476190476,0.0476190476190476,0,"ENCYL_CAM_01","CWD","Dry season",20,8,21,22,"Climatic Water Deficit"
"396",2,0.142857142857143,0.0476190476190476,0.0952380952380952,"ENCYL_CAM_01","CWD","Dry season",20,8,21,22,"Climatic Water Deficit"
"397",0,0,0,0,"ERAFR_ZAM_01","CWD","Dry season",20,7,5,6,"Climatic Water Deficit"
"398",1,0.2,0,0.2,"ERAFR_ZAM_01","CWD","Dry season",20,7,5,6,"Climatic Water Deficit"
"399",2,0.4,0.2,0.2,"ERAFR_ZAM_01","CWD","Dry season",20,7,5,6,"Climatic Water Deficit"
"400",0,0.333333333333333,0.333333333333333,0,"ERIVO_CAM_01","CWD","Dry season",20,8,11,10,"Climatic Water Deficit"
"401",1,0.111111111111111,0,0.111111111111111,"ERIVO_CAM_01","CWD","Dry season",20,8,11,10,"Climatic Water Deficit"
