Avalanche Path,ID,Sample,Species,TransInPlace,Outer_yr,Inner_yr,Age,Pith,Event,Class,Y,X,Z,Lab Notes,Field Notes
JGO,17,X,PSME,TRANSPORT,2002,1859,143,Y,2003,1,48.67500999,-113.641037,1542.684082,(2003 DEATH DATE AVALANCHE KILLED),NA
JGO,18,X,PSME,TRANSPORT,1999,1864,135,Y,1880,4,48.67497697,-113.641027,1540.492798,(1880 1YR RW) XD MSR,recent scar ~2m up
JGO,18,X,PSME,TRANSPORT,1999,1864,135,Y,1885,3,48.67497697,-113.641027,1540.492798,(1885 1YR RW TRDS),NA
JGO,18,X,PSME,TRANSPORT,1999,1864,135,Y,1895,4,48.67497697,-113.641027,1540.492798,(1895 1YR RW),NA
JGO,18,X,PSME,TRANSPORT,1999,1864,135,Y,1928,3,48.67497697,-113.641027,1540.492798,(1928 TRDS GS),NA
JGO,18,X,PSME,TRANSPORT,1999,1864,135,Y,1980,4,48.67497697,-113.641027,1540.492798,(1980 TRDS GS),NA
JGO,18,X,PSME,TRANSPORT,1999,1864,135,Y,1982,3,48.67497697,-113.641027,1540.492798,(1982 TRDS GS SIGNIFICANT),NA
JGO,19,X,ABLA,INPLACE,2011,1938,73,Y,1956,3,48.67484403,-113.640751,1527.799561,(1956 3YRS RW) XD WELL MSR,small staub near trimline
JGO,19,X,ABLA,INPLACE,2011,1938,73,Y,1965,4,48.67484403,-113.640751,1527.799561,(1965 1YR RW DEFINED),NA
JGO,19,X,ABLA,INPLACE,2011,1938,73,Y,2003,1,48.67484403,-113.640751,1527.799561,(2003 SCAR TRDS WELL DEFINED RW MULTIPLE YRS),NA
JGO,20,X,PSME,INPLACE,2007,1860,147,Y,1866,2,48.67491896,-113.640951,1548.441772,(1866 TRDS MULTIPLE YRS RW YOUNG TREE) XD MSR,down but in place
JGO,20,X,PSME,INPLACE,2007,1860,147,Y,1920,3,48.67491896,-113.640951,1548.441772,(1920 TRDS RW),NA
JGO,20,X,PSME,INPLACE,2007,1860,147,Y,1950,3,48.67491896,-113.640951,1548.441772,(1950 TRDS RW),NA
JGO,20,X,PSME,INPLACE,2007,1860,147,Y,1956,3,48.67491896,-113.640951,1548.441772,(1956 TRDS GS),NA
JGO,20,X,PSME,INPLACE,2007,1860,147,Y,1980,3,48.67491896,-113.640951,1548.441772,(1980 TRDS GS),NA
JGO,21,X,PIEN,INPLACE,2008,1858,150,Y,1872,3,48.67464898,-113.640972,1534.62439,(1872 2YRS RW) XD WELL MSR,"near trimline, east of lobe"
JGO,21,X,PIEN,INPLACE,2008,1858,150,Y,1985,3,48.67464898,-113.640972,1534.62439,(1985 GS),NA
JGO,22,X,PIEN,INPLACE,2015,1809,206,Y,1832,1,48.67472802,-113.641625,1526.308838,(1832 SCAR TRD RW MINIMAL) ,"large staub near trimline, above lobe"
JGO,22,X,PIEN,INPLACE,2015,1809,206,Y,2003,1,48.67472802,-113.641625,1526.308838,(2003 SCAR TRD RW),NA
JGO,23,X,ABLA,INPLACE,2010,1875,135,Y,1893,4,48.67460699,-113.641681,1528.72644,(1893 1YR RW) XD WELL MSR LARGE DEFORMITY,"downhill of JGO 22 ~10m, leaning uphill"
JGO,23,X,ABLA,INPLACE,2010,1875,135,Y,1903,3,48.67460699,-113.641681,1528.72644,(1903 2YR RW),NA
JGO,23,X,ABLA,INPLACE,2010,1875,135,Y,1959,1,48.67460699,-113.641681,1528.72644,(1959 HUGE RW SEQUENCE AND GS),NA
JGO,23,X,ABLA,INPLACE,2010,1875,135,Y,1995,1,48.67460699,-113.641681,1528.72644,(1995 SMALL SCAR),NA
JGO,23,X,ABLA,INPLACE,2010,1875,135,Y,1998,1,48.67460699,-113.641681,1528.72644,(1998 SMALLER SCAR),NA
JGO,23,X,ABLA,INPLACE,2010,1875,135,Y,2003,1,48.67460699,-113.641681,1528.72644,(2003 WELL DEFINED SCAR MULTIPLE AREAS),NA
JGO,24,X,PSME,INPLACE,2002,1850,152,Y,1866,2,48.674752,-113.641768,1530.624756,(1866 MULTIPLE YRS RW) XD MSR,~3m West of JGO 22
JGO,24,X,PSME,INPLACE,2002,1850,152,Y,2003,1,48.674752,-113.641768,1530.624756,(2003 DEATH DATE AVALANCHE KILLED),NA
JGO,25,X,PIEN,INPLACE,2011,1943,68,Y,1954,3,48.67431404,-113.641156,1525.514526,(1954 1YR RW WELL DEFINED) XD MSR,"down into lobe, in clump of snags/staubs (tall snag)"
JGO,25,X,PIEN,INPLACE,2011,1943,68,Y,1977,2,48.67431404,-113.641156,1525.514526,(1977 TRDS RW GS),NA
JGO,25,X,PIEN,INPLACE,2011,1943,68,Y,1999,1,48.67431404,-113.641156,1525.514526,(1999 LARGE SCAR TRDS),NA
JGO,25,X,PIEN,INPLACE,2011,1943,68,Y,2001,2,48.67431404,-113.641156,1525.514526,(2001 SMALL SCAR),NA
JGO,25,X,PIEN,INPLACE,2011,1943,68,Y,2002,2,48.67431404,-113.641156,1525.514526,(2002 SMALL SCAR),NA
JGO,25,X,PIEN,INPLACE,2011,1943,68,Y,2003,1,48.67431404,-113.641156,1525.514526,(2003 SCAR TRDS),NA
JGO,25,X,PIEN,INPLACE,2011,1943,68,Y,2007,1,48.67431404,-113.641156,1525.514526,(2007 SCAR TRDS),NA
JGO,26,X,PIEN,INPLACE,2014,1865,149,Y,1880,3,48.67422201,-113.641069,1523.883667,(1880 1YR RW WELL DEFINED) XD WELL ,adjacent spruce snag ~3m from JGO 26
JGO,26,X,PIEN,INPLACE,2014,1865,149,Y,1887,3,48.67422201,-113.641069,1523.883667,(1887 1YR RW WELL DEFINED),NA
JGO,26,X,PIEN,INPLACE,2014,1865,149,Y,1925,3,48.67422201,-113.641069,1523.883667,(1925 2YRS RW),NA
JGO,26,X,PIEN,INPLACE,2014,1865,149,Y,1933,3,48.67422201,-113.641069,1523.883667,(1933 2YRS RW),NA
JGO,26,X,PIEN,INPLACE,2014,1865,149,Y,1940,1,48.67422201,-113.641069,1523.883667,(1940 SCAR TRDS RW),NA
JGO,26,X,PIEN,INPLACE,2014,1865,149,Y,1972,2,48.67422201,-113.641069,1523.883667,(1972 TRDS MULTIPLE YRS RW GS),NA
JGO,26,X,PIEN,INPLACE,2014,1865,149,Y,1995,2,48.67422201,-113.641069,1523.883667,(1995 TRDS MULTIPLE YRS GS),NA
JGO,26,X,PIEN,INPLACE,2014,1865,149,Y,2011,1,48.67422201,-113.641069,1523.883667,(2011 SCAR TRDS GS),NA
JGO,27,X,PIEN,INPLACE,2011,1921,90,Y,1935,4,48.67422997,-113.641117,1524.876221,(1935 WEAKLY DEFINED 1YR RW) XD POOR MSR CONFIRMED,another adjacent spruce snag ~3m from JGO 26
JGO,27,X,PIEN,INPLACE,2011,1921,90,Y,1947,4,48.67422997,-113.641117,1524.876221,(1947 1YR RW),NA
JGO,27,X,PIEN,INPLACE,2011,1921,90,Y,1988,5,48.67422997,-113.641117,1524.876221,(1988 GS TRDS POORLY DEFINED),NA
JGO,27,X,PIEN,INPLACE,2011,1921,90,Y,1998,4,48.67422997,-113.641117,1524.876221,(1998 GS TRDS),NA
JGO,27,X,PIEN,INPLACE,2011,1921,90,Y,2003,1,48.67422997,-113.641117,1524.876221,(2003 LARGE SCAR TRDS WELL DEFINED RW),NA
JGO,28,X,PIEN,INPLACE,2010,1858,152,N,1871,1,48.67415403,-113.641285,1520.556641,(1871 SCAR TRDS RW) HEART ROT NO PITH,"~10m downhill from JGO 26/27, tall snag"
JGO,28,X,PIEN,INPLACE,2010,1825,185,N,1880,2,48.67415403,-113.641285,1520.556641,(1880 WELL DEFINED RW),NA
JGO,28,X,PIEN,INPLACE,2010,1825,185,N,1926,2,48.67415403,-113.641285,1520.556641,(1926 TRDS MULTIPLE YRS RW),NA
JGO,28,X,PIEN,INPLACE,2010,1825,185,N,1948,3,48.67415403,-113.641285,1520.556641,(1948 VERY SMALL SCAR),NA
JGO,28,X,PIEN,INPLACE,2010,1825,185,N,1954,1,48.67415403,-113.641285,1520.556641,(1951 SCAR),NA
JGO,28,X,PIEN,INPLACE,2010,1825,185,N,1962,2,48.67415403,-113.641285,1520.556641,(1962 SMALL SCAR),NA
JGO,28,X,PIEN,INPLACE,2010,1825,185,N,2003,1,48.67415403,-113.641285,1520.556641,(2003 SIGNIFICANT TRDS GS AROUND CIRCUMFERENCE),NA
JGO,29,X,PIEN,TRANSPORT,1987,1804,183,Y,1851,2,48.67347602,-113.641445,1510.708374,(1851 MULTIPLE YRS RW),"all the way at toe of runout, mid-radius scar"
JGO,29,X,PIEN,TRANSPORT,1987,1804,183,Y,1866,2,48.67347602,-113.641445,1510.708374,(1866 MULTIPLE YRS RW),NA
JGO,29,X,PIEN,TRANSPORT,1987,1804,183,Y,1872,3,48.67347602,-113.641445,1510.708374,(1972 2YRS RW),NA
JGO,29,X,PIEN,TRANSPORT,1987,1804,183,Y,1916,4,48.67347602,-113.641445,1510.708374,(1916 GS MINIMAL TRAUMA),NA
JGO,30,X,PIEN,INPLACE,1987,NA,NA,N,NA,NA,48.67337703,-113.641444,1507.252197,(MISSING SAMPLE),"all the way at toe of runout, ~10m downhill of JGO 29"
JGO,31,X,PIEN,INPLACE,2010,1902,108,Y,1913,4,48.67324401,-113.64146,1508.416016,(1913 RW 1YR) XD MSR ROT,short staub
JGO,31,X,PIEN,INPLACE,2010,1902,108,Y,1916,4,48.67324401,-113.64146,1508.416016,(1916 RW 1YR),NA
JGO,31,X,PIEN,INPLACE,2010,1902,108,Y,1941,3,48.67324401,-113.64146,1508.416016,(1941 GS TRDS),NA
JGO,32,X,PIEN,INPLACE,2010,1901,109,Y,1948,1,48.67322003,-113.641419,1508.486816,(1948 LARGE SCAR RW) XD MSR,"tall staub, standing, scar at bottom"
JGO,32,X,PIEN,INPLACE,2010,1901,109,Y,2003,2,48.67322003,-113.641419,1508.486816,(2003 MULTIPLE YRS RW),NA
JGO,33,X,PIEN,INPLACE,2009,1903,106,N,1977,4,48.67318299,-113.641645,1509.213135,(1977 ISOLATED TRDS) XD MSR HEART ROT NO P,"downed, far end of runout zone, West edge"
JGO,33,X,PIEN,INPLACE,2009,1903,106,N,2003,1,48.67318299,-113.641645,1509.213135,(2003 SCAR RW TRDS),NA
JGO,34,L,PSME,CORE,2017,1814,203,N,NA,NA,48.67307704,-113.641752,1501.849854,"(CORE XD MSR, INSUFFICIENT SIZE FOR TRAUMATIC ANALISIS)","to West, very furtherst runout zone, ~4' diameter tree, core: a. uphill, b. symbol?"
JGO,35,X,ABLA,INPLACE,1995,1878,117,Y,1938,1,48.673128,-113.641707,1495.35083,(1938 LARGE SCAR RW) XD MSR,far end of runout (5m uphill of JGO 34)
JGO,35,X,ABLA,INPLACE,1995,1878,117,Y,1957,3,48.673128,-113.641707,1495.35083,(1957 ISOLATED TRDS 3YRS),NA
JGO,35,X,ABLA,INPLACE,1995,1878,117,Y,1987,2,48.673128,-113.641707,1495.35083,(1987 RW GROWTH RELEASE 4YRS),NA
JGO,35,X,ABLA,INPLACE,1995,1878,117,Y,1991,2,48.673128,-113.641707,1495.35083,(1991 TRDS GS 5YRS),NA
JGO,36,X,PSME,INPLACE,1950,1784,166,Y,1795,4,48.67362899,-113.64167,1506.783569,(1795 1YR RW TRDS) XD WELL MSR,"West edge of lobe, ~50m from bottom end, downed"
JGO,36,X,PSME,INPLACE,1950,1784,166,Y,1797,2,48.67362899,-113.64167,1506.783569,(1797 3YR RW TRDS GS),NA
JGO,36,X,PSME,INPLACE,1950,1784,166,Y,1895,3,48.67362899,-113.64167,1506.783569,(1895 VERY SMALL SCAR TRDS),NA
JGO,36,X,PSME,INPLACE,1950,1784,166,Y,1901,2,48.67362899,-113.64167,1506.783569,(1901 SMALL SCAR TRDS),NA
JGO,37,X,PIEN,INPLACE,2006,1898,108,Y,1970,1,48.67389302,-113.641935,1515.575073,(1970 LARGE SCAR TRDS) XD MSR,"West edge of lobe, ~50m from bottom end, staub"
JGO,37,X,PIEN,INPLACE,2006,1898,108,Y,2001,4,48.67389302,-113.641935,1515.575073,(2001 GS  ISOLATED TRD),NA
JGO,37,X,PIEN,INPLACE,2006,1898,108,Y,2003,2,48.67389302,-113.641935,1515.575073,(2003 TRDS RW),NA
JGO,38,X,PSME,TRANSPORT,2002,1846,156,Y,1866,2,48.67418303,-113.641685,1520.741089,(1866 DEFINED RW 3YRS) XD POORLY DEFORMATION,"West trimline near top of lobe, downed"
JGO,38,X,PSME,TRANSPORT,2002,1846,156,Y,1872,2,48.67418303,-113.641685,1520.741089,(1872 DEFINED RW 3YRS),NA
JGO,38,X,PSME,TRANSPORT,2002,1846,156,Y,2003,1,48.67418303,-113.641685,1520.741089,(2003 DEATH DATE AVALANCHE KILLED),NA
JGO,39,X,ABLA,INPLACE,2010,1941,69,Y,1947,4,48.67452904,-113.642041,1533.474121,(1947 1YR RW YOUNG TREE) XD WELL MSR,"small staub, West edge"
JGO,39,X,ABLA,INPLACE,2010,1941,69,Y,1954,1,48.67452904,-113.642041,1533.474121,(1954 SMALL SCAR DEFINED RW TRDS),NA
JGO,39,X,ABLA,INPLACE,2010,1941,69,Y,1966,3,48.67452904,-113.642041,1533.474121,(1966 2YR RW),NA
JGO,39,X,ABLA,INPLACE,2010,1941,69,Y,2003,1,48.67452904,-113.642041,1533.474121,(2003 SCAR TRDS RW),NA
JGO,40,X,PIEN,INPLACE,2006,1851,155,Y,1866,2,48.67518299,-113.641773,1539.209229,(1866 RW 2YRS) XD WELL MSR,"2 staubs together, downhill/smaller one"
JGO,40,X,PIEN,INPLACE,2006,1851,155,Y,1870,1,48.67518299,-113.641773,1539.209229,(1870 SCAR TRDS) ,NA
JGO,40,X,PIEN,INPLACE,2006,1851,155,Y,1872,3,48.67518299,-113.641773,1539.209229,(1872 1YR RW DEFINED),NA
JGO,40,X,PIEN,INPLACE,2006,1851,155,Y,2003,1,48.67518299,-113.641773,1539.209229,(2003 EXTENSIVE RW TRDS AROUND CIRCUMFERENCE),NA
JGO,41,X,PIEN,INPLACE,2006,1857,149,Y,1866,2,48.67518299,-113.641725,1537.536987,(1866 3YRS RW) XD MSR,"2 staubs together, uphill/larger one"
JGO,41,X,PIEN,INPLACE,2006,1857,149,Y,1872,2,48.67518299,-113.641725,1537.536987,(1872 2YRS RW),NA
JGO,41,X,PIEN,INPLACE,2006,1857,149,Y,1876,2,48.67518299,-113.641725,1537.536987,(1876 4YRS RW),NA
JGO,41,X,PIEN,INPLACE,2006,1857,149,Y,1901,5,48.67518299,-113.641725,1537.536987,(1901 ISOLATED TRDS),NA
LGP,1,X,Populus sp.,INPLACE,2008,1916,92,Y,1971,1,48.74176299,-113.7717021,NA,"Two Scars w/ local RW, hard to date","Bark intact, scar evident"
LGP,2,X,Populus sp.,INPLACE,2008,1922,86,Y,NA,NA,48.74172472,-113.7717,NA,No significant disturbance meeting criteria,"Bark intact, no obvious scars. RS present but due to 2 trees growing together. "
LGP,3,X,ABLA,TRANSPORT,2008,1836,169,Y,1900,5,48.74118322,-113.7719559,NA,2yrs RW TRDs,NA
LGP,3,X,ABLA,TRANSPORT,2008,1836,169,Y,1975,5,48.74118322,-113.7719559,NA,NA,NA
LGP,3,X,ABLA,TRANSPORT,2008,1836,169,Y,1891,1,48.74118322,-113.7719559,NA,Scar and RW callus,"Bark intact, no obvious scars. RS present but appears to be a result of growth/shape of tree. Looks like Xsec was taken where roots start to spread from base of trunk "
LGP,3,X,ABLA,TRANSPORT,2008,1836,169,Y,1871,2,48.74118322,-113.7719559,NA,TRDs RW several years locally,NA
LGP,4,X,PIEN,TRANSPORT,2008,1917,91,Y,2001,1,48.74118835,-113.7719969,NA,Large scar with RW ,"Bark intact, obvious scarm, much internal rot"
LGP,4,X,PIEN,TRANSPORT,2008,1917,91,Y,1976,5,48.74118835,-113.7719969,NA,Shift and RW change,X-dates 
LGP,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA
LGP,6,X,PIEN,TRANSPORT,2008,1898,110,Y,1975,2,48.74114273,-113.771872,NA,significant ring width release and change in RW and compression,"Bark intact, obvious scarminimal & haphazard R/S"
LGP,6,X,PIEN,TRANSPORT,2008,1898,110,Y,1967,1,48.74114273,-113.771872,NA,Scar w/ minimal RW,NA
LGP,6,X,PIEN,TRANSPORT,2008,1898,110,Y,1925,5,48.74114273,-113.771872,NA,RW compression,NA
LGP,6,X,PIEN,TRANSPORT,2008,1898,110,Y,1919,4,48.74114273,-113.771872,NA,3 years RW compression,NA
LGP,6,X,PIEN,TRANSPORT,2008,1898,110,Y,1909,4,48.74114273,-113.771872,NA,4 years RW compression,NA
LGP,6,X,PIEN,TRANSPORT,2008,1898,110,Y,1905,5,48.74114273,-113.771872,NA,RW compression,NA
LGP,7,X,PIEN,TRANSPORT,2008,1914,94,Y,1974,2,48.74109562,-113.7719102,NA,Very large shift in ring width and compression wood with suppression opp,"Bark intact, no obvious scars, R/S present"
LGP,8,X,ABLA,TRANSPORT,2008,1903,105,Y,2004,1,48.7411316,-113.771885,NA,Scar w/ RW and TRDS,"Bark intact, extensive rot restricts the dating of impacts tree recorded several"
LGP,8,X,ABLA,TRANSPORT,2008,1903,105,Y,2002,1,48.7411316,-113.771885,NA,Scar w/ RW and TRDs,NA
LGP,8,X,ABLA,TRANSPORT,2008,1903,105,Y,2001,1,48.7411316,-113.771885,NA,Scar and TRDs,NA
LGP,8,X,ABLA,TRANSPORT,2008,1903,105,Y,1983,1,48.7411316,-113.771885,NA,Scar w/ RW and TRDs,NA
LGP,8,X,ABLA,TRANSPORT,2008,1903,105,Y,1973,2,48.7411316,-113.771885,NA,Scar very small w TRDs,NA
LGP,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA
LGP,10,X,ABLA,TRANSPORT,2008,1887,121,Y,1969,1,48.74143204,-113.7718199,NA,Small scar uphill w/ local RS & some RW downhill,"Bark intact,TRDs  localized suppression but it's due to adjacent growing trees - one of which was harvested w/ this sample"
LGP,10,X,ABLA,TRANSPORT,2008,1887,121,Y,1934,3,48.74143204,-113.7718199,NA,Significant shift in RW/COMP,No TRDs or supression
LGP,11,X,ABLA,TRANSPORT,2008,1900,108,Y,1946,4,48.74149187,-113.7720953,NA,RW and COMP change ,NA
LGP,11,X,ABLA,TRANSPORT,2008,1900,108,Y,1937,2,48.74149187,-113.7720953,NA,TRDs and minimal callus tissue w/ local RW,"Bark intact, no obvious scar, R/S evident"
LGP,11,X,ABLA,TRANSPORT,2008,1900,108,Y,1911,5,48.74149187,-113.7720953,NA,"Directional shift in RW and COMP, young tree",NA
LGP,12,X,ABLA,TRANSPORT,2008,1903,105,Y,1970,3,48.74156568,-113.7720313,NA,"TRD and callus tissue evident, minimal RW",NA
LGP,12,X,ABLA,TRANSPORT,2008,1903,105,Y,1920,5,48.74156568,-113.7720313,NA,RW and COMP very minimal shift in radial stabilizing ,NA
LGP,13,X,ABLA,TRANSPORT,2008,1891,117,Y,1997,5,48.74202346,-113.7713899,NA,Suppression shift in Ring Widths,"Bark intact, no obvious scars, localized suppression but no accompanying RW.  1909, very narrow & appears false in places. "
LGP,13,X,ABLA,TRANSPORT,2008,1891,117,Y,1946,4,48.74202346,-113.7713899,NA,Major RW Compression shift sustained 5 years,NA
LGP,13,X,ABLA,TRANSPORT,2008,1891,117,Y,1932,4,48.74202346,-113.7713899,NA,Major RW Compression shift sustained 6 years,NA
LGP,13,X,ABLA,TRANSPORT,2008,1891,117,Y,1918,5,48.74202346,-113.7713899,NA,Radial shift in RW sustained 3 years,NA
LGP,13,X,ABLA,TRANSPORT,2008,1891,117,Y,1910,3,48.74202346,-113.7713899,NA,TRDs and Suppression sustained ,NA
LGP,14,X,ABLA,TRANSPORT,2008,1919,89,Y,2000,1,48.74213304,-113.7712327,NA,Scar,"Bark intact, large scar downhill side"
LGP,14,X,ABLA,TRANSPORT,2008,1919,89,Y,1982,4,48.74213304,-113.7712327,NA,Persistent RW and Compression ,NA
LGP,14,X,ABLA,TRANSPORT,2008,1919,89,Y,1974,4,48.74213304,-113.7712327,NA,Persistent RW and Compression ,NA
LGP,14,X,ABLA,TRANSPORT,2008,1919,89,Y,1927,5,48.74213304,-113.7712327,NA,young tree shift in RW,NA
LGP,15,X,ABLA,NA,2008,1924,NA,Y,1984,1,48.74225049,-113.771212,NA,"Large scar in EW of 1984, RW, TRDs",X-dates well
LGP,15,X,ABLA,NA,2008,1924,NA,Y,1935,1,48.74225049,-113.771212,NA,Scar with TRDs RW Compression and subsequent rot,NA
LGP,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA
LGP,17,X,ABLA,TRANSPORT,2008,1858,150,Y,1939,1,48.74226849,-113.7711721,NA,Scar and RW,"Bark intact, scar evident, minimal R/S"
LGP,17,X,ABLA,TRANSPORT,2008,1858,150,Y,1936,2,48.74226849,-113.7711721,NA,TRDs,NA
LGP,17,X,ABLA,TRANSPORT,2008,1858,150,Y,1933,4,48.74226849,-113.7711721,NA,Reaction wood compression >3 yrs,NA
LGP,17,X,ABLA,TRANSPORT,2008,1858,150,Y,1864,3,48.74226849,-113.7711721,NA,Radial shift in compression wood ,NA
LGP,18,X,ABLA,TRANSPORT,2008,1892,116,Y,2001,1,48.74303544,-113.7712551,NA,"Subtle but large scar covering almost all of top 1/2 of tree, local RW","Bark intact, potential scar, no significant R/S"
LGP,19,X,ABLA,TRANSPORT,2008,1925,83,Y,1997,1,48.74303129,-113.7713093,NA,Scar hard to date ,"Bark intact, scars, much internal rot"
LGP,19,X,ABLA,TRANSPORT,2008,1925,83,Y,1990,2,48.74303129,-113.7713093,NA,Scar w/RW and TRDs around circumference,NA
LGP,19,X,ABLA,TRANSPORT,2008,1925,83,Y,1987,1,48.74303129,-113.7713093,NA,Scar w/ local RW and suppression,NA
LGP,19,X,ABLA,TRANSPORT,2008,1925,83,Y,1984,1,48.74303129,-113.7713093,NA,Scar w/ local RW and suppression,NA
LGP,19,X,ABLA,TRANSPORT,2008,1925,83,Y,1968,4,48.74303129,-113.7713093,NA,major shift in Rring Widths and suppression,NA
LGP,20,X,ABLA,TRANSPORT,2008,1967,42,Y,1995,2,48.74318612,-113.7713042,NA,TRDs and growth release on uphill w/ RW on downhill,"Bark intact, no obvious scars, evident RS"
LGP,20,X,ABLA,TRANSPORT,2008,1967,42,Y,1975,2,48.74318612,-113.7713042,NA,TRDs uphill w/ RW downhill,NA
LGP,20,X,ABLA,TRANSPORT,2008,1967,42,Y,1971,4,48.74318612,-113.7713042,NA,Growth disturbance reaction wood compression wood,NA
LGP,21,X,ABLA,NA,1970,1850,NA,Y,1911,2,48.74318465,-113.7712906,NA,TRDs and supression,NA
LGP,21,X,ABLA,NA,1970,1850,NA,Y,1898,5,48.74318465,-113.7712906,NA,2 years compression,NA
LGP,21,X,ABLA,NA,1970,1850,NA,Y,1880,3,48.74318465,-113.7712906,NA,>5 years compression,NA
LGP,21,X,ABLA,NA,1970,1850,NA,Y,1870,4,48.74318465,-113.7712906,NA,>3years compression,NA
LGP,22,X,ABLA,TRANSPORT,2008,1905,103,Y,2009,NA,48.74316383,-113.7711942,NA,Evidence of cambium trauma in outer ring,no significant RW shifts
LGP,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA
LGP,24,X,ABLA,TRANSPORT,2008,1932,76,Y,1987,1,48.74338129,-113.7710565,NA,Large scar w/ RW in EW of 1987,"Bark intact, large scar w/ RW, x-dates "
LGP,25,X,ABLA,TRANSPORT,2008,1931,NA,Y,1984,1,48.74335381,-113.770987,NA,"scar w/ local RW, and TRDs",NA
LGP,25,X,ABLA,TRANSPORT,2008,1931,NA,Y,1956,1,48.74335381,-113.770987,NA,"Scar w/ local RW, rot out",NA
LGP,26,X,ABLA,TRANSPORT,2008,1981,27,Y,1987,4,48.74327996,-113.7710237,NA,TRD and RW young age tree at the time,"Bark intact, no scars, very large rings"
LGP,27,X,ABLA,TRANSPORT,2008,1923,83,Y,1971,1,48.74312442,-113.7711376,NA,Scar w/ RW,"Bark intact, evident scars, minimal R/S"
LGP,27,X,ABLA,TRANSPORT,2008,1923,83,Y,1951,1,48.74312442,-113.7711376,NA,Scar w/ RW,NA
LGP,27,X,ABLA,TRANSPORT,2008,1923,83,Y,1941,5,48.74312442,-113.7711376,NA,RW compression no scar ,NA
LGP,27,X,ABLA,TRANSPORT,2008,1923,83,Y,1941,5,48.74312442,-113.7711376,NA,RW compression sustained multiple years,NA
LGP,28,X,PSME,TRANSPORT,2008,1871,137,Y,1968,1,48.74314501,-113.7710299,NA,Scar w/ several years suppression following,"Bark intact, 1 obvious scar  NOTE: directions in descriptions are based on an assumed uphill direction. Hard to tell for sure w/ this Xsec. X-dates well"
LGP,28,X,PSME,TRANSPORT,2008,1871,137,Y,1909,2,48.74314501,-113.7710299,NA,Significant suppression event multiple years,NA
LGP,29,X,ABLA,TRANSPORT,1995,1860,132,Y,1995,4,48.74317717,-113.7709909,NA,"TRDs no obvious scar, suppression","Tree killed in 1995-1996,  previously misdated"
LGP,29,X,ABLA,TRANSPORT,1995,1860,132,Y,1935,2,48.74317717,-113.7709909,NA,"Scar on right side, w/ very minimal local suppression",NA
LGP,29,X,ABLA,TRANSPORT,1995,1860,132,Y,1898,5,48.74317717,-113.7709909,NA,Shift in direction of compression wood and RW respose for several years,NA
LGP,29,X,ABLA,TRANSPORT,1995,1860,132,Y,1885,4,48.74317717,-113.7709909,NA,Major shift and compression wood young in age,NA
LGP,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA
LGP,31,X,ABLA,TRANSPORT,2008,1981,27,Y,1997,5,48.74327183,-113.7709689,NA,Minimal RW and compression ,"Bark intact, no obvious scars"
LGP,32,X,ABLA,TRANSPORT,2008,1865,143,Y,1986,1,48.74327468,-113.7707922,NA,"Large scar causing damage & rot (goes back to 1963), next 2 yrs show RW",NA
LGP,32,X,ABLA,TRANSPORT,2008,1865,143,Y,1987,3,48.74327468,-113.7707922,NA,Small TRD  w/ some RW/Suppression,NA
LGP,32,X,ABLA,TRANSPORT,2008,1865,143,Y,1963,3,48.74327468,-113.7707922,NA,TRDs small suppression,NA
LGP,32,X,ABLA,TRANSPORT,2008,1865,143,Y,1935,2,48.74327468,-113.7707922,NA,Well defined suppression and RW several years,NA
LGP,33,X,Populus sp.,TRANSPORT,2008,1939,69,Y,NA,NA,48.74329628,-113.7707525,NA,No obvious disturbances meeting criteria,NA
LGP,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA
LGP,35,X,ABLA,TRANSPORT,2002,1856,147,Y,2000,2,48.74353362,-113.770956,NA,Small scar on the edge of gauged out area hard to date,"Bark intact, scars & RS evident. NOTE:mis-dated initially"
LGP,35,X,ABLA,TRANSPORT,2002,1856,147,Y,1985,2,48.74353362,-113.770956,NA,Small scar on the edge of gauged out area hard to date,"Bark intact, scars & RS evident. NOTE:mis-dated initially"
LGP,35,X,ABLA,TRANSPORT,2002,1856,147,Y,1956,1,48.74353362,-113.770956,NA,"TRD and potential scar, LABs terminate ",Tree killed in 2002-2003
LGP,35,X,ABLA,TRANSPORT,2002,1856,147,Y,1909,5,48.74353362,-113.770956,NA,TRDs and beginning of large rot and dead spot,NA
LGP,35,X,ABLA,TRANSPORT,2002,1856,147,Y,1880,2,48.74353362,-113.770956,NA,RingWidth shift and suppression with compression wood on opposite side,NA
LGP,35,X,ABLA,TRANSPORT,2002,1856,147,Y,1871,2,48.74353362,-113.770956,NA,Suppression ring and TRDs followed by RW/COMP shift,NA
LGP,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA
