age_CE,DLK02B_raw,DLK05A_raw,DLK05B_raw,DLK05C_raw,DLK06A_raw,DLK06B_raw,DLK06C_raw,DLK07A_raw,DLK07B_raw,DLK07C_raw,DLK08A_raw,DLK08B_raw,DLK09A_raw,DLK09B_raw,DLK10A_raw,DLK10B_raw,DLK11A_raw,DLK11B_raw,DLK12A_raw,DLK12B_raw,DLK02B_raw_outlier_flag,DLK05A_raw_outlier_flag,DLK05B_raw_outlier_flag,DLK05C_raw_outlier_flag,DLK06A_raw_outlier_flag,DLK06B_raw_outlier_flag,DLK06C_raw_outlier_flag,DLK07A_raw_outlier_flag,DLK07B_raw_outlier_flag,DLK07C_raw_outlier_flag,DLK08A_raw_outlier_flag,DLK08B_raw_outlier_flag,DLK09A_raw_outlier_flag,DLK09B_raw_outlier_flag,DLK10A_raw_outlier_flag,DLK10B_raw_outlier_flag,DLK11A_raw_outlier_flag,DLK11B_raw_outlier_flag,DLK12A_raw_outlier_flag,DLK12B_raw_outlier_flag
1602,NA,2.2,2.56,2.88,NA,NA,NA,2.02,1.47,1.28,1.51,1.71,1.26,NA,2.46,2.06,2.37,2.11,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1603,NA,1.85,1.76,2.45,NA,NA,NA,1.9,1.6,1.07,1.51,1.59,2.02,NA,1.59,1.78,1.66,1.36,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1604,NA,2.38,2.03,2.22,NA,NA,NA,1.4,1.41,0.92,1.89,1.91,1.96,NA,2.38,1.91,1.62,2.64,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1605,NA,1.95,1.8,1.69,NA,NA,NA,1.99,1.49,1.21,1.76,1.63,2.26,NA,1.62,1.75,1.82,3,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1606,NA,1.8,1.78,2.48,NA,NA,NA,1.86,1.39,1.21,2.26,1.97,2.41,NA,1.29,1.21,2.13,3.53,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,NA,NA
1607,NA,1.92,1.63,2.07,NA,NA,NA,1.54,0.88,0.96,2.22,1.75,2.2,NA,1.47,1.76,2.32,2.88,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1608,NA,2.11,1.46,2.24,NA,NA,NA,1.32,0.98,1.04,2.02,1.61,2.5,NA,1.21,1.44,3.26,2.38,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,NA,NA
1609,NA,1.59,1.65,1.63,NA,NA,NA,1.15,0.99,0.97,1.74,0.86,2.86,NA,1.48,1.36,2.77,2.51,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1610,NA,1.94,1.86,2.37,NA,NA,NA,1.18,1.21,1.06,1.88,1.2,3.39,NA,1.58,1.21,2.33,3.16,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1611,NA,1.89,2.01,2.07,NA,NA,NA,1.78,0.84,1.05,2.22,1.17,2.79,NA,1.27,1,2.19,3.44,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1612,NA,1.65,2.06,1.71,NA,NA,NA,1.67,1.01,0.98,1.9,0.98,2.49,NA,1.42,1.46,2.75,2.44,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1613,NA,1.37,1.96,1.78,NA,NA,NA,1.36,1.24,1.01,1.94,0.9,1.82,NA,1.37,1.38,2.74,3.17,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1614,NA,1.45,1.58,1.52,NA,NA,NA,1.44,0.82,0.83,1.58,0.94,2,NA,1.63,1.13,2.34,3.36,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1615,NA,1.74,1.83,1.51,NA,NA,NA,1.53,1.05,0.81,1.95,1.14,1.92,NA,1.04,1.03,2.1,2.9,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1616,NA,1.78,1.74,1.54,NA,NA,NA,1.02,1.13,0.82,1.81,1.26,2.32,NA,1.29,1.34,2.36,1.79,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1617,NA,1.56,1.71,1.58,NA,NA,NA,1.15,1.15,1.06,1.43,1.29,2.21,NA,1.18,1.23,2.11,2.37,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1618,NA,1.63,1.51,1.72,NA,NA,NA,1.15,1.11,1.21,1.33,1.22,2.49,NA,1.25,0.99,2.9,2.61,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,NA,NA
1619,NA,1.63,1.52,1.1,NA,NA,NA,1.07,0.9,0.82,1.1,0.92,2.33,NA,0.92,1.07,2.28,2.41,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1620,NA,1.06,1.38,1.83,NA,NA,NA,0.74,1.16,0.85,1.45,1.19,1.66,NA,0.86,1.05,1.59,2.37,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1621,NA,1.22,1.45,1.8,NA,NA,NA,1.01,1.04,1,1.17,0.97,1.81,NA,1.46,1.43,2.3,2.79,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1622,NA,1.56,1.32,1.85,NA,NA,NA,0.94,1.16,0.79,1.28,0.77,2.15,NA,1.47,1.27,2.44,2.43,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1623,NA,1.26,0.86,1.15,NA,NA,NA,0.67,0.94,0.73,0.84,0.64,1.73,NA,1.32,1.22,2.17,1.83,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1624,NA,0.95,0.69,0.91,NA,NA,NA,0.54,0.8,0.58,0.89,0.72,1.55,NA,1.05,1.32,2,2.02,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1625,NA,0.69,0.73,1.05,NA,NA,NA,0.57,0.59,0.48,0.81,0.56,1.28,NA,1.03,1.07,2.09,1.64,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1626,NA,0.8,0.62,0.95,NA,NA,NA,0.54,0.68,0.46,0.88,0.7,1.2,NA,0.89,0.78,1.71,1.49,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1627,NA,0.9,0.59,0.82,NA,NA,NA,0.66,1.06,0.67,1.13,0.84,1.81,NA,0.98,0.96,1.99,2.2,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1628,NA,0.81,0.58,1.07,NA,NA,NA,0.74,0.71,0.55,0.76,0.53,1.67,NA,0.85,0.8,0.96,1.63,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1629,NA,0.67,0.63,1.12,NA,NA,NA,0.67,0.6,0.39,1.03,0.84,1.86,NA,0.73,0.97,1.53,2.51,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1630,NA,0.82,0.52,1.13,NA,NA,NA,0.51,0.47,0.4,1,0.8,1.38,NA,0.6,0.98,1.95,0.68,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1631,NA,0.66,0.72,0.81,NA,NA,NA,0.43,0.48,0.3,0.73,0.57,1.28,NA,0.62,0.74,1.79,0.62,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1632,NA,0.48,0.67,0.87,NA,NA,NA,0.38,0.34,0.22,0.61,0.75,1.11,NA,0.86,0.94,0.72,1.91,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1633,NA,0.48,0.77,0.72,NA,NA,NA,0.45,0.5,0.45,0.65,0.69,1,NA,0.71,0.95,1.09,2.54,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1634,NA,0.61,0.8,0.9,NA,NA,NA,0.54,0.41,0.34,0.81,0.5,1.26,NA,1.23,1.21,1.6,2.44,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1635,NA,0.58,0.71,0.75,NA,NA,NA,0.67,0.66,0.49,0.94,0.91,1.47,NA,1.3,1.01,1.75,2.55,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA
1636,NA,0.71,0.96,0.85,NA,NA,NA,0.83,0.6,0.54,0.93,1.17,1.99,NA,1.59,1.37,3.24,2.97,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,NA,NA
1637,NA,0.62,1.02,1.36,NA,NA,NA,1.19,1.01,0.63,1.47,1.14,1.96,NA,1.72,1.58,4.14,4.23,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,TRUE,TRUE,NA,NA
1638,NA,0.67,1.07,0.93,NA,NA,NA,1.19,0.88,0.81,1.35,1.17,2.05,0.26,1.01,1.36,2.2,2.99,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1639,NA,0.94,0.99,1.15,NA,NA,NA,0.98,1,0.62,1.42,1.23,2.07,0.29,1.31,1.35,3.33,2.15,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
1640,NA,1.08,1.26,1.17,NA,NA,NA,0.87,0.83,0.7,1.32,1.38,2.6,0.34,1.77,1.1,2.47,3.74,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
1641,NA,1.12,0.96,1.65,NA,NA,NA,1.2,1.14,0.93,1.27,1.42,2.1,0.45,1.72,1.46,3.49,2.9,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
1642,NA,1.17,0.95,1.46,NA,NA,NA,1.39,1.54,0.76,1.3,1.31,2.1,0.36,1.73,1.54,3.36,2.79,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
1643,NA,0.84,0.92,0.88,NA,NA,NA,1.32,1.51,0.79,1.1,1.28,1.83,0.25,1.76,1.42,1.22,2.15,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1644,NA,0.76,1.24,0.85,NA,NA,NA,1.39,1.14,1.07,1.16,1.4,2.31,0.27,1.33,1.38,2.06,2.31,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1645,NA,1.25,1.32,1.34,NA,NA,NA,1.66,1.82,1.14,1.13,1.2,2.09,0.26,1.8,1.15,2.1,3.02,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1646,NA,1.23,1.18,1.08,NA,NA,NA,0.96,1.23,1.03,0.85,1.14,1.91,0.2,1.73,1.34,2.04,2.43,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1647,NA,0.85,1.24,1.12,NA,NA,NA,1.08,1.18,0.94,1.09,1.37,2.12,0.2,1.33,1.09,2.49,2.23,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1648,NA,0.77,0.94,0.73,NA,NA,NA,1.41,1.04,0.83,0.83,1.01,1.1,0.16,1.56,1.22,2.12,2.64,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1649,NA,0.74,0.84,0.76,NA,NA,NA,1.35,1.35,0.81,0.76,0.87,1.44,0.19,1.34,1.08,1.16,1.75,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1650,NA,0.92,1.13,0.89,NA,NA,NA,0.78,1.5,0.72,0.71,0.98,1.51,0.23,1.19,1.19,2.52,2.58,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1651,NA,0.77,0.94,1.03,NA,NA,NA,0.95,1.07,0.72,0.68,0.84,1.38,0.27,1.27,1.59,2.08,2.3,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1652,NA,1.08,1.14,1.31,NA,NA,NA,1.19,1.43,0.99,0.86,0.96,1.5,0.22,1.15,1.44,2.2,1.66,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1653,NA,1.06,1.08,1.25,NA,NA,NA,1.02,1.5,0.86,0.72,0.85,1.16,0.19,1.2,1.3,1.68,1.7,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1654,NA,0.92,1.05,0.78,NA,NA,NA,0.72,1.32,0.72,0.82,0.95,1.35,0.32,1.41,1.38,1.63,1.92,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1655,NA,0.76,1.35,0.72,NA,NA,NA,0.91,0.85,0.68,0.78,0.82,1.41,0.3,1.08,1.07,1.98,1.62,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1656,NA,0.98,1.34,0.82,NA,NA,NA,1.19,1.33,0.75,1.14,1.02,1.16,0.31,1.44,1.25,1.89,1.46,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1657,NA,0.85,1.2,0.78,NA,NA,NA,1.21,1.51,0.74,0.81,1,1.55,0.3,1.35,1.41,1.65,2.09,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1658,NA,0.96,1.27,0.96,NA,NA,NA,0.92,1.36,0.85,1.01,0.98,1.44,0.32,1.5,1.05,2.18,2.28,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1659,NA,0.92,1.11,0.8,NA,NA,NA,1.21,0.96,0.75,1.01,1,1.22,0.18,1.22,1.09,1.65,2.15,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1660,NA,0.79,1.54,1.14,NA,NA,NA,1.32,1.6,0.71,1.21,1.26,1.46,0.2,1.63,1.14,2.55,3.61,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
1661,NA,0.86,0.95,1.14,NA,NA,NA,1.21,0.69,0.7,0.54,0.77,0.81,0.18,0.67,0.53,0.95,1.55,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1662,NA,0.81,0.9,0.63,NA,NA,NA,0.86,0.8,0.67,0.45,0.73,0.58,0.13,0.29,0.26,1.4,1.73,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1663,NA,0.67,0.82,0.66,NA,NA,NA,0.76,0.69,0.62,0.4,0.69,0.67,0.23,0.31,0.16,1.25,1.26,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1664,NA,0.59,0.75,0.49,NA,NA,NA,0.96,0.93,0.57,0.3,0.59,0.65,0.24,0.5,0.26,1.58,1.56,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1665,NA,0.3,0.61,0.51,NA,NA,NA,0.76,0.48,0.57,0.38,0.53,0.66,0.27,0.64,0.3,1.08,1.6,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1666,NA,0.69,1.07,0.67,NA,NA,NA,1.16,0.88,0.81,0.5,0.67,1.01,0.25,0.94,0.45,1.69,1.59,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1667,NA,0.91,1.18,0.74,NA,NA,NA,1.46,1.08,0.85,0.56,0.95,1.45,0.25,1.31,0.78,1.97,2.39,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1668,NA,0.68,1.07,0.65,NA,NA,NA,0.89,0.9,0.74,0.37,0.65,1.25,0.11,1.01,0.75,1.28,1.64,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1669,NA,0.88,1.16,0.79,NA,NA,NA,1.1,0.93,0.76,0.56,0.9,1.57,0.19,1.29,0.95,1.57,1.97,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1670,NA,0.92,1.18,0.93,NA,NA,NA,1.47,1.16,0.79,0.85,1.06,1.49,0.22,1.91,1.03,2.15,2.77,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1671,NA,0.72,1.64,0.87,NA,NA,NA,1.64,1.16,0.94,0.91,1.24,1.86,0.24,2.1,1.26,1.89,2.52,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1672,NA,0.83,1.48,0.79,NA,NA,NA,1.65,1.13,0.9,0.75,1.04,1.48,0.24,1.91,1.21,1.95,2.17,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1673,NA,0.9,1.64,0.77,NA,1.04,NA,1.24,1.3,0.94,0.65,0.94,1.74,0.32,1.98,1.31,1.66,1.61,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1674,NA,0.67,1.53,0.76,NA,1.15,NA,1.41,1.18,0.76,0.63,0.88,1.57,0.22,1.86,1.25,1.7,1.42,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1675,NA,0.84,1.55,0.9,NA,1.02,NA,1.32,1.12,0.8,0.61,0.84,1.77,0.26,1.81,1.21,1.49,1.46,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1676,NA,0.56,0.96,0.42,NA,0.92,NA,0.84,0.99,0.67,0.49,0.82,1.07,0.22,1.11,0.82,0.81,0.77,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1677,NA,0.3,0.47,0.36,NA,0.55,NA,0.51,0.51,0.25,0.32,0.47,0.54,0.16,0.87,0.56,0.36,0.23,0.91,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1678,NA,0.27,0.3,0.26,NA,1.47,NA,0.42,0.29,0.31,0.15,0.25,0.42,0,0.63,0.5,0.37,0.27,0.97,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1679,NA,0.25,0.31,0.17,NA,1.33,NA,0.41,0.38,0.3,0.21,0.35,0.46,0,0.62,0.45,0.38,0.45,1.01,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1680,NA,0.24,0.24,0.23,NA,1.39,NA,0.63,0.65,0.42,0.33,0.39,0.51,0,0.74,0.37,0.43,0.38,0.84,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1681,NA,0.28,0.38,0.19,NA,1.82,NA,0.71,0.88,0.52,0.25,0.35,0.55,0,0.86,0.56,0.62,0.74,1.22,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1682,NA,0.29,0.44,0.21,NA,1.59,NA,0.54,0.5,0.5,0.28,0.49,0.55,0,0.76,0.85,0.61,0.71,0.81,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1683,NA,0.32,0.5,0.29,NA,1.68,NA,0.53,0.52,0.48,0.35,0.6,0.55,0.04,1.35,0.88,0.92,0.96,1.11,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
