age_CE,01C407a_raw,01C409a_raw,01C409b_raw,01C411a_raw,01C411b_raw,01C414a_raw,01C414b_raw,01C415a_raw,01C415b_raw,01C417b_raw,01C419b_raw,01C420b_raw,01C421a_raw,01C421b_raw,01C422a_raw,01C422b_raw,01C424a_raw,01C424b_raw,01C426a_raw,01C427b_raw,01C407a_raw_outlier_flag,01C409a_raw_outlier_flag,01C409b_raw_outlier_flag,01C411a_raw_outlier_flag,01C411b_raw_outlier_flag,01C414a_raw_outlier_flag,01C414b_raw_outlier_flag,01C415a_raw_outlier_flag,01C415b_raw_outlier_flag,01C417b_raw_outlier_flag,01C419b_raw_outlier_flag,01C420b_raw_outlier_flag,01C421a_raw_outlier_flag,01C421b_raw_outlier_flag,01C422a_raw_outlier_flag,01C422b_raw_outlier_flag,01C424a_raw_outlier_flag,01C424b_raw_outlier_flag,01C426a_raw_outlier_flag,01C427b_raw_outlier_flag
1857,0.73,0.7,0.54,0.49,1.01,0.57,0.73,0.35,0.45,0.35,0.25,0.25,0.73,0.6,0.4,0.29,0.26,0.32,0.41,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1858,0.66,0.51,0.41,0.47,0.85,0.44,0.67,0.29,0.41,0.32,0.29,0.25,0.67,0.6,0.33,0.16,0.3,0.32,0.44,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1859,0.66,0.6,0.47,0.48,0.8,0.5,0.7,0.29,0.38,0.32,0.25,0.29,0.76,0.6,0.35,0.22,0.24,0.32,0.38,0.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1860,0.63,0.57,0.44,0.38,0.63,0.41,0.7,0.32,0.41,0.29,0.19,0.25,0.67,0.6,0.38,0.25,0.34,0.29,0.32,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1861,0.63,0.67,0.44,0.35,0.6,0.57,0.92,0.29,0.48,0.32,0.29,0.41,0.74,0.63,0.38,0.25,0.38,0.31,0.22,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1862,0.7,0.67,0.6,0.37,0.63,0.45,1.1,0.3,0.44,0.38,0.29,0.55,0.76,0.6,0.35,0.28,0.48,0.31,0.46,0.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1863,0.92,1.02,0.86,0.67,0.94,0.74,1.43,0.43,0.54,0.6,0.51,0.8,1.02,0.95,0.51,0.38,0.68,0.4,0.62,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1864,0.57,0.63,0.54,0.47,0.63,0.42,0.76,0.29,0.41,0.32,0.22,0.66,0.67,0.6,0.35,0.29,0.25,0.19,0.41,0.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1865,0.73,0.63,0.76,0.55,0.93,0.67,0.98,0.38,0.48,0.44,0.38,0.73,0.82,0.76,0.44,0.35,0.44,0.32,0.67,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1866,0.44,0.32,0.41,0.2,0.68,0.28,0.38,0.35,0.44,0.32,0.44,0.44,0.67,0.44,0.32,0.25,0.38,0.22,0.44,0.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1867,0.6,0.54,0.6,0.29,1.44,0.51,0.63,0.35,0.38,0.35,0.44,0.66,0.7,0.57,0.28,0.22,0.38,0.22,0.41,0.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1868,0.63,0.51,0.76,0.51,1.75,0.76,1.01,0.41,0.41,0.41,0.41,0.57,0.76,0.73,0.41,0.32,0.44,0.28,0.51,0.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1869,0.76,0.54,0.82,0.34,1.55,0.63,0.92,0.38,0.38,0.35,0.5,0.63,0.73,0.63,0.46,0.32,0.41,0.25,0.44,0.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1870,0.85,0.6,0.76,0.49,1.83,0.7,0.7,0.44,0.48,0.44,0.51,0.67,0.67,0.7,0.45,0.36,0.41,0.32,0.41,0.54,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1871,0.76,0.6,0.63,0.48,1.47,0.57,0.54,0.41,0.54,0.41,0.44,0.63,0.7,0.6,0.41,0.35,0.32,0.25,0.35,0.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1872,1.24,0.76,0.73,0.57,1.38,0.54,0.38,0.51,0.56,0.41,0.7,0.63,0.79,0.67,0.44,0.35,0.38,0.25,0.38,0.93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1873,0.98,0.92,0.76,0.89,1.76,0.57,0.47,0.47,0.49,0.57,0.51,0.73,0.89,0.7,0.38,0.35,0.41,0.32,0.51,0.92,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1874,0.86,0.86,0.7,0.65,1.49,0.6,0.41,0.35,0.51,0.44,0.51,0.57,0.86,0.67,0.41,0.29,0.35,0.29,0.41,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1875,0.92,0.98,0.89,0.88,1.37,0.63,0.57,0.44,0.57,0.51,0.54,0.6,1.08,0.86,0.44,0.44,0.41,0.38,0.48,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1876,0.86,0.92,0.67,0.51,1.02,0.44,0.41,0.41,0.44,0.38,0.51,0.6,0.82,0.6,0.35,0.29,0.32,0.25,0.32,0.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1877,1.11,1.11,0.86,0.54,1.15,0.45,0.47,0.35,0.51,0.54,0.48,0.66,0.79,0.73,0.48,0.41,0.34,0.25,0.41,0.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1878,1.04,0.82,0.6,0.47,1.05,0.37,0.47,0.35,0.29,0.44,0.41,0.51,0.73,0.5,0.29,0.25,0.34,0.34,0.25,0.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1879,1.23,1.11,0.8,0.48,0.98,0.51,0.53,0.44,0.44,0.57,0.63,0.47,0.98,0.76,0.32,0.32,0.53,0.38,0.29,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1880,1.11,0.89,0.74,0.41,1.12,0.6,0.61,0.41,0.51,0.51,0.63,0.44,0.72,0.67,0.38,0.35,0.39,0.34,0.32,0.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1881,0.95,0.92,0.79,0.47,1,0.57,0.6,0.41,0.48,0.65,0.7,0.6,0.72,0.7,0.41,0.35,0.41,0.28,0.48,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1882,0.76,0.82,0.63,0.39,0.71,0.54,0.6,0.35,0.48,0.55,0.63,0.48,0.79,0.63,0.44,0.41,0.41,0.32,0.44,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1883,0.73,0.98,0.63,0.52,0.84,0.63,0.79,0.44,0.48,0.73,0.63,0.48,0.79,0.63,0.57,0.44,0.41,0.29,0.41,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1884,0.79,1.02,0.7,0.48,0.89,0.6,0.63,0.44,0.51,0.6,0.6,0.35,0.85,0.54,0.47,0.38,0.41,0.32,0.38,0.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1885,0.54,1.05,0.7,0.54,0.83,0.54,0.48,0.32,0.45,0.6,0.44,0.41,0.88,0.57,0.44,0.35,0.35,0.24,0.35,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1886,0.54,1.02,0.57,0.57,0.88,0.54,0.44,0.38,0.47,0.57,0.67,0.51,0.92,0.66,0.41,0.38,0.41,0.33,0.32,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1887,0.67,1.24,0.57,0.77,0.79,0.6,0.54,0.41,0.6,0.6,0.7,0.73,0.79,0.58,0.44,0.35,0.48,0.32,0.29,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1888,0.63,0.98,0.47,0.88,1.1,0.54,0.48,0.41,0.6,0.76,0.48,1.14,0.89,0.7,0.47,0.35,0.57,0.38,0.38,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1889,0.51,0.86,0.41,0.61,0.69,0.54,0.48,0.29,0.43,0.41,0.67,0.69,0.63,0.41,0.32,0.32,0.32,0.22,0.25,0.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1890,0.54,1.08,0.41,0.62,0.74,0.51,0.51,0.35,0.5,0.51,0.73,0.73,0.76,0.6,0.39,0.35,0.37,0.21,0.29,0.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1891,1.01,1.36,0.67,0.9,0.94,0.86,0.76,0.51,0.82,0.82,0.82,1.04,0.95,0.79,0.42,0.48,0.45,0.32,0.25,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1892,1.17,1.17,0.67,0.85,0.85,0.86,0.76,0.44,0.55,0.82,0.6,1.04,0.76,0.57,0.41,0.38,0.44,0.3,0.32,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1893,0.92,1.02,0.6,0.58,0.74,0.71,0.63,0.35,0.51,0.79,0.67,0.7,0.7,0.63,0.41,0.44,0.38,0.32,0.41,0.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1894,0.6,1.11,0.82,0.94,0.82,0.75,0.67,0.48,0.54,0.8,0.76,0.73,1.05,0.7,0.48,0.51,0.53,0.44,0.48,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1895,0.48,1.1,0.67,0.76,0.7,0.76,0.63,0.41,0.48,0.65,0.7,0.63,0.92,0.73,0.44,0.54,0.45,0.38,0.38,0.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1896,0.57,1.21,0.76,0.75,0.62,0.79,0.57,0.44,0.48,0.57,0.67,0.7,1.02,0.95,0.44,0.51,0.44,0.41,0.44,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1897,0.45,0.98,0.54,0.74,0.72,0.67,0.44,0.44,0.44,0.63,0.57,0.63,0.92,0.7,0.39,0.47,0.32,0.22,0.32,0.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1898,0.58,0.95,0.57,0.66,0.75,0.62,0.38,0.51,0.41,0.6,0.48,0.57,0.76,0.73,0.4,0.41,0.29,0.25,0.29,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1899,0.66,0.86,0.54,0.76,0.76,0.64,0.54,0.41,0.51,0.54,0.54,0.76,0.82,0.73,0.38,0.44,0.32,0.32,0.25,0.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1900,0.85,0.98,0.48,0.96,0.96,0.89,0.47,0.57,0.62,0.89,0.6,1.08,0.92,0.89,0.53,0.54,0.41,0.38,0.41,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1901,1.14,0.91,0.57,0.95,1,0.98,0.67,0.63,0.77,1.14,0.73,1.24,0.92,0.89,0.58,0.51,0.32,0.38,0.51,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1902,1.07,0.98,0.82,1.18,1.23,0.92,0.7,0.7,0.92,1.11,0.76,1.21,0.89,1.05,0.67,0.63,0.32,0.41,0.44,0.9,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1903,0.85,1.17,0.82,1.09,1.1,0.75,0.92,0.7,0.92,1.01,0.73,1.01,0.98,1.01,0.67,0.57,0.41,0.41,0.48,0.98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1904,0.79,1.04,0.85,0.89,1.15,0.89,1.24,0.73,0.82,1.14,0.79,0.95,0.79,1.12,0.77,0.6,0.45,0.41,0.54,0.89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1905,0.85,1.08,0.79,0.81,1.06,0.95,1.27,0.73,0.95,1.43,0.7,1.11,0.85,0.89,0.76,0.71,0.4,0.4,0.51,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1906,0.88,1.08,0.79,1.04,1.27,1.08,1.4,0.73,1.11,1.62,0.57,1.03,1.11,0.86,0.83,0.64,0.49,0.33,0.48,0.95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1907,0.97,1.11,0.86,1.03,1.28,1.08,1.14,0.64,1.11,1.21,0.54,0.87,1.24,0.98,0.73,0.66,0.49,0.41,0.44,1.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1908,1.38,1.17,0.92,1.18,1.09,1.24,1.43,0.7,1.03,1.27,0.54,0.95,1.43,1.14,0.7,0.63,0.54,0.4,0.51,0.98,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1909,1.11,0.79,0.63,0.86,1.06,0.86,1.11,0.67,0.68,1.01,0.41,0.79,0.98,0.92,0.54,0.5,0.44,0.36,0.38,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1910,0.95,0.86,0.73,0.98,1.21,0.95,1.14,0.7,0.92,0.89,0.51,0.89,0.95,0.82,0.63,0.6,0.44,0.38,0.42,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1911,0.79,0.86,0.82,0.91,1.29,1.05,1.05,0.73,0.98,1.32,0.67,0.89,0.98,1.01,0.63,0.63,0.48,0.41,0.64,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1912,0.73,0.98,0.73,0.93,1.51,0.92,0.95,0.67,0.82,1.22,0.7,0.95,1.14,1.01,0.63,0.63,0.54,0.38,0.63,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1913,0.71,1.02,0.82,0.93,1.46,0.76,0.89,0.67,0.79,1.24,0.7,1.11,1.14,1.05,0.47,0.51,0.48,0.38,0.51,0.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1914,0.71,1.17,0.81,1.04,1.58,0.86,1.05,0.89,0.98,1.35,0.54,1.11,1.2,1.05,0.44,0.54,0.41,0.38,0.54,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1915,0.86,1.33,0.93,1.19,1.57,1.14,1.05,0.89,1.11,1.32,0.7,1.11,1.33,1.08,0.57,0.57,0.48,0.41,0.54,0.86,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1916,0.66,1.01,0.73,0.79,1.08,0.77,0.24,0.57,0.66,0.87,0.6,0.79,0.92,0.79,0.31,0.35,0.38,0.35,0.38,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1917,0.7,1.08,0.79,0.82,1.22,0.9,0.56,0.76,0.74,1.03,0.63,0.92,1.01,0.92,0.45,0.51,0.35,0.32,0.51,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1918,0.76,1.24,0.89,0.81,1.27,0.98,0.6,0.92,0.92,1.2,0.63,1.14,1.2,1.03,0.48,0.57,0.41,0.41,0.6,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1919,0.69,1.11,0.82,0.81,1.34,0.79,0.79,0.95,1.01,1.22,0.6,1.1,1.04,0.87,0.37,0.47,0.48,0.35,0.44,0.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1920,0.69,1.17,0.95,0.88,1.39,1.11,1.3,0.92,1.05,1.11,0.73,0.98,0.98,0.98,0.38,0.55,0.51,0.41,0.57,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1921,0.6,0.86,0.67,0.67,1.35,0.76,0.6,0.76,0.79,0.89,0.6,0.85,0.86,0.79,0.41,0.54,0.32,0.32,0.6,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1922,0.63,1.11,0.44,0.82,1.41,1.21,1.08,0.86,0.92,1.14,0.76,0.88,1.11,0.98,0.7,0.67,0.48,0.41,0.6,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1923,0.75,1.1,0.89,0.75,1.08,1.07,1.11,0.67,0.79,0.95,0.57,0.95,0.92,0.92,0.48,0.44,0.48,0.38,0.54,0.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1924,0.58,0.84,0.67,0.75,0.99,0.8,0.79,0.57,0.66,1.05,0.45,0.95,0.76,0.82,0.38,0.38,0.38,0.37,0.54,0.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1925,0.57,0.85,0.76,0.55,0.84,0.44,0.37,0.7,0.73,0.39,0.16,0.67,0.86,0.79,0.48,0.35,0.41,0.39,0.41,0.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1926,0.85,0.95,0.79,0.72,1.5,0.91,0.94,0.82,0.87,1,0.6,1.39,0.95,0.86,0.6,0.48,0.41,0.44,0.69,0.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1927,0.79,1.09,0.82,0.7,1.78,0.95,0.98,0.88,0.97,1.1,0.63,1.24,0.95,0.87,0.51,0.51,0.6,0.57,0.54,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1928,0.66,0.96,0.6,0.6,1.7,0.87,0.7,0.66,0.79,0.96,0.51,1.17,1.01,0.78,0.44,0.54,0.51,0.44,0.57,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1929,0.7,1.04,0.79,0.71,1.64,0.7,0.63,0.65,0.79,1.18,0.44,1.11,0.98,0.89,0.41,0.44,0.44,0.41,0.54,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
