age_CE,CA2012_raw,CA2021_raw,CA2052_raw,CA2071_raw,CA2121_raw,CA2161_raw,CA2171_raw,CA2012_raw_outlier_flag,CA2021_raw_outlier_flag,CA2052_raw_outlier_flag,CA2071_raw_outlier_flag,CA2121_raw_outlier_flag,CA2161_raw_outlier_flag,CA2171_raw_outlier_flag
1966,0.53,0.74,0.62,0.76,0.71,0.61,0.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1967,0.62,0.76,0.68,0.79,0.74,0.83,0.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1968,0.54,0.72,0.49,0.78,0.75,0.66,0.75,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1969,0.46,0.64,0.49,0.73,0.68,0.6,0.63,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1970,0.51,0.71,0.51,0.76,0.71,0.59,0.72,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1971,0.5,0.67,0.52,0.76,0.7,0.65,0.71,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1972,0.54,0.64,0.53,0.73,0.71,0.7,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1973,0.51,0.72,0.57,0.7,0.67,0.71,0.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1974,0.58,0.67,0.49,0.66,0.6,0.7,0.78,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1975,0.61,0.7,0.61,0.76,0.62,0.63,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1976,0.55,0.62,0.53,0.79,0.6,0.58,0.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1977,0.65,0.72,0.65,0.76,0.62,0.76,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1978,0.63,0.7,0.7,0.78,0.78,0.65,0.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1979,0.65,0.77,0.71,0.8,0.82,0.77,0.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1980,0.71,0.76,0.72,0.79,0.7,0.64,0.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1981,0.72,0.63,0.78,0.71,0.76,0.61,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1982,0.59,0.7,0.75,0.76,0.49,0.48,0.67,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1983,0.71,0.76,0.83,0.76,0.77,0.56,0.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1984,0.68,0.66,0.8,0.66,0.74,0.57,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1985,0.71,0.65,0.78,0.74,0.78,0.56,0.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1986,0.83,0.77,0.82,0.76,0.74,0.54,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1987,0.73,0.72,0.7,0.78,0.78,0.58,0.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1988,0.72,0.63,0.63,0.76,0.8,0.55,0.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1989,0.77,0.64,0.7,0.77,0.71,0.53,0.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1990,0.76,0.65,0.82,0.76,0.88,0.54,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1991,0.78,0.6,0.67,0.79,0.64,0.46,0.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
