"Rotation","ABMI Site","Year","Field Date","Field Crew Member(s)","Transect (North/South)","Sample Position (metres)","Organic Depth (centimetres)","Buried Wood Depth (centimetres)","Description","Slope","Aspect (degrees)"
Rotation 1,624,2018,11-Jul-18,SBA,N,2,80.0,VNA,NONE,L,VNA,
Rotation 1,624,2018,11-Jul-18,SBA,N,6,70.0,VNA,NONE,L,VNA,
Rotation 1,624,2018,11-Jul-18,SBA,N,10,100.0,VNA,NONE,L,VNA,
Rotation 1,624,2018,11-Jul-18,SBA,N,14,70.0,VNA,NONE,L,VNA,
Rotation 1,624,2018,11-Jul-18,SBA,N,18,80.0,VNA,NONE,L,VNA,
Rotation 1,624,2018,11-Jul-18,SBA,N,22,70.0,VNA,NONE,L,VNA,
Rotation 1,624,2018,11-Jul-18,SBA,N,26,80.0,VNA,NONE,L,VNA,
Rotation 1,624,2018,11-Jul-18,SBA,N,30,100.0,VNA,NONE,L,VNA,
Rotation 1,624,2018,24-Jul-18,SBA,S,2,90.0,VNA,NONE,L,VNA,
Rotation 1,624,2018,24-Jul-18,SBA,S,6,80.0,VNA,NONE,L,VNA,
Rotation 1,624,2018,24-Jul-18,SBA,S,10,100.0,VNA,NONE,L,VNA,
Rotation 1,624,2018,24-Jul-18,SBA,S,14,80.0,VNA,NONE,L,VNA,
Rotation 1,624,2018,24-Jul-18,SBA,S,18,70.0,VNA,NONE,L,VNA,
Rotation 1,624,2018,24-Jul-18,SBA,S,22,60.0,VNA,NONE,L,VNA,
Rotation 1,624,2018,24-Jul-18,SBA,S,26,90.0,VNA,NONE,L,VNA,
Rotation 1,624,2018,24-Jul-18,SBA,S,30,80.0,VNA,NONE,L,VNA,
Rotation 1,767,2018,06-Jul-18,SBA,N,2,10.0,VNA,NONE,L,VNA,
Rotation 1,767,2018,06-Jul-18,SBA,N,4,9.5,VNA,NONE,L,VNA,
Rotation 1,767,2018,06-Jul-18,SBA,N,6,9.0,VNA,NONE,L,VNA,
Rotation 1,767,2018,06-Jul-18,SBA,N,8,8.0,VNA,NONE,L,VNA,
Rotation 1,767,2018,06-Jul-18,SBA,N,10,7.5,VNA,NONE,L,VNA,
Rotation 1,767,2018,06-Jul-18,SBA,N,12,7.0,VNA,NONE,L,VNA,
Rotation 1,767,2018,06-Jul-18,SBA,N,14,<1,VNA,D,L,VNA,
Rotation 1,767,2018,06-Jul-18,SBA,N,16,11.0,VNA,NONE,L,VNA,
Rotation 1,767,2018,06-Jul-18,SBA,N,18,8.0,VNA,NONE,L,VNA,
Rotation 1,767,2018,06-Jul-18,SBA,N,20,8.0,VNA,NONE,L,VNA,
Rotation 1,767,2018,06-Jul-18,SBA,N,22,8.0,VNA,NONE,L,VNA,
Rotation 1,767,2018,06-Jul-18,SBA,N,24,8.0,VNA,NONE,L,VNA,
Rotation 1,767,2018,06-Jul-18,SBA,N,26,9.0,VNA,NONE,L,VNA,
Rotation 1,767,2018,06-Jul-18,SBA,N,28,10.0,VNA,NONE,L,VNA,
Rotation 1,767,2018,06-Jul-18,SBA,N,30,7.0,VNA,NONE,L,VNA,
Rotation 1,767,2018,06-Jul-18,SBA,S,2,8.0,VNA,NONE,L,VNA,
Rotation 1,767,2018,06-Jul-18,SBA,S,4,8.0,VNA,NONE,L,VNA,
Rotation 1,767,2018,06-Jul-18,SBA,S,6,10.0,VNA,NONE,L,VNA,
Rotation 1,767,2018,06-Jul-18,SBA,S,8,11.0,VNA,NONE,L,VNA,
Rotation 1,767,2018,06-Jul-18,SBA,S,10,10.0,VNA,HO,L,VNA,
Rotation 1,767,2018,06-Jul-18,SBA,S,12,7.5,VNA,NONE,L,VNA,
Rotation 1,767,2018,06-Jul-18,SBA,S,14,9.0,VNA,NONE,L,VNA,
Rotation 1,767,2018,06-Jul-18,SBA,S,16,9.5,VNA,NONE,L,VNA,
Rotation 1,767,2018,06-Jul-18,SBA,S,18,8.0,VNA,NONE,L,VNA,
Rotation 1,767,2018,06-Jul-18,SBA,S,20,5.0,VNA,NONE,L,VNA,
Rotation 1,767,2018,06-Jul-18,SBA,S,22,6.0,VNA,NONE,L,VNA,
Rotation 1,767,2018,06-Jul-18,SBA,S,24,7.0,VNA,NONE,L,VNA,
Rotation 1,767,2018,06-Jul-18,SBA,S,26,8.0,VNA,NONE,L,VNA,
Rotation 1,767,2018,06-Jul-18,SBA,S,28,5.5,VNA,NONE,L,VNA,
Rotation 1,767,2018,06-Jul-18,SBA,S,30,8.0,VNA,NONE,L,VNA,
Rotation 1,768,2018,09-Jul-18,SBA,N,2,10.0,VNA,NONE,L,VNA,
Rotation 1,768,2018,09-Jul-18,SBA,N,4,13.5,VNA,NONE,L,VNA,
Rotation 1,768,2018,09-Jul-18,SBA,N,6,5.0,VNA,NONE,L,VNA,
Rotation 1,768,2018,09-Jul-18,SBA,N,8,10.0,VNA,NONE,L,VNA,
Rotation 1,768,2018,09-Jul-18,SBA,N,10,13.0,VNA,NONE,L,VNA,
Rotation 1,768,2018,09-Jul-18,SBA,N,12,<1,VNA,W,L,VNA,
Rotation 1,768,2018,09-Jul-18,SBA,N,14,7.0,VNA,NONE,L,VNA,
Rotation 1,768,2018,09-Jul-18,SBA,N,16,10.0,VNA,NONE,L,VNA,
Rotation 1,768,2018,09-Jul-18,SBA,N,18,5.0,VNA,NONE,L,VNA,
Rotation 1,768,2018,09-Jul-18,SBA,N,20,9.0,VNA,NONE,L,VNA,
Rotation 1,768,2018,09-Jul-18,SBA,N,22,8.0,VNA,NONE,L,VNA,
Rotation 1,768,2018,09-Jul-18,SBA,N,24,6.0,VNA,NONE,L,VNA,
Rotation 1,768,2018,09-Jul-18,SBA,N,26,6.0,VNA,NONE,L,VNA,
Rotation 1,768,2018,09-Jul-18,SBA,N,28,<1,VNA,D,L,VNA,
Rotation 1,768,2018,09-Jul-18,SBA,N,30,<1,VNA,D,L,VNA,
Rotation 1,768,2018,09-Jul-18,SBA,S,2,8.0,VNA,NONE,L,VNA,
Rotation 1,768,2018,09-Jul-18,SBA,S,4,9.0,VNA,NONE,L,VNA,
Rotation 1,768,2018,09-Jul-18,SBA,S,6,7.0,VNA,NONE,L,VNA,
Rotation 1,768,2018,09-Jul-18,SBA,S,8,6.0,VNA,NONE,L,VNA,
Rotation 1,768,2018,09-Jul-18,SBA,S,10,7.0,VNA,NONE,L,VNA,
Rotation 1,768,2018,09-Jul-18,SBA,S,12,12.0,VNA,NONE,L,VNA,
Rotation 1,768,2018,09-Jul-18,SBA,S,14,13.0,VNA,NONE,L,VNA,
Rotation 1,768,2018,09-Jul-18,SBA,S,16,8.0,VNA,D-S,L,VNA,
Rotation 1,768,2018,09-Jul-18,SBA,S,18,11.0,VNA,NONE,L,VNA,
Rotation 1,768,2018,09-Jul-18,SBA,S,20,11.0,VNA,NONE,L,VNA,
Rotation 1,768,2018,09-Jul-18,SBA,S,22,6.0,VNA,NONE,L,VNA,
Rotation 1,768,2018,09-Jul-18,SBA,S,24,9.0,VNA,NONE,L,VNA,
Rotation 1,768,2018,09-Jul-18,SBA,S,26,9.0,VNA,NONE,L,VNA,
Rotation 1,768,2018,09-Jul-18,SBA,S,28,6.0,VNA,NONE,L,VNA,
Rotation 1,768,2018,09-Jul-18,SBA,S,30,12.0,VNA,NONE,L,VNA,
Rotation 1,769,2018,07-Jul-18,SBA,N,2,70.0,VNA,NONE,L,VNA,
Rotation 1,769,2018,07-Jul-18,SBA,N,6,<1,VNA,W,L,VNA,
Rotation 1,769,2018,07-Jul-18,SBA,N,10,80.0,VNA,W-S,L,VNA,
Rotation 1,769,2018,07-Jul-18,SBA,N,14,80.0,VNA,W-S,L,VNA,
Rotation 1,769,2018,07-Jul-18,SBA,N,18,<1,VNA,W,L,VNA,
Rotation 1,769,2018,07-Jul-18,SBA,N,22,80.0,VNA,NONE,L,VNA,
Rotation 1,769,2018,07-Jul-18,SBA,N,26,70.0,VNA,W-S,L,VNA,
Rotation 1,769,2018,07-Jul-18,SBA,N,30,50.0,VNA,NONE,L,VNA,
Rotation 1,769,2018,07-Jul-18,SBA,S,2,14.5,VNA,NONE,L,VNA,
Rotation 1,769,2018,07-Jul-18,SBA,S,4,50.0,VNA,NONE,L,VNA,
Rotation 1,769,2018,07-Jul-18,SBA,S,6,<1,VNA,W,L,VNA,
Rotation 1,769,2018,07-Jul-18,SBA,S,8,70.0,VNA,NONE,L,VNA,
Rotation 1,769,2018,07-Jul-18,SBA,S,10,70.0,VNA,NONE,L,VNA,
Rotation 1,769,2018,07-Jul-18,SBA,S,12,40.0,VNA,NONE,L,VNA,
Rotation 1,769,2018,07-Jul-18,SBA,S,14,50.0,VNA,NONE,L,VNA,
Rotation 1,769,2018,07-Jul-18,SBA,S,16,50.0,VNA,NONE,L,VNA,
Rotation 1,769,2018,07-Jul-18,SBA,S,18,50.0,VNA,NONE,L,VNA,
Rotation 1,769,2018,07-Jul-18,SBA,S,20,50.0,VNA,NONE,L,VNA,
Rotation 1,769,2018,07-Jul-18,SBA,S,22,24.5,VNA,NONE,L,VNA,
Rotation 1,769,2018,07-Jul-18,SBA,S,24,19.0,VNA,D-S,L,VNA,
Rotation 1,769,2018,07-Jul-18,SBA,S,26,10.5,VNA,NONE,L,VNA,
Rotation 1,769,2018,07-Jul-18,SBA,S,28,22.0,VNA,NONE,L,VNA,
Rotation 1,769,2018,07-Jul-18,SBA,S,30,16.0,VNA,D-S,L,VNA,
Rotation 1,782,2018,08-Jul-18,KAR,N,2,5.5,VNA,NONE,S3,359,
Rotation 1,782,2018,08-Jul-18,KAR,N,4,7.5,VNA,NONE,S3,359,
Rotation 1,782,2018,08-Jul-18,KAR,N,6,5.5,VNA,NONE,S3,359,
Rotation 1,782,2018,08-Jul-18,KAR,N,8,7.0,VNA,NONE,S3,359,
Rotation 1,782,2018,08-Jul-18,KAR,N,10,8.0,VNA,NONE,S3,359,
Rotation 1,782,2018,08-Jul-18,KAR,N,12,14.0,VNA,NONE,S3,359,
Rotation 1,782,2018,08-Jul-18,KAR,N,14,7.5,VNA,D-S,S3,359,
Rotation 1,782,2018,08-Jul-18,KAR,N,16,7.5,VNA,NONE,S3,359,
Rotation 1,782,2018,08-Jul-18,KAR,N,18,5.5,VNA,NONE,S3,359,
Rotation 1,782,2018,08-Jul-18,KAR,N,20,6.0,11,NONE,S3,359,
Rotation 1,782,2018,08-Jul-18,KAR,N,22,5.5,VNA,NONE,S3,359,
Rotation 1,782,2018,08-Jul-18,KAR,N,24,5.5,VNA,NONE,S3,359,
Rotation 1,782,2018,08-Jul-18,KAR,N,26,5.5,VNA,NONE,S3,359,
Rotation 1,782,2018,08-Jul-18,KAR,N,28,4.5,VNA,NONE,S3,359,
Rotation 1,782,2018,08-Jul-18,KAR,N,30,5.0,VNA,NONE,S3,359,
Rotation 1,782,2018,08-Jul-18,KAR,S,2,4.5,VNA,NONE,S2,352,
Rotation 1,782,2018,08-Jul-18,KAR,S,4,4.0,VNA,NONE,S2,352,
Rotation 1,782,2018,08-Jul-18,KAR,S,6,7.0,VNA,NONE,S2,352,
Rotation 1,782,2018,08-Jul-18,KAR,S,8,11.5,VNA,D-S,S2,352,
Rotation 1,782,2018,08-Jul-18,KAR,S,10,16.0,VNA,NONE,S2,352,
Rotation 1,782,2018,08-Jul-18,KAR,S,12,12.0,20,NONE,S2,352,
Rotation 1,782,2018,08-Jul-18,KAR,S,14,18.0,VNA,NONE,S2,352,
Rotation 1,782,2018,08-Jul-18,KAR,S,16,15.0,VNA,NONE,S2,352,
Rotation 1,782,2018,08-Jul-18,KAR,S,18,11.5,VNA,D-S,S2,352,
Rotation 1,782,2018,08-Jul-18,KAR,S,20,16.0,VNA,NONE,S2,352,
Rotation 1,782,2018,08-Jul-18,KAR,S,22,17.5,VNA,D-S,S2,352,
Rotation 1,782,2018,08-Jul-18,KAR,S,24,19.5,VNA,NONE,S2,352,
Rotation 1,782,2018,08-Jul-18,KAR,S,26,17.5,VNA,NONE,S2,352,
Rotation 1,782,2018,08-Jul-18,KAR,S,28,5.0,15.5,NONE,S2,352,
Rotation 1,782,2018,08-Jul-18,KAR,S,30,1.0,13,NONE,S2,352,
Rotation 1,799,2018,08-Jul-18,SBA,N,2,12.0,VNA,NONE,L,VNA,
Rotation 1,799,2018,08-Jul-18,SBA,N,4,6.0,VNA,NONE,L,VNA,
Rotation 1,799,2018,08-Jul-18,SBA,N,6,6.0,VNA,NONE,L,VNA,
Rotation 1,799,2018,08-Jul-18,SBA,N,8,7.0,VNA,NONE,L,VNA,
Rotation 1,799,2018,08-Jul-18,SBA,N,10,7.5,VNA,D-S,L,VNA,
Rotation 1,799,2018,08-Jul-18,SBA,N,12,5.0,VNA,NONE,L,VNA,
Rotation 1,799,2018,08-Jul-18,SBA,N,14,8.0,VNA,NONE,L,VNA,
Rotation 1,799,2018,08-Jul-18,SBA,N,16,6.0,VNA,NONE,L,VNA,
Rotation 1,799,2018,08-Jul-18,SBA,N,18,6.0,VNA,NONE,L,VNA,
Rotation 1,799,2018,08-Jul-18,SBA,N,20,7.0,VNA,NONE,L,VNA,
Rotation 1,799,2018,08-Jul-18,SBA,N,22,<1,VNA,D,L,VNA,
Rotation 1,799,2018,08-Jul-18,SBA,N,24,9.0,VNA,NONE,L,VNA,
Rotation 1,799,2018,08-Jul-18,SBA,N,26,7.0,VNA,NONE,L,VNA,
Rotation 1,799,2018,08-Jul-18,SBA,N,28,6.0,VNA,NONE,L,VNA,
Rotation 1,799,2018,08-Jul-18,SBA,N,30,7.0,VNA,D-S,L,VNA,
Rotation 1,799,2018,08-Jul-18,SBA,S,2,6.5,VNA,NONE,S1,180,
Rotation 1,799,2018,08-Jul-18,SBA,S,4,5.5,VNA,NONE,S1,180,
Rotation 1,799,2018,08-Jul-18,SBA,S,6,10.0,VNA,NONE,S1,180,
Rotation 1,799,2018,08-Jul-18,SBA,S,8,7.0,VNA,NONE,S1,180,
Rotation 1,799,2018,08-Jul-18,SBA,S,10,8.0,VNA,D-S,S1,180,
Rotation 1,799,2018,08-Jul-18,SBA,S,12,10.0,VNA,NONE,S1,180,
Rotation 1,799,2018,08-Jul-18,SBA,S,14,8.0,VNA,NONE,S1,180,
Rotation 1,799,2018,08-Jul-18,SBA,S,16,5.5,VNA,NONE,S1,180,
Rotation 1,799,2018,08-Jul-18,SBA,S,18,7.0,VNA,NONE,S1,180,
Rotation 1,799,2018,08-Jul-18,SBA,S,20,8.0,VNA,NONE,S1,180,
Rotation 1,799,2018,08-Jul-18,SBA,S,22,<1,VNA,D,S1,180,
Rotation 1,799,2018,08-Jul-18,SBA,S,24,7.5,VNA,NONE,S1,180,
Rotation 1,799,2018,08-Jul-18,SBA,S,26,9.0,VNA,HO,S1,180,
Rotation 1,799,2018,08-Jul-18,SBA,S,28,9.0,VNA,NONE,S1,180,
Rotation 1,799,2018,08-Jul-18,SBA,S,30,7.0,VNA,NONE,S1,180,
Rotation 1,800,2018,05-Jul-18,SBA,N,2,<1,VNA,NONE,L,VNA,
Rotation 1,800,2018,05-Jul-18,SBA,N,4,<1,VNA,NONE,L,VNA,
Rotation 1,800,2018,05-Jul-18,SBA,N,6,<1,VNA,NONE,L,VNA,
Rotation 1,800,2018,05-Jul-18,SBA,N,8,<1,VNA,NONE,L,VNA,
Rotation 1,800,2018,05-Jul-18,SBA,N,10,<1,VNA,NONE,L,VNA,
Rotation 1,800,2018,05-Jul-18,SBA,N,12,<1,VNA,NONE,L,VNA,
Rotation 1,800,2018,05-Jul-18,SBA,N,14,<1,VNA,NONE,L,VNA,
Rotation 1,800,2018,05-Jul-18,SBA,N,16,<1,VNA,NONE,L,VNA,
Rotation 1,800,2018,05-Jul-18,SBA,N,18,<1,VNA,NONE,L,VNA,
Rotation 1,800,2018,05-Jul-18,SBA,N,20,<1,VNA,NONE,L,VNA,
Rotation 1,800,2018,05-Jul-18,SBA,N,22,<1,VNA,NONE,L,VNA,
Rotation 1,800,2018,05-Jul-18,SBA,N,24,<1,VNA,NONE,L,VNA,
Rotation 1,800,2018,05-Jul-18,SBA,N,26,<1,VNA,NONE,L,VNA,
Rotation 1,800,2018,05-Jul-18,SBA,N,28,<1,VNA,NONE,L,VNA,
Rotation 1,800,2018,05-Jul-18,SBA,N,30,<1,VNA,NONE,L,VNA,
Rotation 1,800,2018,05-Jul-18,SBA,S,2,<1,VNA,NONE,L,VNA,
Rotation 1,800,2018,05-Jul-18,SBA,S,4,<1,VNA,NONE,L,VNA,
Rotation 1,800,2018,05-Jul-18,SBA,S,6,<1,VNA,NONE,L,VNA,
Rotation 1,800,2018,05-Jul-18,SBA,S,8,<1,VNA,NONE,L,VNA,
Rotation 1,800,2018,05-Jul-18,SBA,S,10,<1,VNA,NONE,L,VNA,
Rotation 1,800,2018,05-Jul-18,SBA,S,12,<1,VNA,NONE,L,VNA,
Rotation 1,800,2018,05-Jul-18,SBA,S,14,<1,VNA,NONE,L,VNA,
Rotation 1,800,2018,05-Jul-18,SBA,S,16,<1,VNA,NONE,L,VNA,
Rotation 1,800,2018,05-Jul-18,SBA,S,18,<1,VNA,NONE,L,VNA,
Rotation 1,800,2018,05-Jul-18,SBA,S,20,<1,VNA,NONE,L,VNA,
Rotation 1,800,2018,05-Jul-18,SBA,S,22,<1,VNA,NONE,L,VNA,
Rotation 1,800,2018,05-Jul-18,SBA,S,24,<1,VNA,NONE,L,VNA,
Rotation 1,800,2018,05-Jul-18,SBA,S,26,<1,VNA,NONE,L,VNA,
Rotation 1,800,2018,05-Jul-18,SBA,S,28,<1,VNA,NONE,L,VNA,
Rotation 1,800,2018,05-Jul-18,SBA,S,30,<1,VNA,NONE,L,VNA,
Rotation 1,801,2018,02-Jul-18,SBA,N,2,<1,VNA,NONE,S1,180,
Rotation 1,801,2018,02-Jul-18,SBA,N,4,<1,VNA,NONE,S1,180,
Rotation 1,801,2018,02-Jul-18,SBA,N,6,<1,VNA,NONE,S1,180,
Rotation 1,801,2018,02-Jul-18,SBA,N,8,<1,VNA,NONE,S1,180,
Rotation 1,801,2018,02-Jul-18,SBA,N,10,<1,VNA,NONE,S1,180,
Rotation 1,801,2018,02-Jul-18,SBA,N,12,<1,VNA,NONE,S1,180,
Rotation 1,801,2018,02-Jul-18,SBA,N,14,<1,VNA,NONE,S1,180,
Rotation 1,801,2018,02-Jul-18,SBA,N,16,<1,VNA,NONE,S1,180,
Rotation 1,801,2018,02-Jul-18,SBA,N,18,<1,VNA,NONE,S1,180,
Rotation 1,801,2018,02-Jul-18,SBA,N,20,<1,VNA,NONE,S1,180,
Rotation 1,801,2018,02-Jul-18,SBA,N,22,<1,VNA,NONE,S1,180,
Rotation 1,801,2018,02-Jul-18,SBA,N,24,<1,VNA,NONE,S1,180,
Rotation 1,801,2018,02-Jul-18,SBA,N,26,<1,VNA,NONE,S1,180,
Rotation 1,801,2018,02-Jul-18,SBA,N,28,<1,VNA,NONE,S1,180,
Rotation 1,801,2018,02-Jul-18,SBA,N,30,<1,VNA,NONE,S1,180,
Rotation 1,801,2018,02-Jul-18,SBA,S,2,<1,VNA,NONE,L,VNA,
Rotation 1,801,2018,02-Jul-18,SBA,S,4,9.0,VNA,NONE,L,VNA,
Rotation 1,801,2018,02-Jul-18,SBA,S,6,7.0,VNA,NONE,L,VNA,
Rotation 1,801,2018,02-Jul-18,SBA,S,8,11.5,VNA,NONE,L,VNA,
Rotation 1,801,2018,02-Jul-18,SBA,S,10,13.0,VNA,NONE,L,VNA,
Rotation 1,801,2018,02-Jul-18,SBA,S,12,12.0,VNA,NONE,L,VNA,
Rotation 1,801,2018,02-Jul-18,SBA,S,14,<1,VNA,NONE,L,VNA,
Rotation 1,801,2018,02-Jul-18,SBA,S,16,<1,VNA,NONE,L,VNA,
Rotation 1,801,2018,02-Jul-18,SBA,S,18,<1,VNA,NONE,L,VNA,
Rotation 1,801,2018,02-Jul-18,SBA,S,20,<1,VNA,NONE,L,VNA,
Rotation 1,801,2018,02-Jul-18,SBA,S,22,<1,VNA,NONE,L,VNA,
Rotation 1,801,2018,02-Jul-18,SBA,S,24,<1,VNA,NONE,L,VNA,
Rotation 1,801,2018,02-Jul-18,SBA,S,26,18.0,VNA,NONE,L,VNA,
Rotation 1,801,2018,02-Jul-18,SBA,S,28,22.0,VNA,NONE,L,VNA,
Rotation 1,801,2018,02-Jul-18,SBA,S,30,17.0,VNA,NONE,L,VNA,
Rotation 1,816,2018,07-Jul-18,KAR,N,2,16.0,VNA,HO,L,VNA,
Rotation 1,816,2018,07-Jul-18,KAR,N,6,32.0,VNA,NONE,L,VNA,
Rotation 1,816,2018,07-Jul-18,KAR,N,10,50.0,VNA,NONE,L,VNA,
Rotation 1,816,2018,07-Jul-18,KAR,N,14,60.0,VNA,HO,L,VNA,
Rotation 1,816,2018,07-Jul-18,KAR,N,18,80.0,VNA,NONE,L,VNA,
Rotation 1,816,2018,07-Jul-18,KAR,N,22,50.0,VNA,HO,L,VNA,
Rotation 1,816,2018,07-Jul-18,KAR,N,26,80.0,VNA,NONE,L,VNA,
Rotation 1,816,2018,07-Jul-18,KAR,N,30,50.0,VNA,HO,L,VNA,
Rotation 1,816,2018,07-Jul-18,KAR,S,2,6.5,VNA,NONE,L,VNA,
Rotation 1,816,2018,07-Jul-18,KAR,S,4,10.0,VNA,NONE,L,VNA,
Rotation 1,816,2018,07-Jul-18,KAR,S,6,10.0,VNA,D-S,L,VNA,
Rotation 1,816,2018,07-Jul-18,KAR,S,8,6.5,VNA,NONE,L,VNA,
Rotation 1,816,2018,07-Jul-18,KAR,S,10,7.0,VNA,NONE,L,VNA,
Rotation 1,816,2018,07-Jul-18,KAR,S,12,12.0,VNA,NONE,L,VNA,
Rotation 1,816,2018,07-Jul-18,KAR,S,14,7.0,VNA,NONE,L,VNA,
Rotation 1,816,2018,07-Jul-18,KAR,S,16,9.0,10,NONE,L,VNA,
Rotation 1,816,2018,07-Jul-18,KAR,S,18,10.0,VNA,NONE,L,VNA,
Rotation 1,816,2018,07-Jul-18,KAR,S,20,9.5,VNA,NONE,L,VNA,
Rotation 1,816,2018,07-Jul-18,KAR,S,22,7.5,VNA,NONE,L,VNA,
Rotation 1,816,2018,07-Jul-18,KAR,S,24,14.0,VNA,NONE,L,VNA,
Rotation 1,816,2018,07-Jul-18,KAR,S,26,8.0,VNA,HO,L,VNA,
Rotation 1,816,2018,07-Jul-18,KAR,S,28,9.0,VNA,NONE,L,VNA,
Rotation 1,816,2018,07-Jul-18,KAR,S,30,6.5,VNA,NONE,L,VNA,
Rotation 1,831,2018,03-Jul-18,SBA,N,2,2.0,VNA,NONE,L,VNA,
Rotation 1,831,2018,03-Jul-18,SBA,N,4,3.5,VNA,NONE,L,VNA,
Rotation 1,831,2018,03-Jul-18,SBA,N,6,3.5,VNA,NONE,L,VNA,
Rotation 1,831,2018,03-Jul-18,SBA,N,8,<1,VNA,NONE,L,VNA,
Rotation 1,831,2018,03-Jul-18,SBA,N,10,2.0,VNA,NONE,L,VNA,
Rotation 1,831,2018,03-Jul-18,SBA,N,12,<1,VNA,NONE,L,VNA,
Rotation 1,831,2018,03-Jul-18,SBA,N,14,2.0,VNA,NONE,L,VNA,
Rotation 1,831,2018,03-Jul-18,SBA,N,16,<1,VNA,NONE,L,VNA,
Rotation 1,831,2018,03-Jul-18,SBA,N,18,2.0,VNA,NONE,L,VNA,
Rotation 1,831,2018,03-Jul-18,SBA,N,20,3.0,VNA,NONE,L,VNA,
Rotation 1,831,2018,03-Jul-18,SBA,N,22,<1,VNA,NONE,L,VNA,
Rotation 1,831,2018,03-Jul-18,SBA,N,24,3.0,VNA,NONE,L,VNA,
Rotation 1,831,2018,03-Jul-18,SBA,N,26,2.0,VNA,NONE,L,VNA,
Rotation 1,831,2018,03-Jul-18,SBA,N,28,<1,VNA,NONE,L,VNA,
Rotation 1,831,2018,03-Jul-18,SBA,N,30,<1,VNA,NONE,L,VNA,
Rotation 1,831,2018,03-Jul-18,SBA,S,2,<1,VNA,NONE,L,VNA,
Rotation 1,831,2018,03-Jul-18,SBA,S,4,2.0,VNA,NONE,L,VNA,
Rotation 1,831,2018,03-Jul-18,SBA,S,6,1.5,VNA,NONE,L,VNA,
Rotation 1,831,2018,03-Jul-18,SBA,S,8,3.0,VNA,NONE,L,VNA,
Rotation 1,831,2018,03-Jul-18,SBA,S,10,<1,VNA,NONE,L,VNA,
Rotation 1,831,2018,03-Jul-18,SBA,S,12,<1,VNA,NONE,L,VNA,
Rotation 1,831,2018,03-Jul-18,SBA,S,14,<1,VNA,NONE,L,VNA,
Rotation 1,831,2018,03-Jul-18,SBA,S,16,3.5,VNA,NONE,L,VNA,
Rotation 1,831,2018,03-Jul-18,SBA,S,18,<1,VNA,NONE,L,VNA,
Rotation 1,831,2018,03-Jul-18,SBA,S,20,3.0,VNA,NONE,L,VNA,
Rotation 1,831,2018,03-Jul-18,SBA,S,22,<1,VNA,NONE,L,VNA,
Rotation 1,831,2018,03-Jul-18,SBA,S,24,<1,VNA,NONE,L,VNA,
Rotation 1,831,2018,03-Jul-18,SBA,S,26,<1,VNA,NONE,L,VNA,
Rotation 1,831,2018,03-Jul-18,SBA,S,28,<1,VNA,NONE,L,VNA,
Rotation 1,831,2018,03-Jul-18,SBA,S,30,<1,VNA,NONE,L,VNA,
Rotation 1,832,2018,09-Jul-18,SBA,N,2,8.5,VNA,NONE,L,VNA,
Rotation 1,832,2018,09-Jul-18,SBA,N,4,9.5,VNA,NONE,L,VNA,
Rotation 1,832,2018,09-Jul-18,SBA,N,6,17.0,VNA,NONE,L,VNA,
Rotation 1,832,2018,09-Jul-18,SBA,N,8,22.0,VNA,NONE,L,VNA,
Rotation 1,832,2018,09-Jul-18,SBA,N,10,16.0,VNA,R-S,L,VNA,
Rotation 1,832,2018,09-Jul-18,SBA,N,12,12.0,VNA,NONE,L,VNA,
Rotation 1,832,2018,09-Jul-18,SBA,N,14,1.0,VNA,NONE,L,VNA,
Rotation 1,832,2018,09-Jul-18,SBA,N,16,15.0,VNA,NONE,L,VNA,
Rotation 1,832,2018,09-Jul-18,SBA,N,18,14.0,VNA,NONE,L,VNA,
Rotation 1,832,2018,09-Jul-18,SBA,N,20,14.0,VNA,NONE,L,VNA,
Rotation 1,832,2018,09-Jul-18,SBA,N,22,13.0,VNA,HO,L,VNA,
Rotation 1,832,2018,09-Jul-18,SBA,N,24,12.0,VNA,NONE,L,VNA,
Rotation 1,832,2018,09-Jul-18,SBA,N,26,13.0,VNA,NONE,L,VNA,
Rotation 1,832,2018,09-Jul-18,SBA,N,28,9.0,VNA,NONE,L,VNA,
Rotation 1,832,2018,09-Jul-18,SBA,N,30,12.5,VNA,NONE,L,VNA,
Rotation 1,832,2018,09-Jul-18,SBA,S,2,<1,VNA,NONE,L,VNA,
Rotation 1,832,2018,09-Jul-18,SBA,S,4,<1,VNA,NONE,L,VNA,
Rotation 1,832,2018,09-Jul-18,SBA,S,6,<1,VNA,NONE,L,VNA,
Rotation 1,832,2018,09-Jul-18,SBA,S,8,<1,VNA,NONE,L,VNA,
Rotation 1,832,2018,09-Jul-18,SBA,S,10,<1,VNA,NONE,L,VNA,
Rotation 1,832,2018,09-Jul-18,SBA,S,12,<1,VNA,NONE,L,VNA,
Rotation 1,832,2018,09-Jul-18,SBA,S,14,<1,VNA,NONE,L,VNA,
Rotation 1,832,2018,09-Jul-18,SBA,S,16,<1,VNA,NONE,L,VNA,
Rotation 1,832,2018,09-Jul-18,SBA,S,18,<1,VNA,NONE,L,VNA,
Rotation 1,832,2018,09-Jul-18,SBA,S,20,<1,VNA,NONE,L,VNA,
Rotation 1,832,2018,09-Jul-18,SBA,S,22,<1,VNA,NONE,L,VNA,
Rotation 1,832,2018,09-Jul-18,SBA,S,24,<1,VNA,NONE,L,VNA,
