Site Name,Species,DBH,Status,Killed by fire
L21,PSME,23.9,D,TRUE
L21,PSME,32.2,D,TRUE
L21,PSME,19.2,D,TRUE
L21,PSME,30.2,D,TRUE
L21,PSME,38.4,D,TRUE
L21,PSME,16.9,D,TRUE
L70,PSME,39.5,D,TRUE
L70,ABCO,11.2,D,TRUE
L70,ABCO,10.5,D,TRUE
L70,ABCO,13.2,D,TRUE
L70,ABCO,23.8,D,TRUE
L70,ABCO,12.8,D,TRUE
L70,ABCO,13.2,D,TRUE
L70,ABCO,8,D,TRUE
L70,PSME,55.3,D,TRUE
L70,ABCO,7.7,D,TRUE
L70,ABCO,28.3,D,TRUE
L70,ABCO,7.9,D,TRUE
L70,ABCO,7.2,D,TRUE
L70,ABCO,7.7,D,TRUE
L70,ABCO,13.5,D,TRUE
L70,ABCO,10.5,D,TRUE
L70,ABCO,7.8,D,TRUE
L70,PSME,71,D,TRUE
L70,PSME,48.3,D,TRUE
L70,ABCO,13.2,D,TRUE
L70,ABCO,2.8,D,TRUE
L70,ABCO,29.9,D,TRUE
L70,PSME,11.2,D,TRUE
L70,ABCO,5.2,D,TRUE
L70,ABCO,17.2,D,TRUE
L70,ABCO,7.6,D,TRUE
L70,ABCO,6.7,D,TRUE
L70,ABCO,20.2,DD,TRUE
L70,ABCO,9.3,DD,TRUE
L70,ABCO,10.4,DD,TRUE
LGR2-43,PSME,143.6,D,TRUE
LGR2-43,POTR,21.2,D,TRUE
LGR2-43,POTR,22.3,D,TRUE
LGR2-43,PSME,43.3,D,TRUE
LGR2-43,PSME,72.9,D,TRUE
LGR2-43,PSME,55.4,D,TRUE
LGR2-43,PSME,29.6,D,TRUE
LGR2-43,PSME,46.8,D,TRUE
LGR2-43,PSME,27.1,D,TRUE
LGR2-43,PSME,26.7,D,TRUE
LGR2-43,PSME,34.9,D,TRUE
LGR2-43,PSME,8.1,D,TRUE
LGR2-43,PSME,15.3,D,TRUE
LGR2-43,PSME,18.1,D,TRUE
LGR2-43,PSME,5.1,D,TRUE
LGR2-43,PSME,38.2,D,TRUE
LGR2-43,PSME,4.8,D,TRUE
LGR2-43,PSME,10.8,D,TRUE
LGR2-43,PSME,13.4,D,TRUE
LOG,PSME,53.5,D,TRUE
LOG,PSME,38.5,D,TRUE
LOG,PSME,39.2,D,TRUE
LOG,PSME,55.7,D,TRUE
LOG,PSME ,31.2,DD,TRUE
M20,PIST,8.3,D,TRUE
M20,PIST,9.3,D,TRUE
M20,PIST,18.7,D,TRUE
M20,PSME,42.4,D,TRUE
M20,PIST,42.5,D,TRUE
M20,PIST,10.5,D,TRUE
M20,PIST,14.4,D,TRUE
M20,PIST,23.1,D,TRUE
M20,PIST,20.1,D,TRUE
M20,PSME,39,D,TRUE
M20,PSME,43.9,D,TRUE
M20,PSME,36.9,D,TRUE
M20,PIST,20.5,DD,TRUE
M20,PIST,22.8,DD,TRUE
M20,PIST,25.9,DD,TRUE
M20,PIST,15.1,DD,TRUE
M21,PSME,118.8,D,TRUE
M21,PSME,7.4,D,TRUE
M21,ABCO,22,D,TRUE
M21,PSME,7.3,D,TRUE
M21,PSME,2.9,D,TRUE
M21,PSME,6.1,D,TRUE
M21,ABCO,5.8,D,TRUE
M21,PSME,3.2,D,TRUE
M21,PSME,15.6,D,TRUE
M21,PSME,68.4,D,TRUE
M21,PSME,11.7,D,TRUE
M21,PSME,4.7,D,TRUE
M21,PSME,6.5,D,TRUE
M21,PSME,9.5,D,TRUE
M21,PSME,17.1,D,TRUE
M21,ABCO,6.5,D,TRUE
M21,ABCO,22.8,D,TRUE
M21,PSME,53.1,D,TRUE
M21,ABCO,10.4,D,TRUE
M21,PSME,44,D,TRUE
M21,ABCO,7.4,D,TRUE
M21,ABCO,6.6,D,TRUE
M21,PSME,71.8,D,TRUE
M21,PSME,5.1,D,TRUE
M21,PSME,43.7,D,TRUE
M21,ABCO,4.5,D,TRUE
M21,PSME,3.8,D,TRUE
M21,ABCO,15.9,D,TRUE
M21,PSME,14.9,D,TRUE
M21,PSME,7.7,D,TRUE
M21,PSME,10.3,D,TRUE
M21,ABCO,3.9,D,TRUE
M21,PSME,12.2,D,TRUE
M21,PSME ,14.9,DD,TRUE
N22,ABCO,46.1,D,TRUE
N22,PSME,22.3,D,TRUE
N22,PSME,4.7,D,TRUE
N22,PSME,30.4,D,TRUE
N22,ABCO,3.9,D,TRUE
N22,ABCO,26.2,D,TRUE
N22,ABCO,48.3,D,TRUE
N22,ABCO,12.5,D,TRUE
N22,ABCO,3.2,D,TRUE
N22,PSME,29.3,D,TRUE
N22,ABCO,5.2,D,TRUE
N22,PSME,35,D,TRUE
N22,PSME,20.1,D,TRUE
N22,ABCO,18.1,D,TRUE
N22,PSME,9.2,D,TRUE
N22,ABCO,30.3,D,TRUE
N22,ABCO,19.2,D,TRUE
N22,ABCO,49,D,TRUE
N22,PIST,10.2,D,TRUE
N22,ABCO,3.9,D,TRUE
N22,ABCO,20.6,DD,TRUE
N22,ABCO,8.5,DD,TRUE
NAB-11,PIST,10.2,D,TRUE
NAB-11,PSME,29,D,TRUE
NAB-11,PIST,26.4,D,TRUE
NAB-11,PSME,20,D,TRUE
NAB-11,PIST,13.7,D,TRUE
NAB-11,PIST,31.2,D,TRUE
NAB-11,PIST,5.3,D,TRUE
NAB-11,PSME,7.8,D,TRUE
NAB-11,ABCO,33.1,D,TRUE
NAB-11,ABCO,27,D,TRUE
NAB-11,PIST,15.6,DD,TRUE
NAB-11,PSME,17.5,DD,TRUE
NAB-11,PSME,22.9,DD,TRUE
NAB-11,PSME,25,DD,TRUE
NAB-11,PSME,10.8,DD,TRUE
NAB-11,PIST,7.3,DD,TRUE
NAB-11,PSME,15.8,DD,TRUE
NAB-11,PSME,33.4,DD,TRUE
NAB-11,ABCO,30.2,DD,TRUE
NAB-11,PSME,15.3,DD,TRUE
NAB-11,PIPO,42,DD,TRUE
NS,PIST,17.1,D,TRUE
NS,ABCO,19,D,TRUE
NS,PIST,23.1,D,TRUE
NS,PIST,27,D,TRUE
NS,PSME,32.8,D,TRUE
NS,PIST,35.5,D,TRUE
NS,PIST,20.9,D,TRUE
NS,PIST,25.8,D,TRUE
NS,PIST,15.9,D,TRUE
NS,PIST,22.7,D,TRUE
NS,PIST,15.6,D,TRUE
NS,PIST,10.6,D,TRUE
NS,PIST,11,D,TRUE
NS,PIST,22.6,D,TRUE
NS,PSME,4.4,DD,TRUE
NS,PSME,6.4,DD,TRUE
NS,PIST,7.5,DD,TRUE
NS,ABCO,10.8,DD,TRUE
NS,PSME,6.4,DD,TRUE
NS,PSME,8.2,DD,TRUE
NS,ABCO,19.6,DD,TRUE
NS,PIST,5.1,DD,TRUE
NS,PSME,13.8,DD,TRUE
NS,ABCO,20.9,DD,TRUE
NS,PSME,9,DD,TRUE
NS,PSME,9.8,DD,TRUE
NS,PSME,9.4,DD,TRUE
NS,PSME,7.8,DD,TRUE
NS,PIST,5.3,DD,TRUE
NS,PSME,4.8,DD,TRUE
NS,PSME,6.6,DD,TRUE
PIPE-03,PSME,13.7,DD,TRUE
PIPE-03,PIPO,3.8,DD,TRUE
PIPE-03,PIPO,8.9,DD,TRUE
PIPE-03,PIPO,6.7,DD,TRUE
PIPE-03,PIPO,4.5,DD,TRUE
PIPE-03,PIPO,5.1,DD,TRUE
PIPE-03,PIPO,4.5,DD,TRUE
PIPE-03,PIPO,3.8,DD,TRUE
PIPE-03,PIPO,8.9,DD,TRUE
PIPE-03,PIPO,3.8,DD,TRUE
PIPE-03,PIPO,8.6,DD,TRUE
PIPE-03,PIPO,35.7,DD,TRUE
PIPE-03,PIPO,6.2,DD,TRUE
PIPE-03,PIPO,6.4,DD,TRUE
PIPE-03,PIPO,13.1,DD,TRUE
PIPE-03,PIPO,27.1,DD,TRUE
PIPE-03,PIPO,15.6,DD,TRUE
PIPE-03,PIPO,17.2,DD,TRUE
PIPE-03,PSME,8.6,DD,TRUE
PIPE-03,PSME,13.7,DD,TRUE
PIPE-03,PIPO,16.9,DD,TRUE
PIPE-03,PSME,22.6,DD,TRUE
PIPE-03,PIPO,7.8,DD,TRUE
PIPE-03,PIPO,11.1,DD,TRUE
PIPE-03,PSME,14.6,DD,TRUE
PIPE-03,PIPO,17.2,DD,TRUE
PIPE-03,PIPO,17.8,DD,TRUE
Random_2,PIPO,9.2,D,TRUE
RBS3-27,POTR,31.8,D,TRUE
RBS3-27,POTR,36.1,D,TRUE
RBS3-27,POTR,32.8,D,TRUE
RBS3-27,ABCO,31.8,D,TRUE
RBS3-27,POTR,27.7,D,TRUE
RBS3-27,ABCO,9.7,D,TRUE
RBS3-27,ABCO,20.1,D,TRUE
RBS3-27,PIST,28.3,DD,TRUE
RBS3-27,ABCO,11.1,DD,TRUE
RBS3-27,ABCO,26.7,DD,TRUE
RBS3-27,POTR,35.8,DD,TRUE
RBS3-27,POTR,22.3,DD,TRUE
RBS3-27,ABCO,8,DD,TRUE
RBS3-27,ABCO,11.6,DD,TRUE
RBS3-27,POTR,19.9,DD,TRUE
RCU,PIST,8.4,D,TRUE
RCU,PIPO,7.3,D,TRUE
RHL,JUOS,19.8,DD,TRUE
RHL,JUOS,57.6,DD,TRUE
RHU,PSME ,26.4,D,TRUE
RHU,PSME,13.1,DD,TRUE
RHU,PIPO,14.2,DD,TRUE
RHU,PIPO,9.9,DD,TRUE
RHU,PSME,13,DD,TRUE
RHU,PSME,20.6,DD,TRUE
RHU,PSME,17.4,DD,TRUE
RHU,PSME,12.4,DD,TRUE
RHU,PSME,6.3,DD,TRUE
RHU,PSME,8.3,DD,TRUE
RHU,PIPO,5.1,DD,TRUE
RHU,PIPO,9.7,DD,TRUE
RHU,PSME,14.8,DD,TRUE
RHU,PSME,10.3,DD,TRUE
RHU,PIPO,10.8,DD,TRUE
RHU,PIPO,17.8,DD,TRUE
RHU,PIPO,7,DD,TRUE
RHU,PIPO,13.8,DD,TRUE
RHU,PIPO,18.2,DD,TRUE
RPK,PSME ,17.7,D,TRUE
RPK,PSME ,27.2,D,TRUE
RPK,PSME,19.9,DD,TRUE
RPK,PSME,21.3,DD,TRUE
SAW,ABCO ,7.6,D,TRUE
SAW,ABCO ,6,D,TRUE
SAW,ABCO ,6,D,TRUE
SAW,PSME ,24.2,D,TRUE
SAW,ABCO ,5.7,D,TRUE
SAW,PSME ,10.8,D,TRUE
SAW,ABCO ,10.2,D,TRUE
SAW,PSME ,34,D,TRUE
SAW,ABCO ,21.6,D,TRUE
SAW,ABCO ,12.4,D,TRUE
SAW,PIPO ,34.4,D,TRUE
SAW,PSME ,23.2,D,TRUE
SAW,ABCO ,13,D,TRUE
SR-201,ABCO,7,DD,TRUE
SR-201,PSME,9.6,DD,TRUE
SR-201,PSME,7.3,DD,TRUE
SR-201,ABCO,3.2,DD,TRUE
SR-201,PSME,6.7,DD,TRUE
SR-201,PIPO,15.9,DD,TRUE
SR-201,ABCO,9.9,DD,TRUE
SR-201,ABCO,9.6,DD,TRUE
UEF,ABCO,8.9,D,TRUE
UEF,PSME,22.6,D,TRUE
UEF,ABCO,10.2,D,TRUE
UEF,ABCO,22.3,D,TRUE
UEF,ABCO,6.4,D,TRUE
UEF,PSME,23.6,D,TRUE
UEF,PSME,6.4,D,TRUE
UEF,ABCO,6,D,TRUE
UMC_1,PSME,4.7,D,TRUE
UMC_1,PIST,11.5,D,TRUE
UMC_1,PSME,29.8,D,TRUE
UMC_1,ABCO,15.5,D,TRUE
UMC_1,ABCO,10.6,D,TRUE
UMC_1,PIPO,14.8,D,TRUE
UMC_1,PIST,9,DD,TRUE
UMC_1,PSME,9.6,DD,TRUE
UMC_1,PSME,8.2,DD,TRUE
UMC_1,PSME,10.2,DD,TRUE
UMC_1,PSME,8.1,DD,TRUE
UMC_1,PSME,8.7,DD,TRUE
UMC_1,PSME,10.8,DD,TRUE
UMC_1,PSME,9.5,DD,TRUE
UMC_1,PSME,11.7,DD,TRUE
UMC_1,PSME,5.1,DD,TRUE
UMC_1,PSME,11.5,DD,TRUE
UMC_1,PSME,5.8,DD,TRUE
UMC_1,PSME,6.2,DD,TRUE
UMC_1,PIST,7.7,DD,TRUE
UWF,PSME ,50.3,D,TRUE
VJ-15,PIEN,9.2,DD,TRUE
VJ-15,PIEN,13.8,DD,TRUE
