age_CE,MR1A_raw,MR1B_raw,MR10A_raw,MR10B_raw,MR11A_raw,MR11B_raw,MR12A_raw,MR12B_raw,MR13A_raw,MR13B_raw,MR14A_raw,MR14B_raw,MR15A_raw,MR15B_raw,MR16A_raw,MR16B_raw,MR17A_raw,MR17B_raw,MR18A_raw,MR18B_raw,MR2B_raw,MR20A_raw,MR20B_raw,MR21A_raw,MR21B_raw,MR22A_raw,MR22B_raw,MR23A_raw,MR23B_raw,MR24A_raw,MR24B_raw,MR25A_raw,MR25B_raw,MR27A_raw,MR27B_raw,MR28A_raw,MR28B_raw,MR29A_raw,MR29B_raw,MR3A_raw,MR3B_raw,MR30A_raw,MR4A_raw,MR4B_raw,MR5A_raw,MR6A_raw,MR6B_raw,MR7A_raw,MR7B_raw,MR8A_raw,MR8B_raw,MR9A_raw,MR9B_raw
1955,-0.0945,-0.0316,-0.3017,-0.2252,0.7763,-0.4020,-0.0881,-0.0858,-0.0155,-0.9236,-0.1221,-0.0607,-1.1322,0.1074,-0.0842,-0.6664,1.9958,0.8380,-0.0644,-2.4119,-0.2330,0.3866,-1.0601,-0.1384,0.0018,0.6367,-0.0924,-0.3073,0.0011,-0.0840,0.0224,-0.0617,0.0038,-0.0664,-0.1340,-0.0757,-0.6421,-0.2740,0.0400,-0.0169,0.0322,-0.0601,-0.0842,1.1463,-0.1797,-1.3262,-1.6075,-0.1929,-0.1293,-1.2771,-0.2101,-0.2053,-0.0499
1956,-0.0945,-0.0316,-0.3017,-0.2252,-1.0316,-0.5926,-0.0881,-0.0858,-0.0155,-1.5976,-0.1221,-0.0607,-1.2454,0.1074,-0.0842,-1.0967,-0.3473,-0.9403,-0.0644,-2.3271,-0.2330,0.5383,-0.2936,-0.1384,0.0018,0.6367,-0.0924,-0.5740,0.0011,-0.0840,-1.2561,-0.0617,0.0038,-0.0664,-0.1340,-0.0757,-0.9193,-0.2740,0.0400,-0.0169,0.0322,-0.0601,-0.0842,-0.7826,-0.1797,0.4043,0.5998,-0.1929,-0.1293,-1.1006,-0.2101,-0.2053,-0.0499
1957,-0.0945,-0.0316,-0.3017,-0.2252,2.2164,1.1706,-0.0881,-0.0858,-0.0155,-0.1729,-0.1221,-0.0607,0.2632,0.1074,-0.0842,-1.7569,1.5152,0.8380,-0.0644,-1.0771,-0.2330,2.3153,2.1006,-0.1384,0.0018,1.1193,-0.0924,0.6748,0.0011,-0.0840,-0.6750,-0.0617,0.0038,-0.0664,-0.1340,-0.0757,0.0284,-0.2740,0.0400,-0.0169,0.0322,-0.0601,-0.0842,0.9229,-0.1797,0.6895,0.2403,-0.1929,-0.1293,-0.3274,-0.0622,-0.2053,-0.0499
1958,-0.0945,-0.0316,-0.3017,-0.2252,3.1357,0.1699,-0.0881,-0.0858,-0.0155,-0.2035,-0.1221,-0.0607,-0.2554,0.1074,-0.0842,-1.2970,0.5539,0.3964,-0.0644,-0.6110,-0.2330,1.1454,1.3191,-0.1384,0.0018,0.2621,-0.0924,0.1898,0.0011,-0.0840,-1.3491,-0.0617,0.0038,-0.0664,-0.1340,-0.0757,0.0373,-0.2740,0.0400,-0.0169,0.0322,-0.0601,-0.2501,1.3027,-0.1797,0.2667,-0.8085,-0.1929,-0.1293,-0.6804,-0.3020,-0.2053,-0.0499
1959,-0.0945,-0.0316,-0.3017,-0.2252,-0.2043,1.0118,-0.0881,-0.0858,-0.0155,-0.1806,0.7190,-0.0607,0.9327,0.1074,-0.0842,-1.3267,0.4337,0.3266,-0.0644,0.1165,-0.2330,2.2331,1.7522,-0.1384,0.0018,0.2405,-0.0924,1.0992,0.0011,-0.0840,-1.0392,-0.0617,0.0038,-0.0664,-0.1340,2.9895,-0.1728,-0.2740,0.0400,-0.0169,0.0322,-0.0601,0.5059,1.4591,-0.1797,1.2794,1.1292,-0.1929,-0.1293,-0.2434,1.4167,-0.2053,-0.0499
1960,-0.0945,-0.0316,-0.3017,-0.2252,-0.2043,0.3287,-0.0881,-0.0858,-0.0155,-0.0657,0.2210,-0.0607,0.9609,0.1074,-0.0842,-0.9854,1.4851,1.0589,2.1249,-0.6533,-0.2330,3.5105,2.2151,-0.1384,0.0018,0.6295,-0.0924,0.4202,0.0011,-0.0840,-0.8145,-0.0617,0.0038,-0.0664,-0.1340,3.2545,0.6006,-0.2740,0.0400,-0.0169,0.0322,-0.0601,0.2662,2.1666,-0.1797,1.3089,-0.6387,-0.1929,-0.1293,0.7230,3.5590,-0.2053,-0.0499
1961,-0.0945,-0.0316,-0.3017,-0.2252,0.7763,-0.1478,-0.0881,-0.0858,-0.0155,-0.7550,1.3112,-0.0607,1.0741,0.1074,-0.0842,-1.1931,1.1046,1.0705,0.2953,0.0035,-1.1219,2.1699,0.9807,-0.1384,0.0018,0.5430,-0.0924,-0.3073,0.0011,-0.0840,-1.3724,-0.0617,0.0038,-0.0664,-0.1340,1.7528,0.1983,-0.2740,0.0400,-0.0169,0.0322,-0.0601,-0.0934,2.3603,-0.1797,1.0238,-0.3191,-0.1929,-0.1293,0.0171,0.9690,-0.2053,-0.0499
1962,-0.0945,-0.0316,-0.3017,-0.2252,2.3083,-0.7991,-0.0881,-0.0858,-0.0155,-0.4870,1.2448,-0.0607,1.3758,0.1074,-0.0842,-0.6664,1.5552,1.0356,0.8298,0.0458,-0.9383,2.8276,2.6979,-0.1384,0.0018,1.4867,-0.0924,0.1656,0.0011,-0.0840,-1.0857,-0.0617,0.0038,-0.0664,-0.1340,3.7757,0.7436,-0.2740,0.0400,-0.0169,0.0322,-0.0601,-0.8309,1.5559,-0.1797,1.3876,0.1604,-0.1929,-0.1293,0.8323,2.4878,-0.2053,-0.0499
1963,-0.0945,-0.0316,-0.3017,-0.2252,1.6649,-0.4814,-0.0881,-0.0858,-0.0155,0.1871,1.6266,-0.0607,2.2055,0.1074,-0.0842,-1.4602,1.5652,0.5823,1.5595,0.9639,-0.6678,-0.2047,-0.1716,-0.1384,-0.1813,2.2647,-0.0924,0.4808,1.8438,-0.0840,-1.4886,-0.0617,0.0038,-0.0664,-0.1340,-0.0757,2.8625,-0.2740,0.0400,-0.0169,0.0322,-0.0601,-0.2132,2.6582,-0.1797,2.2431,1.0593,-0.1929,-0.1293,1.9752,2.3759,-0.2053,-0.0499
1964,-0.0945,-0.0316,-0.3017,-0.2252,1.2052,-0.4020,-0.0881,-0.0858,-0.0155,-0.6325,0.1546,-0.0607,2.0641,0.1074,-0.0842,-1.9350,1.9157,0.4080,0.2131,-0.4909,-1.0059,-0.2047,2.0558,-0.1384,-1.0385,1.5875,3.0391,-0.0890,1.3375,-0.0840,-1.9922,-0.0617,0.0038,-0.0664,-0.1340,3.6962,2.5540,-0.2740,0.0400,-0.0169,0.0322,-0.0601,-0.9139,0.9080,-0.1797,0.3355,-0.3091,-0.1929,-0.1293,1.0004,1.4087,-0.2053,-0.0499
1965,-0.0945,-0.0316,-0.3017,-0.2252,0.0715,-0.8467,-0.0881,-0.0858,-0.0155,-0.3797,-0.0225,-0.0607,1.9132,0.1074,-0.0842,-1.7421,2.5065,1.0008,-0.0644,-0.6463,-0.8320,3.2955,1.6576,-0.1384,-1.3797,2.0702,4.2586,0.3717,0.6997,-0.0840,-1.6358,-0.0617,0.0038,-0.0664,0.3202,3.2191,2.3082,-0.2740,0.0400,-0.0169,0.0322,-0.0601,-0.1856,1.1463,-0.1797,0.1290,-0.0594,-0.1929,-0.1293,0.7651,2.3040,-0.2053,-0.0499
1966,-0.0945,-0.0316,-0.3017,-0.2252,-0.2043,0.5035,-0.0881,-0.0858,-0.0155,-0.4793,-0.2992,-0.0607,0.9421,0.1074,-0.0842,-1.7569,1.1347,-0.0104,-0.6092,-1.2536,-0.5808,1.1454,0.1345,-0.1384,-1.6128,1.3714,2.7982,-0.1739,-0.8392,-0.0840,-1.8683,-0.0617,0.0038,-0.0664,2.3961,0.8253,1.2040,-0.2740,0.0400,-0.0169,0.0322,-0.0601,-1.2643,0.4909,-0.1797,0.5617,-0.5787,-0.1929,-0.1293,-0.2434,0.7932,-0.2053,-0.0499
1967,-0.0945,-0.0316,-0.3017,-0.2252,-0.3881,0.7735,-0.0881,-0.0858,-0.0155,-0.1959,-0.7142,-0.0607,0.5932,0.1074,-0.0842,-1.6160,0.4337,0.2569,-0.7428,-0.9853,-1.5470,1.6513,0.2539,-0.1384,-1.9040,0.0171,1.6690,-1.5197,-0.4038,-0.0840,-2.0852,-0.0617,0.0038,-3.1788,-0.1340,0.2069,1.1236,-0.2740,0.0400,-0.0169,0.0322,-0.0601,-0.9324,-0.1347,-0.1797,0.4338,-1.0482,-0.1929,-0.1293,0.4205,0.7292,-0.2053,-0.0499
1968,-0.0945,-0.0316,-0.3017,-0.2252,-0.4188,1.3930,-0.0881,-0.0858,-0.0155,-0.1653,-0.2438,-0.0607,0.6404,0.1074,-0.0842,-1.6234,1.4050,0.4777,-0.2597,0.6532,-1.1122,0.9114,0.9060,-0.1384,-1.9373,0.3629,1.5938,-0.1133,1.8235,-0.0840,-1.9148,-0.0617,0.0038,-1.0989,-0.9935,-0.8531,0.7928,-0.2740,0.0400,-0.0169,0.0322,-0.0601,-1.4302,-1.1625,-0.1797,1.0533,-0.0494,-0.1929,-0.1293,2.1433,2.3120,-0.2053,-0.0499
1969,-0.0945,-0.0316,-0.3017,-0.2252,-0.4188,2.7114,-0.0881,-0.0858,-0.0155,0.7999,0.5696,-0.0607,0.9798,0.1074,-0.0842,-1.0596,-0.3874,0.2918,0.3159,0.6320,-1.4117,0.8166,1.9762,-0.1384,-1.9457,0.4494,-2.2905,-1.7865,-0.3634,-0.0840,-0.9462,-0.0617,0.0038,0.3377,-1.7396,-0.9061,1.1146,-0.2740,0.0400,-0.0169,0.0322,-0.0601,1.4094,1.7198,-0.1797,1.8596,1.9781,-0.1929,-0.1293,1.9416,2.3040,-0.2053,-0.0499
1970,-0.0945,-0.0316,-0.3017,2.7148,-0.3881,1.5836,-0.0881,-0.7296,-0.0155,-0.3414,1.3278,-0.0607,0.9892,3.7284,-0.0842,-0.2064,-1.2685,-0.5800,-1.4109,-0.4626,-1.4793,-0.0877,0.1146,-0.1384,-2.6864,-0.9193,-0.4989,-3.0232,-0.9607,-0.0840,-1.1864,-0.0617,0.0038,0.0982,-1.7882,-0.7912,0.2698,3.1995,1.2948,-0.0169,0.0322,-0.0601,-0.5451,-0.7975,-0.1797,0.2667,1.0992,-0.1929,-0.1293,0.4037,0.3775,-0.2053,-0.0499
1971,-0.0945,-0.0316,-0.3017,2.7839,0.2247,2.7273,-0.0881,1.3559,-0.0155,0.0186,3.1871,-0.0607,1.0364,3.1340,-0.0842,-0.1916,0.0032,0.0593,-1.3389,-0.4768,-0.3780,-0.3596,0.8562,-3.0413,-1.8708,-1.1787,-1.0108,-1.2287,-0.2216,-0.0840,-0.5278,-0.0617,0.0038,-0.6200,-1.8531,-1.1976,0.3145,3.2073,0.6191,-0.0169,0.0322,-0.0601,-1.1997,-1.8030,-0.1797,0.9058,0.8295,-0.1929,-0.1293,1.3869,1.3847,-0.2053,-0.0499
1972,-0.0945,-0.0316,-0.3017,4.1642,0.5311,2.7273,-0.0881,0.8940,-0.0155,1.7190,2.2630,-0.0607,1.8189,1.1224,-0.0842,-0.0135,-0.0870,1.4192,-0.2392,-0.2155,-1.2475,0.1273,0.7865,-2.9033,-1.5462,0.4422,1.6088,0.2262,0.0011,-0.0840,-0.3650,-0.0617,0.0038,-0.5751,-0.7178,0.0038,1.5482,3.1530,2.6600,-0.0169,0.0322,-0.0601,1.3080,0.6324,-0.1797,1.4761,1.7584,-0.1929,-0.1293,2.3954,1.7045,-0.2053,-0.0499
1973,-0.0945,-0.0316,-0.3017,3.6811,-0.3575,1.9490,-0.0881,0.7074,-0.0155,2.0637,2.1412,-0.0607,1.2815,0.5555,-0.0842,-0.0506,-0.9181,-0.3707,0.3981,0.2436,-0.7451,0.6522,0.6970,-1.4989,-1.6294,0.9104,2.1508,1.0264,1.0034,-0.0840,0.5958,-0.0617,0.0038,-0.0664,-0.1826,-0.1641,1.4410,2.0365,1.4052,-0.0169,0.0322,-0.0601,0.5243,0.5207,-0.1797,3.1968,2.5474,-0.1929,-0.1293,1.1180,1.1609,-0.2053,-0.0499
1974,-0.0945,-0.0316,-0.3017,3.0047,-0.1124,2.1237,-0.0881,1.3326,-0.0155,1.9029,1.4329,-0.0607,1.1589,0.2629,-0.0842,0.5429,-0.4374,0.4893,0.5214,0.1377,-0.5132,0.7534,0.5178,-0.8343,-1.6793,0.4854,1.7895,-0.1012,0.5073,-0.0840,1.5721,-0.0617,0.0038,-1.4281,-0.2150,0.5426,1.7896,2.4320,1.7085,-0.0169,0.0322,-0.0601,-0.0750,0.1707,-0.1797,1.4269,2.2278,-0.1929,-0.1293,1.8828,1.2888,-0.2053,1.3342
1975,-0.0945,-0.0316,-0.3017,2.0247,-0.4188,0.7735,1.5654,1.4586,-0.0155,0.7463,0.3317,-0.0607,0.6498,1.0492,-0.0842,1.4628,-0.8079,0.0477,-0.6297,-1.1124,-0.7451,0.0324,0.4132,-1.5742,-1.3465,1.0977,1.7293,-0.4406,-0.0697,-0.0840,0.5493,-0.0617,0.0038,-1.6375,-0.0204,0.4101,2.1607,1.3542,1.2259,2.3861,0.0322,-0.0601,0.0080,0.2303,-0.1797,1.1123,1.1791,-0.1929,-0.1293,1.6223,0.6173,-0.2053,-1.7526
1976,-0.0945,-0.0316,-0.3017,2.8943,0.1328,1.6313,0.9274,2.1118,-0.0155,2.8680,1.4716,-0.0607,0.3292,0.5006,-0.0842,1.2847,-0.1370,0.5358,0.4187,-0.2932,-0.9286,-0.0118,1.1400,-1.6369,-1.4463,0.0171,0.4345,0.6627,0.1327,-0.0840,0.3711,-0.0617,0.0038,-0.7996,0.4499,1.1256,2.3082,2.7421,0.4812,2.0214,0.0322,-0.0601,0.5151,-0.0676,-0.1797,1.0435,2.1080,-0.1929,-0.1293,2.1685,2.3599,-0.2053,0.5625
1977,-0.0945,-0.0316,-0.2937,2.1213,0.1634,1.9331,0.6757,1.7385,-0.0155,2.7761,1.1507,1.2609,0.1972,-0.4046,-0.0842,1.1957,-0.3273,0.5126,1.7548,-0.0460,-0.4842,0.5763,2.4043,-0.6462,-0.3478,0.4710,0.5248,0.7597,0.8212,-0.0840,-0.1558,-0.0617,0.0038,0.2030,1.7961,1.2758,2.0176,2.8894,1.8051,0.5896,0.6034,3.7118,2.0271,1.6528,-0.1797,1.0238,2.2578,-0.1929,-0.1293,2.0593,1.6245,-0.2053,-0.7796
1978,-0.0945,-0.0316,-0.8854,0.0371,-0.0511,2.5367,1.9751,3.3668,-0.0155,2.8986,1.5491,4.1205,-0.4345,-0.2583,-0.0842,0.1571,-0.2972,0.4429,1.3334,0.9993,3.0711,0.8419,1.9264,0.9463,-0.4060,1.2201,0.2689,1.4508,1.7020,-0.0840,1.6108,-0.0617,0.0038,0.2778,0.7094,0.6751,1.7583,2.7576,1.7637,0.5713,0.7176,1.7864,1.7966,1.8762,-0.1797,0.8665,1.6885,-0.1929,-0.1293,1.3785,2.3839,-0.2053,0.2102
1979,-0.0945,-0.0316,-0.8774,-0.0043,1.5117,2.8544,0.5235,2.1211,-0.0155,2.6229,1.4218,2.1381,-0.5759,-2.2516,-0.0842,0.3797,1.0145,0.6056,0.8915,1.1476,1.2645,1.9296,1.7074,1.5356,0.3263,1.6452,0.6001,2.0206,1.2059,-0.0840,0.8127,-0.0617,0.0038,-1.6525,-1.0746,0.4189,1.5170,2.2846,1.6672,-0.2586,0.3495,1.2183,3.2532,1.9134,3.3786,0.1388,1.7484,-0.1929,3.5425,2.0340,1.5606,-0.2053,-0.1421
1980,-0.0945,-0.0316,-0.8454,0.9205,0.1634,2.3143,-0.8929,1.9251,-0.0155,2.4850,1.9752,2.0679,1.4795,-0.7521,-0.0842,1.2477,0.6941,0.1755,1.7137,1.3241,0.8780,1.6513,1.2943,1.8240,0.9921,1.1697,0.6905,2.4814,-0.4342,-0.0840,0.1154,-0.0617,0.0038,-1.2934,-2.0153,1.9648,1.8835,1.3698,0.7157,0.9726,0.7557,0.1609,2.0271,0.7888,2.7269,1.6236,1.5187,-0.1929,2.1663,0.7230,0.0018,-0.2053,1.3006
1981,-0.0945,-0.0316,-0.3976,1.4588,1.0214,1.3771,-1.0217,2.4664,-0.0155,2.3241,2.5175,2.2668,2.0924,0.6561,2.5746,1.2773,1.4951,1.0472,1.5390,1.6561,1.2934,1.4047,1.3938,2.2629,1.3750,1.6884,0.5248,3.6575,1.5704,-0.0840,0.0456,-0.0617,0.0038,0.4274,-1.4152,1.4260,2.0578,1.9435,0.8122,0.1245,1.6695,0.1924,2.5802,2.0251,2.6145,1.1320,1.0792,4.3588,2.5186,1.7483,0.4894,-0.2053,2.1898
1982,1.1854,-0.0316,-0.3976,0.5340,0.4392,1.5995,-2.5260,1.5986,-0.0155,1.5275,0.7522,1.4773,1.8001,0.3452,-0.1266,0.0236,-0.1671,-0.3591,0.4495,0.6532,-0.0301,0.7534,0.0698,0.8209,3.5138,1.1481,0.4044,0.6869,0.1125,-0.0840,-0.0319,-0.0617,0.0038,1.0559,-0.7665,0.2511,1.6108,0.7185,-0.7461,2.9972,2.8626,-1.1174,0.5796,0.2973,1.3036,2.0267,0.9494,3.7200,0.7680,0.8743,-0.6937,-0.2053,0.5457
1983,3.8608,-0.0316,-0.7095,-0.5151,0.4698,1.6630,0.8221,3.7634,-0.0155,2.0944,2.3460,2.8223,2.2338,3.0883,-0.0077,-0.3993,1.3049,-0.0802,3.4405,2.2422,0.3853,0.2032,1.4386,3.4918,2.8730,2.8410,-0.8904,2.4329,3.0891,-0.0840,0.3943,-0.0617,0.0038,2.3727,-1.3666,0.1893,1.0208,0.8503,-0.6495,2.4409,4.1572,-1.3542,3.5298,2.8965,2.4647,3.3050,-0.0094,3.4325,1.6818,2.3870,-0.0542,5.0605,1.4684
1984,2.9453,-0.0316,-0.9893,0.2579,1.0827,1.0594,0.6699,2.8490,-0.0155,1.9412,3.0266,2.8106,2.8184,1.7350,-1.2819,0.8099,1.4150,0.3847,2.7004,2.1010,2.3658,1.3541,2.9120,2.6892,1.5497,1.9045,0.6905,3.3422,1.2059,-0.0840,0.9057,-0.0617,0.0038,2.8964,2.3799,0.5073,1.1459,2.4087,1.8189,0.4163,1.4284,-0.0127,3.6128,1.6304,4.2776,1.0828,1.6286,2.0377,3.0581,1.9584,-1.0054,0.0689,2.2736
1985,1.5765,4.0133,-0.9094,-0.3218,-1.0010,0.4399,-0.1906,1.1553,5.1415,1.3054,0.4479,1.6995,1.6115,0.3360,0.7058,1.2847,-0.2472,-0.6148,1.4362,1.3877,1.6702,0.6775,1.0553,2.3883,0.8507,-0.5231,-0.3032,-0.2224,-0.2014,-0.0840,-0.3340,-1.5320,-1.0984,3.4800,2.9638,-0.0227,0.8822,0.9201,-0.1531,2.1490,1.0476,-0.0601,0.3860,0.5282,1.7156,-0.0283,1.8383,3.7519,4.2251,0.1684,-1.5650,2.6515,-0.0499
1986,2.5364,2.4702,-0.5336,-0.7359,0.1021,0.7417,-0.0881,1.3233,2.8330,0.6543,0.1601,1.2551,2.2055,1.1315,-1.1630,0.5800,0.6841,0.6869,0.7578,1.4795,1.5446,0.1146,0.5178,2.2002,0.2931,0.2188,1.5787,0.0322,1.3578,-0.0840,2.3779,-1.8407,-2.1653,3.0461,-0.3448,-0.0757,0.9403,0.4316,0.3847,3.5079,1.5172,-0.8965,1.0314,0.7069,2.7644,0.3552,1.8383,2.2400,2.6837,1.0760,-1.1014,2.2697,4.6391
1987,1.2832,0.7166,-0.6855,-0.9706,-1.2461,0.2175,4.1701,0.2688,1.2691,0.4245,-0.2272,-0.1075,1.3287,0.2080,-1.4857,0.7506,-0.2272,-0.6265,1.7959,1.1829,0.3853,-0.4292,-0.1443,1.9620,0.3097,-0.1485,-0.3935,-1.1317,0.8414,-0.0840,2.9126,-1.5239,-2.6767,-0.0664,0.3202,0.7458,0.3592,0.0594,-0.9253,2.0487,1.4791,-1.3542,0.4598,0.3867,0.9215,-0.5298,0.2602,1.7928,1.2635,-0.2266,-1.6929,1.2700,1.8039
1988,1.9054,1.3011,-0.8934,-0.8325,-0.6026,0.2493,-0.0501,0.0589,1.9766,1.1292,0.9515,0.3487,1.6021,0.7292,-2.0973,0.4687,0.6140,0.6521,0.7784,1.3171,0.8490,0.0261,0.4779,2.2127,0.0600,-0.2566,0.5851,-0.6225,0.8516,-0.0840,2.2152,-1.2558,-2.9148,3.1209,2.4610,0.9224,0.3949,0.5712,1.6396,1.6839,2.1772,-1.2752,0.6718,-0.0081,2.2025,-0.8838,0.5299,2.0057,1.4506,1.8912,-0.9095,0.7146,1.8542
1989,1.0254,0.6464,-0.5975,-0.7635,0.2860,-0.3067,-1.3495,-0.8089,0.4313,0.1641,-0.3324,-0.2127,0.9987,0.1074,-1.4348,-0.0284,0.0232,-0.3591,-0.3317,1.9244,1.2258,0.5700,0.3087,3.0654,2.6400,-0.6240,-0.6495,-0.2466,0.8313,-0.0840,2.1920,-0.0617,-2.7120,-0.2908,3.7585,0.5603,0.6676,0.2068,-0.0841,0.9544,1.1110,-1.5435,0.3491,-0.1570,1.5208,-0.6773,-0.4089,1.9844,1.3405,0.3113,-1.3172,1.5824,1.6865
1990,1.7632,3.3119,-0.4936,-0.9429,0.1941,-0.0525,-0.0442,-0.0578,1.3249,0.7769,-0.1221,0.5767,0.9138,0.3452,-1.6896,1.3070,0.4337,-0.6148,0.6962,1.7055,2.2596,0.4814,0.1992,1.7362,1.7994,-0.3502,1.3378,0.5778,1.8235,-0.0840,2.0758,-1.0446,-1.6451,3.2406,2.1366,0.8518,1.4141,-0.1887,0.3571,1.5289,1.2126,-0.8649,1.1512,0.5654,1.8654,-0.5593,-0.2192,1.7396,1.1864,1.9080,-0.3899,0.7215,0.9315
1991,2.2254,3.5691,-0.5975,-1.5365,-0.8478,-0.4973,-1.3963,-0.6456,-0.9092,0.4782,-0.4375,-0.3239,0.1124,-0.5143,-0.7552,0.0458,0.3336,-0.2429,-0.2289,0.9286,3.3030,-0.2774,-0.3234,-0.4958,-0.5475,-0.8401,-0.5892,-0.8892,0.9629,0.0010,1.0607,-1.7838,-0.1990,-0.8145,-0.2313,0.1186,0.6185,-0.7469,-0.4013,1.8116,-0.7928,-0.9438,0.0357,0.0739,0.9889,-1.1591,-0.5987,0.4299,-0.0797,-0.4367,-0.6697,1.1172,1.8039
1992,1.2654,1.0205,-0.7095,-0.5565,-1.1542,-0.6402,0.6523,-1.0236,-1.8959,0.3020,-0.6257,0.4305,0.0464,0.1897,-0.4324,0.2387,0.1834,-0.2313,-0.6092,0.9922,1.3224,-0.3090,-0.3633,-1.0475,-0.0565,-0.6528,-0.0924,-1.1802,1.1452,1.7172,0.9212,-1.8894,-1.8214,-0.3357,1.0338,0.0568,0.3771,-0.6771,-1.2287,1.1185,1.4791,-1.2752,-1.0338,-0.8273,0.8316,-1.2967,-1.1281,-0.2621,0.1955,0.1516,-0.1181,2.0822,1.2503
1993,3.0520,2.4000,-0.3097,-0.6117,-0.9397,-0.1955,4.0355,-0.3097,-1.8028,1.2518,0.8020,0.8048,0.4801,0.2537,-1.5537,-0.0580,0.2935,0.7218,2.6491,2.4329,3.3223,0.3170,0.2689,-0.2575,0.5011,0.0027,-0.4538,0.7476,3.5750,4.5774,1.9440,0.0520,0.0038,0.1880,0.1418,0.2599,0.8867,-0.4368,-0.4013,0.4619,-0.1074,-1.5278,0.8378,0.7292,0.8466,-0.6969,0.4700,-0.1663,0.9772,0.3028,0.3215,3.7345,1.5858
1994,0.6432,-0.0316,-0.4376,-0.7911,-1.0010,-0.4496,1.9283,0.1615,-1.1512,-0.0044,-0.2604,1.0855,0.7158,-0.9532,-1.7236,-0.1026,-0.3173,-0.2894,0.6345,0.6956,1.6896,0.1273,0.3087,-0.3829,-1.1800,-0.6096,0.6453,-1.4833,0.3150,2.6603,1.5488,-1.1015,-1.2924,1.4150,-0.4421,-0.0227,-0.0074,-0.6228,-0.6909,-0.4501,0.3749,-1.6067,0.8931,-0.6113,0.8466,-0.5298,0.6897,-0.9010,0.2286,0.4709,-0.5178,1.8809,-0.4609
1995,1.6387,-0.5460,0.4099,-0.9291,-1.4912,-0.8150,3.2921,0.2642,-0.8161,-0.6402,-0.9079,0.7931,-0.1611,0.7566,0.0263,-0.3919,-0.5776,-0.2080,-0.2906,0.6320,1.7765,-0.3407,0.0100,-0.9472,-1.2133,-0.4295,1.1120,0.0807,0.8921,-1.1740,0.5803,-0.2810,1.2559,-0.0065,0.2229,-0.7647,-0.0565,-0.4910,-0.8840,1.2644,1.4410,-1.6540,-0.6742,-1.1625,1.0189,-0.3823,0.1104,0.8878,-0.3109,0.1264,-0.9735,2.3460,1.1664
1996,0.9454,0.0853,-0.2217,-0.6255,-1.0316,-0.3225,3.1692,-0.0578,0.1893,0.4858,-1.7435,-1.2420,0.2066,-0.4138,0.4680,0.1942,-0.0669,-0.4405,0.4084,-0.1590,2.1147,0.7344,0.4232,-1.4989,-0.6390,-0.3214,0.4345,0.5415,0.1226,-1.0658,0.6810,-0.8984,1.2912,-0.5302,-0.1340,-0.7647,0.1536,-0.3747,0.1641,0.9452,0.1718,-1.2279,0.7825,-0.5890,-0.6517,1.1221,0.0904,0.1105,1.4837,0.2104,-0.9415,2.5335,0.0424
1997,1.3188,-0.0316,-0.1977,-0.7773,-0.8478,-0.7673,2.1507,-1.3828,-1.0953,-0.3184,-1.0352,-0.1250,0.0464,1.9910,0.9437,0.4242,-0.5175,-0.0453,1.8165,1.4018,2.7813,-0.1889,0.7019,0.5701,-0.4393,-0.2422,-0.5742,1.0628,1.1857,2.6603,1.8046,-0.3379,3.3986,1.6395,2.8989,-0.7382,0.1267,-0.1732,0.7708,0.3342,-0.7801,-1.5593,1.8888,0.0143,0.1948,0.2175,-0.1393,-0.0279,0.3166,-0.5543,-0.9895,2.0545,0.3444
1998,-0.2545,0.9504,-0.6055,-1.2466,-0.9090,-0.6561,0.5294,-1.5741,0.0590,-0.5712,-1.7048,-0.0607,0.1029,0.3726,3.5430,0.0087,-0.9882,-0.1615,0.4392,0.2365,2.3369,-0.7707,0.3635,-0.1321,0.0850,-0.0693,0.9163,0.7112,0.1631,3.1087,0.0999,0.2064,-0.7898,0.1132,0.0120,-0.8178,-0.2711,-0.1111,0.1917,-0.3771,-0.2216,-1.4804,-0.4345,-0.6709,0.9365,0.9353,-0.4489,-0.3580,0.6910,-0.1257,-0.8695,0.6451,-1.2997
1999,-0.4945,-0.5928,-0.5735,-1.0120,-0.8478,-0.7514,-0.5476,-1.1775,-1.4491,-0.9312,-1.7214,-1.3940,-0.5854,-1.3556,3.4920,0.0977,-1.2185,-0.0686,-0.4242,-0.0248,0.3177,-0.5873,-0.5325,0.0936,1.1835,-0.4871,0.3592,-0.7922,-0.6266,1.0523,1.9828,-1.2802,-0.1902,0.0533,-0.0042,-1.5421,-0.4723,-0.2662,-1.0494,-0.0214,1.5426,-1.0227,-0.9324,-1.8774,-0.8315,-0.3233,0.2702,-0.8158,-0.6963,-0.0333,-0.9255,-0.4240,-1.9036
2000,-0.0945,-0.5928,0.1701,-0.2252,-1.0929,-1.3233,-1.2793,-1.1915,-0.9650,-1.0155,-0.6423,-1.8969,-0.5948,-0.7978,1.3174,-0.2880,-1.2285,-0.9286,-1.0512,-0.1237,-0.7741,0.0135,-0.7366,-0.2324,1.2751,-1.2075,-0.8904,-0.8650,-1.0822,0.3102,1.3086,0.6857,-0.2431,-0.0065,1.9582,-1.8778,-0.8075,-0.6461,-1.5872,-1.1067,0.3495,-0.7545,-0.4529,-1.4827,-0.8614,-0.8051,-0.3290,-1.1991,-1.2908,-0.7224,-1.5170,-1.1668,-0.7293
