age_CE,FMMH01B_raw,FMMH02B_raw,FMMH03B_raw,FMMH04A_raw,FMMH05B_raw,FMMH07B_raw,FMMH08B_raw,FMMH09B_raw,FMMH10A_raw,FMMH11A_raw,FMMH12B_raw,FMMH13B_raw,FMMH14A_raw,FMMH15A_raw,FMMH16A_raw,FMMH17A_raw,FMMH18B_raw,FMMH19A_raw,FMMH20B_raw,FMMH01B_raw_outlier_flag,FMMH02B_raw_outlier_flag,FMMH03B_raw_outlier_flag,FMMH04A_raw_outlier_flag,FMMH05B_raw_outlier_flag,FMMH07B_raw_outlier_flag,FMMH08B_raw_outlier_flag,FMMH09B_raw_outlier_flag,FMMH10A_raw_outlier_flag,FMMH11A_raw_outlier_flag,FMMH12B_raw_outlier_flag,FMMH13B_raw_outlier_flag,FMMH14A_raw_outlier_flag,FMMH15A_raw_outlier_flag,FMMH16A_raw_outlier_flag,FMMH17A_raw_outlier_flag,FMMH18B_raw_outlier_flag,FMMH19A_raw_outlier_flag,FMMH20B_raw_outlier_flag
1893,1.34,0.45,0.35,NA,1.19,0.65,0.87,0.51,0.61,1.39,0.16,1.08,1.33,1.63,2.04,NA,1.2,1.91,0.79,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1894,1.15,0.25,0.3,NA,1.45,0.75,0.93,0.32,0.49,1.54,0.05,0.99,1.48,1.11,1.7,NA,1.02,1.95,0.51,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1895,2.09,0.64,0.27,NA,2.04,1.15,1.33,0.66,1,1.79,0.41,1.63,2.18,2.06,3.27,0.79,1.39,2.93,0.84,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1896,2.17,0.42,0.14,NA,0.92,0.82,0.72,0.32,0.63,1.19,0.14,0.94,0.68,1.03,2.12,0.68,0.94,1.55,0.68,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1897,2.17,0.73,0.19,NA,0.76,1.06,0.92,0.73,0.79,1.45,0.31,1.5,1.26,1.85,2.4,0.73,1.58,2.84,1.03,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1898,1.85,0.89,0.2,NA,1.3,1.15,0.97,0.9,0.89,1.5,0.41,1.4,1.42,2.02,2.15,1.29,1.69,2.65,0.93,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1899,0.8,0.38,0.07,NA,0.44,0.44,0.35,0.28,0.21,0.53,0.03,0.32,0.27,0.69,0.9,0.39,0.57,0.9,0.43,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1900,2.13,1.4,0.31,NA,1.21,0.83,1.15,0.8,0.89,1.88,0.6,1.95,1.42,1.9,2.12,0.67,2.13,2.83,0.88,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1901,2.04,0.99,0.33,NA,1.22,0.79,0.86,0.87,1.04,2.21,0.96,1.74,1.45,1.98,1.03,0.68,2.12,2.92,1.03,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1902,1.66,1.05,0.21,NA,1.35,0.74,0.71,0.93,0.76,1.74,1.06,1.28,1.13,1.88,0.34,0.63,1.57,2.59,1.04,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1903,1.68,0.99,0.25,NA,1.26,0.78,0.68,0.96,0.7,1.43,0.85,1.25,1.1,1.53,0.35,0.62,1.4,2.01,1.03,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1904,2.22,1.05,0.39,NA,0.96,0.8,0.97,1.29,0.86,1.77,0.47,1.38,1.81,1.93,0.44,0.9,1.84,2.41,1.14,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1905,2.17,1.71,0.23,NA,1.15,0.53,1.32,1.38,0.8,1.48,0.58,0.98,1.68,1.42,0.84,1.17,1.83,2.31,0.85,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1906,1.93,2.06,0.14,NA,1.13,0.48,0.91,1.24,0.6,1.34,0.87,0.83,1.26,1.32,0.93,0.67,1.56,2.71,0.98,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1907,2.41,1.58,0.22,NA,1.31,0.48,0.77,1.02,0.82,1.57,0.87,0.84,1.31,1.53,0.9,0.56,1.67,2.31,0.95,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1908,2.5,1.55,0.25,NA,1.07,0.64,0.63,1.23,0.93,1.67,0.67,1.03,0.87,1.51,0.87,0.76,1.67,2.51,0.97,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1909,2.51,1.32,0.27,NA,1.42,0.54,0.52,1.35,0.63,1.61,0.6,0.63,0.72,1.44,1.3,0.8,1.57,1.9,1,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1910,2.74,1.94,0.36,1.26,1.3,0.74,0.96,1.72,0.76,1.98,0.69,1.02,1.09,1.68,1.48,0.78,1.54,2.44,1.03,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1911,2.06,1.42,0.27,1.59,1.1,0.86,1.07,1.04,0.81,1.62,0.53,0.79,0.9,1.35,1.03,0.45,1.24,1.5,0.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1912,1.78,0.92,0.31,0.86,1.26,0.74,0.67,0.91,0.61,1.56,0.49,0.73,0.78,1.29,0.85,0.28,1.19,1.49,0.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1913,1.77,0.72,0.54,1.16,1.05,0.88,0.75,1.34,0.52,1.71,0.36,0.98,0.69,1.51,1.03,0.49,1.28,1.96,0.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1914,2.45,1.01,0.67,1.41,1.48,1.2,1.18,1.83,0.77,2.15,0.92,1.42,1.22,1.61,1.49,0.33,1.7,2.82,1.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1915,2.21,0.89,0.35,0.87,1.4,1.05,1.18,1.45,0.74,1.4,0.9,0.77,0.95,1.09,1.6,0.8,1.32,2.27,1.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1916,1.06,0.31,0.31,0.29,0.9,0.67,0.52,0.74,0.33,1.1,0.36,0.43,0.13,0.7,0.48,0.13,0.97,0.99,0.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1917,1.04,0.26,0.65,0.3,0.87,1,0.58,0.88,0.72,1.35,0.27,0.77,0.72,1.12,0.89,0.26,1.04,1.34,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1918,1.19,0.47,0.49,0.93,1.1,0.88,0.54,1.07,0.66,1.46,0.45,0.9,0.92,1.23,1.37,0.96,1.02,1.56,0.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1919,1.28,0.51,0.36,0.7,1.25,1.13,0.85,1.07,0.55,1.44,0.46,0.87,0.65,1.3,1.24,0.86,1.06,1.42,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1920,1.48,0.66,0.39,0.72,1.2,1.5,0.93,1.02,0.82,1.52,0.9,0.92,1.04,1.73,1.8,1.25,1.32,1.34,0.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1921,1.22,0.34,0.31,0.37,1.17,0.75,0.88,0.54,0.66,1.4,0.8,0.75,0.82,1.25,0.92,0.56,1.15,1.5,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1922,1.45,0.65,0.37,0.66,1.43,1.68,1.07,1.13,1.05,1.42,0.64,0.95,0.96,1.42,1.73,0.9,1.16,1.87,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1923,1.13,0.41,0.25,0.85,0.93,1.43,0.93,0.92,0.61,1.45,0.43,0.68,0.57,0.9,1.22,0.83,0.81,1.57,0.62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1924,1.16,0.6,0.39,1.69,0.94,1.62,1.17,0.97,0.89,1.74,0.52,1.02,1.01,0.91,1.72,0.98,0.81,1.64,0.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1925,1.02,0.53,0.43,1.6,1.19,1.31,0.78,0.9,0.6,1.35,0.78,0.86,0.57,1.04,1.06,0.66,0.8,1.51,0.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1926,1.69,0.61,0.43,2.3,1.07,1.3,0.83,0.92,0.51,1.29,1.1,0.8,1.13,1.35,2.04,0.85,0.86,1.93,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1927,1.22,0.37,0.37,0.73,1.26,1.12,0.77,0.82,0.45,1.37,0.96,0.66,0.73,1.18,1.09,0.59,0.77,1.43,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1928,1.46,0.53,0.46,0.99,1.65,1.31,1.04,1.28,0.56,1.73,1.14,0.88,1.07,1.39,1.51,1.15,1.01,1.6,0.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1929,1.48,0.39,0.42,1.07,1.54,0.74,1.08,0.84,0.58,1.53,0.99,0.73,0.86,1.55,1.52,1.05,0.96,1.61,0.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1930,1.39,0.59,0.47,1.25,1.22,1.3,1.09,0.96,0.52,1.33,1.11,0.84,1.08,1.99,1.75,1.05,0.96,1.72,0.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1931,1.13,0.57,0.47,1.6,1.01,1.09,0.98,0.79,0.58,1.3,1.13,0.73,1.01,1.65,1.5,1.13,0.86,1.43,0.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1932,1.17,0.35,0.46,0.62,1.32,0.79,0.84,0.51,0.26,1,0.65,0.51,0.44,1.3,1.79,0.61,0.67,1.45,0.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1933,1.15,0.16,0.79,0.56,1.12,0.65,0.72,0.26,0.36,0.68,0.46,0.85,0.75,1.38,1.62,0.74,0.48,1.25,0.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1934,1.1,0.35,0.61,0.62,0.94,0.51,0.44,0.75,0.43,0.84,0.45,0.78,0.94,1.05,2.53,0.61,0.52,1.33,0.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1935,1.11,0.44,0.64,0.84,1.29,0.95,0.62,0.36,0.44,0.69,0.66,0.91,0.71,1.46,1.81,1.03,0.72,1.84,0.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1936,1.12,0.3,0.56,0.8,1.08,0.54,0.6,0.61,0.34,1.07,0.49,0.67,0.55,1.06,1.03,0.86,0.55,1.34,0.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1937,1.47,0.28,0.76,0.83,1.3,1.03,0.71,0.79,0.48,1.27,0.62,0.97,0.81,1.26,1.3,0.87,0.63,1.13,0.62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1938,1.87,0.5,0.72,1.31,1.52,1.18,0.88,1.24,0.65,1.54,0.79,1.04,1.01,1.43,1.46,0.71,0.77,0.79,0.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1939,1.62,0.54,0.71,1.04,1.26,1.22,0.94,1.3,0.68,1.48,0.9,0.89,0.98,1.55,1.46,0.76,0.81,1.02,0.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1940,1.14,0.71,0.83,1.91,1.3,1.39,0.94,0.94,0.88,1.51,0.74,0.86,1.05,1.57,1.28,0.73,0.85,1.8,0.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1941,1.23,0.72,0.74,2.28,1.22,1.08,0.87,0.93,1.06,1.4,0.87,0.97,1.09,1.65,1.6,1.17,1.09,2.09,0.92,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1942,1.01,0.54,0.67,2.04,1.18,1.42,0.95,1.22,0.86,1.45,0.77,0.79,0.89,1.85,1.31,1.05,0.91,1.74,0.91,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1943,1.07,0.34,0.38,0.89,1,0.79,0.71,0.73,0.47,0.8,0.47,0.49,0.33,0.76,0.64,0.62,0.58,1.27,0.62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1944,1.25,0.66,0.7,1.94,1.29,1.86,1.55,1.51,0.79,1.66,0.87,1.02,0.98,1.51,1.79,0.96,1.02,1.71,0.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1945,1.03,0.79,0.74,1.48,1.3,1.7,1.38,1.29,0.81,1.86,0.82,0.86,0.97,1.72,1.34,1.07,1.06,1.68,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1946,1.71,0.62,0.63,1.02,1.09,1.45,1,0.86,0.6,1.5,0.74,0.62,0.78,1.28,1.47,1.04,0.81,1.41,0.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1947,1.91,0.71,0.73,1.46,1.28,2.16,1.14,1.2,0.52,1.45,0.86,0.71,0.91,1.86,2.13,1.2,0.84,1.42,1.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1948,1.47,0.79,0.85,1.33,1.33,2.02,1.08,1.21,0.69,1.52,0.92,0.86,0.88,1.84,2.02,1.11,1.04,1.49,1.03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1949,2.08,0.88,1.03,1.42,0.9,1.73,0.92,0.93,0.59,1.5,0.88,0.58,0.72,1.72,1.72,0.93,0.84,1.46,1.26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1950,1.78,0.91,0.98,1.19,1.27,1.5,0.87,0.86,0.66,1.35,0.82,0.64,0.52,1.56,1.59,0.93,0.81,1.24,0.95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1951,0.98,0.73,0.81,1.12,1.08,1.28,0.71,0.7,0.37,0.85,0.81,0.4,0.6,1.11,1.15,0.89,0.41,0.87,0.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1952,0.94,0.87,0.62,1.44,0.95,1.53,0.72,0.83,0.59,1.17,0.88,0.57,0.68,1.13,1.08,1.25,0.55,0.87,0.95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1953,0.64,0.92,0.35,1.02,0.91,1.01,0.54,0.61,0.35,0.88,0.43,0.38,0.44,0.91,0.83,1.18,0.51,0.69,0.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1954,0.35,0.88,0.34,0.83,1.01,0.93,0.47,0.28,0.38,0.89,0.49,0.38,0.45,0.85,0.78,1.45,0.58,0.83,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1955,0.63,0.87,0.49,1.14,1.31,1.46,0.61,0.64,0.47,1.08,0.7,0.43,0.66,1.31,1.18,1.4,0.75,0.9,0.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1956,0.88,0.6,0.6,0.94,1.31,1.17,0.61,0.58,0.6,1.33,0.63,0.58,0.66,1.25,1.27,1.08,0.77,1.05,0.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1957,0.62,1.01,0.79,1.27,1.51,1.71,0.72,0.59,0.63,1.54,0.73,0.54,0.81,1.46,1.42,1.46,0.83,1.07,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1958,0.63,0.64,0.68,0.81,0.67,1.64,0.81,0.75,0.71,1.5,0.72,0.55,0.66,1.41,1.42,1.58,0.71,1.02,0.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1959,0.55,0.9,0.58,0.94,0.89,1.02,0.61,0.69,0.45,1.15,0.64,0.41,0.49,1.2,0.99,1.01,0.49,0.9,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1960,0.57,1.08,0.71,1.5,1.51,1.35,0.94,0.76,0.55,1.33,0.64,0.52,0.61,1.43,1.21,1.54,0.47,1.08,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1961,0.69,1.12,0.65,2.26,1.57,1.61,0.83,0.75,0.59,1.16,0.7,0.43,0.57,1.34,1.23,1.59,0.54,0.78,0.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1962,0.59,0.92,0.61,3.04,1.45,0.9,0.8,0.45,0.38,0.94,0.6,0.39,0.43,0.74,0.7,1.67,0.34,0.75,0.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1963,0.77,1.37,0.65,4.4,1.58,1.44,1.05,0.64,0.69,1.22,0.99,0.49,0.74,1.12,1.56,2.41,0.53,1.12,0.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1964,0.86,1.03,0.54,3.04,1.27,1.35,0.95,0.63,0.59,1.02,0.65,0.33,0.52,0.72,1.11,1.94,0.45,0.9,0.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1965,0.83,1.42,0.59,4.63,1.64,1.86,1.21,0.79,0.72,1.98,0.94,0.54,0.75,1.26,1.72,2.45,0.48,1.03,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1966,0.76,1.37,0.47,3.77,1.68,1.91,1.21,0.52,0.81,2.16,0.89,0.46,0.83,1.56,1.4,2.36,0.52,1.3,0.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1967,0.69,1.06,0.29,2.92,1.39,1.58,1.42,0.39,0.97,1.7,0.9,0.45,0.73,1.44,1.1,2.1,0.52,1.07,0.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1968,0.4,0.91,0.26,3.88,0.87,1.22,1.38,0.23,0.72,1.1,0.93,0.38,0.56,1.56,1.15,1.68,0.31,0.79,0.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1969,0.42,0.79,0.26,3.36,1.29,1.8,1.55,0.32,0.66,1.44,0.84,0.34,0.54,1.38,1.14,1.7,0.28,0.77,0.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
