"","State","Tree","Tag","years","Ring_width"
"1144","CO","05H","ABLA-H-05H","1982",1.099
"1145","CO","05H","ABLA-H-05H","1981",0.8725
"1146","CO","05H","ABLA-H-05H","1980",0.8205
"1147","CO","05H","ABLA-H-05H","1979",1.0715
"1148","CO","05H","ABLA-H-05H","1978",1.1565
"1149","CO","05H","ABLA-H-05H","1977",1.1695
"1150","CO","05H","ABLA-H-05H","1976",1.368
"1151","CO","05H","ABLA-H-05H","1975",1.245
"1152","CO","05H","ABLA-H-05H","1974",1.2085
"1153","CO","05H","ABLA-H-05H","1973",0.9045
"1154","CO","05H","ABLA-H-05H","1972",1.0835
"1155","CO","05H","ABLA-H-05H","1971",1.3205
"1156","CO","05H","ABLA-H-05H","1970",1.821
"1157","CO","05H","ABLA-H-05H","1969",2.1905
"1158","CO","05H","ABLA-H-05H","1968",1.6855
"1159","CO","05H","ABLA-H-05H","1967",1.737
"1160","CO","05H","ABLA-H-05H","1966",2.073
"1161","CO","05H","ABLA-H-05H","1965",2.5255
"1162","CO","05H","ABLA-H-05H","1964",2.6625
"1163","CO","05H","ABLA-H-05H","1963",2.3995
"1164","CO","05H","ABLA-H-05H","1962",1.844
"1165","CO","05H","ABLA-H-05H","1961",1.642
"1166","CO","05H","ABLA-H-05H","1960",1.556
"1167","CO","05H","ABLA-H-05H","1959",1.3635
"1168","CO","05H","ABLA-H-05H","1958",1.748
"1169","CO","05H","ABLA-H-05H","1957",1.389
"1170","CO","05H","ABLA-H-05H","1956",1.544
"1171","CO","05H","ABLA-H-05H","1955",2.0605
"1172","CO","05H","ABLA-H-05H","1954",1.99
"1173","CO","05H","ABLA-H-05H","1953",1.883
"1174","CO","05H","ABLA-H-05H","1952",1.3455
"1175","CO","05H","ABLA-H-05H","1951",2.282
"1176","CO","05H","ABLA-H-05H","1950",1.7985
"1177","CO","05H","ABLA-H-05H","1949",1.5935
"1178","CO","05H","ABLA-H-05H","1948",1.402
"1179","CO","05H","ABLA-H-05H","1947",1.495
"1180","CO","05H","ABLA-H-05H","1946",1.425
"1181","CO","05H","ABLA-H-05H","1945",1.531
"1182","CO","05H","ABLA-H-05H","1944",1.1995
"1183","CO","05H","ABLA-H-05H","1943",1.048
"1184","CO","05H","ABLA-H-05H","1942",1.2355
"1185","CO","05H","ABLA-H-05H","1941",1.5455
"1186","CO","05H","ABLA-H-05H","1940",1.498
"1187","CO","05H","ABLA-H-05H","1939",1.5915
"1188","CO","05H","ABLA-H-05H","1938",1.3515
"1189","CO","05H","ABLA-H-05H","1937",1.162
"1190","CO","05H","ABLA-H-05H","1936",1.322
"1191","CO","05H","ABLA-H-05H","1935",1.4255
"1192","CO","05H","ABLA-H-05H","1934",1.49
"1193","CO","05H","ABLA-H-05H","1933",1.191
"1194","CO","05H","ABLA-H-05H","1932",0.9815
"1195","CO","05H","ABLA-H-05H","1931",1.1375
"1196","CO","05H","ABLA-H-05H","1930",1.0295
"1197","CO","05H","ABLA-H-05H","1929",0.935
"1198","CO","05H","ABLA-H-05H","1928",1.084
"1199","CO","05H","ABLA-H-05H","1927",1.2985
"1200","CO","05H","ABLA-H-05H","1926",1.287
"1201","CO","05H","ABLA-H-05H","1925",1.3765
"1202","CO","05H","ABLA-H-05H","1924",0.925
"1203","CO","05H","ABLA-H-05H","1923",0.875
"1204","CO","05H","ABLA-H-05H","1922",0.998
"1205","CO","05H","ABLA-H-05H","1921",1.037
"1206","CO","05H","ABLA-H-05H","1920",0.987
"1207","CO","05H","ABLA-H-05H","1919",1.1
"1208","CO","05H","ABLA-H-05H","1918",1.319
"1209","CO","05H","ABLA-H-05H","1917",1.282
"1210","CO","05H","ABLA-H-05H","1916",1.029
"1211","CO","05H","ABLA-H-05H","1915",1.072
"1212","CO","05H","ABLA-H-05H","1914",1.603
"1213","CO","05H","ABLA-H-05H","1913",NA
"1214","CO","05H","ABLA-H-05H","1912",NA
"1215","CO","05H","ABLA-H-05H","1911",NA
"1216","CO","05H","ABLA-H-05H","1910",NA
"1217","CO","05H","ABLA-H-05H","1909",NA
"1218","CO","05H","ABLA-H-05H","1908",NA
"1219","CO","05H","ABLA-H-05H","1907",NA
"1220","CO","05H","ABLA-H-05H","1906",NA
"1221","CO","05H","ABLA-H-05H","1905",NA
"1222","CO","05H","ABLA-H-05H","1904",NA
"1223","CO","05H","ABLA-H-05H","1903",NA
"1224","CO","05H","ABLA-H-05H","1902",NA
"1225","CO","05H","ABLA-H-05H","1901",NA
"1226","CO","05H","ABLA-H-05H","1900",NA
"1227","CO","05H","ABLA-H-05H","1899",NA
"1228","CO","05H","ABLA-H-05H","1898",NA
"1229","CO","05H","ABLA-H-05H","1897",NA
"1230","CO","05H","ABLA-H-05H","1896",NA
"1231","CO","05H","ABLA-H-05H","1895",NA
"1232","CO","05H","ABLA-H-05H","1894",NA
"1233","CO","05H","ABLA-H-05H","1893",NA
"1234","CO","05H","ABLA-H-05H","1892",NA
"1235","CO","05H","ABLA-H-05H","1891",NA
"1236","CO","05H","ABLA-H-05H","1890",NA
"1237","CO","05H","ABLA-H-05H","1889",NA
"1238","CO","05H","ABLA-H-05H","1888",NA
"1239","CO","05H","ABLA-H-05H","1887",NA
"1240","CO","05H","ABLA-H-05H","1886",NA
"1241","CO","05H","ABLA-H-05H","1885",NA
"1242","CO","05H","ABLA-H-05H","1884",NA
"1243","CO","05H","ABLA-H-05H","1883",NA
"1244","CO","05H","ABLA-H-05H","1882",NA
"1245","CO","05H","ABLA-H-05H","1881",NA
"1246","CO","05H","ABLA-H-05H","1880",NA
"1247","CO","05H","ABLA-H-05H","1879",NA
"1248","CO","05H","ABLA-H-05H","1878",NA
"1249","CO","05H","ABLA-H-05H","1877",NA
"1250","CO","05H","ABLA-H-05H","1876",NA
"1251","CO","05H","ABLA-H-05H","1875",NA
"1252","CO","05L","ABLA-H-05L","2013",0.258
"1253","CO","05L","ABLA-H-05L","2012",1.974
"1254","CO","05L","ABLA-H-05L","2011",1.817
"1255","CO","05L","ABLA-H-05L","2010",1.4855
"1256","CO","05L","ABLA-H-05L","2009",1.824
"1257","CO","05L","ABLA-H-05L","2008",1.981
"1258","CO","05L","ABLA-H-05L","2007",1.89
"1259","CO","05L","ABLA-H-05L","2006",1.655
"1260","CO","05L","ABLA-H-05L","2005",1.819
"1261","CO","05L","ABLA-H-05L","2004",1.506
"1262","CO","05L","ABLA-H-05L","2003",1.3755
"1263","CO","05L","ABLA-H-05L","2002",2.2535
"1264","CO","05L","ABLA-H-05L","2001",2.7935
"1265","CO","05L","ABLA-H-05L","2000",2.661
"1266","CO","05L","ABLA-H-05L","1999",2.358
"1267","CO","05L","ABLA-H-05L","1998",2.255
"1268","CO","05L","ABLA-H-05L","1997",1.752
"1269","CO","05L","ABLA-H-05L","1996",2.2925
"1270","CO","05L","ABLA-H-05L","1995",2.158
"1271","CO","05L","ABLA-H-05L","1994",1.9435
"1272","CO","05L","ABLA-H-05L","1993",1.8915
"1273","CO","05L","ABLA-H-05L","1992",2.1135
"1274","CO","05L","ABLA-H-05L","1991",2.156
"1275","CO","05L","ABLA-H-05L","1990",1.56
"1276","CO","05L","ABLA-H-05L","1989",1.8645
"1277","CO","05L","ABLA-H-05L","1988",2.079
"1278","CO","05L","ABLA-H-05L","1987",1.875
"1279","CO","05L","ABLA-H-05L","1986",2.424
"1280","CO","05L","ABLA-H-05L","1985",1.867
"1281","CO","05L","ABLA-H-05L","1984",2.0055
"1282","CO","05L","ABLA-H-05L","1983",1.957
"1283","CO","05L","ABLA-H-05L","1982",2.0565
"1284","CO","05L","ABLA-H-05L","1981",2.0065
"1285","CO","05L","ABLA-H-05L","1980",1.458
"1286","CO","05L","ABLA-H-05L","1979",1.681
"1287","CO","05L","ABLA-H-05L","1978",1.611
"1288","CO","05L","ABLA-H-05L","1977",2.044
"1289","CO","05L","ABLA-H-05L","1976",1.611
"1290","CO","05L","ABLA-H-05L","1975",1.486
"1291","CO","05L","ABLA-H-05L","1974",1.6255
"1292","CO","05L","ABLA-H-05L","1973",1.5325
"1293","CO","05L","ABLA-H-05L","1972",1.593
"1294","CO","05L","ABLA-H-05L","1971",1.1895
"1295","CO","05L","ABLA-H-05L","1970",2.131
"1296","CO","05L","ABLA-H-05L","1969",3.184
"1297","CO","05L","ABLA-H-05L","1968",2.5255
"1298","CO","05L","ABLA-H-05L","1967",1.742
"1299","CO","05L","ABLA-H-05L","1966",2.1635
"1300","CO","05L","ABLA-H-05L","1965",2.3915
"1301","CO","05L","ABLA-H-05L","1964",2.301
"1302","CO","05L","ABLA-H-05L","1963",2.0695
"1303","CO","05L","ABLA-H-05L","1962",1.493
"1304","CO","05L","ABLA-H-05L","1961",1.346
"1305","CO","05L","ABLA-H-05L","1960",0.961
"1306","CO","05L","ABLA-H-05L","1959",1.2505
"1307","CO","05L","ABLA-H-05L","1958",1.605
"1308","CO","05L","ABLA-H-05L","1957",1.194
"1309","CO","05L","ABLA-H-05L","1956",0.8515
"1310","CO","05L","ABLA-H-05L","1955",0.8065
"1311","CO","05L","ABLA-H-05L","1954",0.637
"1312","CO","05L","ABLA-H-05L","1953",0.943
"1313","CO","05L","ABLA-H-05L","1952",1.0945
"1314","CO","05L","ABLA-H-05L","1951",1.1415
"1315","CO","05L","ABLA-H-05L","1950",1.225
"1316","CO","05L","ABLA-H-05L","1949",1.046
"1317","CO","05L","ABLA-H-05L","1948",0.4815
"1318","CO","05L","ABLA-H-05L","1947",0.517
"1319","CO","05L","ABLA-H-05L","1946",0.534
"1320","CO","05L","ABLA-H-05L","1945",0.385
"1321","CO","05L","ABLA-H-05L","1944",0.343
"1322","CO","05L","ABLA-H-05L","1943",0.501
"1323","CO","05L","ABLA-H-05L","1942",0.626
"1324","CO","05L","ABLA-H-05L","1941",0.852
"1325","CO","05L","ABLA-H-05L","1940",0.628
"1326","CO","05L","ABLA-H-05L","1939",0.402
"1327","CO","05L","ABLA-H-05L","1938",0.334
"1328","CO","05L","ABLA-H-05L","1937",0.45
"1329","CO","05L","ABLA-H-05L","1936",0.485
"1330","CO","05L","ABLA-H-05L","1935",0.81
"1331","CO","05L","ABLA-H-05L","1934",0.595
"1332","CO","05L","ABLA-H-05L","1933",0.372
"1333","CO","05L","ABLA-H-05L","1932",1.532
"1334","CO","05L","ABLA-H-05L","1931",0.412
"1335","CO","05L","ABLA-H-05L","1930",NA
"1336","CO","05L","ABLA-H-05L","1929",NA
"1337","CO","05L","ABLA-H-05L","1928",NA
"1338","CO","05L","ABLA-H-05L","1927",NA
"1339","CO","05L","ABLA-H-05L","1926",NA
"1340","CO","05L","ABLA-H-05L","1925",NA
"1341","CO","05L","ABLA-H-05L","1924",NA
"1342","CO","05L","ABLA-H-05L","1923",NA
"1343","CO","05L","ABLA-H-05L","1922",NA
"1344","CO","05L","ABLA-H-05L","1921",NA
"1345","CO","05L","ABLA-H-05L","1920",NA
"1346","CO","05L","ABLA-H-05L","1919",NA
"1347","CO","05L","ABLA-H-05L","1918",NA
"1348","CO","05L","ABLA-H-05L","1917",NA
"1349","CO","05L","ABLA-H-05L","1916",NA
"1350","CO","05L","ABLA-H-05L","1915",NA
"1351","CO","05L","ABLA-H-05L","1914",NA
"1352","CO","05L","ABLA-H-05L","1913",NA
"1353","CO","05L","ABLA-H-05L","1912",NA
"1354","CO","05L","ABLA-H-05L","1911",NA
"1355","CO","05L","ABLA-H-05L","1910",NA
"1356","CO","05L","ABLA-H-05L","1909",NA
"1357","CO","05L","ABLA-H-05L","1908",NA
"1358","CO","05L","ABLA-H-05L","1907",NA
"1359","CO","05L","ABLA-H-05L","1906",NA
"1360","CO","05L","ABLA-H-05L","1905",NA
"1361","CO","05L","ABLA-H-05L","1904",NA
"1362","CO","05L","ABLA-H-05L","1903",NA
"1363","CO","05L","ABLA-H-05L","1902",NA
"1364","CO","05L","ABLA-H-05L","1901",NA
"1365","CO","05L","ABLA-H-05L","1900",NA
"1366","CO","05L","ABLA-H-05L","1899",NA
"1367","CO","05L","ABLA-H-05L","1898",NA
"1368","CO","05L","ABLA-H-05L","1897",NA
"1369","CO","05L","ABLA-H-05L","1896",NA
"1370","CO","05L","ABLA-H-05L","1895",NA
"1371","CO","05L","ABLA-H-05L","1894",NA
"1372","CO","05L","ABLA-H-05L","1893",NA
"1373","CO","05L","ABLA-H-05L","1892",NA
"1374","CO","05L","ABLA-H-05L","1891",NA
"1375","CO","05L","ABLA-H-05L","1890",NA
"1376","CO","05L","ABLA-H-05L","1889",NA
"1377","CO","05L","ABLA-H-05L","1888",NA
"1378","CO","05L","ABLA-H-05L","1887",NA
"1379","CO","05L","ABLA-H-05L","1886",NA
"1380","CO","05L","ABLA-H-05L","1885",NA
"1381","CO","05L","ABLA-H-05L","1884",NA
"1382","CO","05L","ABLA-H-05L","1883",NA
"1383","CO","05L","ABLA-H-05L","1882",NA
"1384","CO","05L","ABLA-H-05L","1881",NA
"1385","CO","05L","ABLA-H-05L","1880",NA
"1386","CO","05L","ABLA-H-05L","1879",NA
"1387","CO","05L","ABLA-H-05L","1878",NA
"1388","CO","05L","ABLA-H-05L","1877",NA
"1389","CO","05L","ABLA-H-05L","1876",NA
"1390","CO","05L","ABLA-H-05L","1875",NA
"1391","CO","06H","ABLA-H-06H","2013",0.127
"1392","CO","06H","ABLA-H-06H","2012",0.754
"1393","CO","06H","ABLA-H-06H","2011",0.871666667
"1394","CO","06H","ABLA-H-06H","2010",0.775666667
"1395","CO","06H","ABLA-H-06H","2009",1.082
"1396","CO","06H","ABLA-H-06H","2008",0.756
"1397","CO","06H","ABLA-H-06H","2007",0.769333333
"1398","CO","06H","ABLA-H-06H","2006",0.610333333
"1399","CO","06H","ABLA-H-06H","2005",0.8
"1400","CO","06H","ABLA-H-06H","2004",0.667666667
"1401","CO","06H","ABLA-H-06H","2003",0.715333333
"1402","CO","06H","ABLA-H-06H","2002",0.496666667
"1403","CO","06H","ABLA-H-06H","2001",0.940666667
"1404","CO","06H","ABLA-H-06H","2000",0.897666667
"1405","CO","06H","ABLA-H-06H","1999",0.912333333
"1406","CO","06H","ABLA-H-06H","1998",1.019666667
"1407","CO","06H","ABLA-H-06H","1997",0.903
"1408","CO","06H","ABLA-H-06H","1996",0.991666667
"1409","CO","06H","ABLA-H-06H","1995",0.765333333
"1410","CO","06H","ABLA-H-06H","1994",0.762666667
"1411","CO","06H","ABLA-H-06H","1993",0.800333333
"1412","CO","06H","ABLA-H-06H","1992",1.027666667
"1413","CO","06H","ABLA-H-06H","1991",0.953666667
"1414","CO","06H","ABLA-H-06H","1990",0.833
"1415","CO","06H","ABLA-H-06H","1989",0.96
"1416","CO","06H","ABLA-H-06H","1988",0.997333333
"1417","CO","06H","ABLA-H-06H","1987",0.97
"1418","CO","06H","ABLA-H-06H","1986",1.019333333
"1419","CO","06H","ABLA-H-06H","1985",0.956666667
"1420","CO","06H","ABLA-H-06H","1984",0.894333333
"1421","CO","06H","ABLA-H-06H","1983",0.949333333
"1422","CO","06H","ABLA-H-06H","1982",1.038666667
"1423","CO","06H","ABLA-H-06H","1981",0.996666667
"1424","CO","06H","ABLA-H-06H","1980",0.887666667
"1425","CO","06H","ABLA-H-06H","1979",0.926666667
"1426","CO","06H","ABLA-H-06H","1978",1.072333333
"1427","CO","06H","ABLA-H-06H","1977",1.025
"1428","CO","06H","ABLA-H-06H","1976",1.163666667
"1429","CO","06H","ABLA-H-06H","1975",1.023666667
"1430","CO","06H","ABLA-H-06H","1974",1.023666667
"1431","CO","06H","ABLA-H-06H","1973",0.883666667
"1432","CO","06H","ABLA-H-06H","1972",1.099
"1433","CO","06H","ABLA-H-06H","1971",1.071
"1434","CO","06H","ABLA-H-06H","1970",1.488333333
"1435","CO","06H","ABLA-H-06H","1969",1.840666667
"1436","CO","06H","ABLA-H-06H","1968",1.709
"1437","CO","06H","ABLA-H-06H","1967",1.766333333
"1438","CO","06H","ABLA-H-06H","1966",2.506333333
"1439","CO","06H","ABLA-H-06H","1965",1.323
"1440","CO","06H","ABLA-H-06H","1964",1.512
"1441","CO","06H","ABLA-H-06H","1963",1.62
"1442","CO","06H","ABLA-H-06H","1962",1.592
"1443","CO","06H","ABLA-H-06H","1961",1.505
"1444","CO","06H","ABLA-H-06H","1960",1.567666667
"1445","CO","06H","ABLA-H-06H","1959",1.466666667
"1446","CO","06H","ABLA-H-06H","1958",1.393333333
"1447","CO","06H","ABLA-H-06H","1957",1.283333333
"1448","CO","06H","ABLA-H-06H","1956",1.383
"1449","CO","06H","ABLA-H-06H","1955",1.511
"1450","CO","06H","ABLA-H-06H","1954",1.572
"1451","CO","06H","ABLA-H-06H","1953",1.591333333
"1452","CO","06H","ABLA-H-06H","1952",1.519333333
"1453","CO","06H","ABLA-H-06H","1951",1.215333333
"1454","CO","06H","ABLA-H-06H","1950",1.327666667
"1455","CO","06H","ABLA-H-06H","1949",1.437333333
"1456","CO","06H","ABLA-H-06H","1948",1.284333333
"1457","CO","06H","ABLA-H-06H","1947",1.180666667
"1458","CO","06H","ABLA-H-06H","1946",1.115666667
"1459","CO","06H","ABLA-H-06H","1945",1.198666667
"1460","CO","06H","ABLA-H-06H","1944",1.055666667
"1461","CO","06H","ABLA-H-06H","1943",1.140666667
"1462","CO","06H","ABLA-H-06H","1942",1.351666667
"1463","CO","06H","ABLA-H-06H","1941",1.46
"1464","CO","06H","ABLA-H-06H","1940",1.199333333
"1465","CO","06H","ABLA-H-06H","1939",1.186333333
"1466","CO","06H","ABLA-H-06H","1938",1.316666667
"1467","CO","06H","ABLA-H-06H","1937",1.305666667
"1468","CO","06H","ABLA-H-06H","1936",1.283333333
"1469","CO","06H","ABLA-H-06H","1935",1.401333333
"1470","CO","06H","ABLA-H-06H","1934",1.325666667
"1471","CO","06H","ABLA-H-06H","1933",1.121333333
"1472","CO","06H","ABLA-H-06H","1932",1.063666667
"1473","CO","06H","ABLA-H-06H","1931",1.250333333
"1474","CO","06H","ABLA-H-06H","1930",1.166333333
"1475","CO","06H","ABLA-H-06H","1929",1.228666667
"1476","CO","06H","ABLA-H-06H","1928",1.319
"1477","CO","06H","ABLA-H-06H","1927",1.362666667
"1478","CO","06H","ABLA-H-06H","1926",1.386666667
"1479","CO","06H","ABLA-H-06H","1925",1.515666667
"1480","CO","06H","ABLA-H-06H","1924",1.203
"1481","CO","06H","ABLA-H-06H","1923",1.193
"1482","CO","06H","ABLA-H-06H","1922",1.037
"1483","CO","06H","ABLA-H-06H","1921",1.088
"1484","CO","06H","ABLA-H-06H","1920",1.326
"1485","CO","06H","ABLA-H-06H","1919",1.2145
"1486","CO","06H","ABLA-H-06H","1918",0.836
"1487","CO","06H","ABLA-H-06H","1917",0.8465
"1488","CO","06H","ABLA-H-06H","1916",1.287
"1489","CO","06H","ABLA-H-06H","1915",1.184
"1490","CO","06H","ABLA-H-06H","1914",1.356
"1491","CO","06H","ABLA-H-06H","1913",1.628
"1492","CO","06H","ABLA-H-06H","1912",1.7065
"1493","CO","06H","ABLA-H-06H","1911",1.6805
"1494","CO","06H","ABLA-H-06H","1910",1.5855
"1495","CO","06H","ABLA-H-06H","1909",1.6855
"1496","CO","06H","ABLA-H-06H","1908",1.767
"1497","CO","06H","ABLA-H-06H","1907",2.124
"1498","CO","06H","ABLA-H-06H","1906",1.839
"1499","CO","06H","ABLA-H-06H","1905",1.6915
"1500","CO","06H","ABLA-H-06H","1904",1.5695
"1501","CO","06H","ABLA-H-06H","1903",1.4125
"1502","CO","06H","ABLA-H-06H","1902",1.4145
"1503","CO","06H","ABLA-H-06H","1901",1.47
"1504","CO","06H","ABLA-H-06H","1900",1.385
"1505","CO","06H","ABLA-H-06H","1899",1.576
"1506","CO","06H","ABLA-H-06H","1898",1.2665
"1507","CO","06H","ABLA-H-06H","1897",1.4065
"1508","CO","06H","ABLA-H-06H","1896",1.139
"1509","CO","06H","ABLA-H-06H","1895",1.565
"1510","CO","06H","ABLA-H-06H","1894",0.916
"1511","CO","06H","ABLA-H-06H","1893",0.611
"1512","CO","06H","ABLA-H-06H","1892",1.183
"1513","CO","06H","ABLA-H-06H","1891",1.165
"1514","CO","06H","ABLA-H-06H","1890",1.273
"1515","CO","06H","ABLA-H-06H","1889",1.378
"1516","CO","06H","ABLA-H-06H","1888",1.39
"1517","CO","06H","ABLA-H-06H","1887",1.784
"1518","CO","06H","ABLA-H-06H","1886",2.044
"1519","CO","06H","ABLA-H-06H","1885",NA
"1520","CO","06H","ABLA-H-06H","1884",NA
"1521","CO","06H","ABLA-H-06H","1883",NA
"1522","CO","06H","ABLA-H-06H","1882",NA
"1523","CO","06H","ABLA-H-06H","1881",NA
"1524","CO","06H","ABLA-H-06H","1880",NA
"1525","CO","06H","ABLA-H-06H","1879",NA
"1526","CO","06H","ABLA-H-06H","1878",NA
"1527","CO","06H","ABLA-H-06H","1877",NA
"1528","CO","06H","ABLA-H-06H","1876",NA
"1529","CO","06H","ABLA-H-06H","1875",NA
"1530","CO","06L","ABLA-H-06L","2013",0.1725
"1531","CO","06L","ABLA-H-06L","2012",1.31
"1532","CO","06L","ABLA-H-06L","2011",1.027
"1533","CO","06L","ABLA-H-06L","2010",1.2745
"1534","CO","06L","ABLA-H-06L","2009",1.261
"1535","CO","06L","ABLA-H-06L","2008",0.8285
"1536","CO","06L","ABLA-H-06L","2007",0.7045
"1537","CO","06L","ABLA-H-06L","2006",0.651
"1538","CO","06L","ABLA-H-06L","2005",0.7545
"1539","CO","06L","ABLA-H-06L","2004",0.589
"1540","CO","06L","ABLA-H-06L","2003",0.7745
"1541","CO","06L","ABLA-H-06L","2002",0.769
"1542","CO","06L","ABLA-H-06L","2001",0.7295
"1543","CO","06L","ABLA-H-06L","2000",0.717
"1544","CO","06L","ABLA-H-06L","1999",0.5785
"1545","CO","06L","ABLA-H-06L","1998",0.6255
"1546","CO","06L","ABLA-H-06L","1997",0.5935
"1547","CO","06L","ABLA-H-06L","1996",0.681
"1548","CO","06L","ABLA-H-06L","1995",0.598
"1549","CO","06L","ABLA-H-06L","1994",0.6945
"1550","CO","06L","ABLA-H-06L","1993",0.687
"1551","CO","06L","ABLA-H-06L","1992",0.8795
"1552","CO","06L","ABLA-H-06L","1991",0.8235
"1553","CO","06L","ABLA-H-06L","1990",0.6455
"1554","CO","06L","ABLA-H-06L","1989",0.87
"1555","CO","06L","ABLA-H-06L","1988",0.8535
"1556","CO","06L","ABLA-H-06L","1987",0.78
"1557","CO","06L","ABLA-H-06L","1986",0.7295
"1558","CO","06L","ABLA-H-06L","1985",0.7635
"1559","CO","06L","ABLA-H-06L","1984",0.7325
"1560","CO","06L","ABLA-H-06L","1983",0.7335
"1561","CO","06L","ABLA-H-06L","1982",0.885
"1562","CO","06L","ABLA-H-06L","1981",0.707
"1563","CO","06L","ABLA-H-06L","1980",0.434
"1564","CO","06L","ABLA-H-06L","1979",0.696
"1565","CO","06L","ABLA-H-06L","1978",0.6875
"1566","CO","06L","ABLA-H-06L","1977",0.6075
"1567","CO","06L","ABLA-H-06L","1976",0.6965
"1568","CO","06L","ABLA-H-06L","1975",0.3575
"1569","CO","06L","ABLA-H-06L","1974",0.4915
"1570","CO","06L","ABLA-H-06L","1973",0.3945
"1571","CO","06L","ABLA-H-06L","1972",0.4175
"1572","CO","06L","ABLA-H-06L","1971",0.507
"1573","CO","06L","ABLA-H-06L","1970",0.832
"1574","CO","06L","ABLA-H-06L","1969",1.148
"1575","CO","06L","ABLA-H-06L","1968",1.2325
"1576","CO","06L","ABLA-H-06L","1967",1.5835
"1577","CO","06L","ABLA-H-06L","1966",1.717
"1578","CO","06L","ABLA-H-06L","1965",1.1125
"1579","CO","06L","ABLA-H-06L","1964",1.009
"1580","CO","06L","ABLA-H-06L","1963",0.9375
"1581","CO","06L","ABLA-H-06L","1962",0.9085
"1582","CO","06L","ABLA-H-06L","1961",0.8165
"1583","CO","06L","ABLA-H-06L","1960",0.9045
"1584","CO","06L","ABLA-H-06L","1959",0.8905
"1585","CO","06L","ABLA-H-06L","1958",0.819
"1586","CO","06L","ABLA-H-06L","1957",0.6465
"1587","CO","06L","ABLA-H-06L","1956",0.7625
"1588","CO","06L","ABLA-H-06L","1955",1.052
"1589","CO","06L","ABLA-H-06L","1954",0.99
"1590","CO","06L","ABLA-H-06L","1953",0.895
"1591","CO","06L","ABLA-H-06L","1952",0.5655
"1592","CO","06L","ABLA-H-06L","1951",1.0525
"1593","CO","06L","ABLA-H-06L","1950",1.0655
"1594","CO","06L","ABLA-H-06L","1949",1.1185
"1595","CO","06L","ABLA-H-06L","1948",1.1315
"1596","CO","06L","ABLA-H-06L","1947",1.143
"1597","CO","06L","ABLA-H-06L","1946",0.967
"1598","CO","06L","ABLA-H-06L","1945",0.94
"1599","CO","06L","ABLA-H-06L","1944",0.834
"1600","CO","06L","ABLA-H-06L","1943",0.9155
"1601","CO","06L","ABLA-H-06L","1942",1.0205
"1602","CO","06L","ABLA-H-06L","1941",0.9825
"1603","CO","06L","ABLA-H-06L","1940",1.3035
"1604","CO","06L","ABLA-H-06L","1939",1.2635
"1605","CO","06L","ABLA-H-06L","1938",0.9645
"1606","CO","06L","ABLA-H-06L","1937",0.952
"1607","CO","06L","ABLA-H-06L","1936",0.984
"1608","CO","06L","ABLA-H-06L","1935",1.147
"1609","CO","06L","ABLA-H-06L","1934",1.1825
"1610","CO","06L","ABLA-H-06L","1933",1.132
"1611","CO","06L","ABLA-H-06L","1932",0.9475
"1612","CO","06L","ABLA-H-06L","1931",1.1585
"1613","CO","06L","ABLA-H-06L","1930",1.309
"1614","CO","06L","ABLA-H-06L","1929",1.2635
"1615","CO","06L","ABLA-H-06L","1928",1.348
"1616","CO","06L","ABLA-H-06L","1927",0.9595
"1617","CO","06L","ABLA-H-06L","1926",1.148
"1618","CO","06L","ABLA-H-06L","1925",1.1815
"1619","CO","06L","ABLA-H-06L","1924",1.0475
"1620","CO","06L","ABLA-H-06L","1923",0.8545
"1621","CO","06L","ABLA-H-06L","1922",0.8335
"1622","CO","06L","ABLA-H-06L","1921",0.78
"1623","CO","06L","ABLA-H-06L","1920",0.621
"1624","CO","06L","ABLA-H-06L","1919",0.7225
"1625","CO","06L","ABLA-H-06L","1918",0.6275
"1626","CO","06L","ABLA-H-06L","1917",0.715
"1627","CO","06L","ABLA-H-06L","1916",0.5915
"1628","CO","06L","ABLA-H-06L","1915",0.7265
"1629","CO","06L","ABLA-H-06L","1914",0.871
"1630","CO","06L","ABLA-H-06L","1913",1.115
"1631","CO","06L","ABLA-H-06L","1912",1.158
"1632","CO","06L","ABLA-H-06L","1911",1.134
"1633","CO","06L","ABLA-H-06L","1910",1.1245
"1634","CO","06L","ABLA-H-06L","1909",0.627
"1635","CO","06L","ABLA-H-06L","1908",0.884
"1636","CO","06L","ABLA-H-06L","1907",0.9695
"1637","CO","06L","ABLA-H-06L","1906",0.862
"1638","CO","06L","ABLA-H-06L","1905",0.884
"1639","CO","06L","ABLA-H-06L","1904",1.0915
"1640","CO","06L","ABLA-H-06L","1903",1.193
"1641","CO","06L","ABLA-H-06L","1902",0.8725
"1642","CO","06L","ABLA-H-06L","1901",1.0915
"1643","CO","06L","ABLA-H-06L","1900",1.263
"1644","CO","06L","ABLA-H-06L","1899",1.1485
"1645","CO","06L","ABLA-H-06L","1898",1.445
"1646","CO","06L","ABLA-H-06L","1897",1.316
"1647","CO","06L","ABLA-H-06L","1896",1.074
"1648","CO","06L","ABLA-H-06L","1895",1.2165
"1649","CO","06L","ABLA-H-06L","1894",1.2895
"1650","CO","06L","ABLA-H-06L","1893",0.805
"1651","CO","06L","ABLA-H-06L","1892",0.828
"1652","CO","06L","ABLA-H-06L","1891",1.0035
"1653","CO","06L","ABLA-H-06L","1890",0.8795
"1654","CO","06L","ABLA-H-06L","1889",0.789
