,X,State,Species,Band,Pair,Comp,Tag,Lat,Long,Elev,Aspect,Slope,DBH,Bark,BAF,PIPO_L,PIPO_R,PIPO_G,POTR_L,POTR_R,POTR_G,PIEN_L,PIEN_R,PIEN_G,PSME_L,PSME_R,PSME_G,ABLA_L,ABLA_R,ABLA_G,PIED_L,PIED_R,PIED_G,QUGA_L,QUGA_R,QUGA_G,Jun_sp_L,Jun_sp_R,Jun_sp_G,BA_tot,BA_sameL,BA_sameLR,BA_sameRG,BA_same_all,BA_otherL,BA_otherLR,BA_otherRG,BA_other_all,BA_totL,BA_totR,BA_totG,PIPO_5,PIPO_5d,POTR_5,POTR_5d,PIEN_5,PIEN_5d,ABLA_5,ABLA_5d,PSME_5,PSME_5d,PIED_5,PIED_5d,QUGA_5,PIPU_5,PIPU_5d,Jun_sp_5,Jun_sp_5d,in5_tot,in5_L,in5_same,in5_sameL,in5_other,in5_otherL,N_Cr,p_bot.of.canopy.,p_top.of.canopy.,p_base.ref.,dist,three_cams,Notes,pic_N,pic_S,PIPO_r1,PIPO_r2,PIPO_r3,PIPO_r4,PIPO_reg_dead,POTR_r1,POTR_r2,POTR_r3,POTR_r4,POTR_reg_dead,PSME_r1,PSME_r2,PSME_r3,PSME_r4,PSME_rdead,ABLA_r1,ABLA_r2,ABLA_r3,ABLA_r4,ABLA_rt,ABLA_rdead,PIEN_r1,PIEN_r2,PIEN_r3,PIEN_r4,PIEN_rt,PIEN_rdead,PIED_R1,PIED_r2,PIED_r3,PIED_r4,PIED_rdead,Jun_spR1,Jun_spr2,Jun_spr3,Jun_spr4,Jun_sprdead,other,PairUn,ACF,Height,BA_totLR,DBHsc,BA_totLRsc,N_Crsc,in5_totsc,ACFsc,BAI10yr,BAI10yrtot,BAI10yrmax,BAI10yrmin,BAI10yrsd,BAI10yrCV
32,122,CO,PIPO,L,4,L,PIPO-L-4L,37.41553,108.33155,2307,SSW,5,37.3,4.2,10,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,80,60,60,10,70,10,10,0,10,70,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,20,53.5,1.8,26,,,414,415,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,L4,0.647969052,13.442,70,-1.159711036,-0.37841933,-1.289386771,-0.966233243,0.185068718,672.2407323,6722.407323,1086.356519,409.3931124,251.6542757,0.374351424
33,123,CO,PIPO,L,5,H,PIPO-L-5H,37.41538,108.31711,2336,W,2,46.9,3.7,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,0,120,0,0,0,0,120,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,4,51.1,72.9,-1,34,,,416,417,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,L5,0.294993234,25.126,120,-0.196446928,0.693210631,0.544407748,-0.13057206,-1.964653418,324.9539703,3249.539703,527.6742195,119.0658589,103.9597667,0.319921516
34,124,CO,PIPO,L,5,L,PIPO-L-5L,37.41556,108.31698,2336,SW,2,52.1,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,20,20,0,20,5,5,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,4,4,0,0,4,4,0,11.3,75.4,-5,23,,6 SCRUB OAK,418,419,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,L5,0.797263682,18.492,25,0.32532113,-1.342886294,-1.289386771,-0.13057206,1.094315054,2302.972501,23029.72501,3147.648981,1722.383718,497.5899847,0.216064232
35,125,CO,PIPO,L,6,H,PIPO-L-6H,37.39441,108.30241,2264,SSE,3,44.2,3.8,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,70,50,50,0,50,20,20,0,20,70,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,5,3,3,2,2,4,7.3,37.8,-6.9,36,,pirvate in subdivision,420,421,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,L6,0.682326622,16.092,70,-0.467364959,-0.37841933,0.544407748,0.147981668,0.394315993,607.4709776,6074.709776,907.2799198,272.5214799,193.9898472,0.319340107
36,126,CO,PIPO,L,6,L,PIPO-L-6L,37.39445,108.30246,2256,SSE,2,43.4,2.4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,55,45,45,0,45,10,10,0,10,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,6.1,57,-5,30,,pirvate in subdivision,422,423,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,1,0,0,NA,NA,L6,0.820967742,18.6,55,-0.547636968,-0.699908318,-0.830938141,-0.966233243,1.238679457,995.589642,9955.89642,1432.003389,703.0204008,233.4187981,0.234452819
37,127,CO,PIPO,L,7,H,PIPO-L-7H,37.39498,108.3022,2266,SSE,3,43.8,3.5,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,130,120,120,0,120,10,10,0,10,130,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,7,6,6,1,1,5,61.6,92.3,-6.6,20,,pirvate in subdivision,424,425,0,0,0,0,4,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,0,0,0,NA,0,0,1,0,NA,NA,L7,0.31041456,19.78,130,-0.507500963,0.907536623,1.002856377,0.705089123,-1.870733199,590.8353537,5908.353537,1016.240248,234.4535726,232.895224,0.394179567
38,128,CO,PIPO,L,7,L,PIPO-L-7L,37.39492,108.30246,2259,S,2,47.9,4.7,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,40,20,20,0,20,20,20,0,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2,2,1,10.4,91.3,-1.6,18,,pirvate in subdivision,426,427,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,4,NA,0,0,0,0,NA,NA,L7,0.870828848,16.722,40,-0.096106917,-1.021397306,-0.830938141,-0.687679515,1.542347636,1017.032402,10170.32402,1463.690193,519.1461825,320.739251,0.31536778
39,129,CO,PIPO,L,8,H,PIPO-L-8H,37.39215,108.30974,2246,SW,15,40.8,3.5,5,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,80,45,45,5,50,25,25,5,30,70,0,10,2,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,7,5,3,2,4,3,3,12.3,86,-16.7,15,,private on burl guy's land,428,429,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,3,3,3,0,0,0,0,NA,NA,L8,0.717624148,15.405,70,-0.808520997,-0.37841933,0.085959118,0.705089123,0.609287867,388.5946877,3885.946877,783.1085165,174.4343183,184.2808611,0.47422383
40,130,CO,PIPO,L,8,L,PIPO-L-8L,37.3924,108.30983,2240,SW,10,46.5,3.5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,30,10,10,0,10,20,20,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,-3.4,40,-14,30,,private on burl guy's land,430,431,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,2,1,0,1,NA,1,1,0,0,NA,NA,L8,0.803703704,16.2,30,-0.236582933,-1.235723298,-0.830938141,-0.966233243,1.133536603,1433.603077,14336.03077,2227.962545,507.4646783,549.1337213,0.383044463
41,131,CO,PIPO,L,9,H,PIPO-L-9H,37.39235,108.30912,2250,SSE,3,33.8,3,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,80,70,70,0,70,10,10,0,10,80,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,6,5,5,1,1,4,25.2,69.7,-5.7,20,,private on burl guy's land,432,433,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,2,3,0,NA,0,1,1,0,NA,NA,L9,0.590185676,15.08,80,-1.510901076,-0.164093338,0.544407748,0.426535396,-0.166848314,511.2603845,5112.603845,659.345682,358.527237,114.0495436,0.223075261
42,132,CO,PIPO,L,9,L,PIPO-L-9L,37.39223,108.30914,2249,S,2,37.5,2.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,55,30,30,0,30,25,25,0,25,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,5,5,0,0,5,5,2,13.7,71,-2.1,18,,private on burl guy's land,434,435,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,2,1,0,NA,0,1,0,1,NA,NA,L9,0.783857729,13.158,55,-1.139643034,-0.699908318,-0.372489512,0.147981668,1.012669029,637.6691118,6376.691118,836.167661,416.6571225,150.7962089,0.236480341
45,136,CO,PIPO,M,1,H,PIPO-M-01H,37.44,108.27736,2483,WSW,7,57.3,3.5,5,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,135,135,0,135,0,0,5,5,135,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,0,5,47.6,109,-0.8,26,y,,NA,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,M1,0.559198543,28.548,135,0.847089189,1.014699619,1.002856377,0.426535396,-0.355568684,1876.503896,18765.03896,2660.784248,1041.625244,512.93116,0.273344042
46,135,CO,PIPO,M,1,L,PIPO-M-01L,37.44002,108.27715,2484,WSW,10,53.8,5,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,0,120,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31.1,71.9,1.1,42,y,,NA,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,M1,0.576271186,29.736,120,0.495899149,0.693210631,-0.372489512,-1.244786971,-0.251591476,1349.852843,13498.52843,1640.017758,992.3450086,209.1450576,0.154939154
63,153,CO,PIPO,M,10,H,PIPO-M-10H,37.42549,108.28567,2431,WSW,8,33.4,3,10,27,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,270,270,20,290,0,0,0,0,270,0,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,0,0,7,74.8,95.5,-0.9,22,n,,NA,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,M10,0.21473029,21.208,270,-1.55103708,3.908100512,1.919753636,2.376411489,-2.453477348,831.4851675,8314.851675,1107.150357,604.3760329,169.7648177,0.204170591
64,154,CO,PIPO,M,10,L,PIPO-M-10L,37.42528,108.28574,2425,WSW,10,36.8,3.3,10,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,90,90,20,110,0,0,0,0,90,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7,63.1,-12.4,22,n,,NA,NA,0,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,M10,0.574834437,16.61,90,-1.209881042,0.050232654,-1.289386771,-1.244786971,-0.260341684,445.0063481,4450.063481,643.0442177,275.3739227,115.3429701,0.259193988
47,138,CO,PIPO,M,2,H,PIPO-M-2H,37.439067,108.27669,2495,S,7,47,4.6,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,0,130,0,0,0,0,130,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0,0,4,63.4,107,2.9,26,y,,NA,NA,0,0,4,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,M2,0.41882805,27.066,130,-0.186412927,0.907536623,0.544407748,0.147981668,-1.210464516,1196.659468,11966.59468,1602.681911,818.2554526,238.8393241,0.19958838
48,137,CO,PIPO,M,2,L,PIPO-M-2L,37.43943,108.27662,2485,S,5,51,4.5,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,105,105,0,105,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31.5,85,2.5,27,y,,NA,NA,0,4,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,M2,0.648484848,22.275,105,0.214947118,0.371721642,-0.830938141,-1.244786971,0.188210062,1237.268522,12372.68522,1584.398261,888.8422361,252.842928,0.204355743
49,139,CO,PIPO,M,3,H,PIPO-M-3H,37.44008,108.27596,2497,S,10,41.2,3.8,5,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,135,145,10,145,0,0,0,0,135,10,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,9,8,0,0,4,45.5,80.7,5.2,31,y,,NA,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,M3,0.466225166,23.405,145,-0.768384992,1.229025611,0.544407748,1.262196579,-0.921802734,659.7687408,6597.687408,840.3533337,457.7642427,121.3190457,0.183881167
50,140,CO,PIPO,M,3,L,PIPO-M-3L,37.44014,108.27583,2498,S,7,43.5,3.3,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,115,115,0,115,0,0,0,0,115,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,1,44.2,78.5,8.3,31,y,,NA,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,M3,0.488603989,21.762,115,-0.537602967,0.586047635,-0.830938141,-0.687679515,-0.785509399,552.96537,5529.6537,758.9381433,294.7188112,144.7090761,0.261696453
51,142,CO,PIPO,M,4,H,PIPO-M-4H,37.43925,108.27466,2496,SSW,5,43.9,3.3,5,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,105,105,10,115,0,0,0,0,105,0,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,10,8,0,0,3,39.9,67.8,-16.6,29,y,,NA,NA,0,0,0,0,"4,",0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,M4,0.33056872,24.476,105,-0.497466962,0.371721642,0.085959118,1.540750306,-1.747988688,698.9144969,6989.144969,1040.78529,366.6316664,237.3608969,0.339613641
52,141,CO,PIPO,M,4,L,PIPO-M-4L,37.43881,108.27474,2489,SW,11,43.5,4.3,5,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,65,65,0,65,5,5,0,5,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,7.7,65.7,-15.3,27,y,,NA,NA,0,3,3,0,NA,4,2,3,0,"3,",0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,1,0,NA,NA,M4,0.716049383,21.87,70,-0.537602967,-0.37841933,-0.830938141,-0.966233243,0.599697103,1558.552852,15585.52852,1905.965101,1141.332694,250.1615415,0.16050886
53,143,CO,PIPO,M,5,H,PIPO-M-5H,37.4394,108.2761,2490,S,7,52.8,3.2,5,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,140,145,10,150,0,0,0,0,140,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,0,4,31.5,88,-7.5,30,y,in logging unit but saved,NA,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,M5,0.591623037,28.65,145,0.395559138,1.229025611,0.544407748,0.426535396,-0.158094385,1177.871483,11778.71483,1437.295729,950.2258016,183.6665854,0.155930921
54,144,CO,PIPO,M,5,L,PIPO-M-5L,37.43927,108.27594,2489,S,10,59,5.3,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,80,0,80,0,0,0,0,80,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0,0,0,41.1,103,8.6,30,y,in logging unit but saved,NA,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,M5,0.655720339,28.32,80,1.017667208,-0.164093338,-1.289386771,0.147981668,0.232276237,1268.205906,12682.05906,1589.459485,1032.149846,149.0433002,0.117522951
55,145,CO,PIPO,M,6,H,PIPO-M-6H,37.43092,108.28442,2457,SW,5,42.5,3.5,5,28,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,140,140,10,150,0,0,0,0,140,0,10,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,9,7,0,0,5,42,66.7,-11.1,26,n,in logging unit but saved,NA,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,M6,0.31748072,20.228,140,-0.637942978,1.121862615,1.002856377,1.262196579,-1.827698297,1008.272616,10082.72616,1342.651595,515.3211104,254.8811072,0.252789874
56,146,CO,PIPO,M,6,L,PIPO-M-6L,37.43105,108.28455,2458,SW,5,49.2,4.1,5,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,125,125,5,130,0,0,0,0,125,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,47,78.3,-2.1,23,n,in logging unit but saved,NA,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,1,0,NA,0,0,0,0,NA,NA,M6,0.389303483,18.492,125,0.034335098,0.800373627,0.085959118,-0.966233243,-1.390277445,849.704567,8497.04567,1307.127162,595.8235888,216.2387279,0.254486955
57,147,CO,PIPO,M,7,H,PIPO-M-7H,37.42987,108.28416,2440,S,13,45.4,3.3,10,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,190,190,10,200,0,0,0,0,190,0,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,5,0,0,5,27.8,57.8,-13.9,31,n,in logging unit but saved,NA,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,M7,0.418410042,22.227,190,-0.346956945,2.193492575,1.002856377,0.426535396,-1.213010303,1189.486989,11894.86989,1486.670406,860.2638086,233.7778296,0.196536685
58,148,CO,PIPO,M,7,L,PIPO-M-7L,37.42991,108.28429,2446,S,13,51.7,3.6,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,80,0,80,0,0,0,0,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,31.7,89,-9.4,25,y,in logging unit but saved,NA,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,M7,0.582317073,24.6,80,0.285185126,-0.164093338,-0.830938141,-0.966233243,-0.214770323,958.5891449,9585.891449,1181.060134,642.4874128,188.9193003,0.197080575
59,149,CO,PIPO,M,8,H,PIPO-M-8H,37.42738,108.28402,2456,S,3,58,4.8,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,0,120,0,0,0,0,120,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,4,29.7,86.6,-6.5,27,n,in logging unit but saved,NA,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,M8,0.611170784,25.137,120,0.917327197,0.693210631,0.544407748,-0.409125788,-0.039043098,1318.384692,13183.84692,1742.538649,865.4205452,318.4572067,0.24155105
60,150,CO,PIPO,M,8,L,PIPO-M-8L,37.42748,108.28445,2450,S,5,56,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70,70,0,70,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34.8,97.1,-3,25,n,in logging unit but saved,NA,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,M8,0.622377622,25.025,70,0.716647174,-0.37841933,-0.830938141,-1.244786971,0.029209703,1589.134049,15891.34049,2340.472302,836.5264026,481.5189779,0.303007149
61,151,CO,PIPO,M,9,H,PIPO-M-9H,37.42665,108.28458,2449,S,3,32.6,2.2,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,135,135,0,135,0,0,0,0,135,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,0,0,6,72.3,98.6,-3.5,23,n,will be logged,NA,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,M9,0.257590597,23.483,135,-1.631309089,1.014699619,1.461305007,0.983642851,-2.192446008,493.894693,4938.94693,750.1575261,251.9230425,159.7769835,0.323504151
62,152,CO,PIPO,M,9,L,PIPO-M-9L,37.42646,108.28452,2437,SW,3,34.4,2.8,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,85,85,0,85,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42.1,69.1,-0.9,26,n,in logging unit but saved,NA,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,M9,0.385714286,18.2,85,-1.450697069,-0.056930342,-0.830938141,-1.244786971,-1.412136665,487.4151675,4874.151675,688.6978618,318.7762599,122.5495965,0.25142754
