,State,Species,Band,Pair,Comp,Tag,Lat,Long,Elev,Slope,Aspect,DBH,Bark,BAF,ABLA_L,ABLA_R,ABLA_G,PSME_L,PSME_R,PSME_G,PIEN_L,PIEN_R,PIEN_G,PIMO_L,PIMO_R,PIMO_G,LAOC_L,LAOC_R,LAOC_G,TSHE_L,TSHE_R,TSHE_G,THPL_L,THPL_R,THPL_G,ABGR_L,ABGR_R,ABGR_G,PIAL_L,PIAL_R,PIAL_G,PICO_L,PICO_R,PICO_G,Pop_sp_L,Pop_sp_R,Pop_sp_G,BA_tot,BA_sameL,BA_sameLR,BA_sameRG,BA_same_all,BA_otherL,BA_otherLR,BA_otherRG,BA_other_all,BA_totL,BA_totR,BA_totG,ABLA_5,ABLA_5d,PSME_5,PSME_5d,PIEN_5,PIEN_5d,LAOC_5nw,LAOC_5dnw,PIMO_5,PIMO_5d,TSHE_5,TSHE_5d,THPL_5,THPL_5d,ABGR_5,ABGR_5d,PICO_5,PICO_5D,PIAL_5,PIAL_5d,in5_tot,in5_L,in5_same,in5_sameL,in5_other,in5_otherL,p_bot.of.canopy.,p_top.of.canopy.,p_base.ref.,dist,Height,N_Cr,p_taller,pic_N,pic_S,ABLA_r1,ABLA_r2,ABLA_r3,ABLA_r4,ABLA_rt,ABLA_rdead,PSME_r1,PSME_r2,PSME_r3,PSME_r4,PSME_rt,PSME_rdead,PIEN_r1,PIEN_r2,PIEN_r3,PIEN_r4,PIEN_rdead,PIMO_r1,PIMO_r2,PIMO_r3,PIMO_r4,PIMO_rdead,LAOC_r1,LAOC_r2,LAOC_r3,LAOC_r4,LAOC_rdead,TSHE_r1,TSHE_r2,TSHE_r3,TSHE_r4,TSHE_r5,TSHE_rdead,THPL_r1,THPL_r2,THPL_r3,THPL_r4,THPL_r5,THPL_rdead,ABGR_r1,ABGR_r2,ABGR_r3,ABGR_r4,ABGR_rdead,PIAL_r1,PIAL_r2,PIAL_r3,PIAL_r4,PIAL_rdead,PICO_r1,PICO_r2,PICO_r3,PICO_r4,PICO_r5,PICO_rdead,PairUn,ACF,BA_totLR,DBHsc,BA_totLRsc,N_Crsc,in5_totsc,ACFsc,BAI10yr,BAI10yrtot,BAI10yrmax,BAI10yrmin,BAI10yrsd,BAI10yrCV
46,MT,ABLA,L,11,N,ABLA-L-11N,48.61759,113.84759,1590,49.6,265,21.4,0.8,10,8,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,80,80,50,130,10,10,0,10,90,0,50,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,8,5,0,0,59.9,119,1.4,16,18.816,2,80,912,913,0,5,1,2,0,NA,9,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L11,0.50255102,90,-0.396637911,-0.527622956,-0.141988912,-0.467497942,-1.139475542,343.0014936,3430.014936,512.2044306,61.18863282,135.6743031,0.395550182
47,MT,ABLA,L,12,C,ABLA-L-12C,48.61739,113.84824,1584,40.3,260,27.1,0.9,10,7,0,0,4,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,70,70,0,70,80,80,10,90,150,0,10,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,5,5,3,3,49.5,97.8,11,25,21.7,5,75,970,971,3,3,3,1,0,NA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L12,0.556451613,150,0.837151697,0.689335966,1.712219229,-0.467497942,-0.799477681,964.7585745,9647.585745,1148.813072,705.6482639,123.9671304,0.128495495
48,MT,ABLA,L,12,N,ABLA-L-12N,48.61754,113.84849,1577,47.2,260,24.3,0.9,10,1,0,0,4,0,3,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,10,10,0,10,90,90,30,120,100,0,30,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,1,1,16.2,79.4,-9.2,18,15.948,0,100,968,969,4,8,9,6,0,NA,6,6,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L12,0.713318284,100,0.231079609,-0.324796469,-1.378127672,-1.423156718,0.190016691,601.9509928,6019.509928,980.236621,376.5009774,183.4729467,0.304797149
49,MT,ABLA,L,13,C,ABLA-L-13C,48.61618,113.8491,1574,30.6,250,23.9,0.9,10,8,0,0,5,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,80,80,0,80,160,160,0,160,240,0,0,6,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,6,6,4,4,22.2,75.4,-3.8,25,19.8,5,25,972,973,1,1,0,0,0,NA,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L13,0.671717172,240,0.144497882,2.514774348,1.712219229,-0.085234431,-0.072397667,408.7514253,4087.514253,550.1591612,83.19967789,149.2094028,0.365037021
50,MT,ABLA,L,13,N,ABLA-L-13N,48.61628,113.84901,1576,27,250,24.1,0.8,10,4,0,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,40,40,10,50,70,70,0,70,110,0,10,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2,2,2,34,97.5,-3.4,20,20.18,1,800,974,975,19,14,4,0,0,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L13,0.629335976,110,0.187788745,-0.121969982,-0.760058292,-1.232024963,-0.339732685,341.9715542,3419.715542,458.3289715,164.9667141,88.64655915,0.259222026
25,MT,ABLA,L,1,C,ABLA-L-1C,48.61662,113.84689,1645,34.7,270,24.5,1,10,6,0,2,5,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,60,60,20,80,110,110,0,110,170,0,20,0,0,1,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,8,6,25.6,216,-22,11,26.18,4,0.8,737,738,7,11,2,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L1,0.8,170,0.274370472,1.09498894,1.094149849,-0.467497942,0.736793573,595.9422927,5959.422927,886.103233,197.8883024,192.1365132,0.322407917
26,MT,ABLA,L,1,N,ABLA-L-1N,48.61646,113.84699,1645,34,240,37.4,1.1,10,6,0,2,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,60,60,20,80,90,90,0,90,150,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,2.3,154,-12.6,11,18.326,1,1,735,736,10,7,1,1,0,,17,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L1,0.910564226,150,3.066631164,0.689335966,-0.760058292,-1.423156718,1.434218195,1549.261169,15492.61169,2113.9971,621.7526987,388.3122933,0.250643533
27,MT,ABLA,L,2,C,ABLA-L-2C,48.61768,113.84716,1633,47.3,280,19.5,0.8,10,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,120,120,10,130,10,10,0,10,130,0,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17,17,0,0,25.3,142,-33.9,10,17.59,2,0.9,745,746,22,19,8,13,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L2,0.663445139,130,-0.807901114,0.283682992,-0.141988912,1.252687855,-0.124576562,193.6828691,1936.828691,358.3818566,59.64667946,95.66053853,0.49390294
28,MT,ABLA,L,2,N,ABLA-L-2N,48.61761,113.84709,1628,33.4,275,18.7,0.5,10,8,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,80,80,10,90,30,30,0,30,110,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,0,0,41.7,140,-8.2,11,16.302,0,0.75,743,744,6,16,6,10,0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L2,0.663292848,110,-0.981064567,-0.121969982,-1.378127672,-0.467497942,-0.125537198,557.3239403,5573.239403,824.4387761,134.5527766,205.4353407,0.368610293
29,MT,ABLA,L,3,C,ABLA-L-3C,48.61854,113.84627,1649,64.6,280,20.5,0.5,10,1,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,110,10,30,30,40,70,70,0,70,80,20,10,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,2,1,5,5,43.7,129,-4.3,11,14.663,3,0.8,753,754,8,9,2,4,0,,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L3,0.639909977,100,-0.591446796,-0.324796469,0.476080469,-0.658629697,-0.273033273,140.3136913,1403.136913,192.6396467,84.06742898,38.38942987,0.273597177
30,MT,ABLA,L,3,N,ABLA-L-3N,48.61841,113.84622,1642,66.7,275,20.1,0.6,10,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,80,30,40,20,50,30,30,0,30,60,10,10,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,2,2,51.2,126,-11.2,12,16.464,0,0.75,751,752,12,36,5,3,0,,1,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L3,0.545189504,70,-0.678028523,-0.93327593,-1.378127672,-1.423156718,-0.870517583,319.7362389,3197.362389,395.9325974,221.0217497,55.37146142,0.17317856
31,MT,ABLA,L,4,C,ABLA-L-4C,48.61929,113.84755,1612,66.9,255,20.7,0.7,10,7,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,180,70,80,60,130,50,50,0,50,120,10,50,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,10,7,1,1,34.8,136,-11.8,10,14.78,3,0.8,767,768,0,0,1,0,0,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L4,0.684709066,130,-0.548155933,0.283682992,0.476080469,0.105897324,0.009553498,158.6343592,1586.343592,243.1229294,107.6796653,37.94417386,0.239192657
32,MT,ABLA,L,4,N,ABLA-L-4N,48.61944,113.84765,1597,54.2,250,21.8,0.8,10,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,90,10,10,0,10,80,80,0,80,90,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,4,44.4,167,-11.9,10,17.89,1,0.8,769,770,3,0,1,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L4,0.68529905,90,-0.310056184,-0.527622956,-0.760058292,-1.232024963,0.013275037,420.8206086,4208.206086,514.3899918,273.6174371,75.34145812,0.179034621
33,MT,ABLA,L,5,C,ABLA-L-5C,48.61784,113.84756,1613,50.5,295,20.4,0.5,10,3,0,0,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,30,30,0,30,190,190,0,190,220,0,0,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,15,15,36.4,106,-25.1,12,15.732,5,0.3,771,772,0,2,3,2,0,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L5,0.530892449,220,-0.613092228,2.109121374,1.712219229,0.870424345,-0.960701534,728.787567,7287.87567,1073.79487,246.2543426,235.3540489,0.322939166
34,MT,ABLA,L,5,N,ABLA-L-5N,48.61778,113.84763,1613,51.8,270,20.5,0.5,10,3,0,1,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,30,30,10,40,100,100,0,100,130,0,10,2,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,13,2,2,11,11,64.9,146,-0.5,12,17.58,2,0.5,773,774,1,1,1,0,0,,12,14,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L5,0.553583618,130,-0.591446796,0.283682992,-0.141988912,0.488160834,-0.817568618,433.7804526,4337.804526,584.5958838,212.4059594,123.1044092,0.283794275
35,MT,ABLA,L,6,C,ABLA-L-6C,48.61511,113.84821,1577,36.1,225,21.8,0.8,10,1,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,180,10,10,0,10,170,170,0,170,180,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,9,1,1,8,8,95.7,113,-6.3,18,21.474,4,0.75,876,877,2,2,0,0,0,,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L6,0.145012573,180,-0.310056184,1.297815426,1.094149849,-0.276366187,-3.394781131,96.50038825,965.0038825,136.9536539,36.77902104,31.27389534,0.324080513
36,MT,ABLA,L,6,N,ABLA-L-6N,48.61521,113.84795,1587,47.2,220,22.8,1,10,2,2,5,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,180,20,40,70,90,90,90,0,90,110,20,50,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,13,6,7,1,6,5,57.3,126,-9.6,13,17.628,1,0.9,874,875,14,2,2,1,0,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L6,0.506637168,130,-0.093601867,0.283682992,-0.760058292,0.488160834,-1.113700659,396.0297558,3960.297558,464.9140458,263.9594045,73.494536,0.185578318
37,MT,ABLA,L,7,C,ABLA-L-7C,48.61558,113.84765,1584,49.3,235,30.2,0.9,10,3,1,3,14,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,30,40,40,70,160,160,0,160,190,10,30,5,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,7,5,10,10,63.4,104,5.6,23,22.632,5,1,888,889,4,3,1,0,0,,5,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L7,0.412601626,200,1.50816008,1.7034684,1.712219229,1.252687855,-1.706864514,777.6092721,7776.092721,1163.925402,456.9314097,197.8538688,0.25443867
38,MT,ABLA,L,7,N,ABLA-L-7N,48.61556,113.84745,1593,46.4,230,28.6,0.9,10,1,0,1,10,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,170,10,10,10,20,150,150,0,150,160,0,10,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,1,7,7,41.2,69.2,-10.9,21,16.821,3,0.6,886,887,2,3,1,1,0,,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L7,0.349563046,160,1.161833173,0.892162453,0.476080469,-0.467497942,-2.1045036,382.1981198,3821.981198,673.6943787,131.1319874,204.3814476,0.534752624
39,MT,ABLA,L,8,C,ABLA-L-8C,48.61569,113.84685,1623,34.5,225,23.3,0.8,10,9,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,270,90,90,0,90,180,180,0,180,270,0,0,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,12,2,2,10,10,52.9,100,-7.7,21,22.617,3,90,890,891,0,0,0,1,0,,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L8,0.437325905,270,0.014625292,3.123253809,0.476080469,0.297029079,-1.550907006,428.5913492,4285.913492,573.973907,172.6268595,103.1871649,0.240758861
40,MT,ABLA,L,8,N,ABLA-L-8N,48.61581,113.84695,1625,31.5,225,23,1.1,10,3,0,0,3,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,130,30,30,0,30,90,100,10,100,120,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,37.7,87.4,3.4,24,20.16,0,100,892,893,6,9,1,2,0,,12,9,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L8,0.591666667,130,-0.050311003,0.283682992,-1.378127672,-1.614288473,-0.577345744,442.2582977,4422.582977,647.2842839,118.6639738,150.5621435,0.340439386
41,MT,ABLA,L,9,C,ABLA-L-9C,48.61624,113.84763,1612,33.8,240,27.6,0.9,10,7,0,2,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,70,70,20,90,90,90,0,90,160,0,20,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,8,7,1,1,41.4,96.4,-4.9,22,22.286,3,90,900,901,0,2,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L9,0.542941757,160,0.945378856,0.892162453,0.476080469,-0.276366187,-0.884696077,980.9827587,9809.827587,1301.621853,301.7944091,311.3408973,0.317376523
42,MT,ABLA,L,9,N,ABLA-L-9N,48.61625,113.8475,1614,43.8,240,25.4,0.7,10,5,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,50,50,0,50,30,30,0,30,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,33.9,99.4,-0.9,21,21.063,0,90,898,899,1,3,1,0,0,,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L9,0.653040877,80,0.469179358,-0.730449443,-1.378127672,-1.805420228,-0.19020528,1159.887814,11598.87814,1722.340599,683.5912218,352.167108,0.303621698
69,MT,ABLA,M,10,C,ABLA-M-10C,48.62249,113.84167,1920,35.8,240,22.3,0.6,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,210,170,170,0,170,0,0,40,40,170,0,40,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,26,26,0,0,35.6,132,-1.4,14,18.676,4,0.75,813,814,8,30,42,19,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M10,0.722638681,170,-0.201829026,1.09498894,1.094149849,2.972873652,0.248808527,334.0231127,3340.231127,403.0069024,280.2580759,42.46838522,0.127142056
70,MT,ABLA,M,10,N,ABLA-M-10N,48.62245,113.84149,1929,36.2,245,20.6,0.8,10,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,170,130,130,20,150,0,0,20,20,130,0,40,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,12,10,0,0,34.9,103,-12,12,13.8,2,1,811,812,6,21,18,19,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M10,0.592173913,130,-0.569801365,0.283682992,-0.141988912,0.297029079,-0.574146101,548.8593106,5488.593106,742.8476903,397.2421977,111.6320192,0.203389133
71,MT,ABLA,M,11,C,ABLA-M-11C,48.62235,113.84224,1889,43.9,260,27.7,0.7,10,15,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,180,150,150,10,160,10,10,10,20,160,0,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,0,0,34.6,126,-8.5,14,18.83,4,1,817,818,7,7,6,10,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M11,0.679553903,160,0.967024287,0.892162453,1.094149849,0.297029079,-0.022964593,827.0789861,8270.789861,1052.54635,629.9424113,141.4761329,0.171055166
72,MT,ABLA,M,11,N,ABLA-M-11N,48.6224,113.84221,1882,49,260,25.4,0.7,10,11,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,160,110,110,20,130,10,10,20,30,120,0,40,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0,0,41.8,150,1.9,14,20.734,1,1,815,816,13,7,6,5,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M11,0.730587441,120,0.469179358,0.080856505,-0.760058292,-1.040893207,0.298948263,847.1963088,8471.963088,1047.686201,582.1562856,129.2416946,0.15255224
73,MT,ABLA,M,12,C,ABLA-M-12C,48.62174,113.84239,1879,25.7,225,36.4,1,10,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,200,150,150,10,160,40,40,0,40,190,0,10,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,12,13,11,1,1,37.9,101,1.3,21,20.937,6,1,819,820,3,3,4,5,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M12,0.632898696,190,2.850176847,1.500641913,2.330288609,0.679292589,-0.317259516,1055.315562,10553.15562,1283.945733,818.7515455,124.9085777,0.118361353
74,MT,ABLA,M,12,N,ABLA-M-12N,48.6218,113.84224,1881,33.9,225,38.3,1.1,10,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,120,90,90,20,110,10,10,0,10,100,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,17.4,99.6,-7,20,21.32,1,1,821,822,5,1,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M12,0.771106942,100,3.26144005,-0.324796469,-0.760058292,-1.614288473,0.554539955,1357.519756,13575.19756,1840.010809,725.2375759,336.5700333,0.247930118
51,MT,ABLA,M,1,C,ABLA-M-1C,48.6218,113.8419,1888,37.2,230,26.5,0.5,10,15,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,220,150,160,10,160,50,50,10,60,200,10,10,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,12,10,10,3,2,10.1,139,-6.7,13,18.941,4,1,777,778,6,16,8,6,0,NA,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,M1,0.884694578,210,0.707279107,1.906294887,1.094149849,0.488160834,1.271035853,612.6937059,6126.937059,734.423819,515.6935399,68.61052034,0.111981761
52,MT,ABLA,M,1,N,ABLA-M-1N,48.622,113.84203,1893,33.3,230,24.1,0.6,10,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,100,100,10,110,10,10,0,10,110,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,30.8,115,-6.6,12,14.592,1,1,775,776,7,9,1,3,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1,0.692434211,110,0.187788745,-0.121969982,-0.760058292,-1.232024963,0.058282694,765.3699522,7653.699522,907.7834637,574.2594173,111.2985204,0.145417938
