age_CE,BIG026A_raw,BIG026B_raw,BIG035A_raw,BIG035B_raw,BIG041E_raw,BIG041W_raw,BIG047NE_raw,BIG047SW_raw,BIG050A_raw,BIG050B_raw,BIG052A_raw,BIG052B_raw,BIG055A_raw,BIG055B_raw,BIG026A_raw_outlier_flag,BIG026B_raw_outlier_flag,BIG035A_raw_outlier_flag,BIG035B_raw_outlier_flag,BIG041E_raw_outlier_flag,BIG041W_raw_outlier_flag,BIG047NE_raw_outlier_flag,BIG047SW_raw_outlier_flag,BIG050A_raw_outlier_flag,BIG050B_raw_outlier_flag,BIG052A_raw_outlier_flag,BIG052B_raw_outlier_flag,BIG055A_raw_outlier_flag,BIG055B_raw_outlier_flag
1955,1.1,1.19,0.17,0.28,0.45,0.33,1.13,0.9,0.73,0.71,0.45,0.28,0.42,0.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1956,0.6,0.82,0.06,0.19,0.21,0.14,1.26,0.82,0.2,0.17,0.2,0.14,0.21,0.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1957,1.26,1.63,0.15,0.28,0.54,0.4,1.34,1.53,0.39,0.35,0.42,0.32,0.33,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1958,1.76,1.11,0.12,0.25,0.29,0.25,1.78,1.89,0.17,0.14,0.34,0.13,0.34,0.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1959,0.85,0.86,0.12,0.26,0.4,0.28,1.25,0.85,0.2,0.16,0.44,0.26,0.39,0.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1960,1.46,1.21,0.13,0.12,0.33,0.27,1.51,1.16,0.12,0.09,0.34,0.23,0.27,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1961,1.12,0.53,0.16,0.25,0.48,0.35,1.62,1.32,0.2,0.28,0.41,0.34,0.32,0.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1962,1.91,1.1,0.17,0.34,0.49,0.31,1.77,2.36,0.4,0.32,0.46,0.26,0.51,0.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1963,1.43,1.23,0.15,0.36,0.41,0.28,2.55,2.77,0.22,0.18,0.52,0.29,0.54,0.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1964,1.19,0.97,0.15,0.37,0.33,0.27,2.05,1.54,0.36,0.23,0.62,0.35,0.53,0.62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1965,1.88,0.99,0.27,0.59,0.55,0.29,2.52,2.13,0.21,0.13,0.76,0.5,0.7,0.91,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1966,1.93,1.87,0.39,0.75,0.52,0.39,2.63,2.66,0.36,0.23,0.94,0.76,1.05,1.17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1967,1.37,1.18,0.4,0.67,0.58,0.33,2.46,2.09,0.14,0.13,0.88,0.75,0.98,1.16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1968,1.3,1.22,0.25,0.48,0.37,0.11,1.2,1.38,0.19,0.13,0.52,0.5,0.38,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1969,1.31,0.94,0.3,0.61,0.44,0.32,1.55,2.33,0.29,0.22,1.09,0.75,0.79,0.97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1970,0.73,0.79,0.21,0.58,0.28,0.14,1.25,1.76,0.46,0.23,0.52,0.5,0.53,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1971,0.8,0.51,0.16,0.27,0.17,0.13,0.77,0.82,0.28,0.18,0.34,0.31,0.24,0.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1972,1.29,0.83,0.07,0.24,0.11,0.07,1.29,1.21,0.15,0.14,0.25,0.23,0.24,0.32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1973,1.21,1.11,0.13,0.3,0.34,0.29,1.36,2.03,0.43,0.4,0.64,0.42,0.4,0.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1974,0.64,0.84,0.15,0.29,0.27,0.2,1.45,1.16,0.14,0.09,0.6,0.39,0.32,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1975,1.17,1.51,0.19,0.37,0.43,0.43,1.99,1.87,0.16,0.19,0.73,0.48,0.53,0.69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1976,1.04,1.09,0.11,0.32,0.31,0.22,1.17,1.53,0.14,0.11,0.48,0.27,0.43,0.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1977,0.81,0.89,0.11,0.21,0.45,0.29,0.91,0.84,0.18,0.1,0.5,0.39,0.37,0.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1978,1.39,1.08,0.16,0.26,0.46,0.3,1.24,1.19,0.1,0.11,0.49,0.4,0.31,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1979,1.8,1.34,0.29,0.37,0.35,0.29,1.51,1.65,0.31,0.31,0.53,0.51,0.57,0.69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1980,1.03,0.93,0.16,0.33,0.34,0.3,1.21,1.13,0.11,0.15,0.47,0.33,0.38,0.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1981,1.03,0.31,0.18,0.45,0.35,0.3,1.27,1.41,0.3,0.35,0.36,0.3,0.43,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1982,0.54,0.16,0.14,0.26,0.13,0.19,0.79,0.5,0,0.07,0.28,0.29,0.24,0.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1983,0.69,0.65,0.11,0.28,0.2,0.12,0.8,0.63,0.13,0.15,0.4,0.26,0.28,0.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1984,1.7,1.05,0.07,0.18,0.18,0.18,1.21,1.44,0.17,0.18,0.28,0.18,0.39,0.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1985,1.69,1.12,0.1,0.18,0.28,0.19,1.43,1.31,0.25,0.34,0.31,0.16,0.37,0.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1986,0.42,0.81,0.07,0.42,0.12,0.13,1.34,1.48,0.31,0.24,0.57,0.2,0.41,0.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1987,0.5,0.8,0.09,0.38,0.12,0.18,1.85,1.92,0.38,0.49,0.49,0.31,0.52,0.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1988,1.39,1.19,0.21,0.41,0.1,0.15,1.7,2.06,0.37,0.47,0.5,0.34,0.55,0.32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1989,2.5,1.56,0.13,0.45,0.08,0,1.07,1.15,0.44,0.68,0.73,0.31,0.39,0.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1990,2.82,2.18,0.15,0.44,0.18,0.19,1.07,1.36,0.4,0.66,0.68,0.4,0.51,0.62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1991,2.95,1.66,0.19,0.43,0.14,0.12,0.98,1.07,0.45,0.44,0.54,0.18,0.28,0.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1992,4.55,2.34,0.3,0.61,0.34,0.29,1.33,1.85,0.28,0.61,1.03,0.44,0.69,0.69,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1993,3.47,2.16,0.14,0.34,0.2,0.12,0.89,0.57,0.44,0.3,0.32,0.16,0.31,0.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1994,3.55,2.73,0.22,0.37,0.31,0.22,1.07,0.51,0.29,0.6,0.61,0.38,0.31,0.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1995,3.68,3.54,0.21,0.37,0.38,0.21,1.04,0.37,0.39,0.6,0.56,0.38,0.53,0.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1996,2.25,2.76,0.12,0.19,0.35,0.17,0.93,0.62,0.41,0.6,0.45,0.29,0.39,0.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1997,2.85,3.28,0.14,0.31,0.31,0.21,1.35,0.92,0.66,0.66,0.39,0.2,0.29,0.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1998,3.68,3.26,0.31,0.5,0.42,0.32,1.46,1.87,0.41,0.6,0.64,0.45,0.52,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1999,3.94,2.54,0.18,0.44,0.4,0.25,1.34,1.82,0.45,0.8,0.58,0.28,0.46,0.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2000,1.85,2.02,0.16,0.21,0.32,0.23,0.87,1.07,0.22,0.48,0.5,0.21,0.4,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2001,2.18,2.2,0.23,0.47,0.39,0.27,0.97,1.24,0.63,0.75,0.54,0.38,0.5,0.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2002,1.21,1.38,0.11,0.14,0,0,0.83,0.45,0.14,0.29,0.33,0.16,0.18,0.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2003,1.64,1.74,0.21,0.25,0.17,0.27,1.43,0.82,0.26,0.27,0.51,0.22,0.33,0.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2004,1.68,1.77,0.15,0.3,0.3,0.16,0.94,0.64,0.19,0.23,0.5,0.11,0.33,0.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2005,1.59,2.3,0.06,0.18,0,0.01,0.49,0.41,0.25,0.4,0.28,0.11,0.13,0.18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2006,1.28,1.68,0.14,0.21,0.13,0.16,0.25,0.47,0.25,0.43,0.58,0.15,0.16,0.32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2007,1.73,1.83,0.12,0.16,0.11,0.18,0.18,0.58,0.28,0.5,0.54,0.14,0.22,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2008,2.99,3.01,0.17,0.42,0.07,0.14,0.48,1.05,0.46,0.64,0.56,0.29,0.35,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2009,2.98,2.77,0.19,0.36,0.17,0.24,0.8,1.31,0.32,0.36,0.42,0.15,0.31,0.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,NA,NA,NA,NA,0.16,0.25,0.75,1.14,NA,NA,NA,NA,0.5,0.48,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE
2011,NA,NA,NA,NA,0.19,0.23,0.82,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
2012,NA,NA,NA,NA,NA,0.17,0.88,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
2013,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
