age_CE,BC2901B_raw,BC2902A_raw,BC2903B_raw,BC2904B_raw,BC2905A_raw,BC2906B_raw,BC2907B_raw,BC2908B_raw,BC2909A_raw,BC2910B_raw,BC2911A_raw,BC2912B_raw,BC2913B_raw,BC2914B_raw,BC2915A_raw,BC2916B_raw,BC2917A_raw,BC2918B_raw,BC2919B_raw,BC2920A_raw,BC2901B_raw_outlier_flag,BC2902A_raw_outlier_flag,BC2903B_raw_outlier_flag,BC2904B_raw_outlier_flag,BC2905A_raw_outlier_flag,BC2906B_raw_outlier_flag,BC2907B_raw_outlier_flag,BC2908B_raw_outlier_flag,BC2909A_raw_outlier_flag,BC2910B_raw_outlier_flag,BC2911A_raw_outlier_flag,BC2912B_raw_outlier_flag,BC2913B_raw_outlier_flag,BC2914B_raw_outlier_flag,BC2915A_raw_outlier_flag,BC2916B_raw_outlier_flag,BC2917A_raw_outlier_flag,BC2918B_raw_outlier_flag,BC2919B_raw_outlier_flag,BC2920A_raw_outlier_flag
1961,0.2,0.4,0.26,0.22,1.11,0.26,0.13,0.82,0.49,0.32,0.1,0.53,0,0,0,0.13,0,0.03,0.24,0.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1962,1.48,0.59,1.25,1.21,1.3,1,1.09,1.35,1.18,1.19,1.43,1.21,0.59,0.96,2.25,0.83,1.19,1.07,1.09,0.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1963,0.82,0.67,1.05,0.93,1.36,0.74,1.16,1.43,1.24,1.11,1.38,1.15,0.8,0.76,1.37,1.32,0.87,0.49,0.77,1.02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1964,1.73,2.14,2.07,2.15,4.33,2.59,2.27,2.69,2.86,2.3,2.48,2.54,1.02,1.4,1.87,2.46,1.78,1.55,1.63,2.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1965,2.1,2.9,2.74,2.75,4.62,2.69,3.16,3.38,3.28,3.13,2.67,2.59,1.64,1.39,2.3,2.02,2.16,2.16,2.06,3.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1966,1.19,2.31,1.97,2.97,3.27,2.73,2.48,2.59,2.6,2.3,2.46,2.69,1.67,1,2.15,2.07,1.53,1.63,1.5,3.23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1967,2.84,3.32,2.84,3.96,4.88,3.38,3.7,2.54,3.08,3.34,3.07,3.35,1.54,1.83,2.81,2.36,2.21,2.69,1.93,3.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1968,2.54,3.16,2.72,2.99,4.59,3.67,3.45,2.77,4.08,3.38,2.83,3.14,1.18,1.41,2.47,3.03,2.12,2.54,1.67,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1969,1.99,3.31,1.97,2.67,3.17,3.15,2.68,2.02,2.95,2.81,2.4,2.93,1.39,1.47,2.85,1.93,1.76,2.86,1.41,2.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1970,0.98,1.65,1.28,1.51,2.65,1.46,1.87,1.45,1.83,2.19,1.19,1.74,0.71,0.9,1.63,2.07,1.2,1.5,0.59,1.93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1971,1.36,2.08,1.31,1.65,2.67,0.79,2.13,1.75,1.74,2.11,1.26,1.2,0.87,1.04,1.57,1.8,1.1,1.6,0.8,2.02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1972,0.48,1.03,1.17,0.9,1.88,0.86,1.69,1.52,1.12,1.42,0.69,1.02,0.22,0.03,0.48,1.09,0.55,0.99,0.5,1.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1973,0.93,1.15,1.49,1.48,2.3,1.74,2.14,1.36,1.47,1.83,1.38,1.63,0.98,1.36,1.77,1.36,1.1,1.23,1.36,1.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1974,0.9,1.51,1.65,1.57,2.49,1.99,2.61,1.98,1.65,1.91,1.51,2.19,0.97,1.06,1.74,1.81,1.3,1.13,1.51,2.06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1975,1.29,1.55,2.09,1.44,2.61,2.05,3.02,1.81,1.9,1.45,1.4,0.96,0.62,1.17,1.44,1.67,1.19,1.07,1.58,2.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1976,1.17,1.15,1.95,1.4,2.19,1.68,2.3,1.78,1.43,1.45,1.19,0.83,0.55,0.94,1.1,0.92,0.77,0.71,1.25,1.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1977,2.22,1.69,2.59,1.79,3.97,1.71,3.21,2.81,1.6,1.51,1.19,1.1,0.51,1.12,1.05,0.76,0.93,0.85,2.23,1.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1978,2.62,3.08,2.68,2.31,3.37,3.79,3.72,2.55,1.88,1.99,2.07,0.96,1.17,1.23,1.71,1.85,1.61,1.39,2.96,2.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1979,2.59,3.05,1.95,1.94,2.2,3.05,2.6,2.07,1.72,1.56,2.12,1.4,0.99,1.13,1.83,1.98,1.74,1.31,2.17,1.96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1980,2.41,4.12,2.49,3.42,2.53,3.52,3.56,2.53,2.02,2.11,2.5,2.07,1.19,1.24,2.22,2.37,2.15,1.1,2.61,2.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1981,1.4,1.56,1.59,1.28,1.82,1.15,1.46,1.5,0.85,0.97,0.96,1.36,0.59,0.61,1.02,0.74,1.05,0.51,1.33,1.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1982,2.86,4,2.54,2.52,2.34,2.64,3.1,2.85,2.06,1.77,2.23,2.46,1.34,1.09,1.93,1.84,1.73,0.71,2.94,2.17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1983,4.49,5.79,3.72,4.3,4.31,4.56,5.25,3.68,3.75,3.97,3.37,3.61,2.39,1.98,4.04,5.13,3.26,1.33,4.63,3.6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1984,1.53,2.16,2.12,1.21,2.85,0.82,1.85,2.33,1.66,1.77,0.93,1.69,0.37,0.53,1.02,1.55,0.99,0.32,1.47,1.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1985,1.78,1.64,2.59,1.96,2.83,2.35,2.63,1.85,2.16,2.04,2.06,2.35,1.33,1.04,2.34,1.94,1.81,0.76,2.03,2.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1986,2.74,3.6,2.69,2.81,3.62,3.18,2.98,2.97,2.25,2.36,2.22,2.74,1.11,1.5,3.35,1.05,2.06,0.9,2.81,3.96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1987,2.04,1.7,1.88,1.32,2.53,1.24,1.71,2.42,1.25,0.97,1.38,1.23,0.11,0.81,1.35,0.78,0.92,0.52,1.85,1.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1988,1.35,1.27,1.9,1.44,2.39,1.41,1.66,2,1.57,1.66,1.44,1.81,0.68,1.18,1.29,0.73,1.3,0.78,1.17,2.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
