YEAR  ,Month  ,Precip_mm,Temp_cel,TSNW_cm
1974,12,451.866,0.883333333,121.92
1975,1,503.428,-1.116666667,188.468
1975,2,222.758,-0.55,95.25
1975,3,138.176,1.538888889,102.362
1975,4,71.882,2.455555556,39.37
1975,5,84.328,8.038888889,10.922
1975,6,81.026,10.67777778,0
1975,7,20.066,16.61111111,0
1975,8,164.846,13.49444444,0
1975,9,11.684,14.17777778,0
1975,10,317.754,5.816666667,10.16
1975,11,329.438,1.011111111,118.11
1975,12,633.984,0.383333333,62.23
1976,1,387.35,0.438888889,133.604
1976,2,231.648,0.172222222,187.96
1976,3,165.354,0.538888889,160.02
1976,4,88.392,4.122222222,29.21
1976,5,103.632,8.594444444,0
1976,6,87.122,10.01111111,0
1976,7,77.724,14.22222222,0
1976,8,155.448,12.99444444,0
1976,9,36.322,13.51111111,0
1976,10,123.444,8.261111111,0
1976,11,118.872,4.622222222,0
1976,12,140.208,1.661111111,11.43
1977,1,59.69,0.272222222,19.05
1977,2,121.92,3.894444444,27.94
1977,3,268.224,1.094444444,166.878
1977,4,90.932,6.622222222,4.572
1977,5,152.908,6.316666667,3.81
1977,6,26.416,13.73333333,0
1977,7,19.812,14.11111111,0
1977,8,149.352,17.49444444,0
1977,9,184.912,10.12222222,0
1977,10,137.414,7.483333333,0
1977,11,440.69,-0.322222222,24.13
1977,12,578.612,0.05,81.28
1978,1,184.404,1.105555556,0
1978,2,142.24,2.172222222,21.59
1978,3,120.65,4.372222222,35.306
1978,4,140.208,4.955555556,25.146
1978,5,143.764,7.15,6.35
1978,6,89.154,13.56666667,0
1978,7,43.434,15.16666667,0
1978,8,127.762,14.88333333,0
1978,9,150.622,9.955555556,0
1978,10,48.006,8.816666667,3.81
1978,11,257.556,0.233333333,19.304
1978,12,286.512,-3.272222222,0
1979,1,100.584,-2.788888889,0
1979,2,335.788,-0.211111111,170.18
1979,3,110.744,3.977777778,14.732
1979,4,137.414,4.761111111,39.37
1979,5,83.058,9.777777778,1.27
1979,6,20.32,12.85,0
1979,7,99.314,15.66111111,0
1979,8,68.072,14.84444444,0
1979,9,101.854,13.89444444,0
1979,10,192.786,9.183333333,0
1979,11,93.472,2.933333333,25.4
1979,12,409.956,2.45,30.48
1980,1,287.528,-2.622222222,158.75
1980,2,254,1.622222222,34.29
1980,3,175.768,2.422222222,112.522
1980,4,129.794,6.705555556,35.56
1980,5,70.612,8.944444444,0
1980,6,97.282,9.961111111,0
1980,7,12.954,15.10555556,0
1980,8,68.072,13.51111111,0
1980,9,116.84,12.06111111,0
1980,10,41.91,9.072222222,0
1980,11,375.412,3.544444444,7.62
1980,12,424.688,1.838888889,78.74
1981,1,73.406,3.877777778,10.16
1981,2,326.136,2.122222222,12.954
1981,3,94.234,4.755555556,2.54
1981,4,262.382,4.594444444,66.04
1981,5,114.3,8.055555556,0
1981,6,233.68,10.01666667,0
1981,7,67.818,14.21666667,0
1981,8,1.27,18.12222222,0
1981,9,159.004,12.67222222,0
1981,10,212.344,6.572222222,0
1981,11,195.326,4.1,19.05
1981,12,394.97,0.005555556,123.19
1982,1,467.868,-1.4,186.436
1982,2,325.628,-0.711111111,57.15
1982,3,178.054,1.977777778,54.864
1982,4,160.528,3.316666667,75.692
1982,5,51.816,8.166666667,0
1982,6,40.386,13.85,0
1982,7,64.77,14.71666667,0
1982,8,22.86,14.95555556,0
1982,9,137.668,12.33888889,0
1982,10,216.916,7.183333333,2.54
1982,11,223.52,0.877777778,30.48
1982,12,356.616,-0.327777778,69.85
1983,1,386.842,1.6,25.4
1983,2,183.388,2.844444444,10.16
1983,3,232.664,4.588888889,5.08
1983,4,63.754,5.816666667,24.13
1983,5,83.058,10.11111111,7.62
1983,6,145.034,11.07222222,0
1983,7,151.638,12.60555556,0
1983,8,58.928,15.34444444,0
1983,9,117.348,10.61666667,0
1983,10,73.406,7.072222222,0
1983,11,522.224,2.822222222,43.18
1983,12,213.36,-3.438888889,78.232
1984,1,424.434,1.044444444,12.192
1984,2,154.94,2.288888889,49.53
1984,3,208.788,4.144444444,6.35
1984,4,137.414,3.816666667,31.75
1984,5,245.618,6.444444444,6.35
1984,6,146.05,10.46111111,0
1984,7,0.762,16.05,0
1984,8,8.636,15.45555556,0
1984,9,114.808,10.50555556,0
1984,10,219.202,5.35,35.56
1984,11,337.058,1.155555556,58.42
1984,12,282.702,-2.161111111,202.692
1985,1,21.844,-0.511111111,0
1985,2,180.086,-0.988888889,130.81
1985,3,129.794,1.588888889,76.2
1985,4,157.734,4.65,38.862
1985,5,63.246,8.944444444,0.762
1985,6,119.126,12.40555556,0
1985,7,2.032,18.60555556,0
1985,8,44.704,14.51111111,0
1985,9,149.352,10.33888889,0
1985,10,292.354,5.905555556,2.54
1985,11,276.098,-2.788888889,124.206
1985,12,73.406,-0.438888889,17.272
1986,1,271.272,1.933333333,30.48
1986,2,315.214,0.455555556,48.26
1986,3,145.034,5.2,5.08
1986,4,121.412,4.705555556,25.146
1986,5,160.528,8.333333333,0
1986,6,43.434,14.07222222,0
1986,7,64.008,12.32777778,0
1986,8,5.842,17.4,0
1986,9,201.168,9.561111111,0
1986,10,128.27,9.738888889,0
1986,11,402.59,2.933333333,20.574
1986,12,144.272,0.116666667,3.048
1987,1,188.976,-0.955555556,68.834
1987,2,154.432,2.344444444,24.13
1987,3,231.902,3.033333333,27.94
1987,4,131.064,7.761111111,18.034
1987,5,135.128,10.66666667,0
1987,6,35.306,14.35,0
1987,7,45.212,15.05,0
1987,8,14.986,15.95555556,0
1987,9,38.862,14.67222222,0
1987,10,5.08,11.62777778,0
1987,11,169.164,4.155555556,13.462
1987,12,375.92,-0.994444444,72.39
1988,1,184.658,-0.288888889,75.946
1988,2,195.58,1.844444444,46.482
1988,3,305.816,2.588888889,118.11
1988,4,196.342,5.594444444,35.052
1988,5,185.166,8.722222222,10.16
1988,6,54.61,11.79444444,0
1988,7,35.306,15.60555556,0
1988,8,17.78,16.17777778,0
1988,9,87.376,12.95,0
1988,10,187.198,11.23888889,0
1988,11,452.882,2.266666667,55.118
1988,12,187.198,0.394444444,50.546
1989,1,309.88,-0.4,159.004
1989,2,71.12,-2.377777778,58.42
1989,3,210.566,1.644444444,68.58
1989,4,105.664,6.983333333,22.86
1989,5,97.028,8.833333333,0
1989,6,51.308,13.57222222,0
1989,7,35.814,14.27222222,0
1989,8,54.356,14.23333333,0
1989,9,23.114,14.56111111,0
1989,10,108.966,7.016666667,0
1989,11,414.274,3.6,39.37
1989,12,170.434,2.061111111,2.032
1990,1,550.418,0.6,186.436
1990,2,480.314,-0.822222222,261.874
1990,3,89.154,3.588888889,31.75
1990,4,171.958,7.316666667,12.7
1990,5,120.396,8.277777778,1.27
1990,6,216.662,11.90555556,0
1990,7,39.37,17.05,0
1990,8,86.36,16.51111111,0
1990,9,11.684,15.06111111,0
1990,10,406.4,5.461111111,0
1990,11,480.314,2.822222222,55.88
1990,12,260.604,-4.105555556,133.35
1991,1,229.108,-1.066666667,26.67
1991,2,268.224,3.9,10.16
1991,3,165.608,2.311111111,74.93
1991,4,273.05,4.65,45.72
1991,5,128.524,7.5,2.54
1991,6,96.266,10.23888889,0
1991,7,30.988,16.49444444,0
1991,8,37.846,16.51111111,0
1991,9,16.002,14.56111111,0
1991,10,95.504,8.405555556,13.97
1991,11,406.146,2.933333333,20.32
1991,12,218.694,1.227777778,27.94
1992,1,291.338,1.711111111,10.16
1992,2,136.906,5.233333333,10.16
1992,3,45.72,7.2,0
1992,4,188.468,7.427777778,26.67
1992,5,30.988,12.72222222,0
1992,6,49.276,15.68333333,0
1992,7,52.324,15.71666667,0
1992,8,25.908,16.73333333,0
1992,9,194.056,11.06111111,0
1992,10,72.644,8.35,0
1992,11,328.676,2.1,11.43
1992,12,228.346,-1.438888889,146.05
1993,1,143.256,-2.788888889,49.53
1993,2,13.462,-0.155555556,12.7
1993,3,178.054,3.755555556,0
1993,4,216.154,4.483333333,17.78
1993,5,146.558,11.27777778,0
1993,6,124.206,11.12777778,0
1993,7,114.808,11.66111111,0
1993,8,26.416,15.62222222,0
1993,9,1.016,14.78333333,0
1993,10,95.758,10.01666667,0
1993,11,123.444,0.877777778,27.94
1993,12,207.518,0.838888889,6.35
1994,1,196.088,2.766666667,17.78
1994,2,255.016,0.511111111,171.45
1994,3,165.608,3.811111111,63.5
1994,4,115.062,6.316666667,7.62
1994,5,71.882,10.38888889,0
1994,6,129.54,11.62777778,0
1994,7,16.764,16.82777778,0
1994,8,7.62,15.56666667,0
1994,9,92.456,14.50555556,0
1994,10,319.024,6.405555556,2.54
1994,11,357.378,-0.677777778,172.72
1994,12,294.894,-1.161111111,83.82
1995,1,160.782,1.877777778,6.35
1995,2,206.248,2.344444444,36.83
1995,3,173.482,3.477777778,30.48
1995,4,134.112,5.094444444,27.94
1995,5,89.916,10.66666667,0
1995,6,101.092,12.35,0
1995,7,56.896,16.16111111,0
1995,8,84.328,13.34444444,0
1995,9,73.914,14.78333333,0
1995,10,338.074,6.294444444,0
1995,11,723.646,4.655555556,3.81
1995,12,359.156,0.672222222,8.89
1996,1,358.902,-0.011111111,177.8
1996,2,426.466,0.566666667,64.77
1996,3,82.042,3.255555556,12.7
1996,4,253.746,5.538888889,7.62
1996,5,170.688,7.166666667,1.27
1996,6,59.69,12.40555556,0
1996,7,33.274,17.49444444,0
1996,8,63.5,16.28888889,0
1996,9,115.062,10.83888889,0
1996,10,282.448,6.516666667,20.32
1996,11,366.014,1.933333333,55.88
1996,12,549.148,-0.383333333,200.66
1997,1,383.794,-0.066666667,76.2
1997,2,268.224,0.844444444,53.34
1997,3,388.874,1.811111111,111.76
1997,4,197.866,3.816666667,21.59
1997,5,109.22,10.55555556,2.54
1997,6,122.682,11.79444444,0
1997,7,56.388,15.05,0
1997,8,44.196,16.9,0
1997,9,198.12,13.61666667,0
1997,10,342.392,6.127777778,0
1997,11,264.414,4.1,16.51
1997,12,235.966,0.172222222,52.07
1998,1,332.232,0.155555556,119.38
1998,2,110.998,2.233333333,40.64
1998,3,151.638,3.2,35.56
1998,4,61.468,5.705555556,5.08
1998,5,135.382,8.222222222,0
1998,6,60.96,12.68333333,0
1998,7,13.462,18.27222222,0
1998,8,18.034,16.34444444,0
1998,9,25.4,14.50555556,0
1998,10,179.578,6.961111111,0
1998,11,390.652,2.766666667,22.86
1998,12,444.754,-1.661111111,138.43
1999,1,347.472,0.322222222,120.65
1999,2,349.25,-0.433333333,144.78
1999,3,147.066,1.588888889,125.73
1999,4,65.024,3.538888889,31.75
1999,5,112.522,6.166666667,31.75
1999,6,84.328,10.40555556,0
1999,7,73.66,14.16111111,0
1999,8,32.004,15.62222222,0
1999,9,23.114,13.11666667,0
1999,10,205.486,7.35,0
1999,11,376.174,3.988888889,10.16
1999,12,346.71,0.672222222,68.58
2000,1,265.43,-1.011111111,176.53
2000,2,158.75,1.177777778,25.4
2000,3,135.89,1.588888889,40.64
2000,4,101.346,6.261111111,7.62
2000,5,128.016,8.166666667,1.27
2000,6,88.646,11.51666667,0
2000,7,30.48,13.60555556,0
2000,8,14.986,14.51111111,0
2000,9,136.652,11.72777778,0
2000,10,191.77,7.127777778,0
2000,11,153.416,0.988888889,17.78
2000,12,122.428,0.95,30.48
2001,1,134.366,1.6,58.42
2001,2,106.934,0.9,30.48
2001,3,170.688,3.588888889,27.94
2001,4,155.702,4.705555556,41.91
2001,5,125.73,10.11111111,8.89
2001,6,159.258,11.46111111,0
2001,7,35.814,15.05,0
2001,8,36.068,16.4,0
2001,9,31.75,13.72777778,0
2001,10,284.226,6.794444444,0
2001,11,357.378,4.377777778,41.91
2001,12,343.408,-0.272222222,120.65
2002,1,411.988,-0.011111111,205.74
2002,2,167.64,0.511111111,55.88
2002,3,275.082,0.866666667,194.31
2002,4,145.288,4.205555556,17.78
2002,5,90.424,7.833333333,17.78
2002,6,69.85,13.57222222,0
2002,7,10.16,16.88333333,0
2002,8,14.224,15.28888889,0
2002,9,24.892,12.89444444,0
2002,10,50.8,7.738888889,0
2002,11,172.72,5.155555556,0
2002,12,251.714,1.672222222,53.34
2003,1,380.492,3.377777778,0
2003,2,136.144,1.955555556,16.51
2003,3,366.776,2.755555556,95.25
2003,4,145.034,4.816666667,58.42
2003,5,66.294,9,12.7
2003,6,35.814,14.23888889,0
2003,7,3.048,17.55,0
2003,8,0,16.95555556,0
2003,9,60.198,14.56111111,0
2003,10,357.886,9.288888889,0
2003,11,362.712,0.655555556,104.14
2003,12,239.776,0.45,121.92
2004,1,427.482,-0.066666667,114.3
2004,2,119.38,1.788888889,38.1
2004,3,181.864,4.533333333,45.72
2004,4,46.228,8.205555556,0
2004,5,157.988,9.777777778,0
2004,6,75.184,13.90555556,0
2004,7,8.128,18.21666667,0
2004,8,214.376,17.12222222,0
2004,9,162.052,11.72777778,0
2004,10,182.372,8.238888889,1.27
2004,11,187.96,3.044444444,20.32
2004,12,186.182,1.95,15.24
2005,1,171.958,1.766666667,36.83
2005,2,49.53,2.288888889,26.67
2005,3,197.104,5.255555556,26.67
2005,4,142.748,5.594444444,8.89
2005,5,142.494,10.44444444,0
2005,6,106.172,11.29444444,0
2005,7,50.546,16.21666667,0
2005,8,30.734,17.34444444,0
2005,9,102.616,11.17222222,0
2005,10,204.724,7.405555556,0
2005,11,277.876,2.044444444,77.47
2005,12,290.576,-0.05,46.99
2006,1,520.954,1.711111111,83.82
2006,2,189.484,-0.377777778,46.99
2006,3,106.934,2.2,77.47
2006,4,103.632,6.038888889,13.97
2006,5,118.618,10,0
2006,6,90.17,13.79444444,0
2006,7,14.224,17.55,0
2006,8,6.604,15.73333333,0
2006,9,54.864,13.45,0
2006,10,144.272,7.627777778,0
2006,11,708.406,1.711111111,157.48
2006,12,249.682,-0.55,31.75
2007,1,246.634,-2.181915,102.362
2007,2,251.714,1.651510556,87.63
2007,3,280.416,2.757306389,48.514
2007,4,96.012,4.231700833,12.7
2007,5,100.838,7.696527778,0
2007,6,78.486,11.7511125,0
2007,7,24.384,16.69033389,0
2007,8,27.686,14.62618167,0
2007,9,36.576,11.087635,0
2007,10,249.682,5.632375556,0
2007,11,188.976,2.4624275,58.166
2007,12,433.324,0.103396389,232.41
