,station,year,month,TMAX,TMIN,PPT
1310,paradise,1955,2,-0.2,-7.6,376
1311,paradise,1955,3,-0.9,-8.4,397
1312,paradise,1955,4,2.7,-5.6,311
1313,paradise,1955,5,7.5,-1.9,107
1314,paradise,1955,6,12.6,2.4,63
1315,paradise,1955,7,14.2,4.7,85
1316,paradise,1955,8,17.3,5,7
1317,paradise,1955,9,14,3.9,153
1318,paradise,1955,10,8.2,0.6,516
1319,paradise,1955,11,-0.6,-7.2,580
1320,paradise,1955,12,-1.1,-7.8,724
1333,paradise,1956,1,-1,-7.4,560
1334,paradise,1956,2,-2.4,-9.5,287
1335,paradise,1956,3,1.1,-6.9,431
1336,paradise,1956,4,8,-3.9,51
1337,paradise,1956,5,13,0.3,73
1338,paradise,1956,6,11.4,2.1,110
1339,paradise,1956,7,19.4,5.9,23
1340,paradise,1956,8,17.3,6,70
1341,paradise,1956,9,14.9,4.4,129
1342,paradise,1956,10,6.7,-0.5,327
1343,paradise,1956,11,3.8,-4.4,170
1344,paradise,1956,12,1.8,-5.1,545
1357,paradise,1957,1,-4.1,-12.6,184
1358,paradise,1957,2,0.6,-7.2,394
1359,paradise,1957,3,2.6,-4.9,426
1360,paradise,1957,4,6.9,-2.7,197
1361,paradise,1957,5,12,1.5,134
1362,paradise,1957,6,13.4,3.5,98
1363,paradise,1957,7,16.1,4.9,34
1364,paradise,1957,8,15.2,5.1,63
1365,paradise,1957,9,18.2,5.6,47
1366,paradise,1957,10,7.6,-0.3,237
1367,paradise,1957,11,3.3,-5.4,248
1368,paradise,1957,12,2.1,-4.5,576
1381,paradise,1958,1,1.7,-4.8,451
1382,paradise,1958,2,4.2,-2.3,345
1383,paradise,1958,3,2.9,-6.7,126
1384,paradise,1958,4,5.9,-3.8,357
1385,paradise,1958,5,15.4,2,59
1386,paradise,1958,6,15.7,5.6,110
1387,paradise,1958,7,22.1,7.7,21
1388,paradise,1958,8,20.7,7.2,28
1389,paradise,1958,9,13.9,4.5,132
1390,paradise,1958,10,11.2,0.8,262
1391,paradise,1958,11,2.5,-4.4,630
1392,paradise,1958,12,3.4,-2.9,476
1405,paradise,1959,1,0.2,-5.8,607
1406,paradise,1959,2,-0.2,-6,225
1407,paradise,1959,3,2.6,-5,309
1408,paradise,1959,4,6.9,-2.9,213
1409,paradise,1959,5,8.5,-1.6,106
1410,paradise,1959,6,12.7,3.4,128
1411,paradise,1959,7,19.4,6.3,23
1412,paradise,1959,8,16.1,5.2,38
1413,paradise,1959,9,11.4,4.6,298
1414,paradise,1959,10,8.9,0.7,322
1415,paradise,1959,11,4.4,-4.3,420
1416,paradise,1959,12,1.4,-5.7,318
1429,paradise,1960,1,-1.7,-8.2,228
1430,paradise,1960,2,0.6,-6.8,350
1431,paradise,1960,3,3.7,-5.9,323
1432,paradise,1960,4,6.3,-2.9,272
1433,paradise,1960,5,7.7,-0.7,272
1434,paradise,1960,6,14.3,2.6,68
1435,paradise,1960,7,21.3,6.3,4
1436,paradise,1960,8,15.4,6.1,115
1437,paradise,1960,9,15.2,4.3,76
1438,paradise,1960,10,9.5,0.8,287
1439,paradise,1960,11,2.6,-4.2,556
1440,paradise,1960,12,0.9,-7.2,221
1453,paradise,1961,1,3.6,-4.5,406
1454,paradise,1961,2,1.7,-3.3,744
1455,paradise,1961,3,2.9,-4.6,336
1456,paradise,1961,4,4.8,-3,231
1457,paradise,1961,5,9.6,-0.3,145
1458,paradise,1961,6,17.7,4.3,50
1459,paradise,1961,7,19.9,6.6,31
1460,paradise,1961,8,21.5,7.9,47
1461,paradise,1961,9,13,2.6,117
1462,paradise,1961,10,8,-0.8,261
1463,paradise,1961,11,1.7,-6.5,330
1464,paradise,1961,12,-0.4,-6.5,510
1477,paradise,1962,1,0.6,-7.8,268
1478,paradise,1962,2,2.1,-5.9,159
1479,paradise,1962,3,1.5,-6.9,290
1480,paradise,1962,4,8.2,-2.1,284
1481,paradise,1962,5,6.2,-0.9,199
1482,paradise,1962,6,13.7,1.5,47
1483,paradise,1962,7,17.4,5,20
1484,paradise,1962,8,15.7,6.1,100
1485,paradise,1962,9,15.9,4.9,143
1486,paradise,1962,10,9.1,0.7,207
1487,paradise,1962,11,4.5,-2.7,643
1488,paradise,1962,12,2.5,-4.2,279
1501,paradise,1963,1,-1.3,-9.4,142
1502,paradise,1963,2,5.9,-3,453
1503,paradise,1963,3,2.9,-5.4,328
1504,paradise,1963,4,4.1,-3.4,263
1505,paradise,1963,5,10.9,-0.4,95
1506,paradise,1963,6,11.6,2.6,79
1507,paradise,1963,7,15.2,5,77
1508,paradise,1963,8,16.8,6.8,81
1509,paradise,1963,9,17.3,6.9,77
1510,paradise,1963,10,9.3,1.8,236
1511,paradise,1963,11,2.9,-3.1,474
1512,paradise,1963,12,2.2,-5.6,299
1525,paradise,1964,1,-0.2,-5.8,740
1526,paradise,1964,2,2.2,-6.8,147
1527,paradise,1964,3,1.3,-6.2,307
1528,paradise,1964,4,4.2,-4.8,205
1529,paradise,1964,5,9,-1.9,122
1530,paradise,1964,6,11.4,2.1,152
1531,paradise,1964,7,17,5.9,58
1532,paradise,1964,8,14.6,5.5,92
1533,paradise,1964,9,12.7,3.6,129
1534,paradise,1964,10,11,0.5,140
1535,paradise,1964,11,0.9,-5,449
1536,paradise,1964,12,-2.5,-8.5,779
1549,paradise,1965,1,-0.3,-5.8,632
1550,paradise,1965,2,1.3,-5.1,336
1551,paradise,1965,3,5.2,-7.2,50
1552,paradise,1965,4,7.2,-3,253
1553,paradise,1965,5,8.7,-1.5,101
1554,paradise,1965,6,14.2,2.2,29
1555,paradise,1965,7,19.6,6.2,32
1556,paradise,1965,8,17,7.4,111
1557,paradise,1965,9,13,2.9,60
1558,paradise,1965,10,11.7,1.9,137
1559,paradise,1965,11,4.3,-1.4,315
1560,paradise,1965,12,-0.1,-6.8,351
1573,paradise,1966,1,-0.8,-7,484
1574,paradise,1966,2,0.8,-6.5,232
1575,paradise,1966,3,3.6,-6,349
1576,paradise,1966,4,6.9,-3.2,111
1577,paradise,1966,5,12.2,-1,81
1578,paradise,1966,6,12.1,2,111
1579,paradise,1966,7,16.1,5.4,72
1580,paradise,1966,8,17.5,5.9,20
1581,paradise,1966,9,15.9,5.8,89
1582,paradise,1966,10,9.5,-0.5,231
1583,paradise,1966,11,4.1,-3,385
1584,paradise,1966,12,1.5,-3.8,491
1597,paradise,1967,1,1,-4.2,735
1598,paradise,1967,2,2.8,-5.2,242
1599,paradise,1967,3,1.1,-6.3,321
1600,paradise,1967,4,3.5,-5.5,195
1601,paradise,1967,5,10.1,-0.8,55
1602,paradise,1967,6,15.8,4.2,74
1603,paradise,1967,7,19.1,6,7
1604,paradise,1967,8,22.8,7.5,4
1605,paradise,1967,9,18.8,6.2,62
1606,paradise,1967,10,8.5,1.1,521
1607,paradise,1967,11,4.2,-3.3,247
1608,paradise,1967,12,-0.3,-7,391
1621,paradise,1968,1,0,-6.9,465
1622,paradise,1968,2,5.4,-4.2,458
1623,paradise,1968,3,5,-3.7,279
1624,paradise,1968,4,5.3,-4.4,160
1625,paradise,1968,5,9.9,-0.2,106
1626,paradise,1968,6,13.1,3,122
1627,paradise,1968,7,19.5,6.4,28
1628,paradise,1968,8,14.9,6,223
1629,paradise,1968,9,13.8,5.1,172
1630,paradise,1968,10,7.6,-0.6,300
1631,paradise,1968,11,2.9,-3.6,445
1632,paradise,1968,12,-2.2,-8.6,539
1645,paradise,1969,1,-4.8,-11.2,651
1646,paradise,1969,2,-0.4,-8,244
1647,paradise,1969,3,4.7,-6.5,165
1648,paradise,1969,4,6.1,-3.2,193
1649,paradise,1969,5,13.2,0.4,159
1650,paradise,1969,6,15.8,5.9,79
1651,paradise,1969,7,17.3,5.3,17
1652,paradise,1969,8,16.5,5.3,17
1653,paradise,1969,9,14,5.3,244
1654,paradise,1969,10,7.4,-1.3,151
1655,paradise,1969,11,4.4,-2.9,186
1656,paradise,1969,12,0.9,-5,456
1669,paradise,1970,1,-0.8,-6.9,735
1670,paradise,1970,2,4.1,-4.4,246
1671,paradise,1970,3,3.6,-6.1,197
1672,paradise,1970,4,2.9,-5.1,266
1673,paradise,1970,5,10.6,-1.2,84
1674,paradise,1970,6,16.1,3.9,42
1675,paradise,1970,7,18.8,6,18
1676,paradise,1970,8,19.3,6,13
1677,paradise,1970,9,12.1,3.1,147
1678,paradise,1970,10,7.9,-1.4,197
1679,paradise,1970,11,2.8,-3.9,413
1680,paradise,1970,12,-1.8,-7.7,585
1693,paradise,1971,1,-0.5,-6.7,724
1694,paradise,1971,2,1.1,-5.6,327
1695,paradise,1971,3,0,-7,527
1696,paradise,1971,4,5.3,-4.3,167
1697,paradise,1971,5,10.5,-0.5,111
1698,paradise,1971,6,10,1.3,120
1699,paradise,1971,7,19,6.3,34
1700,paradise,1971,8,20.4,7.7,24
1701,paradise,1971,9,12.4,2.5,178
1702,paradise,1971,10,7.3,-1.3,235
1703,paradise,1971,11,1.9,-3.7,397
1704,paradise,1971,12,-2,-7.8,571
1717,paradise,1972,1,-2.6,-8.7,679
1718,paradise,1972,2,0.2,-6.3,552
1719,paradise,1972,3,4,-4.3,437
1720,paradise,1972,4,3.6,-5.1,301
1721,paradise,1972,5,12.1,0.2,86
1722,paradise,1972,6,12.8,3,126
1723,paradise,1972,7,18.2,5.7,56
1724,paradise,1972,8,19,6.7,46
1725,paradise,1972,9,11.4,2.6,263
1726,paradise,1972,10,9,-1.8,43
1727,paradise,1972,11,2.8,-3.8,256
1728,paradise,1972,12,-2.5,-9.1,606
1741,paradise,1973,1,-1.3,-8.6,309
1742,paradise,1973,2,2.7,-6.1,101
1743,paradise,1973,3,2.8,-5.3,151
1744,paradise,1973,4,7.1,-4.3,107
1745,paradise,1973,5,11.4,-0.3,121
1746,paradise,1973,6,12.5,2.7,119
1747,paradise,1973,7,18.8,5.7,3
1748,paradise,1973,8,16.3,4.9,9
1749,paradise,1973,9,14.8,4.5,165
1750,paradise,1973,10,7.5,0.3,256
1751,paradise,1973,11,-0.9,-5.3,638
1752,paradise,1973,12,1,-4,609
1765,paradise,1974,1,-2.2,-9.4,736
1766,paradise,1974,2,0.9,-5.3,386
1767,paradise,1974,3,2.3,-5.5,407
1768,paradise,1974,4,4.7,-3,367
1769,paradise,1974,5,7.2,-1.5,176
1770,paradise,1974,6,15.1,3,122
1771,paradise,1974,7,16.2,5.7,76
1772,paradise,1974,8,18.1,6.6,14
1773,paradise,1974,9,18.4,4.9,25
1774,paradise,1974,10,11.4,-0.6,79
1775,paradise,1974,11,3.2,-2.8,410
1776,paradise,1974,12,1,-5.1,605
1789,paradise,1975,1,-0.8,-6.6,789
1790,paradise,1975,2,-0.6,-7,474
1791,paradise,1975,3,1,-6.7,300
1792,paradise,1975,4,3.1,-5.7,135
1793,paradise,1975,5,9.4,-1.3,106
1794,paradise,1975,6,11.7,1.9,83
1795,paradise,1975,7,18.3,7.2,24
1796,paradise,1975,8,14.2,5.6,177
1797,paradise,1975,9,16.8,4.4,5
1798,paradise,1975,10,6.4,0.7,416
1799,paradise,1975,11,2,-4.7,461
1800,paradise,1975,12,1.7,-5.1,523
1813,paradise,1976,1,1.3,-5.3,516
1814,paradise,1976,2,0.4,-6.3,450
1815,paradise,1976,3,0.9,-7.4,277
1816,paradise,1976,4,5.5,-3.8,197
1817,paradise,1976,5,10.9,-0.8,92
1818,paradise,1976,6,11.2,0.9,70
1819,paradise,1976,7,16.6,5.6,55
1820,paradise,1976,8,13.8,6.5,177
1821,paradise,1976,9,15.3,6.2,56
1822,paradise,1976,10,9.8,-0.2,112
1823,paradise,1976,11,5.3,-3.5,103
1824,paradise,1976,12,1.9,-5.1,164
1837,paradise,1977,1,-0.7,-8.9,88
1838,paradise,1977,2,3.7,-4.3,205
1839,paradise,1977,3,1.2,-5.8,380
1840,paradise,1977,4,8.9,-2.6,110
1841,paradise,1977,5,6.4,-1.4,197
1842,paradise,1977,6,14.9,3.9,54
1843,paradise,1977,7,16,5.2,22
1844,paradise,1977,8,20,8.1,152
1845,paradise,1977,9,11.6,3.9,222
1846,paradise,1977,10,9,-0.6,159
1847,paradise,1977,11,0.9,-5.1,542
1848,paradise,1977,12,0.3,-5.2,738
1861,paradise,1978,1,0.8,-5.1,276
1862,paradise,1978,2,1.8,-4.3,218
1863,paradise,1978,3,5.4,-3.8,134
1864,paradise,1978,4,5.3,-2.9,239
1865,paradise,1978,5,8,-1.2,168
1866,paradise,1978,6,15,3.8,72
1867,paradise,1978,7,17.4,6.6,68
1868,paradise,1978,8,16,6.8,116
1869,paradise,1978,9,10.9,5.1,188
1870,paradise,1978,10,10.9,0,42
1871,paradise,1978,11,0.8,-7,331
1872,paradise,1978,12,-2.4,-9.6,342
1885,paradise,1979,1,-3.3,-11.6,136
1886,paradise,1979,2,-0.6,-6.6,578
1887,paradise,1979,3,4.9,-4.6,236
1888,paradise,1979,4,5.2,-3,190
1889,paradise,1979,5,11.2,-0.2,87
1890,paradise,1979,6,14.2,2.3,40
1891,paradise,1979,7,18.4,6.1,72
1892,paradise,1979,8,16.4,6.8,81
1893,paradise,1979,9,16.3,5.8,111
1894,paradise,1979,10,10.4,1.5,251
1895,paradise,1979,11,2.1,-5.1,167
1896,paradise,1979,12,2.1,-3.7,586
1909,paradise,1980,1,-3,-10.8,466
1910,paradise,1980,2,0.7,-5.3,405
1911,paradise,1980,3,1.2,-5.1,273
1912,paradise,1980,4,7.7,-2.3,187
1913,paradise,1980,5,9.2,-0.2,58
1914,paradise,1980,6,10.4,1.9,119
1915,paradise,1980,7,17.1,5.9,22
1916,paradise,1980,8,14.9,4.8,71
1917,paradise,1980,9,13.7,4.7,136
1918,paradise,1980,10,10.5,0,58
1919,paradise,1980,11,3.1,-2.7,480
1920,paradise,1980,12,2,-3.4,681
1933,paradise,1981,1,3.4,-3,155
1934,paradise,1981,2,2.3,-4.8,464
1935,paradise,1981,3,5.6,-3.9,147
1936,paradise,1981,4,5.6,-2.7,300
1937,paradise,1981,5,8.5,-0.5,144
1938,paradise,1981,6,10.8,2,221
1939,paradise,1981,7,16.3,5.5,57
1940,paradise,1981,8,20.5,7.7,22
1941,paradise,1981,9,15.1,4.8,170
1942,paradise,1981,10,7.2,-1.2,276
1943,paradise,1981,11,3.6,-3.1,349
1944,paradise,1981,12,0.1,-5.6,597
1957,paradise,1982,1,-1.7,-7.8,644
1958,paradise,1982,2,-0.1,-7.2,589
1959,paradise,1982,3,2.3,-6.4,312
1960,paradise,1982,4,4.5,-5.7,271
1961,paradise,1982,5,8.8,-1.5,75
1962,paradise,1982,6,15.4,3.6,41
1963,paradise,1982,7,16.1,5.4,65
1964,paradise,1982,8,16.7,6.7,38
1965,paradise,1982,9,13.5,4.8,179
1966,paradise,1982,10,7.5,-0.3,344
1967,paradise,1982,11,1,-6.2,367
1968,paradise,1982,12,-0.4,-7.3,474
1981,paradise,1983,1,1.9,-4.4,571
1982,paradise,1983,2,2,-3.7,358
1983,paradise,1983,3,3.6,-3.4,369
1984,paradise,1983,4,6,-3.8,139
1985,paradise,1983,5,11.5,0.1,127
1986,paradise,1983,6,11.2,2.4,131
1987,paradise,1983,7,14.2,5.5,148
1988,paradise,1983,8,16.8,7.2,77
1989,paradise,1983,9,12.2,2.7,128
1990,paradise,1983,10,8.1,-1.3,98
1991,paradise,1983,11,1.8,-3,697
1992,paradise,1983,12,-3.7,-10.7,374
2005,paradise,1984,1,1.6,-5.9,440
2006,paradise,1984,2,2,-4.8,290
2007,paradise,1984,3,4.2,-3.9,335
2008,paradise,1984,4,3.9,-4.6,255
2009,paradise,1984,5,7,-1.6,283
2010,paradise,1984,6,11.2,1.7,150
2011,paradise,1984,7,18.4,5.3,7
2012,paradise,1984,8,17.6,5.5,9
2013,paradise,1984,9,12.6,3.2,114
2014,paradise,1984,10,5.7,-2.1,300
2015,paradise,1984,11,1.4,-4.5,564
2016,paradise,1984,12,-2.3,-9.4,378
2029,paradise,1985,1,0.1,-8.6,47
2030,paradise,1985,2,-0.7,-8.5,303
2031,paradise,1985,3,2,-7.3,267
2032,paradise,1985,4,6.6,-3.2,216
2033,paradise,1985,5,10.1,-0.6,82
2034,paradise,1985,6,13.6,2.4,147
2035,paradise,1985,7,21.4,7.5,10
2036,paradise,1985,8,16.8,5.6,54
2037,paradise,1985,9,11.2,2.6,155
2038,paradise,1985,10,6.2,-1.1,391
2039,paradise,1985,11,-3.2,-9.6,389
2040,paradise,1985,12,0.9,-7.2,125
2053,paradise,1986,1,2.4,-4.2,488
2054,paradise,1986,2,0.5,-6.3,499
2055,paradise,1986,3,5.6,-3.5,270
2056,paradise,1986,4,5.1,-4.1,203
2057,paradise,1986,5,9.8,0.2,177
2058,paradise,1986,6,15.3,4.1,50
2059,paradise,1986,7,14.1,4.2,62
2060,paradise,1986,8,20.6,8.2,12
2061,paradise,1986,9,11.4,3.3,209
2062,paradise,1986,10,11.8,1.4,180
2063,paradise,1986,11,2.4,-3.2,564
2064,paradise,1986,12,0.6,-6,256
2077,paradise,1987,1,-0.6,-7.2,408
2078,paradise,1987,2,2.6,-4.7,247
2079,paradise,1987,3,3.6,-4.3,359
2080,paradise,1987,4,8.8,-1.5,223
2081,paradise,1987,5,11.1,0.7,173
2082,paradise,1987,6,15.7,3.5,29
2083,paradise,1987,7,15.8,5.8,62
2084,paradise,1987,8,18.4,6.4,21
2085,paradise,1987,9,17.6,5.5,37
2086,paradise,1987,10,13.9,0.8,18
2087,paradise,1987,11,3.9,-1.9,255
2088,paradise,1987,12,-1.3,-7.8,563
2101,paradise,1988,1,-0.3,-7.1,354
2102,paradise,1988,2,2.4,-4.8,235
2103,paradise,1988,3,2.6,-5.3,439
2104,paradise,1988,4,5.9,-2.3,320
2105,paradise,1988,5,9.4,-0.3,221
2106,paradise,1988,6,12.7,2.1,89
2107,paradise,1988,7,17.7,5.2,52
2108,paradise,1988,8,17.6,5.9,25
2109,paradise,1988,9,14.8,3.5,136
2110,paradise,1988,10,12.3,3.1,161
2111,paradise,1988,11,1.3,-3,732
2112,paradise,1988,12,1.1,-4.6,291
2125,paradise,1989,1,-0.1,-5.1,490
2126,paradise,1989,2,-2,-9.3,206
2127,paradise,1989,3,0.9,-4.5,439
2128,paradise,1989,4,6.7,-1.7,208
2129,paradise,1989,5,8.7,-0.3,131
2130,paradise,1989,6,14.6,2.7,63
2131,paradise,1989,7,15.6,5,33
2132,paradise,1989,8,15.6,6,51
2133,paradise,1989,9,16.6,4.9,30
2134,paradise,1989,10,8.4,-0.3,161
2135,paradise,1989,11,3.7,-1.9,456
2136,paradise,1989,12,2.8,-3.5,279
2149,paradise,1990,1,0,-5.3,844
2150,paradise,1990,2,0.2,-7,554
2151,paradise,1990,3,5.2,-4.5,206
2152,paradise,1990,4,8.4,-1.3,267
2153,paradise,1990,5,8.3,-0.6,162
2154,paradise,1990,6,12.3,2.8,175
2155,paradise,1990,7,19.5,7.4,42
2156,paradise,1990,8,17.7,7.3,103
2157,paradise,1990,9,17.3,6.6,20
2158,paradise,1990,10,6,-1.5,430
2159,paradise,1990,11,2.6,-3.3,668
2160,paradise,1990,12,-3.5,-10.4,378
2173,paradise,1991,1,0.3,-6.8,351
2174,paradise,1991,2,5.4,-2.4,435
2175,paradise,1991,3,1.9,-6.5,331
2176,paradise,1991,4,5.2,-3.8,427
2177,paradise,1991,5,7.4,-0.6,142
2178,paradise,1991,6,10.2,1.5,145
2179,paradise,1991,7,18.3,6.3,22
2180,paradise,1991,8,18.2,7.6,58
2181,paradise,1991,9,17.2,5.6,21
2182,paradise,1991,10,9.9,-0.2,128
2183,paradise,1991,11,2.4,-3.3,568
2184,paradise,1991,12,1,-4.2,331
2197,paradise,1992,1,2,-4.6,441
2198,paradise,1992,2,4.7,-2.8,250
2199,paradise,1992,3,7.6,-3,90
2200,paradise,1992,4,7.3,-1.8,312
2201,paradise,1992,5,14.2,1.3,43
2202,paradise,1992,6,16.3,4.8,68
2203,paradise,1992,7,16.9,6.9,65
2204,paradise,1992,8,18.9,7,35
2205,paradise,1992,9,13,3.5,202
2206,paradise,1992,10,8.9,1.1,144
2207,paradise,1992,11,2.1,-4.2,433
2208,paradise,1992,12,-2.1,-7.8,370
2221,paradise,1993,1,-2.3,-9.2,283
2222,paradise,1993,2,0.6,-8.3,56
2223,paradise,1993,3,4.1,-5.1,311
2224,paradise,1993,4,4.7,-3,355
2225,paradise,1993,5,12.5,2.1,173
2226,paradise,1993,6,11.5,2.7,143
2227,paradise,1993,7,11.9,4.5,115
2228,paradise,1993,8,16.1,6.3,27
2229,paradise,1993,9,16.6,4.8,11
2230,paradise,1993,10,10.1,1.2,107
2231,paradise,1993,11,1.6,-6.4,183
2232,paradise,1993,12,1.1,-5.6,355
2245,paradise,1994,1,2.7,-3.7,341
2246,paradise,1994,2,-0.4,-6.9,431
2247,paradise,1994,3,5.5,-4.2,277
2248,paradise,1994,4,7.5,-1.9,193
2249,paradise,1994,5,11.3,0.8,135
2250,paradise,1994,6,12.5,2,121
2251,paradise,1994,7,19.9,7.1,33
2252,paradise,1994,8,17.3,6.4,14
2253,paradise,1994,9,16.6,6.4,108
2254,paradise,1994,10,7.6,-1,431
2255,paradise,1994,11,-0.8,-6.8,527
2256,paradise,1994,12,-0.6,-6.7,514
2269,paradise,1995,1,1.1,-5.1,363
2270,paradise,1995,2,3.9,-4.5,407
2271,paradise,1995,3,3.9,-5.3,300
2272,paradise,1995,4,6.1,-3.8,199
2273,paradise,1995,5,12,1.1,102
2274,paradise,1995,6,12.8,2.8,92
2275,paradise,1995,7,17.1,6.7,57
2276,paradise,1995,8,14.8,5.1,79
2277,paradise,1995,9,16.1,6.6,131
2278,paradise,1995,10,6.9,-0.5,357
2279,paradise,1995,11,4.6,-1.4,812
2280,paradise,1995,12,0.1,-5.9,510
2293,paradise,1996,1,-1.3,-6.8,593
2294,paradise,1996,2,1.7,-6.2,697
2295,paradise,1996,3,3.9,-4.8,179
2296,paradise,1996,4,6,-2.4,429
2297,paradise,1996,5,6.7,-1.5,195
2298,paradise,1996,6,13.2,1.8,54
2299,paradise,1996,7,20.2,7.2,47
2300,paradise,1996,8,18.7,6.8,41
2301,paradise,1996,9,12.2,3.3,132
2302,paradise,1996,10,7.4,-0.3,352
2303,paradise,1996,11,2.3,-4.1,542
2304,paradise,1996,12,-0.9,-6.9,902
2317,paradise,1997,1,0.4,-6.4,573
2318,paradise,1997,2,1.7,-6.3,350
2319,paradise,1997,3,2.1,-5.4,665
2320,paradise,1997,4,5.1,-4.1,344
2321,paradise,1997,5,11.6,1.1,153
2322,paradise,1997,6,11.6,2.3,139
2323,paradise,1997,7,16.8,5.8,76
2324,paradise,1997,8,18.9,7.8,55
2325,paradise,1997,9,14.9,5.9,258
2326,paradise,1997,10,6.5,-0.2,504
2327,paradise,1997,11,4.4,-2.4,328
2328,paradise,1997,12,0.9,-5.7,305
2341,paradise,1998,1,-0.2,-5.9,558
2342,paradise,1998,2,1.7,-4.6,290
2343,paradise,1998,3,3.7,-4.6,272
2344,paradise,1998,4,7.3,-3.2,118
2345,paradise,1998,5,7.8,0.7,174
2346,paradise,1998,6,12.8,3.4,78
2347,paradise,1998,7,19.5,8.7,20
2348,paradise,1998,8,18.8,7.4,18
2349,paradise,1998,9,17.6,6.1,37
2350,paradise,1998,10,8.3,0.1,205
2351,paradise,1998,11,1.9,-2.8,660
2352,paradise,1998,12,-1.1,-7.1,694
2365,paradise,1999,1,0.8,-5,572
2366,paradise,1999,2,-0.5,-6.2,721
2367,paradise,1999,3,2.4,-5.7,316
2368,paradise,1999,4,6.1,-4.6,113
2369,paradise,1999,5,7.7,-2.2,164
2370,paradise,1999,6,10.6,1.9,96
2371,paradise,1999,7,16.5,4.9,71
2372,paradise,1999,8,17.3,7.6,72
2373,paradise,1999,9,15.7,4.2,23
2374,paradise,1999,10,9.4,0.4,200
2375,paradise,1999,11,4.7,-1.5,590
2376,paradise,1999,12,1.8,-3.9,525
2389,paradise,2000,1,-1,-7,447
2390,paradise,2000,2,1.8,-5.3,332
2391,paradise,2000,3,2.8,-5.9,269
2392,paradise,2000,4,8.6,-2.5,159
2393,paradise,2000,5,8.5,-0.3,178
2394,paradise,2000,6,13.6,3.3,105
2395,paradise,2000,7,16.7,5.7,32
2396,paradise,2000,8,16.7,5.5,24
2397,paradise,2000,9,13.1,4.5,177
2398,paradise,2000,10,8.1,0.2,164
2399,paradise,2000,11,1.9,-5.8,204
2400,paradise,2000,12,1,-5.5,230
2413,paradise,2001,1,1.4,-5.2,184
2414,paradise,2001,2,1.4,-7.1,180
2415,paradise,2001,3,4.1,-4.7,257
2416,paradise,2001,4,4.9,-4.2,264
2417,paradise,2001,5,11.9,-0.1,131
2418,paradise,2001,6,11.1,1.6,157
2419,paradise,2001,7,16.3,5.7,43
2420,paradise,2001,8,18.2,7.8,55
2421,paradise,2001,9,15.6,5.6,43
2422,paradise,2001,10,7.3,-0.4,310
2423,paradise,2001,11,3.6,-2.3,519
2424,paradise,2001,12,-0.7,-6,566
2437,paradise,2002,1,-0.5,-6.1,618
2438,paradise,2002,2,1.8,-6.2,308
2439,paradise,2002,3,0.7,-6.6,400
2440,paradise,2002,4,5.5,-3.4,247
2441,paradise,2002,5,8.1,-1.3,115
2442,paradise,2002,6,14.2,3.5,95
2443,paradise,2002,7,18.8,6.6,23
2444,paradise,2002,8,17.7,6.3,26
2445,paradise,2002,9,15.3,4.3,32
2446,paradise,2002,10,9.2,-0.2,58
2447,paradise,2002,11,6.5,-1.6,206
2448,paradise,2002,12,1.1,-4.5,415
2461,paradise,2003,1,3.5,-2.6,601
2462,paradise,2003,2,2.1,-5.6,218
2463,paradise,2003,3,3.1,-3.8,542
2464,paradise,2003,4,4.7,-3.1,242
2465,paradise,2003,5,9.6,-0.2,96
2466,paradise,2003,6,15.3,3.9,26
2467,paradise,2003,7,20.3,7.1,5
2468,paradise,2003,8,19.2,6.8,4
2469,paradise,2003,9,16.6,6.4,78
2470,paradise,2003,10,10.1,2.5,326
2471,paradise,2003,11,0.9,-5.6,467
2472,paradise,2003,12,-0.3,-5.4,402
2485,paradise,2004,1,0.6,-5.4,537
2486,paradise,2004,2,1.9,-5,208
2487,paradise,2004,3,5.4,-3.5,247
2488,paradise,2004,4,9.4,-1.8,79
2489,paradise,2004,5,9,1,204
2490,paradise,2004,6,14.8,4.2,80
2491,paradise,2004,7,19.5,8,9
2492,paradise,2004,8,18.5,9.3,204
2493,paradise,2004,9,12.2,4.9,196
2494,paradise,2004,10,8.8,1.5,236
2495,paradise,2004,11,4.4,-3,234
2496,paradise,2004,12,2.5,-3.5,283
2509,paradise,2005,1,2,-3.9,289
2510,paradise,2005,2,4.6,-5.4,79
2511,paradise,2005,3,5.9,-3,300
2512,paradise,2005,4,6.4,-2.1,234
2513,paradise,2005,5,10.7,2.3,196
2514,paradise,2005,6,11.1,3,115
2515,paradise,2005,7,17.9,6.8,55
2516,paradise,2005,8,19.1,7.4,17
2517,paradise,2005,9,13.2,3.9,142
2518,paradise,2005,10,8.3,1.7,239
2519,paradise,2005,11,2.9,-3.2,393
2520,paradise,2005,12,1.1,-4.9,454
2533,paradise,2006,1,1.3,-3.4,849
2534,paradise,2006,2,0.8,-6.8,319
2535,paradise,2006,3,2.5,-5.2,219
2536,paradise,2006,4,7,-2.6,200
2537,paradise,2006,5,11.1,0.9,138
2538,paradise,2006,6,14.2,4.5,110
2539,paradise,2006,7,19.4,7.7,14
2540,paradise,2006,8,17.8,6.8,10
2541,paradise,2006,9,15.5,5.9,76
2542,paradise,2006,10,8.9,0.6,123
2543,paradise,2006,11,2.1,-3,1016
2544,paradise,2006,12,1.4,-4.7,431
2557,paradise,2007,1,0.8,-6.4,379
2558,paradise,2007,2,2,-3.8,404
