Stand,Treeid,Year,Species(neighbor),Distance(neighbor),DBH(neighbor),Canopy?,notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E12,2008,Tshe,9,40.2,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E12,2008,Tshe,8.02,41.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E12,2008,Abam,2.45,42.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E12,2008,Tshe,2.99,44.4,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E12,2008,Abam,3.24,50.1,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E13,2008,Abam,8.44,11.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E13,2008,Abam,9.27,11.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E13,2008,Tshe,6.35,11.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E13,2008,Tshe,9.6,11.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E13,2008,Tshe,5.99,11.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E13,2008,Abam,6.73,12.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E13,2008,Tshe,4.24,12.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E13,2008,Abam,6.8,12.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E13,2008,Abam,5.46,13.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E13,2008,Tshe,9.44,14.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E13,2008,Tshe,7.57,15.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E13,2008,Abam,7.5,15.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E13,2008,Abam,6.38,17.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E13,2008,Tshe,9.79,17.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E13,2008,Tshe,6.67,17.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E13,2008,Tshe,8.61,18.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E13,2008,Abam,8.37,19.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E13,2008,Tshe,6.13,20.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E13,2008,Abam,7.56,21.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E13,2008,Tshe,5.71,24.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E13,2008,Abam,5.96,26.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E13,2008,Tshe,3.44,39.2,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E13,2008,Tshe,3.46,41.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E13,2008,Tshe,6.42,53.9,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E13,2008,Tshe,9.29,62.6,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E13,2008,Thpl,5.9,87.2,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E14,2008,Tshe,4.38,10.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E14,2008,Tshe,9.62,11.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E14,2008,Abam,9.78,11.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E14,2008,Tshe,6,12.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E14,2008,Tshe,7.68,12.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E14,2008,Abam,3.68,13.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E14,2008,Abam,7,13.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E14,2008,Tshe,3.78,14.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E14,2008,Abam,8.89,15.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E14,2008,Abam,4.18,15.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E14,2008,Abam,5.28,15.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E14,2008,Tshe,6.15,17.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E14,2008,Tshe,4.35,21.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E14,2008,Abam,5.81,24.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E14,2008,Abam,6.71,25.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E14,2008,Tshe,3.84,28.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E14,2008,Abam,5.45,31.0,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E14,2008,Abam,7.85,31.5,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E14,2008,Abam,4.83,35.1,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E14,2008,Tshe,9.91,41.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E14,2008,Tshe,4.06,46.0,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E14,2008,Abam,6.34,64.2,y,E15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E14,2008,Tshe,8.35,68.6,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E15,2008,Tshe,6.93,10.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E15,2008,Tshe,9.63,11.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E15,2008,Abam,8.16,12.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E15,2008,Abam,0.82,12.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E15,2008,Abam,4.68,13.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E15,2008,Abam,5.32,13.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E15,2008,Tshe,9.69,14.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E15,2008,Abam,2.19,15.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E15,2008,Abam,6.33,15.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E15,2008,Tshe,5.18,17.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E15,2008,Abam,9.57,20.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E15,2008,Tshe,7.14,21.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E15,2008,Abam,4.45,24.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E15,2008,Abam,8.07,25.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E15,2008,Abam,9.52,28.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E15,2008,Abam,7.01,31.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E15,2008,Tshe,4.3,41.8,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E15,2008,Tshe,6.14,46.0,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E15,2008,Tshe,6.34,57.6,y,E14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E16,2008,Tshe,3.59,11.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E16,2008,Tshe,7.48,11.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E16,2008,Tshe,9.61,12.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E16,2008,Tshe,0.82,12.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E16,2008,Abam,7.8,15.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E16,2008,Abam,5.58,16.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E16,2008,Abam,4.09,18.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E16,2008,Abam,7.82,25.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E16,2008,Abam,2.42,29.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E16,2008,Abam,8.06,30.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E16,2008,Tshe,8.62,32.0,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E16,2008,Tshe,5.35,36.4,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E16,2008,Thpl,4.16,36.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E16,2008,Tshe,9.19,49.5,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E16,2008,Tshe,2.95,61.6,n,no crown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E17,2008,Abam,6.17,10.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E17,2008,Abam,8.88,12.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E17,2008,Abam,4.84,13.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E17,2008,Abam,3.3,14.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E17,2008,Abam,4.59,14.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E17,2008,Abam,7.81,15.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E17,2008,Abam,6.94,15.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E17,2008,Abam,7.05,16.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E17,2008,Abam,8.5,17.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E17,2008,Tshe,7.07,18.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E17,2008,Abam,8.34,18.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E17,2008,Tshe,8.46,18.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E17,2008,Abam,5.01,30.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E17,2008,Tshe,9.34,31.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E18,2008,Abam,8.38,11.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E18,2008,Tshe,9.87,14.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E18,2008,Abam,7.8,15.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E18,2008,Abam,5.81,17.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E18,2008,Tshe,3.26,17.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E18,2008,Tshe,9.85,17.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E18,2008,Abam,7.56,18.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E18,2008,Tshe,3.61,22.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E18,2008,Abam,6.92,23.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E18,2008,Abam,8.51,30.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E18,2008,Tshe,6.76,30.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E18,2008,Abam,7.63,32.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E18,2008,Abam,7.07,33.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E18,2008,Tshe,8.7,41.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E18,2008,Abam,9.86,43.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E18,2008,Abam,8.75,45.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E18,2008,Abam,7.13,61.4,y,E19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E18,2008,Abam,7.2,62.0,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E18,2008,Tshe,1.13,81.7,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E18,2008,Psme,7.47,83.5,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E19,2008,Abam,7.75,11.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E19,2008,Abam,8.27,11.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E19,2008,Abam,9.37,11.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E19,2008,Abam,9.56,13.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E19,2008,Tshe,2.36,14.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E19,2008,Abam,1.1,15.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E19,2008,Abam,4.53,16.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E19,2008,Abam,9.61,16.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E19,2008,Tshe,8.74,17.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E19,2008,Tshe,3.78,17.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E19,2008,Tshe,6.61,19.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E19,2008,Abam,5.41,30.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E19,2008,Tshe,1.57,30.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E19,2008,Abam,8.02,32.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E19,2008,Abam,9.82,33.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E19,2008,Tshe,7.61,41.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E19,2008,Abam,3.14,43.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E19,2008,Abam,3,47.3,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E19,2008,Abam,9.4,50.3,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E19,2008,Abam,6.11,62.0,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E19,2008,Abam,8.52,63.9,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E19,2008,Tshe,9.63,81.7,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E19,2008,Psme,7.13,106.6,y,E18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E2,2008,Abam,3.38,10.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E2,2008,Abam,3.84,11.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E2,2008,Abam,5.14,15.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E2,2008,Tshe,4.39,16.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E2,2008,Abam,9.91,16.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E2,2008,Tshe,7.53,17.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E2,2008,Abam,6.51,21.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E2,2008,Tshe,9.53,21.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E2,2008,Abam,5.81,22.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E2,2008,Tshe,5.63,23.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E2,2008,Abam,6.91,29.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E2,2008,Abam,7.71,31.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E2,2008,Abam,8.3,31.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E2,2008,Abam,4.62,39.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E2,2008,Abam,9.12,50.2,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E2,2008,Abam,5.68,60.5,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E2,2008,Abam,9.92,71.0,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E2,2008,Psme,2.24,143.0,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E20,2008,Tshe,1.01,10.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E20,2008,Abam,2.8,10.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E20,2008,Abam,9.72,10.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E20,2008,Abam,7.16,11.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E20,2008,Abam,8.74,11.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E20,2008,Abam,7.6,11.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E20,2008,Abam,6.14,12.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E20,2008,Tshe,4,12.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E20,2008,Tshe,5.05,15.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E20,2008,Tshe,6.23,15.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E20,2008,Abam,8.75,17.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E20,2008,Thpl,4.16,17.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E20,2008,Abam,8.53,18.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E20,2008,Tshe,4.94,19.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E20,2008,Thpl,4.93,20.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E20,2008,Abam,8.91,23.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E20,2008,Tshe,4.6,24.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E20,2008,Tshe,7.65,27.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E20,2008,Abam,7.95,28.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E20,2008,Abam,7.79,28.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E20,2008,Abam,9.85,31.0,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E20,2008,Abam,5.2,34.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E20,2008,Abam,9.05,36.5,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E20,2008,Abam,7.33,45.8,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E20,2008,Abam,4.53,47.7,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E20,2008,Abam,7.75,49.8,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E20,2008,Abam,7.11,50.8,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E20,2008,Abam,5.8,54.8,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E20,2008,Abam,5.31,62.5,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E21,2008,Abam,8.43,10.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E21,2008,Abam,5.39,10.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E21,2008,Tshe,6.45,10.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E21,2008,Tshe,6.94,10.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E21,2008,Abam,9.16,11.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E21,2008,Abam,4.32,11.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E21,2008,Abam,7.82,11.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E21,2008,Abam,9.54,12.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E21,2008,Tshe,6.18,13.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E21,2008,Tshe,8.09,14.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E21,2008,Abam,7.54,15.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E21,2008,Tshe,1.1,15.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E21,2008,Tshe,7.18,19.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E21,2008,Tshe,6.59,19.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E21,2008,Tshe,8.51,21.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E21,2008,Abam,4.58,21.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E21,2008,Abam,9.98,23.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E21,2008,Abam,3.91,27.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E21,2008,Abam,7.49,28.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E21,2008,Abam,6.54,33.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E21,2008,Abam,9.73,38.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E21,2008,Abam,5.85,54.9,y,E23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E21,2008,Tshe,3.63,70.4,y,E22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E21,2008,Psme,7.65,115.2,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E21,2008,Psme,9.11,120.3,y,E24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E22,2008,Abam,6.95,10.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E22,2008,Tshe,1.98,10.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E22,2008,Tshe,2.2,10.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E22,2008,Abam,4.23,10.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E22,2008,Abam,8.22,10.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E22,2008,Abam,8.34,11.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E22,2008,Tshe,2.55,12.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E22,2008,Tshe,7.5,13.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E22,2008,Abam,9.32,13.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E22,2008,Abam,9.94,14.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E22,2008,Tshe,3.87,15.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E22,2008,Abam,6.65,15.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E22,2008,Abam,5.85,17.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E22,2008,Tshe,6.65,19.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E22,2008,Abam,7.53,22.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E22,2008,Abam,8.05,26.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E22,2008,Abam,9.89,26.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E22,2008,Abam,6.09,28.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E22,2008,Abam,7.55,28.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E22,2008,Abam,8.15,30.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV06,E22,2008,Abam,9.07,48.1,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
