age_CE,UTP1101B_raw,UTP1101C_raw,UTP1102A_raw,UTP1102B_raw,UTP1103B_raw,UTP1103C_raw,UTP1104B_raw,UTP1104C_raw,UTP1105A_raw,UTP1105B_raw,UTP1106A_raw,UTP1106B_raw,UTP1107A_raw,UTP1107B_raw,UTP1108A_raw,UTP1108B_raw,UTP1110A_raw,UTP1110B_raw,UTP1111A_raw,UTP1111B_raw,UTP1112A_raw,UTP1112B_raw,UTP1113A_raw,UTP1113B_raw,UTP1114A_raw,UTP1114B_raw,UTP1115A_raw,UTP1115B_raw,UTP1101B_raw_outlier_flag,UTP1101C_raw_outlier_flag,UTP1102A_raw_outlier_flag,UTP1102B_raw_outlier_flag,UTP1103B_raw_outlier_flag,UTP1103C_raw_outlier_flag,UTP1104B_raw_outlier_flag,UTP1104C_raw_outlier_flag,UTP1105A_raw_outlier_flag,UTP1105B_raw_outlier_flag,UTP1106A_raw_outlier_flag,UTP1106B_raw_outlier_flag,UTP1107A_raw_outlier_flag,UTP1107B_raw_outlier_flag,UTP1108A_raw_outlier_flag,UTP1108B_raw_outlier_flag,UTP1110A_raw_outlier_flag,UTP1110B_raw_outlier_flag,UTP1111A_raw_outlier_flag,UTP1111B_raw_outlier_flag,UTP1112A_raw_outlier_flag,UTP1112B_raw_outlier_flag,UTP1113A_raw_outlier_flag,UTP1113B_raw_outlier_flag,UTP1114A_raw_outlier_flag,UTP1114B_raw_outlier_flag,UTP1115A_raw_outlier_flag,UTP1115B_raw_outlier_flag
1944,0.31,0.428,NA,0.286,1.249,1.261,0.696,0.667,0.41,0.549,1.015,0.891,NA,NA,0.377,0.371,1.014,0.959,0.546,0.546,1.04,1.038,0.651,0.68,1.027,0.879,0.573,0.653,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1945,0.31,0.218,NA,0.236,0.959,0.833,0.468,0.622,0.312,0.328,0.904,0.573,NA,NA,0.345,0.31,0.73,0.595,0.342,0.384,0.76,0.646,0.582,0.527,0.865,0.635,0.428,0.421,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1946,0.261,0.321,NA,0.243,1.138,0.777,0.391,0.508,0.274,0.269,0.935,0.765,NA,NA,0.215,0.229,0.717,0.499,0.419,0.424,0.484,0.463,0.577,0.618,0.796,0.634,0.31,0.278,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1947,0.341,0.359,NA,0.256,1.375,0.924,0.478,0.502,0.241,0.368,0.89,0.743,NA,NA,0.259,0.282,0.809,0.666,0.397,0.472,0.538,0.505,0.573,0.602,0.984,0.874,0.495,0.368,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1948,0.519,0.51,NA,0.493,2.042,1.164,0.708,0.724,0.599,0.621,1.728,0.905,NA,NA,0.45,0.466,1.181,1.052,0.857,0.729,0.883,0.903,0.802,0.858,1.139,1.177,0.698,0.707,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1949,0.522,0.513,NA,0.477,2.269,1.344,0.751,0.848,0.577,0.635,1.701,0.86,NA,NA,0.523,0.536,1.223,1.685,0.686,0.499,0.93,1.176,0.901,0.967,1.432,1.263,0.685,0.557,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1950,0.505,0.517,NA,0.338,1.684,1.357,0.464,0.625,0.49,0.418,1.538,0.881,0.371,0.197,0.276,0.454,0.882,1.29,0.488,0.475,0.704,0.802,0.676,0.698,0.935,1.005,0.456,0.474,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1951,0.338,0.347,NA,0.213,0.936,0.83,0.276,0.354,0.243,0.189,0.864,0.565,0.126,0.152,0.167,0.239,0.382,0.668,0.337,0.212,0.348,0.32,0.46,0.507,0.562,0.494,0.311,0.238,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1952,0.464,0.569,NA,0.455,1.398,1.068,0.673,0.744,0.77,0.649,0.998,1.134,0.405,0.3,0.54,0.573,0.748,1.096,0.59,0.418,0.743,0.723,0.787,0.89,1.298,0.901,0.749,0.672,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1953,0.384,0.462,NA,0.152,0.695,0.886,0.388,0.444,0.267,0.298,0.762,0.975,0.178,0.238,0.222,0.306,0.394,0.582,0.322,0.194,0,0.549,0.495,0.614,0.8,0.67,0.263,0.22,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1954,0.443,0.619,NA,0.264,1.29,1.121,0.683,0.666,0.467,0.494,0.799,0.972,0.227,0.206,0.397,0.462,0.634,0.847,0.626,0.454,0.629,0.585,0.409,0.821,0.993,0.706,0.596,0.582,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1955,0.424,0.619,NA,0.367,1.015,0.983,0.682,0.559,0.372,0.313,0.895,0.704,0.254,0.216,0.289,0.256,0.501,0.63,0.371,0.207,0.597,0.419,0.449,0.689,1.001,0.824,0.344,0.264,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1956,0.051,0,NA,0,0,0.036,0,0,0,0,0.039,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.054,0.068,0,0,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1957,0.434,0.633,NA,0.356,1.122,0.959,0.912,0.678,0.637,0.569,0.592,0.626,0.266,0.278,0.562,0.489,0.789,0.896,0.553,0.461,0.516,0.652,0.911,0.856,0.969,0.916,0.56,0.601,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1958,0.553,0.636,NA,0.153,1.119,1.042,0.668,0.608,0.513,0.4,0.491,0.569,0.203,0.181,0.454,0.374,0.701,0.57,0.478,0.407,0.755,0.384,0.595,0.431,0.522,0.712,0.403,0.426,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1959,0,0,NA,0,0.001,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.273,0,0.459,0,0,0,0,0,0,0,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1960,0.413,0.334,NA,0.142,0.353,0.731,0.52,0.353,0.187,0.219,0.468,0.456,0.19,0.171,0.335,0.295,0.417,0.42,0.201,0.236,0.434,0.313,0.716,0.881,0.773,0.931,0.386,0.354,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1961,0.346,0.435,NA,0.128,0.645,0.643,0.388,0.301,0.205,0.284,0.346,0.332,0.098,0.105,0.283,0.211,0.474,0.461,0.303,0.259,0.342,0.231,0.445,0.599,0.49,0.693,0.256,0.268,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1962,0.459,0.646,NA,0.222,1.041,0.94,0.684,0.543,0.429,0.385,0.583,0.649,0.271,0.239,0.404,0.374,0.78,0.49,0.408,0.318,0.592,0.523,0.706,0.83,0.675,0.768,0.421,0.37,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1963,0.513,1.14,NA,0.323,1.009,0.98,0.64,0.504,0.34,0.364,0.559,0.637,0.204,0.225,0.436,0.41,0.407,0.402,0.362,0.365,0.768,0.614,1.015,1.17,1.021,1.136,0.638,0.534,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1964,0.357,0.516,NA,0.06,0.767,0.964,0.383,0.288,0.168,0.145,0.264,0.371,0.113,0.081,0.186,0.147,0.26,0.308,0,0,0.206,0.226,0.45,0.587,0.497,0.475,0.213,0.105,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1965,0.38,0.692,NA,0.201,1.055,1.093,0.742,0.686,0.451,0.422,0.545,0.632,0.192,0.235,0.445,0.513,0.703,0.888,0.327,0.294,0.646,0.808,0.44,0.655,1.12,1.032,0.607,0.574,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1966,0.648,0.797,NA,0.202,1.023,0.939,0.536,0.499,0.408,0.316,0.392,0.377,0.189,0.127,0.335,0.228,0.42,0.472,0.33,0.273,0.461,0.405,0.703,0.74,0.681,0.52,0.488,0.581,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1967,0.26,0.388,NA,0.043,0.484,0.513,0.339,0.339,0.112,0.116,0.247,0.242,0,0.051,0,0.041,0.161,0.279,0.171,0.289,0.128,0.106,0.467,0.443,0.772,0.516,0.088,0.087,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1968,0.303,0.375,NA,0.224,1.072,0.749,0.688,0.594,0.333,0.207,0.706,0.545,0.196,0.135,0.408,0.248,0.411,0.564,0.201,0.168,0.392,0.491,0.718,0.673,1.045,0.844,0.275,0.283,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1969,0.59,0.721,NA,0.305,1.208,0.805,0.66,0.63,0.488,0.34,0.538,0.446,0.292,0.206,0.452,0.379,0.576,0.543,0.532,0.427,0.698,0.851,0.481,0.49,1.092,0.843,0.649,0.635,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1970,0.378,0.585,0.212,0.231,0.766,0.861,0.33,0.409,0.246,0.199,0.436,0.295,0.155,0.134,0.394,0.255,0.392,0.358,0.293,0.232,0.472,0.535,0.469,0.705,0.85,0.705,0.37,0.343,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1971,0.228,0.424,0.147,0.146,0.393,0.618,0.255,0.219,0.128,0.101,0.408,0.197,0.146,0.152,0.278,0.176,0.346,0.258,0.165,0.115,0.22,0.236,0.477,0.545,0.543,0.43,0.216,0.03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1972,0.403,0.557,0.181,0.176,0.613,0.899,0.393,0.352,0.327,0.227,0.356,0.345,0.196,0.11,0.32,0.207,0.381,0.373,0.443,0.301,0.376,0.297,0.548,0.666,0.955,0.655,0.599,0.475,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1973,0.495,0.679,0.307,0.397,0.968,0.866,0.579,0.849,0.52,0.527,0.884,0.523,0.315,0.186,0.391,0.377,0.441,0.634,0.572,0.455,0.669,0.745,0.855,0.962,1.361,0.81,0.682,0.589,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1974,0.33,0.462,0.235,0.198,0.77,0.67,0.391,0.448,0.297,0.253,0.947,0.52,0.22,0.134,0.26,0.255,0.364,0.403,0.322,0.32,0.365,0.412,0.379,0.491,0.757,0.597,0.487,0.239,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1975,0.502,0.8,0.365,0.354,1.123,0.944,0.623,0.594,0.413,0.428,1.08,0.698,0.309,0.209,0.587,0.524,0.431,0.603,0.672,0.549,0.894,0.864,0.965,0.475,0.993,0.837,0.711,0.663,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1976,0.54,0.632,0.264,0.358,1.139,0.773,0.471,0.556,0.391,0.33,0.952,0.606,0.258,0.165,0.391,0.366,0.405,0.544,0.548,0.569,0.42,0.428,0.765,0.649,0.8,0.731,0.51,0.366,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1978,0.426,0.44,0.347,0.397,1.049,0.867,0.754,0.725,0.5,0.398,0.788,0.848,0.325,0.237,0.43,0.274,0.38,0.522,0.514,0.444,0.458,0.571,0.926,0.782,0.637,0.681,0.608,0.535,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1979,0.921,0.557,0.328,0.349,1.199,0.725,0.548,0.592,0.499,0.466,1.007,0.778,0.205,0.148,0.484,0.318,0.441,0.644,0.815,0.732,0.483,0.634,0.719,0.759,0.712,0.56,0.666,0.533,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1980,0.655,0.547,0.271,0.302,1.282,0.835,0.69,0.588,0.396,0.374,1.03,0.648,0.287,0.152,0.411,0.361,0.464,0.597,0.503,0.442,0.598,0.635,0.934,0.905,0.803,0.807,0.44,0.484,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1981,0.687,0.612,0.235,0.366,1.452,1.103,0.513,0.489,0.485,0.332,0.811,0.694,0.198,0.148,0.236,0.232,0.232,0.389,0.699,0.724,0.19,0.245,1.001,0.584,0.563,0.582,0.446,0.597,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1982,0.72,0.647,0.243,0.395,1.26,0.875,0.596,0.466,0.394,0.328,0.701,0.753,0.26,0.18,0.22,0.192,0.324,0.25,0.353,0.308,0.318,0.289,0.949,0.659,0.523,0.581,0.304,0.353,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1983,0.845,0.882,0.446,0.573,1.775,1.292,0.926,0.733,0.654,0.407,0.904,0.804,0.388,0.361,0.379,0.536,0.545,0.719,0.621,0.464,0.697,0.794,1.313,1.045,0.966,0.824,0.642,0.773,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1984,0.991,0.905,0.456,0.582,1.802,1.306,1.04,0.707,0.85,0.682,0.991,0.793,0.347,0.329,0.553,0.624,0.694,0.764,0.766,0.632,0.83,0.88,1.338,1.07,0.995,0.963,1.162,0.875,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1985,1.161,0.895,0.534,0.591,1.908,1.44,0.924,0.719,0.91,0.522,0.96,0.712,0.496,0.346,0.647,0.704,0.649,0.678,0.773,0.672,0.576,0.769,1.323,1.114,0.977,0.824,0.594,0.687,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1986,0.797,0.563,0.503,0.469,1.378,1.081,0.778,0.565,0.608,0.343,0.844,0.45,0.36,0.32,0.501,0.571,0.505,0.464,0.574,0.483,0.613,0.632,0.797,0.762,0.669,0.561,0.212,0.356,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1987,0.969,0.82,0.633,0.727,1.621,1.441,1.136,0.776,0.917,0.483,0.965,0.665,0.46,0.314,0.692,0.635,0.722,0.695,0.77,0.732,0.865,1.056,1.235,0.931,1.281,1.007,0.635,0.722,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1988,1.095,0.861,0.513,0.624,2.028,1.432,0.971,0.696,0.969,0.617,0.943,0.608,0.437,0.344,0.638,0.847,0.635,0.648,0.784,0.694,0.874,0.94,1.09,0.872,1.14,0.799,0.565,0.693,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1989,0.472,0.428,0.159,0.209,0.669,0.753,0.477,0.43,0.235,0.198,0.625,0.244,0.269,0.182,0.279,0.293,0.36,0.316,0.256,0.315,0.299,0.372,0.474,0.308,0.639,0.448,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1990,0.131,0.211,0.081,0.193,0.206,0.525,0.461,0.329,0.221,0.111,0.377,0.072,0.138,0.079,0,0,0.216,0.1,0.131,0.1,0.163,0.21,0.463,0.397,0.73,0.754,0.219,0.158,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1991,0.525,0.565,0.344,0.34,0.687,0.772,0.757,0.441,0.418,0.371,0.546,0.309,0.216,0.244,0.471,0.344,0.56,0.417,0.521,0.354,0.482,0.638,0.546,0.574,0.742,0.737,0.393,0.479,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1992,0.326,0.371,0.266,0.261,0.891,1.037,0.845,0.596,0.598,0.498,0.55,0.391,0.277,0.287,0.413,0.296,0.633,0.499,0.456,0.36,0.877,0.904,0.545,0.495,0.596,0.683,0.338,0.309,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1993,0.493,0.488,0.294,0.399,1.144,1.231,0.839,0.652,0.686,0.497,0.539,0.501,0.299,0.389,0.327,0.384,0.757,0.531,0.553,0.585,0.671,0.776,0.697,0.389,0.532,0.594,0.366,0.442,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1994,0.235,0.444,0.129,0.149,0.903,0.996,0.425,0.415,0.187,0.165,0.135,0.241,0.164,0.164,0.142,0.206,0.462,0.19,0.371,0.339,0.246,0.328,0.368,0.272,0.29,0.281,0.272,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1995,0.402,0.571,0.513,0.506,1.088,1.301,0.796,0.779,0.65,0.565,0.367,0.466,0.321,0.447,0.388,0.381,1.094,0.51,0.5,0.534,0.708,0.804,0.759,0.534,0.543,0.578,0.442,0.484,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1996,0.127,0.149,0,0,0.364,0.245,0.17,0.178,0.072,0.077,0,0,0,0.072,0,0,0.284,0,0.109,0.267,0.135,0.117,0,0.116,0.087,0.101,0.045,0.082,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
