Sample_ID,Plot_ID,Spp,Stand_down,Diam
J39-D17,J39,POTR5,S,11.5
J40-D01,J40,POTR5,D,21.5
J40-D02,J40,POTR5,D,31
J40-D03,J40,POTR5,D,14
J40-D04,J40,POTR5,S,35.5
J40-D05,J40,POTR5,S,24.5
J40-D06,J40,POTR5,S,24
J40-D07,J40,POTR5,S,14
R01-D01,R01,POTR5,D,8
R01-D02,R01,POTR5,D,8
R01-D06,R01,POTR5,D,8.5
R01-D07,R01,POTR5,D,8
R01-D08,R01,POTR5,D,9.5
R01-D09,R01,POTR5,D,10.5
R01-D11,R01,POTR5,D,9
R01-D12,R01,POTR5,D,10
R01-D13,R01,POTR5,D,9
R01-D14,R01,POTR5,D,10.5
R01-D15,R01,POTR5,D,8.5
R01-D16,R01,POTR5,D,18.5
R01-D17,R01,POTR5,D,7.5
R01-D18,R01,POTR5,D,12.5
R02-D01,R02,POTR5,S,15
R02-D02,R02,POTR5,D,41
R02-D03,R02,POTR5,D,28
R02-D04,R02,POTR5,D,26.5
R02-D05,R02,POTR5,D,21
R02-D06,R02,POTR5,S,23
R02-D07,R02,POTR5,D,19
R02-D08,R02,POTR5,D,19
R02-D09,R02,POTR5,D,20.5
R02-D10,R02,POTR5,D,16
R02-D11,R02,POTR5,D,30.5
R02-D12,R02,POTR5,S,24.5
R02-D13,R02,POTR5,S,36
R02-D14,R02,POTR5,S,29
R02-D15,R02,POTR5,S,28.5
R02-D16,R02,POTR5,D,23.5
R02-D17,R02,POTR5,S,39
R02-D18,R02,POTR5,S,31.5
R02-D19,R02,POTR5,S,21
R02-D20,R02,POTR5,D,15
R02-D21,R02,POTR5,S,10.5
R02-D22,R02,POTR5,S,24.5
R02-D23,R02,POTR5,S,19.5
R02-D24,R02,POTR5,S,8
R02-D25,R02,POTR5,S,13.5
R02-D26,R02,POTR5,S,16
R02-D27,R02,POTR5,D,31
R02-D28,R02,POTR5,S,29.5
R02-D29,R02,POTR5,S,16.5
R02-D30,R02,POTR5,S,10.5
R03-D01,R03,POTR5,D,22
R03-D02,R03,POTR5,D,22
R03-D03,R03,POTR5,S,18.5
R03-D05,R03,POTR5,D,12
R03-D06,R03,POTR5,S,15
R03-D07,R03,POTR5,D,10
R03-D08,R03,POTR5,D,10.5
R03-D09,R03,POTR5,D,8.5
R03-D10,R03,POTR5,D,12.5
R03-D11,R03,POTR5,S,9
R03-D12,R03,POTR5,S,9.5
R04-D01,R04,POTR5,S,22
R04-D02,R04,POTR5,D,23
R04-D03,R04,POTR5,S,16
R04-D04,R04,POTR5,S,18.5
R04-D05,R04,POTR5,S,15.5
R04-D06,R04,POTR5,S,22.5
R04-D07,R04,POTR5,D,21
R04-D08,R04,POTR5,D,20
R04-D09,R04,POTR5,S,26
R04-D10,R04,POTR5,D,21.5
R04-D11,R04,POTR5,D,27
R04-D12,R04,POTR5,S,26
R04-D13,R04,POTR5,S,17
R04-D14,R04,POTR5,D,28
R04-D15,R04,POTR5,D,13
R04-D16,R04,POTR5,S,25.5
R04-D17,R04,POTR5,S,11
R04-D18,R04,POTR5,S,28.5
R04-D19,R04,POTR5,S,25
R04-D20,R04,POTR5,S,11
R05-D01,R05,POTR5,S,8
R05-D02,R05,POTR5,S,7.5
R05-D03,R05,POTR5,S,8
R05-D04,R05,POTR5,D,29
R05-D05,R05,POTR5,D,34
R05-D06,R05,POTR5,S,15.5
R06-D02,R06,POTR5,S,11
R06-D03,R06,POTR5,D,10.5
R06-D04,R06,POTR5,S,28
R06-D05,R06,POTR5,S,24
R06-D06,R06,POTR5,S,25
R06-D07,R06,POTR5,S,10.5
R06-D08,R06,POTR5,S,23
R06-D09,R06,POTR5,S,10.5
R06-D10,R06,POTR5,S,33
R06-D11,R06,POTR5,S,11
R06-D12,R06,POTR5,S,33
R06-D13,R06,POTR5,S,13
R06-D14,R06,POTR5,S,34
R06-D15,R06,POTR5,D,13
R06-D16,R06,POTR5,S,23
R06-D17,R06,POTR5,D,19
R06-D18,R06,POTR5,D,35
R06-D19,R06,POTR5,S,26
R06-D20,R06,POTR5,S,30.5
R07-D01,R07,POTR5,S,12
R07-D02,R07,POTR5,S,27
R07-D03,R07,POTR5,D,13
R07-D04,R07,POTR5,D,18
R07-D05,R07,POTR5,S,22
R07-D06,R07,POTR5,S,23.5
R07-D07,R07,POTR5,S,18.5
R07-D08,R07,POTR5,D,11.5
R07-D09,R07,POTR5,D,17.5
R07-D10,R07,POTR5,D,21
R07-D11,R07,POTR5,D,8.5
R07-D12,R07,POTR5,D,16.5
R07-D13,R07,POTR5,D,21
R07-D14,R07,POTR5,D,23.5
R07-D15,R07,POTR5,S,18.5
R07-D16,R07,POTR5,S,19.5
R07-D17,R07,POTR5,D,15
R07-D18,R07,POTR5,D,22
R07-D19,R07,POTR5,S,21.5
R07-D20,R07,POTR5,D,21
R07-D21,R07,POTR5,S,20.5
R07-D22,R07,POTR5,D,20
R07-D23,R07,POTR5,D,15
R07-D25,R07,POTR5,S,27.5
R07-D26,R07,POTR5,S,24.5
R07-D27,R07,POTR5,S,13.5
R08-D01,R08,POTR5,S,16
R08-D02,R08,POTR5,S,19
R08-D03,R08,POTR5,D,26
R08-D04,R08,POTR5,D,15
R08-D05,R08,POTR5,S,9
R08-D06,R08,POTR5,S,10.5
R08-D07,R08,POTR5,D,12
R08-D08,R08,POTR5,S,26.5
R08-D09,R08,POTR5,D,31
R08-D10,R08,POTR5,S,20
R08-D11,R08,POTR5,S,23.5
R08-D12,R08,POTR5,D,13.5
R08-D13,R08,POTR5,S,25.5
R08-D14,R08,POTR5,D,18
R08-D15,R08,POTR5,D,24
R08-D16,R08,POTR5,D,16
R08-D17,R08,POTR5,S,17.5
R08-D18,R08,POTR5,D,26.5
R08-D19,R08,POTR5,D,13
R08-D20,R08,POTR5,D,25
R09-D01,R09,POTR5,S,30
R09-D02,R09,POTR5,S,16.5
R09-D03,R09,POTR5,D,13.5
R09-D04,R09,POTR5,S,31.5
R09-D05,R09,POTR5,D,35
R09-D06,R09,POTR5,S,11.5
R09-D07,R09,POTR5,D,25
R09-D09,R09,POTR5,D,9
R09-D10,R09,POTR5,S,29
R09-D11,R09,POTR5,D,18.5
R09-D12,R09,POTR5,D,8
R09-D13,R09,POTR5,D,9.5
R09-D14,R09,POTR5,D,8.5
R09-D15,R09,POTR5,D,21.5
R10-D01,R10,POTR5,S,17
R10-D02,R10,POTR5,D,14
R10-D03,R10,POTR5,S,31.5
R10-D04,R10,POTR5,D,30.5
R10-D05,R10,POTR5,S,53.5
R10-D06,R10,POTR5,D,29
R10-D07,R10,POTR5,S,18
R10-D08,R10,POTR5,D,20
R10-D09,R10,POTR5,S,11.5
R10-D10,R10,POTR5,S,16
R10-D11,R10,POTR5,S,27
R10-D12,R10,POTR5,S,33
R10-D13,R10,POTR5,S,23
R10-D14,R10,POTR5,S,31
R10-D15,R10,POTR5,S,25
R10-D16,R10,POTR5,S,18
R10-D17,R10,POTR5,S,27
R10-D18,R10,POTR5,S,7.5
R10-D19,R10,POTR5,S,20.5
R10-D20,R10,POTR5,S,11.5
R10-D21,R10,POTR5,S,26
R10-D22,R10,POTR5,S,43
R11-D01,R11,POTR5,D,13
R11-D02,R11,POTR5,S,18
R11-D03,R11,POTR5,D,9
R11-D04,R11,POTR5,D,10
R11-D05,R11,POTR5,D,16
R11-D06,R11,POTR5,D,10
R11-D07,R11,POTR5,D,13.5
R11-D08,R11,POTR5,D,22
R11-D09,R11,POTR5,S,20
R11-D10,R11,POTR5,D,13
R11-D11,R11,POTR5,S,27.5
R11-D12,R11,POTR5,D,18
R12-D01,R12,POTR5,S,7.5
R12-D02,R12,POTR5,S,10
R12-D03,R12,POTR5,S,8
R12-D04,R12,POTR5,S,11.5
R12-D05,R12,POTR5,S,10
R12-D06,R12,POTR5,S,9
R12-D07,R12,POTR5,S,8.5
R12-D08,R12,POTR5,S,9
R12-D09,R12,POTR5,S,7.5
R12-D10,R12,POTR5,S,9.5
R12-D11,R12,POTR5,S,10.5
R12-D13,R12,Pinus,S,17
R12-D14,R12,POTR5,S,10
R12-D15,R12,POTR5,S,11
R13-D01,R13,POTR5,D,19.5
R13-D02,R13,POTR5,S,22.5
R13-D03,R13,POTR5,S,15
R13-D04,R13,POTR5,S,20
R13-D05,R13,POTR5,D,16
R13-D06,R13,POTR5,S,16
R13-D07,R13,POTR5,S,13
R13-D08,R13,POTR5,D,15
R13-D09,R13,POTR5,D,20
R13-D10,R13,POTR5,S,20
R13-D11,R13,POTR5,S,30.5
R13-D12,R13,POTR5,S,31
R13-D13,R13,POTR5,S,19
R13-D14,R13,POTR5,D,16.5
R13-D15,R13,POTR5,D,16
R13-D16,R13,POTR5,D,14
R13-D17,R13,POTR5,D,12
R13-D18,R13,POTR5,D,31.5
R13-D19,R13,POTR5,D,23
R13-D20,R13,POTR5,S,10
R13-D21,R13,POTR5,S,9
R13-D22,R13,POTR5,D,19
R13-D23,R13,POTR5,D,17
R13-D24,R13,POTR5,S,31
R13-D25,R13,POTR5,D,21
R13-D26,R13,POTR5,D,36
R13-D27,R13,POTR5,D,31
R13-D28,R13,POTR5,D,31
R14-D01,R14,POTR5,S,41
R14-D02,R14,POTR5,S,12
R14-D03,R14,POTR5,D,32
R14-D04,R14,POTR5,D,52
R14-D05,R14,POTR5,S,17
R14-D06,R14,POTR5,D,10
R14-D07,R14,POTR5,D,27
R15-D01,R15,POTR5,D,26
R15-D02,R15,POTR5,D,21
R15-D03,R15,POTR5,D,10
R15-D04,R15,POTR5,D,23.5
R15-D05,R15,POTR5,D,17.5
R15-D06,R15,POTR5,D,10.5
R15-D07,R15,POTR5,D,14.5
R15-D08,R15,POTR5,D,16.5
R15-D09,R15,POTR5,D,18
R15-D10,R15,POTR5,S,16
R15-D11,R15,POTR5,D,7.5
R15-D12,R15,POTR5,S,19
R15-D13,R15,POTR5,S,10
R15-D14,R15,POTR5,S,17
R15-D15,R15,POTR5,D,10.5
R15-D16,R15,POTR5,D,14
R15-D17,R15,POTR5,S,13
R15-D18,R15,POTR5,S,10
R15-D19,R15,POTR5,D,15
R15-D20,R15,POTR5,D,23
R15-D21,R15,POTR5,D,18
R15-D22,R15,POTR5,D,14
R15-D23,R15,POTR5,S,26
R15-D24,R15,POTR5,D,10
R16-D01,R16,POTR5,S,31
R16-D02,R16,POTR5,S,14
R16-D03,R16,POTR5,D,13.5
R16-D04,R16,POTR5,D,15
R16-D05,R16,POTR5,S,15.5
R16-D06,R16,POTR5,D,10.5
R16-D07,R16,POTR5,D,18
R16-D09,R16,POTR5,S,8
R16-D10,R16,POTR5,S,14
R16-D11,R16,POTR5,D,16
R16-D12,R16,POTR5,S,32
R16-D13,R16,POTR5,S,27.5
R16-D14,R16,POTR5,D,24
R16-D15,R16,POTR5,D,17
R17-D02,R17,POTR5,S,7.5
R17-D03,R17,POTR5,S,10
R17-D04,R17,POTR5,D,14
R17-D05,R17,POTR5,D,12.5
R17-D06,R17,POTR5,D,16
R17-D07,R17,POTR5,D,16
R17-D08,R17,POTR5,D,14.5
R17-D09,R17,POTR5,D,25
R17-D10,R17,POTR5,D,13.5
R17-D11,R17,POTR5,D,10
R17-D12,R17,POTR5,D,10.5
R17-D13,R17,POTR5,S,9.5
R17-D14,R17,POTR5,D,29.5
R17-D15,R17,POTR5,D,8.5
R17-D16,R17,POTR5,D,10
R17-D17,R17,POTR5,D,13.5
R17-D18,R17,POTR5,D,31
R17-D19,R17,POTR5,D,11
R17-D20,R17,POTR5,D,13.5
R17-D21,R17,POTR5,D,9.5
R17-D22,R17,POTR5,D,13.5
R17-D23,R17,POTR5,D,16.5
R17-D24,R17,POTR5,D,10
R17-D25,R17,POTR5,D,9
R17-D26,R17,POTR5,D,37
R17-D27,R17,POTR5,D,17.5
R17-D28,R17,POTR5,S,28
R17-D29,R17,POTR5,D,20
R17-D31,R17,POTR5,S,8
R17-D32,R17,POTR5,S,8
R17-D33,R17,POTR5,S,15
R17-D34,R17,POTR5,D,10
R17-D35,R17,POTR5,S,8.5
R17-D36,R17,POTR5,D,13
R17-D37,R17,POTR5,D,10.5
R18-D01,R18,POTR5,S,9
R18-D02,R18,POTR5,D,8
R18-D03,R18,POTR5,D,7.5
R18-D06,R18,POTR5,S,8
R18-D07,R18,POTR5,D,8.5
R18-D08,R18,POTR5,D,15
R18-D09,R18,POTR5,D,8.5
R18-D12,R18,POTR5,D,10
R18-D14,R18,POTR5,D,9.5
R19-D02,R19,POTR5,D,14.5
R19-D03,R19,POTR5,D,10
R19-D04,R19,POTR5,D,9.5
R19-D05,R19,POTR5,D,16
R19-D06,R19,POTR5,D,16.5
R19-D07,R19,POTR5,D,25.5
R19-D08,R19,POTR5,D,9
R19-D09,R19,POTR5,S,14.5
R19-D10,R19,POTR5,D,9
R20-D01,R20,POTR5,D,9
R20-D03,R20,POTR5,S,19
R20-D04,R20,POTR5,S,18
R20-D05,R20,POTR5,S,19
R20-D06,R20,POTR5,D,8
R20-D09,R20,POTR5,S,11
R20-D10,R20,POTR5,S,12.5
R20-D11,R20,POTR5,D,20.5
R20-D12,R20,POTR5,D,16.5
R21-D01,R21,POTR5,S,21
R21-D02,R21,POTR5,S,14
R21-D03,R21,POTR5,D,12
R21-D04,R21,POTR5,D,13
R21-D05,R21,POTR5,D,13
R21-D06,R21,POTR5,D,13.5
R21-D07,R21,POTR5,S,27
R21-D08,R21,POTR5,S,16
R21-D09,R21,POTR5,S,28
R21-D10,R21,POTR5,D,15
R21-D11,R21,POTR5,D,16.5
R21-D12,R21,POTR5,S,12.5
R21-D13,R21,POTR5,S,28.5
R21-D14,R21,POTR5,D,9
R21-D15,R21,POTR5,D,13
R21-D16,R21,POTR5,D,18.5
R21-D17,R21,POTR5,S,17
R21-D18,R21,POTR5,S,10
R21-D20,R21,POTR5,D,8
R21-D22,R21,POTR5,S,17.5
R21-D23,R21,POTR5,S,26
R21-D24,R21,POTR5,D,14
R21-D25,R21,POTR5,S,16
R21-D26,R21,POTR5,D,29
R21-D27,R21,POTR5,S,18
R21-D28,R21,POTR5,D,21
R21-D29,R21,POTR5,S,29.5
R21-D30,R21,POTR5,S,19.5
R21-D31,R21,POTR5,S,30
R21-D32,R21,POTR5,D,27
R21-D33,R21,POTR5,D,14
R21-D34,R21,POTR5,S,15
R21-D35,R21,POTR5,S,15
R21-D36,R21,POTR5,S,31
R21-D37,R21,POTR5,S,16
R21-D38,R21,POTR5,D,17
R22-D01,R22,POTR5,S,11
R22-D02,R22,POTR5,S,8.5
R22-D03,R22,POTR5,S,11.5
R22-D04,R22,POTR5,S,7.5
R22-D05,R22,POTR5,D,12.5
R22-D06,R22,POTR5,S,12
R22-D07,R22,POTR5,S,11
R22-D08,R22,POTR5,S,9.5
R22-D09,R22,POTR5,S,11.5
R22-D10,R22,POTR5,S,14
R22-D11,R22,POTR5,S,8.5
R22-D12,R22,POTR5,S,9
R22-D13,R22,POTR5,S,13
R22-D14,R22,POTR5,S,16
R22-D15,R22,POTR5,S,10
R22-D16,R22,POTR5,S,13
R22-D17,R22,POTR5,S,10
R22-D18,R22,POTR5,S,8.5
R22-D19,R22,POTR5,S,7.5
R22-D20,R22,POTR5,S,13
R22-D21,R22,POTR5,S,13
R22-D22,R22,POTR5,S,15.5
R22-D23,R22,POTR5,D,9
R22-D24,R22,POTR5,S,17
R22-D25,R22,POTR5,S,16
R22-D26,R22,POTR5,S,10.5
R22-D27,R22,POTR5,D,9.5
R22-D28,R22,POTR5,S,13
R22-D29,R22,POTR5,S,18
R22-D30,R22,POTR5,S,14
R22-D31,R22,POTR5,S,11.5
R22-D32,R22,POTR5,S,12.5
R22-D33,R22,POTR5,S,14
R22-D34,R22,POTR5,S,26
R22-D35,R22,POTR5,S,10
R22-D36,R22,POTR5,S,13
R22-D37,R22,POTR5,S,18
R23-D01,R23,POTR5,S,35.5
R23-D02,R23,POTR5,D,27
R23-D03,R23,POTR5,S,34
R23-D05,R23,POTR5,S,32
R23-D06,R23,POTR5,D,29
R23-D07,R23,POTR5,D,21.5
R23-D08,R23,POTR5,S,9
R24-D01,R24,POTR5,D,13
R24-D02,R24,POTR5,D,11.5
R24-D03,R24,POTR5,D,14
R24-D04,R24,POTR5,D,22
R24-D06,R24,POTR5,D,20
R24-D07,R24,POTR5,D,16
R24-D08,R24,POTR5,D,8
R24-D09,R24,POTR5,D,16.5
R24-D11,R24,POTR5,D,8
R25-D02,R25,POTR5,D,10.5
R25-D03,R25,POTR5,D,11
R25-D04,R25,POTR5,D,9.5
R25-D06,R25,POTR5,S,8
R25-D07,R25,POTR5,D,11
R25-D08,R25,POTR5,D,19
R25-D09,R25,POTR5,D,12
R25-D10,R25,POTR5,D,25
R25-D12,R25,POTR5,D,8.5
R25-D13,R25,POTR5,D,8
R25-D14,R25,POTR5,D,12.5
R25-D15,R25,POTR5,S,9.5
R25-D16,R25,POTR5,S,8
R25-D17,R25,POTR5,S,11
R25-D18,R25,POTR5,S,14
R25-D19,R25,POTR5,S,11.5
R25-D20,R25,POTR5,S,16
R26-D01,R26,POTR5,S,22.5
R26-D02,R26,POTR5,D,12
R26-D03,R26,POTR5,S,13
R26-D04,R26,POTR5,D,14
R26-D05,R26,POTR5,D,13
R26-D06,R26,POTR5,S,14
R26-D07,R26,POTR5,D,30.5
R26-D08,R26,POTR5,D,21.5
R26-D09,R26,POTR5,D,25
R26-D10,R26,POTR5,D,12
R26-D11,R26,POTR5,D,14
R26-D12,R26,POTR5,D,12
R26-D13,R26,POTR5,D,34
R26-D14,R26,POTR5,S,13.5
R26-D15,R26,POTR5,D,18
R26-D16,R26,POTR5,S,23.5
R26-D17,R26,POTR5,S,14
R26-D18,R26,POTR5,D,22
R26-D19,R26,POTR5,D,18
R26-D20,R26,POTR5,D,16
R26-D21,R26,POTR5,S,17
R26-D22,R26,POTR5,S,11
R26-D23,R26,POTR5,D,12
R26-D24,R26,POTR5,D,9.5
R26-D25,R26,POTR5,D,9.5
R26-D26,R26,POTR5,S,11
R26-D27,R26,POTR5,S,11.5
R26-D28,R26,POTR5,S,9.5
R26-D29,R26,POTR5,S,9
R26-D30,R26,POTR5,D,13.5
R26-D31,R26,POTR5,D,14
R26-D32,R26,POTR5,D,10.5
R26-D33,R26,POTR5,D,13.5
R26-D34,R26,POTR5,D,15.5
R26-D35,R26,POTR5,D,14
R27-D01,R27,POTR5,S,25
R27-D02,R27,POTR5,D,19
R27-D03,R27,POTR5,D,12.5
R27-D04,R27,POTR5,D,17
R27-D05,R27,POTR5,D,16.5
R27-D06,R27,POTR5,D,14
R27-D07,R27,POTR5,D,12.5
R27-D08,R27,POTR5,S,21.5
R27-D09,R27,POTR5,S,10.5
R27-D10,R27,POTR5,S,9
R27-D11,R27,POTR5,D,19
R27-D12,R27,POTR5,D,10.5
R27-D13,R27,POTR5,S,8
R27-D14,R27,POTR5,D,23
R27-D15,R27,POTR5,S,20
R27-D16,R27,POTR5,S,26
R27-D17,R27,POTR5,S,8.5
R27-D18,R27,POTR5,S,10
R27-D19,R27,POTR5,S,32
R27-D20,R27,POTR5,D,17
R27-D21,R27,POTR5,S,41
R27-D22,R27,POTR5,D,22.5
R27-D23,R27,POTR5,S,13.5
R27-D24,R27,POTR5,S,8
R27-D25,R27,POTR5,D,12
R27-D26,R27,POTR5,D,35.5
R27-D27,R27,POTR5,D,27
R27-D28,R27,POTR5,D,13.5
R27-D29,R27,POTR5,D,11
R28-D01,R28,POTR5,S,22
R28-D02,R28,POTR5,S,11
R28-D03,R28,POTR5,S,8
R28-D04,R28,POTR5,D,11
R28-D05,R28,POTR5,S,20
R28-D06,R28,POTR5,D,16
R28-D08,R28,POTR5,S,11
R28-D09,R28,POTR5,S,17.5
R28-D10,R28,POTR5,S,16.5
R28-D11,R28,POTR5,S,17
R28-D12,R28,POTR5,S,14.5
R28-D13,R28,POTR5,S,9.5
R28-D15,R28,POTR5,S,11
R29-D01,R29,POTR5,D,10
R29-D02,R29,POTR5,D,7
R29-D03,R29,POTR5,S,6.5
R29-D04,R29,POTR5,S,6
R29-D05,R29,POTR5,D,11
R29-D06,R29,POTR5,D,6
R29-D07,R29,POTR5,D,7
R29-D08,R29,POTR5,D,8.5
R29-D09,R29,POTR5,D,10.5
R29-D10,R29,POTR5,D,5
R29-D11,R29,POTR5,S,7.5
R29-D12,R29,POTR5,D,8.5
R29-D13,R29,Pinus,D,33.5
R29-D14,R29,POTR5,S,6
R29-D15,R29,POTR5,S,7
R29-D16,R29,POTR5,D,7
R29-D17,R29,POTR5,D,6
R29-D18,R29,POTR5,S,7
R29-D19,R29,POTR5,S,10.5
R29-D20,R29,POTR5,D,8
R29-D21,R29,POTR5,D,8
R29-D22,R29,POTR5,D,9
R29-D23,R29,POTR5,D,7.5
R29-D24,R29,POTR5,D,10.5
R30-D01,R30,POTR5,D,18
R30-D02,R30,POTR5,D,26
R30-D03,R30,POTR5,D,16.5
R30-D04,R30,POTR5,D,31
R30-D05,R30,POTR5,D,32
R30-D06,R30,POTR5,D,13.5
R30-D07,R30,POTR5,D,7.5
R30-D08,R30,POTR5,D,14
R30-D09,R30,POTR5,D,31
R30-D10,R30,POTR5,S,17
R30-D11,R30,POTR5,S,13.5
R30-D12,R30,POTR5,D,11
R30-D13,R30,POTR5,D,11
R30-D15,R30,POTR5,D,12
R30-D16,R30,POTR5,D,11.5
R30-D17,R30,POTR5,D,32
R30-D18,R30,POTR5,D,8.5
R30-D19,R30,POTR5,D,7.5
S01-D01,S01,POTR5,S,12.5
S01-D02,S01,POTR5,S,9
S01-D03,S01,POTR5,S,14
S01-D04,S01,POTR5,S,10.5
S01-D05,S01,POTR5,S,13.5
S01-D06,S01,POTR5,S,9.5
S01-D07,S01,POTR5,D,8
S01-D09,S01,POTR5,S,9
S01-D10,S01,POTR5,D,8
S01-D11,S01,POTR5,S,13
S01-D13,S01,POTR5,D,8
S01-D14,S01,POTR5,D,8
S01-D15,S01,POTR5,S,12.5
S01-D16,S01,POTR5,S,10
S01-D17,S01,POTR5,S,13.5
S01-D18,S01,POTR5,S,9.5
S01-D19,S01,POTR5,S,13.5
S01-D21,S01,POTR5,D,8.5
S01-D22,S01,POTR5,S,13.5
S01-D24,S01,POTR5,S,11
S01-D25,S01,POTR5,S,12
S01-D26,S01,POTR5,S,18.5
S01-D27,S01,POTR5,S,7.5
S01-D28,S01,POTR5,S,8.5
S01-D29,S01,POTR5,S,14.5
S01-D30,S01,POTR5,D,9
S01-D31,S01,POTR5,S,12.5
S01-D32,S01,POTR5,S,11
S01-D33,S01,POTR5,S,12
S01-D34,S01,POTR5,S,17.5
S01-D35,S01,POTR5,S,23
S01-D36,S01,POTR5,S,16
S01-D38,S01,POTR5,S,8
S01-D39,S01,POTR5,S,12.5
S02-D01,S02,POTR5,S,12.5
S02-D03,S02,POTR5,D,21
S02-D04,S02,POTR5,S,16
S02-D05,S02,POTR5,S,16
S02-D06,S02,POTR5,S,16
S02-D07,S02,POTR5,S,22
S02-D08,S02,POTR5,S,21
S02-D09,S02,POTR5,D,27
S02-D10,S02,POTR5,S,18
S02-D11,S02,POTR5,S,18
S02-D12,S02,POTR5,S,20.5
S02-D13,S02,POTR5,S,29.5
S03-D01,S03,POTR5,S,13.5
S03-D02,S03,POTR5,S,10
S03-D03,S03,POTR5,S,8.5
S03-D04,S03,POTR5,S,22.5
S03-D05,S03,POTR5,S,18
S03-D06,S03,POTR5,S,7.5
S03-D07,S03,POTR5,S,11
S03-D08,S03,POTR5,S,10
S03-D09,S03,POTR5,S,10
S03-D10,S03,POTR5,S,7.5
S03-D11,S03,POTR5,S,29
S03-D12,S03,POTR5,S,9
S03-D13,S03,POTR5,S,14.5
S03-D14,S03,POTR5,D,35
S03-D15,S03,POTR5,D,31
S03-D16,S03,POTR5,S,8
S03-D17,S03,POTR5,D,39
S03-D18,S03,POTR5,D,31.5
S03-D19,S03,POTR5,D,33
S03-D20,S03,POTR5,D,21.5
S03-D21,S03,POTR5,S,19.5
S03-D22,S03,POTR5,D,25
S03-D23,S03,POTR5,D,26.5
S03-D24,S03,POTR5,D,30
S03-D25,S03,POTR5,S,31
S03-D26,S03,POTR5,S,8
S04-D01,S04,POTR5,D,14
S04-D03,S04,POTR5,D,11.5
S04-D04,S04,POTR5,D,12
S04-D05,S04,POTR5,D,13.5
S04-D06,S04,POTR5,D,11.5
S04-D07,S04,POTR5,D,14
S04-D08,S04,POTR5,D,11
S04-D09,S04,POTR5,D,9
S04-D10,S04,POTR5,D,12.5
S04-D11,S04,POTR5,D,11.5
S04-D12,S04,POTR5,D,10
S04-D13,S04,POTR5,D,9.5
S04-D14,S04,POTR5,D,9.5
S04-D16,S04,POTR5,D,14.5
S04-D17,S04,POTR5,D,13.5
S04-D18,S04,POTR5,D,15
S04-D19,S04,POTR5,D,12.5
S04-D20,S04,POTR5,D,14.5
S04-D21,S04,POTR5,D,16
S04-D22,S04,POTR5,D,17
S04-D23,S04,POTR5,D,16.5
S04-D24,S04,POTR5,D,11
S04-D25,S04,POTR5,D,17.5
S04-D26,S04,POTR5,D,17
S04-D27,S04,POTR5,D,23
S04-D28,S04,POTR5,D,14
S05-D01,S05,POTR5,S,9
S05-D02,S05,POTR5,D,8
S05-D03,S05,POTR5,D,8
S05-D04,S05,POTR5,D,9
S05-D05,S05,POTR5,S,10
S05-D06,S05,POTR5,S,16
S05-D07,S05,POTR5,D,8
S05-D08,S05,POTR5,D,13
S05-D09,S05,POTR5,D,12
S05-D10,S05,POTR5,S,16
S05-D11,S05,POTR5,D,12
S05-D12,S05,POTR5,D,14
S05-D13,S05,POTR5,S,11
S05-D14,S05,POTR5,D,11.5
S05-D15,S05,POTR5,S,9.5
S05-D16,S05,POTR5,S,15.5
S05-D17,S05,POTR5,D,14.5
S05-D18,S05,POTR5,D,10
S05-D19,S05,POTR5,D,8.5
S05-D20,S05,POTR5,D,8.5
S05-D21,S05,POTR5,D,11
S05-D22,S05,POTR5,S,9.5
S05-D23,S05,POTR5,S,12
S05-D24,S05,POTR5,S,15.5
S05-D25,S05,POTR5,D,9
S05-D26,S05,POTR5,S,20
S05-D27,S05,POTR5,S,9.5
S05-D28,S05,POTR5,S,9
S05-D29,S05,POTR5,S,12.5
S05-D30,S05,POTR5,D,9.5
S05-D31,S05,POTR5,S,12.5
S05-D32,S05,POTR5,S,11
S05-D33,S05,POTR5,S,8
S05-D34,S05,POTR5,S,13.5
S05-D36,S05,POTR5,S,11
S05-D37,S05,POTR5,D,8
S05-D38,S05,POTR5,S,13.5
S05-D39,S05,POTR5,D,7.5
S05-D41,S05,POTR5,D,14.5
S05-D42,S05,POTR5,S,10.5
S05-D43,S05,POTR5,D,13.5
S05-D44,S05,POTR5,S,7.5
S06-D01,S06,POTR5,D,9
S06-D02,S06,POTR5,D,8
S06-D03,S06,POTR5,S,17
S06-D04,S06,POTR5,D,7.5
S06-D05,S06,POTR5,S,20
S06-D06,S06,POTR5,D,16
S06-D07,S06,POTR5,D,19
S06-D08,S06,POTR5,D,13
S06-D09,S06,POTR5,D,23.5
S06-D10,S06,POTR5,S,10
S06-D11,S06,POTR5,D,14.5
S06-D12,S06,POTR5,S,9
S06-D13,S06,POTR5,S,12
S06-D14,S06,POTR5,S,9.5
S06-D15,S06,POTR5,D,14
S06-D16,S06,POTR5,S,8.5
S06-D17,S06,POTR5,S,8
S06-D18,S06,POTR5,S,8
S06-D19,S06,POTR5,D,7.5
S06-D20,S06,POTR5,S,16
S06-D22,S06,POTR5,D,8
S07-D01,S07,POTR5,D,8
S07-D02,S07,POTR5,D,10.5
S07-D03,S07,POTR5,D,10.5
S07-D04,S07,POTR5,D,36.5
S07-D05,S07,POTR5,D,23
S07-D06,S07,POTR5,D,9.5
S07-D07,S07,POTR5,D,13
S07-D08,S07,POTR5,D,34
