age_CE,HICL03B_raw,HICL04A_raw,HICL05A_raw,HICL07A_raw,HICL10B_raw,HICL11B_raw,HICL13A_raw,HICL14B_raw,HICL15B_raw,HICL16B_raw,HICL17B_raw,HICL19A_raw,HICL20A_raw,HICL03B_raw_outlier_flag,HICL04A_raw_outlier_flag,HICL05A_raw_outlier_flag,HICL07A_raw_outlier_flag,HICL10B_raw_outlier_flag,HICL11B_raw_outlier_flag,HICL13A_raw_outlier_flag,HICL14B_raw_outlier_flag,HICL15B_raw_outlier_flag,HICL16B_raw_outlier_flag,HICL17B_raw_outlier_flag,HICL19A_raw_outlier_flag,HICL20A_raw_outlier_flag
1964,1.09,0.74,0.63,0.7,0.43,2.68,1.55,0.55,0.46,0.5,1.2,0.3,0.88,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1965,0.96,0.69,0.72,0.63,0.22,1.54,1.51,0.65,0.4,0.64,1.08,0.3,0.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1966,1.09,0.97,0.74,0.92,0.63,2.95,1.73,0.75,0.42,0.54,1.8,0.51,0.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1967,0.6,0.6,0.45,0.6,0.37,2.07,0.92,0.34,0.35,0.4,0.94,0.39,0.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1968,0.49,0.79,0.54,0.59,0.34,2.06,1.01,0.16,0.38,0.28,1.13,0.31,0.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1969,0.74,1.02,0.67,0.74,0.52,2.28,1.24,0.22,0.45,0.32,1.61,0.38,0.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1970,0.54,0.61,0.56,0.56,0.33,1.67,1.05,0.25,0.39,0.37,0.96,0.36,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1971,0.39,0.41,0.43,0.47,0.31,1.35,0.96,0.23,0.21,0.26,0.59,0.27,0.32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1972,0.63,0.51,0.26,0.45,0.24,1.21,1.05,0.39,0.15,0.36,0.63,0.28,0.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1973,0.61,0.94,0.65,0.74,0.39,1.77,1.05,0.45,0.34,0.33,1.39,0.5,0.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1974,0.45,0.39,0.46,0.45,0.25,1.19,0.83,0.24,0.19,0.27,0.73,0.42,0.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1975,0.44,0.5,0.54,0.45,0.36,1.2,1.09,0.27,0.23,0.31,0.74,0.43,0.47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1976,0.51,0.51,0.54,0.49,0.46,1.33,1.16,0.28,0.44,0.5,0.67,0.61,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1977,0.54,0.79,0.64,0.54,0.53,1.46,1.47,0.24,0.46,0.41,1.32,0.63,0.92,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1978,0.78,1.12,0.67,0.63,0.59,1.37,1.41,0.22,0.36,0.4,1.48,0.56,1.15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1979,0.78,0.98,0.63,0.72,0.61,1.28,1.39,0.26,0.32,0.4,1.32,0.51,1.06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1980,0.86,0.74,0.67,0.67,0.47,1.42,1.4,0.34,0.34,0.52,1.07,0.46,0.89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1981,1.07,0.76,0.63,0.64,0.46,1.3,1.12,0.27,0.25,0.27,0.89,0.44,0.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1982,0.75,0.29,0.39,0.43,0.42,0.74,0.71,0.17,0.21,0.19,0.48,0.19,0.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1983,0.65,0.41,0.36,0.5,0.27,1.22,1.1,0.11,0.25,0.3,0.67,0.15,0.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1984,0.47,0.53,0.7,0.63,0.35,1.56,1.21,0.23,0.35,0.31,0.69,0.4,0.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1985,1.01,0.6,0.66,0.69,0.7,1.43,0.99,0.22,0.31,0.28,0.64,0.58,0.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1986,1.58,0.68,0.65,0.77,0.83,1.39,1.02,0.27,0.23,0.37,1.02,0.52,0.45,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1987,1.17,0.89,0.66,0.74,0.63,1.52,0.92,0.15,0.28,0.31,1.14,0.39,0.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1988,0.97,0.73,0.67,0.56,0.28,1.7,0.85,0.06,0.24,0.18,1.05,0.16,0.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1989,0.87,0.82,0.86,0.6,0.28,1.78,0.83,0.13,0.28,0.28,1.03,0.1,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1990,0.83,0.74,0.74,0.69,0.47,2.11,1.08,0.07,0.39,0.3,1.44,0.21,0.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1991,0.77,0.7,0.63,0.62,0.34,NA,0.95,0.05,0.31,0.21,1.14,0.17,0.2,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1992,1.17,0.9,0.7,0.61,0.6,NA,0.64,0.04,0.28,0.23,1.38,0.21,0.27,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
