age_CE,DP0701A_raw,DP0702A_raw,DP0703B_raw,DP0705B_raw,DP0706B_raw,DP0707B_raw,DP0708B_raw,DP0709A_raw,DP0710B_raw,DP0713A_raw,DP0714A_raw,DP0715A_raw,DP0717B_raw,DP0718A_raw,DP0721B_raw,DP0722B_raw,DP0723A_raw,DP0724B_raw,DP0725B_raw,DP0726A_raw,DP0727A_raw,DP0728A_raw,DP0729A_raw,DP0731A_raw,DP0732B_raw,DP0733A_raw,DP0701A_raw_outlier_flag,DP0702A_raw_outlier_flag,DP0703B_raw_outlier_flag,DP0705B_raw_outlier_flag,DP0706B_raw_outlier_flag,DP0707B_raw_outlier_flag,DP0708B_raw_outlier_flag,DP0709A_raw_outlier_flag,DP0710B_raw_outlier_flag,DP0713A_raw_outlier_flag,DP0714A_raw_outlier_flag,DP0715A_raw_outlier_flag,DP0717B_raw_outlier_flag,DP0718A_raw_outlier_flag,DP0721B_raw_outlier_flag,DP0722B_raw_outlier_flag,DP0723A_raw_outlier_flag,DP0724B_raw_outlier_flag,DP0725B_raw_outlier_flag,DP0726A_raw_outlier_flag,DP0727A_raw_outlier_flag,DP0728A_raw_outlier_flag,DP0729A_raw_outlier_flag,DP0731A_raw_outlier_flag,DP0732B_raw_outlier_flag,DP0733A_raw_outlier_flag
1917,0.86,0.71,1.82,2.23,1.11,1.51,1.68,1.19,0.81,1.15,1.94,2.51,2.16,1.62,0.8,0.48,0.94,1.19,0.98,1.75,0.67,0.82,1.42,2.19,1.41,1.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1918,0.83,0.68,2.08,2.29,1.06,1.77,2.27,1.24,1.07,1.25,2.07,2.32,2.15,1.56,0.81,0.55,0.65,1.21,0.99,1.82,1.03,0.92,1.55,2.06,1.75,2.23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1919,1.18,0.61,2.37,2.73,0.93,1.7,2.07,1.03,0.99,1.25,2.25,1.61,2.29,1.51,1.2,0.77,1.07,1.32,0.94,2.24,0.95,0.97,1.94,1.89,1.8,1.97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1920,0.87,0.68,2.44,2.71,1.21,1.87,2.11,1,1.11,1.35,2.23,2.04,2.5,2.1,1.13,0.88,1.17,1.49,1.06,2.34,1.2,1.02,2.22,1.98,1.58,1.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1921,0.83,0.61,1.93,2.31,1.05,1.49,1.94,0.96,0.91,1.26,2.13,1.87,2.15,1.72,0.85,0.8,1.01,1.18,0.75,1.56,0.95,0.71,1.68,1.77,1.17,1.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1922,0.8,0.49,1.73,2.17,1.01,1.55,1.73,0.74,0.95,1.17,1.88,1.19,1.95,1.69,0.84,0.75,0.79,1.16,0.68,1.67,0.67,0.62,1.31,1.6,1.49,1.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1923,0.96,0.39,1.34,2.1,1.06,1.4,1.98,1.04,0.98,1.06,2.16,1.51,2.36,1.98,0.95,0.81,0.83,1,0.86,1.5,0.87,0.89,1.93,2.03,1.66,1.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1924,0.84,0.26,1.6,2.07,0.84,1.24,1.77,0.83,0.68,0.85,2.12,1.4,1.46,1.55,0.68,0.56,0.64,1.24,0.54,1.91,0.56,0.67,1.5,1.93,1.55,1.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1925,1.03,0.25,1.64,2.03,0.92,1.26,1.83,0.87,0.8,0.85,2.13,1.52,1.52,1.71,0.83,0.71,0.9,1.31,0.82,1.73,0.71,0.85,1.82,1.79,1.29,1.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1926,0.8,0.12,1.69,1.9,0.65,1.06,1.86,0.69,0.72,0.65,1.61,1.27,1.26,1.33,0.52,0.52,0.6,1,0.59,1.24,0.49,0.63,1.51,1.64,1.23,1.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1927,0.85,0.25,1.82,1.9,0.79,0.97,1.87,0.67,0.9,0.78,1.67,1.14,1.02,1.45,0.78,0.66,0.67,1.27,0.77,1.38,0.57,0.91,1.42,1.42,1.08,0.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1928,0.98,0.18,2.33,2.75,1.07,1.19,2.32,0.68,1.22,1.09,2.11,1.15,1.09,1.83,0.6,0.68,0.45,1.73,0.87,1.49,0.77,0.86,1.4,1.59,1.41,0.89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1929,0.91,0.18,2.06,2.59,0.89,1.17,1.91,0.72,0.89,0.98,1.63,1.07,1.29,1.34,0.63,0.64,0.59,1.55,0.68,1.27,0.59,0.69,1.07,1.47,1.57,0.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1930,0.94,0.16,1.79,2.44,0.81,1.19,1.96,1.04,0.7,0.83,1.43,0.97,1.51,1.37,0.52,0.59,0.69,1.32,0.64,1.3,0.66,0.75,1.07,1.12,1.35,0.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1931,0.9,0.16,2.1,2.76,0.8,1.14,2.18,1.05,0.8,0.95,1.19,1.04,1.5,1.41,0.37,0.64,0.58,1.11,0.87,1.48,0.84,0.77,1.33,1.01,0.98,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1932,0.87,0.21,1.98,2.59,0.86,1.11,1.96,0.93,0.89,1.21,1.28,0.99,1.51,1.13,0.4,0.65,0.52,1.48,0.66,1.98,0.73,0.49,1.1,0.88,1.22,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1933,1.1,0.28,1.77,2.57,0.87,1.01,2.18,0.57,0.96,1.17,1.44,0.98,1.63,1.16,0.47,0.87,0.62,1.7,0.67,1.89,0.77,0.71,1.13,0.77,1.03,0.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1934,0.87,0.11,1.24,2.26,0.71,0.91,1.91,0.5,0.85,0.87,1.13,0.97,1.6,1,0.32,0.62,0.57,1.51,0.58,1.42,0.71,0.47,1.09,0.77,0.88,0.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1935,1.23,0.28,1.7,2.37,1.14,1.01,1.85,0.98,1.18,1.19,1.82,1.14,1.88,1.35,0.62,0.81,0.62,2.08,0.83,2.31,1.25,0.87,1.55,0.89,1.08,0.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1936,1.19,0.27,1.57,2.71,0.84,1.04,1.6,0.74,1.06,0.91,1.82,0.98,1.92,1.11,0.62,0.7,0.61,1.53,0.85,2.25,1.32,0.77,1.4,1.19,0.86,0.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1937,1.06,0.26,1.34,2.49,0.82,0.83,1.96,0.48,0.98,0.63,1.35,0.8,1.51,1.04,0.51,0.79,0.58,1.38,0.64,2.26,1.11,0.67,1.16,1.18,0.86,0.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1938,1.08,0.24,1.21,2.35,0.79,0.63,2.19,0.63,0.72,0.57,1.29,0.67,1.21,1.04,0.51,0.7,0.64,1.3,0.68,1.49,0.8,0.62,0.83,1.15,0.84,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1939,1.01,0.17,1.48,2.46,0.93,0.68,2.34,0.51,0.56,0.25,1.68,0.99,1.48,1.21,0.51,0.63,0.67,1.62,0.95,2.4,1.2,0.97,1.58,1.26,0.83,1.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1940,0.98,0.25,1.78,2.79,1.14,0.5,2.54,0.59,0.61,0.48,1.59,0.94,1.36,1.16,0.66,0.71,0.81,1.9,0.87,2.62,1.04,0.83,1.16,1.3,0.91,1.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1941,1.22,0.32,2.1,2.36,1.06,0.66,2.96,1.11,0.71,0.76,1.71,1.07,1.83,1.25,0.83,0.96,0.81,2.3,1.13,2.5,1.34,1.16,1.5,1.32,1.11,1.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1942,1.09,0.56,1.96,2.2,1.11,0.75,2.47,1.21,0.93,1.06,1.66,1.07,1.44,1.13,0.87,1.36,0.86,1.97,1.05,2.49,1.01,1,1.49,1.45,1.3,1.28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1943,1.05,0.46,1.72,2.33,0.98,0.8,2.05,1.06,0.85,0.9,1.33,0.98,1.06,1.06,0.93,1.16,0.81,1.89,0.92,1.93,0.7,0.64,1.15,1.24,1.24,0.96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1944,1.45,0.53,2.1,2.33,1.01,0.8,1.92,1.14,0.94,1.09,1.29,0.95,1.14,1.2,0.81,1.29,0.93,2.44,0.96,2.32,0.9,1.18,1.21,1.41,1.74,1.32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1945,1.23,0.67,1.81,1.94,0.94,0.83,1.84,1.04,1,0.9,1.33,0.94,0.82,1.04,0.8,1.1,0.92,1.66,0.92,2.18,0.68,0.85,1.14,1.17,1.95,1.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1946,1.24,0.77,1.84,2.07,1.06,1.03,2.16,1.07,1.31,0.84,1.48,1.26,1.01,0.98,0.87,1.34,0.86,1.68,1.4,2.3,0.84,1.1,1.39,1.44,1.85,1.32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1947,1.15,0.84,1.8,2.16,0.94,0.97,1.66,1.19,1.29,0.92,1.28,1.31,1.2,0.86,0.84,1.49,0.76,1.82,1.13,1.86,0.88,0.83,1.24,1.31,1.8,1.06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1948,1.78,0.92,2.09,2.46,0.99,1.04,2.1,1.52,1.51,1.22,1.41,1.28,1.31,1.34,1.18,1.74,0.8,2.4,1.37,2.61,1.09,1.02,1.7,1.7,2.04,1.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1949,1.69,0.77,1.6,2.1,0.92,1.15,2.12,1.44,1.38,1.17,1.51,1.23,1.54,1.2,1.19,2.02,0.79,2.4,1.05,1.61,0.93,1.03,1.1,1.36,1.88,1.28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1950,1.98,0.74,1.87,2.42,1.01,1.2,1.92,1.61,1.35,1.28,1.12,1.21,1.21,1.24,1.58,1.95,0.65,2.69,1.03,1.93,1.04,1.11,1.27,1.46,1.85,1.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1951,1.27,0.58,1.46,1.76,0.67,0.89,1.45,1.02,0.97,1.1,1.29,0.9,1.23,1.01,1.23,1.44,0.76,1.81,0.74,1.26,0.58,0.66,0.79,1.29,1.35,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1952,1.43,0.75,1.58,2.01,0.9,1.21,1.75,1.65,1.27,1.34,1.53,1.13,1.53,1.2,1.43,1.89,0.73,2.36,1.16,2.34,1.09,1.11,1.31,1.7,1.73,1.16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1953,0.84,0.66,1.21,1.52,0.58,0.81,1.33,1.04,0.87,1,1.02,0.8,1.27,0.68,1.04,1.42,0.56,1.65,0.82,1.48,0.65,0.6,1.09,1.47,1.58,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1954,1.23,0.84,1.66,1.87,0.76,1.05,1.82,1.22,1.62,1.3,1.07,1.05,1.41,0.96,1.21,1.85,0.69,1.9,1.06,1.6,0.74,0.85,1.24,1.63,1.56,0.97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1955,1.48,0.84,1.8,1.84,0.94,0.87,1.61,1.48,1.83,1.49,1,1.11,1.21,1.13,1.28,2.23,0.79,1.94,1.27,1.55,0.96,0.8,1.47,1.75,1.64,1.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1956,0.97,0.63,1.25,1.69,0.78,0.6,1.38,1.09,1.31,1.05,0.93,0.75,1.03,0.91,1.13,1.55,0.56,1.72,1.05,1.22,0.68,0.58,1.12,1.53,1.32,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1957,0.82,0.59,1.07,1.48,0.67,0.67,0.96,1.16,1.25,0.99,0.95,0.59,1.01,0.68,1.2,1.56,0.47,1.41,0.9,1.69,0.64,0.42,0.92,1.64,1.53,0.69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1958,0.98,0.78,1.15,1.48,0.8,0.94,1.29,1.65,1.49,1.11,1.2,0.79,1.2,0.86,1.48,1.91,0.63,1.73,1,1.9,0.63,0.59,1.26,1.83,1.94,0.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1959,0.83,0.68,0.83,0.98,0.6,0.8,0.98,1.06,0.88,0.89,1.03,0.6,0.95,0.79,1.13,1.47,0.69,1.46,0.72,1.41,0.53,0.6,1.03,1.6,1.6,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1960,0.93,0.77,1.12,1.21,0.81,0.85,1.06,1.17,0.9,0.91,1.03,0.87,1.22,1.18,1.15,1.67,0.77,1.82,0.73,1.41,0.48,0.81,1.09,1.68,1.69,0.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1961,0.78,0.57,1.07,1.16,0.6,0.75,0.93,1.18,1.01,0.91,1.08,0.86,1.19,1.09,1.13,1.69,0.7,1.84,0.65,1.44,0.45,0.82,1,1.58,1.65,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1962,0.79,0.33,0.93,1.36,0.57,0.81,0.84,1.07,0.9,0.76,0.91,0.9,1.16,1.01,0.92,1.46,0.6,1.54,0.45,1.12,0.44,0.8,0.88,1.26,1.56,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1963,0.74,0.4,1.09,1.34,0.53,0.8,0.93,1.02,1.22,1.02,1.06,0.97,1.29,1.15,1.01,2.05,0.57,1.58,0.81,1.44,0.62,0.75,0.89,1.9,1.92,0.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1964,0.85,0.46,1.14,1.24,0.58,0.68,1.03,0.97,1.28,1.11,1.04,0.97,1.29,1.11,1.28,1.9,0.58,1.58,0.76,1.4,0.66,0.84,0.85,1.76,1.94,0.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1965,0.8,0.51,1.36,1.27,0.62,0.78,1.17,1.02,1.08,1.03,1.1,0.95,1.31,1.29,1.17,1.83,0.6,1.65,0.68,1.28,0.7,0.9,0.84,1.68,1.86,0.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1966,0.76,0.4,1.34,1.31,0.59,0.8,1.31,1.03,1.19,1.28,1.2,0.88,1.38,1.24,1.04,1.78,0.64,1.63,0.84,1.24,0.9,0.98,0.89,1.7,1.81,0.69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1967,1.03,0.47,1.34,1.41,0.67,0.76,1.32,1.15,1.02,1.15,1.26,0.86,1.06,1.07,1.01,1.49,0.74,1.7,0.64,1.43,0.76,0.85,0.91,1.54,1.74,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1968,0.83,0.39,0.93,1.1,0.51,0.63,1.01,0.93,0.7,0.7,0.95,0.85,1.02,1.02,0.86,0.98,0.5,1.06,0.64,1.02,0.57,0.66,0.72,1.34,1.43,0.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1969,0.86,0.48,1.04,1.39,0.62,0.66,1.08,0.96,0.84,0.7,1.04,0.85,1.4,1.07,0.83,1.28,0.55,1.18,0.72,1.36,0.7,0.75,0.94,1.48,1.24,0.69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1970,0.7,0.4,0.77,1.14,0.45,0.59,0.93,0.87,0.69,0.75,0.88,0.81,1.08,0.93,0.86,1.11,0.54,1.28,0.61,1.12,0.63,0.68,0.76,1.09,1.01,0.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1971,0.69,0.38,0.74,1.21,0.58,0.61,0.84,0.88,0.61,0.92,0.8,0.79,1,1.12,0.87,1.11,0.6,1.18,0.71,1.09,0.44,0.62,0.87,1.29,1.02,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1972,0.56,0.35,0.73,1.08,0.54,0.67,0.98,0.75,0.75,0.98,0.98,1.16,1.45,1.05,0.95,1.44,0.6,1.38,0.64,1.09,0.37,0.54,0.84,1.4,0.73,0.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
