Year,HSU01A,HSU01B,HSU02A,HSU02B,HSU03A,HSU04A,HSU04B,HSU05A,HSU05B,HSU06A,HSU06B,HSU07A,HSU07B,HSU08A,HSU08B,LCU01A,LCU01B,LCU02A,LCU02B,LCU03A,LCU03B,LCU04A,LCU04B,LCU05A,LCU05B,LCU06A,LCU06B,LCU07A,LCU07B,LCU08A,LCU08B,LCU09A,LCU09B,LCU10A,LCU10B,MLU01A,MLU01B,MLU02A,MLU02B,MLU03A,MLU03B,MLU04A,MLU04B,MLU05A,MLU05B,MLU06A,MLU06B,MLU06Bb,MLU07A,MLU07B,MLU08A,MLU09A,MLU09B,MLU10A,MLU10B,VMU01A,VMU01B,VMU02A,VMU02B,VMU03A,VMU03B,VMU04A,VMU04B,VMU05B,VMU06A,VMU06B,VMU07A,VMU07B,VMU08A,VMU08B,VMU09A,VMU09B,VMU10A,VMU10B
1603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.803,0.719,0.894,0.353,NA,NA,NA,NA,NA,NA,NA,NA,1.174,NA,NA,NA,0.633,0.169,0.495,0.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.764,0.709,0.296,NA,NA,NA,NA,NA,NA,NA,NA,1.335,NA,NA,NA,0.657,0.203,0.522,0.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.984,0.877,0.862,0.444,NA,NA,NA,NA,NA,NA,NA,NA,1.36,NA,NA,NA,0.676,0.274,0.699,0.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.929,0.863,0.829,0.394,NA,NA,NA,NA,NA,NA,NA,NA,1.142,NA,NA,NA,0.654,0.283,0.719,0.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.003,0.89,0.828,0.492,NA,NA,NA,NA,NA,NA,NA,NA,1.081,NA,NA,NA,0.699,0.311,0.718,0.354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.895,1.097,0.858,0.508,NA,NA,NA,NA,NA,NA,NA,NA,1.222,NA,NA,NA,0.708,0.268,0.743,0.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.665,0.797,0.667,0.368,NA,NA,NA,NA,NA,NA,NA,NA,0.968,NA,NA,NA,0.572,0.242,0.619,0.313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.626,0.71,0.659,0.342,NA,NA,NA,NA,NA,NA,NA,NA,0.852,NA,NA,NA,0.618,0.271,0.637,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.769,0.781,0.791,0.497,NA,NA,NA,NA,NA,NA,NA,NA,0.792,NA,NA,NA,0.602,0.305,0.605,0.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.717,0.701,0.606,0.346,NA,NA,NA,NA,NA,NA,NA,NA,0.848,NA,NA,NA,0.446,0.273,0.572,0.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.838,0.748,0.714,0.393,NA,NA,NA,NA,NA,NA,NA,NA,1.013,NA,NA,NA,0.576,0.266,0.548,0.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.969,0.838,0.753,0.429,NA,NA,NA,NA,NA,NA,NA,NA,1.044,NA,NA,NA,0.675,0.247,0.739,0.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.809,0.925,0.636,0.282,NA,NA,NA,NA,NA,NA,NA,NA,0.908,NA,NA,NA,0.553,0.219,0.576,0.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.729,0.928,0.646,0.266,NA,NA,NA,NA,NA,NA,NA,NA,0.928,NA,NA,NA,0.493,0.172,0.581,0.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.878,1.074,0.785,0.396,NA,NA,NA,NA,NA,NA,NA,NA,1.111,NA,NA,NA,0.627,0.281,0.616,0.219,NA,NA,NA,NA,NA,NA,NA,0.202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.733,0.842,0.642,0.272,NA,NA,NA,NA,NA,NA,NA,NA,0.904,NA,NA,NA,0.466,0.179,0.45,0.174,NA,NA,NA,NA,NA,NA,NA,0.219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.886,0.977,0.704,0.356,NA,NA,NA,NA,NA,NA,NA,NA,0.924,NA,NA,NA,0.672,0.201,0.506,0.267,NA,NA,NA,NA,NA,NA,NA,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.946,1.048,0.819,0.465,NA,NA,NA,NA,NA,NA,NA,NA,1.289,NA,NA,NA,0.671,0.16,0.621,0.237,NA,NA,NA,NA,NA,NA,NA,0.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.807,0.849,0.562,0.337,NA,NA,NA,NA,NA,NA,NA,NA,1.056,NA,NA,NA,0.414,0.105,0.595,0.22,NA,NA,NA,NA,NA,NA,NA,0.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.855,0.96,0.683,0.361,NA,NA,NA,NA,NA,NA,NA,NA,1.116,NA,NA,NA,0.546,0.221,0.64,0.295,NA,NA,NA,NA,NA,NA,NA,0.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.807,0.943,0.542,0.373,NA,NA,NA,NA,NA,NA,NA,NA,1.131,NA,NA,NA,0.642,0.219,0.468,0.253,NA,NA,NA,NA,NA,NA,NA,0.129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.741,0.845,0.563,0.334,NA,NA,NA,NA,NA,NA,NA,NA,0.981,NA,NA,NA,0.494,0.253,0.437,0.192,NA,NA,NA,NA,NA,NA,NA,0.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.678,0.666,0.639,0.346,NA,NA,NA,NA,NA,NA,NA,NA,0.916,NA,NA,NA,0.457,0.181,0.218,0.092,NA,NA,NA,NA,NA,NA,NA,0.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.614,0.62,0.672,0.425,NA,NA,NA,NA,NA,NA,NA,NA,0.832,NA,NA,NA,0.465,0.268,0.386,0.207,NA,NA,NA,NA,NA,NA,NA,0.257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.733,0.621,0.75,0.417,NA,NA,NA,NA,NA,NA,NA,NA,0.851,NA,NA,NA,0.345,0.228,0.434,0.169,NA,NA,NA,NA,NA,NA,NA,0.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.722,0.639,0.642,0.445,NA,NA,NA,NA,NA,NA,NA,NA,0.822,NA,NA,NA,0.448,0.284,0.412,0.235,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.787,0.762,0.675,0.36,NA,NA,NA,NA,NA,NA,NA,NA,0.838,NA,NA,NA,0.49,0.305,0.479,0.281,NA,NA,NA,NA,NA,NA,NA,0.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,0.71,0.595,0.391,NA,NA,NA,NA,NA,NA,NA,NA,0.766,NA,NA,NA,0.428,0.25,0.465,0.259,NA,NA,NA,NA,NA,NA,NA,0.436,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.897,0.813,0.831,0.426,NA,NA,NA,NA,NA,NA,NA,NA,0.923,NA,NA,NA,0.383,0.227,0.526,0.273,NA,NA,NA,NA,NA,NA,NA,0.122,NA,NA,0.606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.985,0.913,0.952,0.424,NA,NA,NA,NA,NA,NA,NA,NA,1.053,NA,NA,NA,0.484,0.346,0.569,0.259,NA,NA,NA,NA,NA,NA,NA,0.453,NA,NA,0.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.689,0.668,0.626,0.234,NA,NA,NA,NA,NA,NA,NA,NA,0.684,NA,NA,NA,0.363,0.248,0.389,0.204,NA,NA,NA,NA,NA,NA,NA,0.357,NA,NA,0.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.622,0.63,0.625,0.324,NA,NA,NA,NA,NA,NA,NA,NA,0.718,NA,NA,NA,0.411,0.259,0.33,0.187,NA,NA,NA,NA,NA,NA,NA,0.228,NA,NA,0.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.432,0.503,0.497,0.236,NA,NA,NA,NA,NA,NA,NA,NA,0.51,NA,NA,NA,0.271,0.179,0.298,0.129,NA,NA,NA,NA,NA,NA,NA,0.531,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.524,0.59,0.55,0.345,NA,NA,NA,NA,NA,NA,NA,NA,0.595,NA,NA,NA,0.367,0.312,0.383,0.235,NA,NA,NA,NA,NA,NA,NA,0.465,NA,NA,0.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.593,0.725,0.608,0.311,NA,NA,NA,NA,NA,NA,NA,NA,0.555,NA,NA,NA,0.309,0.269,0.403,0.181,NA,NA,NA,NA,NA,NA,NA,0.405,NA,NA,0.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,0.668,0.629,0.326,NA,NA,NA,NA,NA,NA,NA,NA,0.615,NA,NA,NA,0.302,0.227,0.36,0.165,NA,NA,NA,NA,NA,NA,NA,0.474,NA,NA,0.591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.504,0.534,0.55,0.238,NA,NA,NA,NA,NA,NA,NA,NA,0.544,NA,NA,NA,0.251,0.185,0.285,0.132,NA,NA,NA,NA,NA,NA,NA,0.474,NA,NA,0.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.471,0.624,0.551,0.244,NA,NA,NA,NA,NA,NA,NA,NA,0.564,NA,NA,NA,0.253,0.211,0.314,0.161,NA,NA,NA,NA,NA,NA,NA,0.455,NA,NA,0.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.522,0.637,0.446,0.168,NA,NA,NA,NA,NA,NA,NA,NA,0.658,NA,NA,NA,0.2,0.112,0.214,0.126,NA,NA,NA,NA,NA,NA,NA,0.272,NA,NA,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.553,0.681,0.561,0.305,NA,NA,NA,NA,NA,NA,NA,NA,0.812,NA,NA,NA,0.222,0.188,0.27,0.157,NA,NA,NA,NA,NA,NA,NA,0.402,NA,NA,0.759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.576,0.735,0.699,0.337,NA,NA,NA,NA,NA,NA,NA,NA,0.639,NA,NA,NA,0.278,0.241,0.329,0.173,NA,NA,NA,NA,NA,NA,NA,0.459,NA,NA,0.593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.597,0.689,0.839,0.339,NA,NA,NA,NA,NA,NA,NA,NA,0.578,NA,NA,NA,0.336,0.215,0.304,0.128,NA,NA,NA,NA,NA,NA,NA,0.382,NA,NA,0.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.532,0.584,0.639,0.264,NA,NA,NA,NA,NA,NA,NA,NA,0.503,NA,NA,NA,0.29,0.203,0.187,0.098,NA,NA,NA,NA,NA,NA,0.234,0.272,NA,NA,0.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.516,0.552,0.446,0.253,NA,NA,NA,NA,NA,NA,NA,NA,0.621,NA,NA,NA,0.338,0.169,0.15,0.096,NA,NA,NA,NA,NA,NA,0.13,0.243,NA,NA,0.639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.581,0.663,0.603,0.337,NA,NA,NA,NA,NA,NA,NA,NA,0.89,NA,NA,NA,0.466,0.275,0.253,0.183,NA,NA,NA,NA,NA,NA,0.425,0.464,NA,NA,1.551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.753,0.839,0.691,0.368,NA,NA,NA,NA,NA,NA,NA,NA,0.96,NA,NA,NA,0.496,0.379,0.354,0.207,NA,NA,NA,NA,NA,NA,0.219,0.321,NA,NA,1.434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.847,0.977,0.671,0.353,NA,NA,NA,NA,NA,NA,NA,NA,1.018,NA,NA,NA,0.566,0.352,0.321,0.211,NA,NA,NA,NA,NA,NA,0.267,0.388,NA,NA,1.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.764,0.923,0.551,0.258,NA,NA,NA,NA,NA,NA,NA,NA,0.868,NA,NA,NA,0.489,0.37,0.325,0.131,NA,NA,NA,NA,NA,NA,0.231,0.429,NA,NA,1.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.847,0.92,0.517,0.253,NA,NA,NA,NA,NA,NA,NA,NA,0.81,NA,NA,NA,0.547,0.337,0.258,0.137,NA,NA,NA,NA,NA,NA,0.28,0.433,NA,NA,1.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.656,0.768,0.561,0.241,NA,NA,NA,NA,NA,NA,NA,NA,0.739,NA,NA,NA,0.59,0.291,0.276,0.139,NA,NA,NA,NA,NA,NA,0.543,0.438,NA,NA,2.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.563,0.764,0.369,0.136,NA,NA,NA,NA,NA,NA,NA,NA,0.744,NA,NA,NA,0.412,0.24,0.195,0.107,NA,NA,NA,NA,NA,NA,0.186,0.186,NA,NA,1.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.549,0.65,0.358,0.159,NA,NA,NA,NA,NA,NA,NA,NA,0.759,NA,NA,NA,0.411,0.28,0.235,0.14,NA,NA,NA,NA,NA,NA,0.161,0.14,NA,NA,1.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.583,0.644,0.453,0.187,NA,NA,NA,NA,NA,NA,NA,NA,0.746,NA,NA,NA,0.515,0.262,0.318,0.185,NA,NA,NA,NA,NA,NA,0.29,0.402,NA,NA,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.523,0.59,0.335,0.157,NA,NA,NA,NA,NA,NA,NA,NA,0.784,NA,NA,NA,0.504,0.218,0.25,0.112,NA,NA,NA,NA,NA,NA,0.3,0.33,NA,NA,2.201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.599,0.555,0.445,0.229,NA,NA,NA,NA,NA,NA,NA,NA,0.752,NA,NA,NA,0.585,0.292,0.316,0.184,NA,NA,NA,NA,NA,NA,0.303,0.308,NA,NA,2.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.681,0.664,0.557,0.251,NA,NA,NA,NA,NA,NA,NA,NA,0.859,NA,NA,NA,0.568,0.298,0.309,0.161,NA,NA,NA,NA,NA,NA,0.388,0.419,NA,NA,2.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.713,0.765,0.523,0.308,NA,NA,NA,NA,NA,NA,NA,NA,0.926,NA,NA,NA,0.52,0.255,0.37,0.185,NA,NA,NA,NA,NA,NA,0.396,0.497,NA,NA,2.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
