"","stand","tree_id","year","rw_core1 (mm)","rw_core2 (mm)"
"2155","AE10","AE10_F44",1917,0.486,1.309
"2156","AE10","AE10_F44",1918,0.502,1.939
"2157","AE10","AE10_F44",1919,0.345,1.533
"2158","AE10","AE10_F44",1920,0.408,1.394
"2159","AE10","AE10_F44",1921,0.204,0.93
"2160","AE10","AE10_F44",1922,0.36,1.835
"2161","AE10","AE10_F44",1923,0.297,1.507
"2162","AE10","AE10_F44",1924,0.282,1.011
"2163","AE10","AE10_F44",1925,0.188,0.716
"2164","AE10","AE10_F44",1926,0.188,0.713
"2165","AE10","AE10_F44",1927,0.125,0.668
"2166","AE10","AE10_F44",1928,0.251,0.654
"2167","AE10","AE10_F44",1929,0.141,0.607
"2168","AE10","AE10_F44",1930,0.204,0.746
"2169","AE10","AE10_F44",1931,0.346,0.684
"2170","AE10","AE10_F44",1932,0.189,0.388
"2171","AE10","AE10_F44",1933,0.314,0.529
"2172","AE10","AE10_F44",1934,0.361,0.497
"2173","AE10","AE10_F44",1935,0.44,0.574
"2174","AE10","AE10_F44",1936,0.284,0.74
"2175","AE10","AE10_F44",1937,0.347,0.926
"2176","AE10","AE10_F44",1938,0.236,0.772
"2177","AE10","AE10_F44",1939,0.236,0.615
"2178","AE10","AE10_F44",1940,0.174,0.332
"2179","AE10","AE10_F44",1941,0.221,0.379
"2180","AE10","AE10_F44",1942,0.205,0.315
"2181","AE10","AE10_F44",1943,0.237,0.315
"2182","AE10","AE10_F44",1944,0.253,0.378
"2183","AE10","AE10_F44",1945,0.222,0.268
"2184","AE10","AE10_F44",1946,0.174,0.237
"2185","AE10","AE10_F44",1947,0.333,0.41
"2186","AE10","AE10_F44",1948,0.316,0.42
"2187","AE10","AE10_F44",1949,0.301,0.402
"2188","AE10","AE10_F44",1950,0.222,0.284
"2189","AE10","AE10_F44",1951,0.285,0.442
"2190","AE10","AE10_F44",1952,0.19,0.537
"2191","AE10","AE10_F44",1953,0.158,0.301
"2192","AE10","AE10_F44",1954,0.158,0.38
"2193","AE10","AE10_F44",1955,0.222,0.568
"2194","AE10","AE10_F44",1956,0.206,0.63
"2195","AE10","AE10_F44",1957,0.222,0.599
"2196","AE10","AE10_F44",1958,0.158,0.616
"2197","AE10","AE10_F44",1959,0.127,0.411
"2198","AE10","AE10_F44",1960,0.206,0.729
"2199","AE10","AE10_F44",1961,0.142,0.333
"2200","AE10","AE10_F44",1962,0.127,0.412
"2201","AE10","AE10_F44",1963,0.206,0.523
"2202","AE10","AE10_F44",1964,0.158,0.301
"2203","AE10","AE10_F44",1965,0.174,0.459
"2204","AE10","AE10_F44",1966,0.174,0.333
"2205","AE10","AE10_F44",1967,0.19,0.381
"2206","AE10","AE10_F44",1968,0.206,0.412
"2207","AE10","AE10_F44",1969,0.143,0.333
"2208","AE10","AE10_F44",1970,0.174,0.238
"2209","AE10","AE10_F44",1971,0.111,0.143
"2210","AE10","AE10_F44",1972,0.127,0.205
"2211","AE10","AE10_F44",1973,0.19,0.936
"2212","AE10","AE10_F44",1974,0.143,0.524
"2213","AE10","AE10_F44",1975,0.238,0.983
"2214","AE10","AE10_F44",1976,0.237,0.54
"2215","AE10","AE10_F44",1977,0.284,0.807
"2216","AE10","AE10_F44",1978,0.189,0.538
"2217","AE10","AE10_F44",1979,0.253,0.443
"2218","AE10","AE10_F44",1980,0.237,0.587
"2219","AE10","AE10_F44",1981,0.41,0.905
"2220","AE10","AE10_F44",1982,0.253,0.729
"2221","AE10","AE10_F44",1983,0.458,0.889
"2222","AE10","AE10_F44",1984,0.585,1.443
"2223","AE10","AE10_F44",1985,0.49,1.396
"2224","AE10","AE10_F44",1986,0.443,0.984
"2225","AE10","AE10_F44",1987,0.57,1.268
"2226","AE10","AE10_F44",1988,0.76,0.857
"2227","AE10","AE10_F44",1989,0.111,0.484
"2228","AE10","AE10_F44",1990,0.252,0.674
"2229","AE10","AE10_F44",1991,0.173,0.342
"2230","AE10","AE10_F44",1992,0.423,0.5
"2231","AE10","AE10_F44",1993,0.378,0.373
"2232","AE10","AE10_F44",1994,0.633,0.769
"2233","AE10","AE10_F44",1995,0.41,0.571
"2234","AE10","AE10_F44",1996,0.694,0.825
"2235","AE10","AE10_F44",1997,0.268,0.564
"2236","AE10","AE10_F44",1998,0.506,0.88
"2237","AE10","AE10_F44",1999,0.253,0.54
"2238","AE10","AE10_F44",2000,0.761,1.31
"2239","AE10","AE10_F44",2001,0.825,1.309
"2240","AE10","AE10_F44",2002,0.761,0.792
"2241","AE10","AE10_F44",2003,0.76,1.046
"2242","AE10","AE10_F44",2004,0.491,0.682
"2243","AE10","AE10_F44",2005,0.412,0.341
"2244","AE10","AE10_F44",2006,0.507,0.594
"2245","AE10","AE10_F44",2007,0.586,0.951
"2246","AE10","AE10_F44",2008,0.444,0.823
"2247","AE10","AE10_F44",2009,0.087,0.143
"2248","AE10","AE10_F45",1826,NA,2.364
"2249","AE10","AE10_F45",1827,NA,2.367
"2250","AE10","AE10_F45",1828,NA,2.234
"2251","AE10","AE10_F45",1829,NA,2.625
"2252","AE10","AE10_F45",1830,NA,2.115
"2253","AE10","AE10_F45",1831,NA,1.794
"2254","AE10","AE10_F45",1832,NA,1.594
"2255","AE10","AE10_F45",1833,NA,1.966
"2256","AE10","AE10_F45",1834,NA,2.25
"2257","AE10","AE10_F45",1835,NA,2.041
"2258","AE10","AE10_F45",1836,1.46,1.691
"2259","AE10","AE10_F45",1837,1.619,1.468
"2260","AE10","AE10_F45",1838,1.362,1.328
"2261","AE10","AE10_F45",1839,1.438,2.343
"2262","AE10","AE10_F45",1840,1.345,1.6
"2263","AE10","AE10_F45",1841,0.82,2.186
"2264","AE10","AE10_F45",1842,1.642,1.81
"2265","AE10","AE10_F45",1843,1.017,2.187
"2266","AE10","AE10_F45",1844,1.322,2.338
"2267","AE10","AE10_F45",1845,1.095,1.806
"2268","AE10","AE10_F45",1846,1.526,2.273
"2269","AE10","AE10_F45",1847,1.585,1.815
"2270","AE10","AE10_F45",1848,1.372,2.127
"2271","AE10","AE10_F45",1849,1.738,1.365
"2272","AE10","AE10_F45",1850,1.138,1.65
"2273","AE10","AE10_F45",1851,1.602,2.116
"2274","AE10","AE10_F45",1852,1.253,1.618
"2275","AE10","AE10_F45",1853,1.128,1.872
"2276","AE10","AE10_F45",1854,1.766,1.881
"2277","AE10","AE10_F45",1855,1.148,1.963
"2278","AE10","AE10_F45",1856,1.231,1.635
"2279","AE10","AE10_F45",1857,1.583,1.582
"2280","AE10","AE10_F45",1858,1.253,1.593
"2281","AE10","AE10_F45",1859,1.177,1.255
"2282","AE10","AE10_F45",1860,1.061,1.178
"2283","AE10","AE10_F45",1861,1.263,1.218
"2284","AE10","AE10_F45",1862,1.405,1.219
"2285","AE10","AE10_F45",1863,1.523,1.506
"2286","AE10","AE10_F45",1864,1.069,0.883
"2287","AE10","AE10_F45",1865,1.283,1.544
"2288","AE10","AE10_F45",1866,1.14,1.114
"2289","AE10","AE10_F45",1867,0.905,1.022
"2290","AE10","AE10_F45",1868,1.334,1.439
"2291","AE10","AE10_F45",1869,1.106,1.479
"2292","AE10","AE10_F45",1870,1.179,1.499
"2293","AE10","AE10_F45",1871,1.464,1.623
"2294","AE10","AE10_F45",1872,1.721,1.569
"2295","AE10","AE10_F45",1873,1.522,1.361
"2296","AE10","AE10_F45",1874,1.786,1.961
"2297","AE10","AE10_F45",1875,1.409,1.759
"2298","AE10","AE10_F45",1876,0.737,1.105
"2299","AE10","AE10_F45",1877,0.947,1.597
"2300","AE10","AE10_F45",1878,1.24,1.509
"2301","AE10","AE10_F45",1879,1.369,1.838
"2302","AE10","AE10_F45",1880,0.613,0.885
"2303","AE10","AE10_F45",1881,0.994,1.485
"2304","AE10","AE10_F45",1882,1.035,1.458
"2305","AE10","AE10_F45",1883,1.097,1.48
"2306","AE10","AE10_F45",1884,0.677,1.07
"2307","AE10","AE10_F45",1885,1.109,1.202
"2308","AE10","AE10_F45",1886,1.149,1.651
"2309","AE10","AE10_F45",1887,0.867,1.421
"2310","AE10","AE10_F45",1888,0.859,1.572
"2311","AE10","AE10_F45",1889,0.839,1.395
"2312","AE10","AE10_F45",1890,1.015,1.582
"2313","AE10","AE10_F45",1891,1.293,1.613
"2314","AE10","AE10_F45",1892,0.95,1.605
"2315","AE10","AE10_F45",1893,0.861,1.722
"2316","AE10","AE10_F45",1894,1.03,1.152
"2317","AE10","AE10_F45",1895,1.416,1.71
"2318","AE10","AE10_F45",1896,0.855,1.51
"2319","AE10","AE10_F45",1897,0.864,1.653
"2320","AE10","AE10_F45",1898,0.94,1.283
"2321","AE10","AE10_F45",1899,0.459,0.71
"2322","AE10","AE10_F45",1900,0.929,1.129
"2323","AE10","AE10_F45",1901,0.97,1.15
"2324","AE10","AE10_F45",1902,0.773,1.132
"2325","AE10","AE10_F45",1903,0.586,0.903
"2326","AE10","AE10_F45",1904,0.962,1.333
"2327","AE10","AE10_F45",1905,0.733,1.182
"2328","AE10","AE10_F45",1906,0.788,1.192
"2329","AE10","AE10_F45",1907,0.81,1.183
"2330","AE10","AE10_F45",1908,0.918,1.406
"2331","AE10","AE10_F45",1909,0.496,0.867
"2332","AE10","AE10_F45",1910,0.613,1.058
"2333","AE10","AE10_F45",1911,0.771,1.28
"2334","AE10","AE10_F45",1912,0.549,0.963
"2335","AE10","AE10_F45",1913,0.538,0.931
"2336","AE10","AE10_F45",1914,0.845,1.09
"2337","AE10","AE10_F45",1915,0.655,0.751
"2338","AE10","AE10_F45",1916,0.306,0.381
"2339","AE10","AE10_F45",1917,0.602,1.037
"2340","AE10","AE10_F45",1918,0.613,1.09
"2341","AE10","AE10_F45",1919,0.592,1.174
"2342","AE10","AE10_F45",1920,0.983,1.079
"2343","AE10","AE10_F45",1921,0.697,0.794
"2344","AE10","AE10_F45",1922,0.919,1.026
"2345","AE10","AE10_F45",1923,0.634,0.804
"2346","AE10","AE10_F45",1924,0.824,0.942
"2347","AE10","AE10_F45",1925,0.634,0.868
"2348","AE10","AE10_F45",1926,0.581,0.825
"2349","AE10","AE10_F45",1927,0.529,0.751
"2350","AE10","AE10_F45",1928,0.846,1.174
"2351","AE10","AE10_F45",1929,0.878,1.206
"2352","AE10","AE10_F45",1930,0.804,1.016
"2353","AE10","AE10_F45",1931,0.91,1.671
"2354","AE10","AE10_F45",1932,0.614,1.143
"2355","AE10","AE10_F45",1933,0.614,0.963
"2356","AE10","AE10_F45",1934,0.582,1.088
"2357","AE10","AE10_F45",1935,0.762,1.331
"2358","AE10","AE10_F45",1936,0.539,0.94
"2359","AE10","AE10_F45",1937,0.487,0.961
"2360","AE10","AE10_F45",1938,0.55,1.119
"2361","AE10","AE10_F45",1939,0.709,1.076
"2362","AE10","AE10_F45",1940,0.783,1.156
"2363","AE10","AE10_F45",1941,0.793,1.196
"2364","AE10","AE10_F45",1942,0.582,0.962
"2365","AE10","AE10_F45",1943,0.656,1.026
"2366","AE10","AE10_F45",1944,0.741,1.184
"2367","AE10","AE10_F45",1945,0.815,1.172
"2368","AE10","AE10_F45",1946,0.529,1.097
"2369","AE10","AE10_F45",1947,0.624,0.965
"2370","AE10","AE10_F45",1948,0.782,1.362
"2371","AE10","AE10_F45",1949,0.666,1.025
"2372","AE10","AE10_F45",1950,0.602,1.021
"2373","AE10","AE10_F45",1951,0.57,0.785
"2374","AE10","AE10_F45",1952,0.455,0.751
"2375","AE10","AE10_F45",1953,0.402,0.543
"2376","AE10","AE10_F45",1954,0.381,0.396
"2377","AE10","AE10_F45",1955,0.571,0.673
"2378","AE10","AE10_F45",1956,0.402,0.448
"2379","AE10","AE10_F45",1957,0.581,0.674
"2380","AE10","AE10_F45",1958,0.581,0.698
"2381","AE10","AE10_F45",1959,0.275,0.428
"2382","AE10","AE10_F45",1960,0.497,0.579
"2383","AE10","AE10_F45",1961,0.401,0.632
"2384","AE10","AE10_F45",1962,0.412,0.668
"2385","AE10","AE10_F45",1963,0.56,0.585
"2386","AE10","AE10_F45",1964,0.42,0.532
"2387","AE10","AE10_F45",1965,0.557,0.638
"2388","AE10","AE10_F45",1966,0.486,0.616
"2389","AE10","AE10_F45",1967,0.57,0.876
"2390","AE10","AE10_F45",1968,0.465,0.711
"2391","AE10","AE10_F45",1969,0.433,0.617
"2392","AE10","AE10_F45",1970,0.487,0.75
"2393","AE10","AE10_F45",1971,0.307,0.593
"2394","AE10","AE10_F45",1972,0.328,0.573
"2395","AE10","AE10_F45",1973,0.815,0.978
"2396","AE10","AE10_F45",1974,0.254,0.498
"2397","AE10","AE10_F45",1975,0.529,0.811
"2398","AE10","AE10_F45",1976,0.487,0.678
"2399","AE10","AE10_F45",1977,0.571,0.756
"2400","AE10","AE10_F45",1978,0.487,0.51
"2401","AE10","AE10_F45",1979,0.466,0.634
"2402","AE10","AE10_F45",1980,0.465,0.65
"2403","AE10","AE10_F45",1981,0.719,0.96
"2404","AE10","AE10_F45",1982,0.455,0.258
"2405","AE10","AE10_F45",1983,0.55,0.688
"2406","AE10","AE10_F45",1984,0.36,0.571
"2407","AE10","AE10_F45",1985,0.836,0.716
"2408","AE10","AE10_F45",1986,0.762,0.611
"2409","AE10","AE10_F45",1987,0.963,0.696
"2410","AE10","AE10_F45",1988,0.677,0.673
"2411","AE10","AE10_F45",1989,0.296,0.446
"2412","AE10","AE10_F45",1990,0.55,0.589
"2413","AE10","AE10_F45",1991,0.423,0.319
"2414","AE10","AE10_F45",1992,0.465,0.452
"2415","AE10","AE10_F45",1993,0.466,0.267
"2416","AE10","AE10_F45",1994,0.645,0.357
"2417","AE10","AE10_F45",1995,0.328,0.338
"2418","AE10","AE10_F45",1996,0.518,0.456
"2419","AE10","AE10_F45",1997,0.402,0.232
"2420","AE10","AE10_F45",1998,0.656,0.648
"2421","AE10","AE10_F45",1999,0.338,0.232
"2422","AE10","AE10_F45",2000,0.529,0.391
"2423","AE10","AE10_F45",2001,0.508,0.407
"2424","AE10","AE10_F45",2002,0.37,0.442
"2425","AE10","AE10_F45",2003,0.349,0.394
"2426","AE10","AE10_F45",2004,0.349,0.439
"2427","AE10","AE10_F45",2005,0.571,0.709
"2428","AE10","AE10_F45",2006,0.444,0.529
"2429","AE10","AE10_F45",2007,0.497,0.381
"2430","AE10","AE10_F45",2008,0.56,0.447
"2431","AE10","AE10_F45",2009,0.063,0.167
"2432","AE10","AE10_F47",1805,NA,1.889
"2433","AE10","AE10_F47",1806,NA,1.268
"2434","AE10","AE10_F47",1807,NA,1.419
"2435","AE10","AE10_F47",1808,NA,0.977
"2436","AE10","AE10_F47",1809,NA,0.91
"2437","AE10","AE10_F47",1810,NA,0.457
"2438","AE10","AE10_F47",1811,NA,1.074
"2439","AE10","AE10_F47",1812,NA,1.137
"2440","AE10","AE10_F47",1813,NA,1.298
"2441","AE10","AE10_F47",1814,NA,1.88
"2442","AE10","AE10_F47",1815,NA,1.074
"2443","AE10","AE10_F47",1816,NA,1.722
"2444","AE10","AE10_F47",1817,NA,1.764
"2445","AE10","AE10_F47",1818,NA,1.658
"2446","AE10","AE10_F47",1819,NA,1.219
"2447","AE10","AE10_F47",1820,NA,1.157
"2448","AE10","AE10_F47",1821,NA,1.428
"2449","AE10","AE10_F47",1822,NA,1.775
"2450","AE10","AE10_F47",1823,NA,1.333
"2451","AE10","AE10_F47",1824,NA,1.619
"2452","AE10","AE10_F47",1825,NA,2.111
"2453","AE10","AE10_F47",1826,NA,1.697
"2454","AE10","AE10_F47",1827,NA,1.581
"2455","AE10","AE10_F47",1828,NA,1.746
"2456","AE10","AE10_F47",1829,1.767,1.68
"2457","AE10","AE10_F47",1830,1.628,1.726
"2458","AE10","AE10_F47",1831,1.39,1.41
"2459","AE10","AE10_F47",1832,1.484,1.68
"2460","AE10","AE10_F47",1833,1.632,2.203
"2461","AE10","AE10_F47",1834,1.568,2.172
"2462","AE10","AE10_F47",1835,1.236,2.061
"2463","AE10","AE10_F47",1836,1.603,2.285
"2464","AE10","AE10_F47",1837,1.492,2.171
"2465","AE10","AE10_F47",1838,1.428,2.094
"2466","AE10","AE10_F47",1839,1.539,2.609
"2467","AE10","AE10_F47",1840,1.095,1.565
"2468","AE10","AE10_F47",1841,1.507,1.943
"2469","AE10","AE10_F47",1842,1.364,1.786
"2470","AE10","AE10_F47",1843,1.681,2.044
"2471","AE10","AE10_F47",1844,2.237,1.92
"2472","AE10","AE10_F47",1845,1.396,1.569
"2473","AE10","AE10_F47",1846,1.839,2.154
"2474","AE10","AE10_F47",1847,1.427,1.673
"2475","AE10","AE10_F47",1848,1.714,1.97
"2476","AE10","AE10_F47",1849,1.492,1.366
"2477","AE10","AE10_F47",1850,1.27,1.138
"2478","AE10","AE10_F47",1851,1.984,1.894
"2479","AE10","AE10_F47",1852,1.492,1.929
"2480","AE10","AE10_F47",1853,1.095,1.464
"2481","AE10","AE10_F47",1854,1.095,1.525
"2482","AE10","AE10_F47",1855,1.19,1.54
"2483","AE10","AE10_F47",1856,0.92,1.273
"2484","AE10","AE10_F47",1857,0.936,1.592
"2485","AE10","AE10_F47",1858,0.825,1.435
"2486","AE10","AE10_F47",1859,0.666,1.276
"2487","AE10","AE10_F47",1860,1.031,1.678
"2488","AE10","AE10_F47",1861,1.063,1.565
"2489","AE10","AE10_F47",1862,1.11,1.424
"2490","AE10","AE10_F47",1863,1.142,1.885
"2491","AE10","AE10_F47",1864,0.729,0.94
"2492","AE10","AE10_F47",1865,0.761,1.217
"2493","AE10","AE10_F47",1866,0.697,1
"2494","AE10","AE10_F47",1867,0.666,0.955
"2495","AE10","AE10_F47",1868,0.809,1.044
"2496","AE10","AE10_F47",1869,0.65,1.137
"2497","AE10","AE10_F47",1870,0.587,0.669
"2498","AE10","AE10_F47",1871,0.475,0.537
"2499","AE10","AE10_F47",1872,0.617,0.672
"2500","AE10","AE10_F47",1873,0.617,0.871
"2501","AE10","AE10_F47",1874,0.807,0.89
"2502","AE10","AE10_F47",1875,0.648,0.838
"2503","AE10","AE10_F47",1876,0.349,0.576
"2504","AE10","AE10_F47",1877,0.838,1.266
"2505","AE10","AE10_F47",1878,0.728,1.251
"2506","AE10","AE10_F47",1879,0.554,1.366
"2507","AE10","AE10_F47",1880,0.284,0.754
"2508","AE10","AE10_F47",1881,0.646,1.255
"2509","AE10","AE10_F47",1882,0.769,1.24
"2510","AE10","AE10_F47",1883,0.581,1.009
"2511","AE10","AE10_F47",1884,0.566,0.962
"2512","AE10","AE10_F47",1885,0.877,1.071
"2513","AE10","AE10_F47",1886,0.908,0.79
"2514","AE10","AE10_F47",1887,0.72,0.593
"2515","AE10","AE10_F47",1888,1.012,0.725
"2516","AE10","AE10_F47",1889,0.842,0.685
"2517","AE10","AE10_F47",1890,1.075,1.016
"2518","AE10","AE10_F47",1891,1.666,1.299
"2519","AE10","AE10_F47",1892,1.316,0.997
"2520","AE10","AE10_F47",1893,1.344,1.264
"2521","AE10","AE10_F47",1894,1.728,1.347
"2522","AE10","AE10_F47",1895,3.209,2.336
"2523","AE10","AE10_F47",1896,2.55,1.524
"2524","AE10","AE10_F47",1897,2.452,1.707
"2525","AE10","AE10_F47",1898,1.822,1.192
"2526","AE10","AE10_F47",1899,0.931,0.661
"2527","AE10","AE10_F47",1900,1.975,1.313
"2528","AE10","AE10_F47",1901,2.234,1.589
"2529","AE10","AE10_F47",1902,2.083,1.22
"2530","AE10","AE10_F47",1903,1.608,0.737
"2531","AE10","AE10_F47",1904,1.877,1.275
"2532","AE10","AE10_F47",1905,1.71,1.098
"2533","AE10","AE10_F47",1906,1.308,1.268
"2534","AE10","AE10_F47",1907,1.279,0.991
"2535","AE10","AE10_F47",1908,1.38,0.943
"2536","AE10","AE10_F47",1909,1.195,0.801
"2537","AE10","AE10_F47",1910,1.561,0.827
"2538","AE10","AE10_F47",1911,1.725,1.013
"2539","AE10","AE10_F47",1912,1.381,0.812
"2540","AE10","AE10_F47",1913,1.666,0.839
"2541","AE10","AE10_F47",1914,2.552,1.191
"2542","AE10","AE10_F47",1915,2.742,1.192
"2543","AE10","AE10_F47",1916,0.841,0.458
"2544","AE10","AE10_F47",1917,1.538,0.701
"2545","AE10","AE10_F47",1918,1.459,0.688
"2546","AE10","AE10_F47",1919,1.106,0.858
"2547","AE10","AE10_F47",1920,2.623,0.893
"2548","AE10","AE10_F47",1921,1.891,0.742
"2549","AE10","AE10_F47",1922,2.425,0.875
"2550","AE10","AE10_F47",1923,1.597,0.789
"2551","AE10","AE10_F47",1924,1.659,0.856
"2552","AE10","AE10_F47",1925,1.62,0.886
"2553","AE10","AE10_F47",1926,1.601,0.825
"2554","AE10","AE10_F47",1927,0.952,0.872
"2555","AE10","AE10_F47",1928,1.091,0.918
"2556","AE10","AE10_F47",1929,1.197,1.152
"2557","AE10","AE10_F47",1930,1.265,1.441
"2558","AE10","AE10_F47",1931,1.281,1.315
"2559","AE10","AE10_F47",1932,1.188,1.111
"2560","AE10","AE10_F47",1933,1.235,0.977
"2561","AE10","AE10_F47",1934,1.19,1.214
"2562","AE10","AE10_F47",1935,0.883,1.134
"2563","AE10","AE10_F47",1936,0.73,0.866
"2564","AE10","AE10_F47",1937,0.782,0.833
"2565","AE10","AE10_F47",1938,0.782,0.907
"2566","AE10","AE10_F47",1939,0.906,1.082
"2567","AE10","AE10_F47",1940,1.062,1.08
"2568","AE10","AE10_F47",1941,1.215,1.193
"2569","AE10","AE10_F47",1942,1.1,0.845
"2570","AE10","AE10_F47",1943,1.008,1.124
"2571","AE10","AE10_F47",1944,1.411,1.178
"2572","AE10","AE10_F47",1945,1.318,1.118
"2573","AE10","AE10_F47",1946,0.85,1.467
"2574","AE10","AE10_F47",1947,1.175,1.509
"2575","AE10","AE10_F47",1948,1.572,1.285
"2576","AE10","AE10_F47",1949,1.613,1.444
"2577","AE10","AE10_F47",1950,1.549,1.287
"2578","AE10","AE10_F47",1951,1.283,1.048
"2579","AE10","AE10_F47",1952,1.22,0.891
"2580","AE10","AE10_F47",1953,0.792,0.758
"2581","AE10","AE10_F47",1954,0.687,0.714
"2582","AE10","AE10_F47",1955,1.162,1.234
"2583","AE10","AE10_F47",1956,0.747,0.7
"2584","AE10","AE10_F47",1957,1.218,1.164
"2585","AE10","AE10_F47",1958,1.019,0.842
"2586","AE10","AE10_F47",1959,0.851,0.834
"2587","AE10","AE10_F47",1960,1.08,1.069
"2588","AE10","AE10_F47",1961,0.805,0.868
"2589","AE10","AE10_F47",1962,0.956,0.878
"2590","AE10","AE10_F47",1963,1.049,1.089
"2591","AE10","AE10_F47",1964,0.836,0.774
"2592","AE10","AE10_F47",1965,0.973,0.949
"2593","AE10","AE10_F47",1966,0.982,0.918
"2594","AE10","AE10_F47",1967,0.663,0.657
"2595","AE10","AE10_F47",1968,0.468,0.642
"2596","AE10","AE10_F47",1969,0.422,0.666
"2597","AE10","AE10_F47",1970,0.529,0.781
"2598","AE10","AE10_F47",1971,0.435,0.672
"2599","AE10","AE10_F47",1972,0.516,0.749
"2600","AE10","AE10_F47",1973,0.895,0.968
"2601","AE10","AE10_F47",1974,0.499,0.485
"2602","AE10","AE10_F47",1975,0.513,0.639
"2603","AE10","AE10_F47",1976,0.731,0.564
"2604","AE10","AE10_F47",1977,0.944,0.69
"2605","AE10","AE10_F47",1978,0.701,0.763
"2606","AE10","AE10_F47",1979,0.862,0.802
"2607","AE10","AE10_F47",1980,0.922,0.986
"2608","AE10","AE10_F47",1981,1.03,1.23
"2609","AE10","AE10_F47",1982,0.815,0.74
"2610","AE10","AE10_F47",1983,1.03,1.11
"2611","AE10","AE10_F47",1984,1.084,1.103
"2612","AE10","AE10_F47",1985,0.778,0.974
"2613","AE10","AE10_F47",1986,0.654,0.894
"2614","AE10","AE10_F47",1987,1.07,1.113
"2615","AE10","AE10_F47",1988,0.65,0.838
"2616","AE10","AE10_F47",1989,0.328,0.537
"2617","AE10","AE10_F47",1990,0.289,0.51
"2618","AE10","AE10_F47",1991,0.278,0.534
"2619","AE10","AE10_F47",1992,0.246,0.613
"2620","AE10","AE10_F47",1993,0.297,0.452
"2621","AE10","AE10_F47",1994,0.262,0.488
"2622","AE10","AE10_F47",1995,0.17,0.355
"2623","AE10","AE10_F47",1996,0.169,0.405
"2624","AE10","AE10_F47",1997,0.034,0.254
"2625","AE10","AE10_F47",1998,0.043,0.207
"2626","AE10","AE10_F47",1999,0.046,0.18
"2627","AE10","AE10_F47",2000,0.147,0.168
"2628","AE10","AE10_F47",2001,0.116,0.138
"2629","AE10","AE10_F47",2002,0.101,0.18
"2630","AE10","AE10_F47",2003,0.062,0.107
"2631","AE10","AE10_F47",2004,0.039,0.081
"2632","AE10","AE10_F47",2005,0.14,0.104
"2633","AE10","AE10_F47",2006,0.14,0.157
"2634","AE10","AE10_F47",2007,0.093,0.147
"2635","AE10","AE10_F47",2008,0.141,0.172
"2636","AE10","AE10_F47",2009,0.14,0.15
"2637","AE10","AE10_F48",1840,1.567,NA
"2638","AE10","AE10_F48",1841,1.912,NA
"2639","AE10","AE10_F48",1842,1.753,NA
"2640","AE10","AE10_F48",1843,1.935,NA
"2641","AE10","AE10_F48",1844,1.811,NA
"2642","AE10","AE10_F48",1845,1.537,1.994
"2643","AE10","AE10_F48",1846,1.944,2.853
"2644","AE10","AE10_F48",1847,1.643,1.88
"2645","AE10","AE10_F48",1848,1.706,2.439
"2646","AE10","AE10_F48",1849,1.286,2.07
"2647","AE10","AE10_F48",1850,1.264,1.805
"2648","AE10","AE10_F48",1851,1.418,2.454
"2649","AE10","AE10_F48",1852,1.401,1.649
"2650","AE10","AE10_F48",1853,0.878,0.679
"2651","AE10","AE10_F48",1854,1.29,1.358
"2652","AE10","AE10_F48",1855,1.682,1.992
"2653","AE10","AE10_F48",1856,1.284,1.661
"2654","AE10","AE10_F48",1857,1.036,1.433
"2655","AE10","AE10_F48",1858,1.077,0.994
"2656","AE10","AE10_F48",1859,0.964,0.995
"2657","AE10","AE10_F48",1860,1.102,1.288
"2658","AE10","AE10_F48",1861,1.023,1.005
"2659","AE10","AE10_F48",1862,0.974,0.618
"2660","AE10","AE10_F48",1863,1.373,1.006
"2661","AE10","AE10_F48",1864,0.979,0.575
"2662","AE10","AE10_F48",1865,1.233,0.624
"2663","AE10","AE10_F48",1866,0.833,0.531
"2664","AE10","AE10_F48",1867,1.087,0.563
"2665","AE10","AE10_F48",1868,1.154,0.991
"2666","AE10","AE10_F48",1869,1.038,1.244
"2667","AE10","AE10_F48",1870,0.628,0.774
"2668","AE10","AE10_F48",1871,0.616,0.599
"2669","AE10","AE10_F48",1872,0.659,0.694
"2670","AE10","AE10_F48",1873,0.526,0.772
"2671","AE10","AE10_F48",1874,0.652,0.868
"2672","AE10","AE10_F48",1875,0.629,0.725
"2673","AE10","AE10_F48",1876,0.415,0.535
"2674","AE10","AE10_F48",1877,0.481,0.851
"2675","AE10","AE10_F48",1878,0.521,0.709
"2676","AE10","AE10_F48",1879,0.548,0.572
"2677","AE10","AE10_F48",1880,0.294,0.315
"2678","AE10","AE10_F48",1881,0.472,0.501
"2679","AE10","AE10_F48",1882,0.486,0.551
"2680","AE10","AE10_F48",1883,0.692,0.712
"2681","AE10","AE10_F48",1884,0.534,0.612
"2682","AE10","AE10_F48",1885,0.774,0.621
"2683","AE10","AE10_F48",1886,0.892,0.699
"2684","AE10","AE10_F48",1887,0.685,0.504
"2685","AE10","AE10_F48",1888,0.651,0.601
"2686","AE10","AE10_F48",1889,0.553,0.617
"2687","AE10","AE10_F48",1890,0.604,0.428
"2688","AE10","AE10_F48",1891,0.732,0.633
"2689","AE10","AE10_F48",1892,1.243,0.68
"2690","AE10","AE10_F48",1893,0.764,0.618
"2691","AE10","AE10_F48",1894,0.686,0.555
"2692","AE10","AE10_F48",1895,0.964,0.824
