age_CE,HMHL01A_raw,HMHL02A_raw,HMHL03A_raw,HMHL04A_raw,HMHL05A_raw,HMHL08A_raw,HMHL09A_raw,HMHL10A_raw,HMHL11A_raw,HMHL12A_raw,HMHL14A_raw,HMHL15A_raw,HMHL17A_raw,HMHL18A_raw,HMHL19A_raw,HMHL20A_raw,HMHL01A_raw_outlier_flag,HMHL02A_raw_outlier_flag,HMHL03A_raw_outlier_flag,HMHL04A_raw_outlier_flag,HMHL05A_raw_outlier_flag,HMHL08A_raw_outlier_flag,HMHL09A_raw_outlier_flag,HMHL10A_raw_outlier_flag,HMHL11A_raw_outlier_flag,HMHL12A_raw_outlier_flag,HMHL14A_raw_outlier_flag,HMHL15A_raw_outlier_flag,HMHL17A_raw_outlier_flag,HMHL18A_raw_outlier_flag,HMHL19A_raw_outlier_flag,HMHL20A_raw_outlier_flag
1978,2.23,1.58,1.07,0.67,0.55,2.33,1.85,0.36,1.39,1.81,0.58,1.11,1.72,0.7,1.69,0.89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1979,1.65,1.57,1.03,0.7,0.61,2.45,1.59,0.48,1.52,1.77,0.58,1.1,2.12,0.68,1.39,0.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1980,1.78,1.96,1,0.58,0.55,2.64,1.13,0.43,1.66,1.73,0.48,1.14,2.12,0.66,1,0.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1981,1.82,1.62,0.84,0.58,0.55,2.14,1.04,0.37,1.32,1.61,0.45,1.12,1.61,0.69,1.16,0.97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1982,1.16,1.1,0.48,0.49,0.4,1.61,0.42,0.25,1.11,1.19,0.31,0.91,0.96,0.54,1.05,0.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1983,1.94,1.59,0.82,0.41,0.51,2.31,1.1,0.31,1.41,2.16,0.38,1.41,1.64,0.73,1.46,0.94,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1984,2.27,1.54,1.07,0.57,1.01,2.16,1.55,0.44,1.85,1.54,0.69,1.86,1.64,0.85,1.7,1.06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1985,1.95,1.26,0.64,0.59,1.19,1.6,1.37,0.44,1.69,1.5,0.89,1.65,1.28,0.84,1.24,0.93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1986,1.75,1.31,1.03,0.32,0.88,2.04,1.01,0.34,1.37,1.76,0.72,1.38,1.54,0.74,1.12,0.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1987,1.09,0.98,0.94,0.3,0.9,2.3,0.7,0.28,1.15,1.4,0.57,1.18,0.99,0.96,1.18,0.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1988,1.17,1,0.8,0.37,0.64,2.03,0.52,0.35,1.12,1.32,0.86,1.21,0.9,0.59,1.17,0.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1989,1.64,1.29,0.87,0.31,0.74,1.81,0.89,0.28,1.29,1.49,0.77,1.28,0.94,0.95,1.34,0.94,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1990,1.69,1.2,0.92,0.35,0.87,1.83,1.23,0.36,1.38,1.62,0.82,1.41,1.31,0.83,1.96,1.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1991,1.11,1.49,0.59,0.28,0.83,1.36,0.77,0.22,0.75,2.14,0.75,1.19,1.14,0.81,1.67,0.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1992,1.15,1.95,0.66,0.33,0.85,2.15,0.98,0.28,1.11,2.49,0.79,1.25,1.56,1,1.51,0.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
