"","years","Tag","Ring_width(mm)"
"12546",1875,"2866273010690-2866292010690",0.73
"12547",1876,"2866273010690-2866292010690",0.96
"12548",1877,"2866273010690-2866292010690",1.17
"12549",1878,"2866273010690-2866292010690",0.84
"12550",1879,"2866273010690-2866292010690",0.85
"12551",1880,"2866273010690-2866292010690",0.4
"12552",1881,"2866273010690-2866292010690",0.37
"12553",1882,"2866273010690-2866292010690",0.3
"12554",1883,"2866273010690-2866292010690",0.27
"12555",1884,"2866273010690-2866292010690",0.45
"12556",1885,"2866273010690-2866292010690",0.68
"12557",1886,"2866273010690-2866292010690",0.54
"12558",1887,"2866273010690-2866292010690",0.46
"12559",1888,"2866273010690-2866292010690",0.43
"12560",1889,"2866273010690-2866292010690",0.25
"12561",1890,"2866273010690-2866292010690",0.62
"12562",1891,"2866273010690-2866292010690",0.68
"12563",1892,"2866273010690-2866292010690",0.54
"12564",1893,"2866273010690-2866292010690",0.54
"12565",1894,"2866273010690-2866292010690",0.28
"12566",1895,"2866273010690-2866292010690",0.38
"12567",1896,"2866273010690-2866292010690",0.29
"12568",1897,"2866273010690-2866292010690",0.5
"12569",1898,"2866273010690-2866292010690",0.38
"12570",1899,"2866273010690-2866292010690",0.34
"12571",1900,"2866273010690-2866292010690",0.38
"12572",1901,"2866273010690-2866292010690",0.34
"12573",1902,"2866273010690-2866292010690",0.29
"12574",1903,"2866273010690-2866292010690",0.48
"12575",1904,"2866273010690-2866292010690",0.45
"12576",1905,"2866273010690-2866292010690",0.37
"12577",1906,"2866273010690-2866292010690",0.39
"12578",1907,"2866273010690-2866292010690",0.59
"12579",1908,"2866273010690-2866292010690",0.53
"12580",1909,"2866273010690-2866292010690",0.64
"12581",1910,"2866273010690-2866292010690",0.43
"12582",1911,"2866273010690-2866292010690",0.54
"12583",1912,"2866273010690-2866292010690",0.47
"12584",1913,"2866273010690-2866292010690",0.39
"12585",1914,"2866273010690-2866292010690",0.43
"12586",1915,"2866273010690-2866292010690",0.6
"12587",1916,"2866273010690-2866292010690",0.69
"12588",1917,"2866273010690-2866292010690",0.52
"12589",1918,"2866273010690-2866292010690",0.69
"12590",1919,"2866273010690-2866292010690",0.41
"12591",1920,"2866273010690-2866292010690",0.54
"12592",1921,"2866273010690-2866292010690",0.52
"12593",1922,"2866273010690-2866292010690",0.49
"12594",1923,"2866273010690-2866292010690",0.33
"12595",1924,"2866273010690-2866292010690",0.31
"12596",1925,"2866273010690-2866292010690",0.21
"12597",1926,"2866273010690-2866292010690",0.4
"12598",1927,"2866273010690-2866292010690",0.39
"12599",1928,"2866273010690-2866292010690",0.43
"12600",1929,"2866273010690-2866292010690",0.49
"12601",1930,"2866273010690-2866292010690",0.66
"12602",1931,"2866273010690-2866292010690",0.44
"12603",1932,"2866273010690-2866292010690",0.68
"12604",1933,"2866273010690-2866292010690",0.47
"12605",1934,"2866273010690-2866292010690",0.28
"12606",1935,"2866273010690-2866292010690",0.23
"12607",1936,"2866273010690-2866292010690",0.36
"12608",1937,"2866273010690-2866292010690",0.6
"12609",1938,"2866273010690-2866292010690",0.42
"12610",1939,"2866273010690-2866292010690",0.68
"12611",1940,"2866273010690-2866292010690",0.53
"12612",1941,"2866273010690-2866292010690",0.7
"12613",1942,"2866273010690-2866292010690",0.84
"12614",1943,"2866273010690-2866292010690",0.46
"12615",1944,"2866273010690-2866292010690",0.52
"12616",1945,"2866273010690-2866292010690",0.46
"12617",1946,"2866273010690-2866292010690",0.36
"12618",1947,"2866273010690-2866292010690",0.43
"12619",1948,"2866273010690-2866292010690",0.31
"12620",1949,"2866273010690-2866292010690",0.4
"12621",1950,"2866273010690-2866292010690",0.48
"12622",1951,"2866273010690-2866292010690",0.67
"12623",1952,"2866273010690-2866292010690",1.03
"12624",1953,"2866273010690-2866292010690",0.73
"12625",1954,"2866273010690-2866292010690",0.47
"12626",1955,"2866273010690-2866292010690",0.77
"12627",1956,"2866273010690-2866292010690",0.56
"12628",1957,"2866273010690-2866292010690",0.83
"12629",1958,"2866273010690-2866292010690",0.74
"12630",1959,"2866273010690-2866292010690",0.42
"12631",1960,"2866273010690-2866292010690",0.37
"12632",1961,"2866273010690-2866292010690",0.22
"12633",1962,"2866273010690-2866292010690",0.68
"12634",1963,"2866273010690-2866292010690",0.62
"12635",1964,"2866273010690-2866292010690",0.6
"12636",1965,"2866273010690-2866292010690",0.63
"12637",1966,"2866273010690-2866292010690",0.55
"12638",1967,"2866273010690-2866292010690",0.47
"12639",1968,"2866273010690-2866292010690",0.56
"12640",1969,"2866273010690-2866292010690",0.56
"12641",1970,"2866273010690-2866292010690",0.3
"12642",1971,"2866273010690-2866292010690",0.49
"12643",1972,"2866273010690-2866292010690",0.45
"12644",1973,"2866273010690-2866292010690",0.53
"12645",1974,"2866273010690-2866292010690",0.32
"12646",1975,"2866273010690-2866292010690",0.6
"12647",1976,"2866273010690-2866292010690",0.56
"12648",1977,"2866273010690-2866292010690",0.18
"12649",1978,"2866273010690-2866292010690",0.49
"12650",1979,"2866273010690-2866292010690",0.65
"12651",1980,"2866273010690-2866292010690",0.67
"12652",1981,"2866273010690-2866292010690",0.61
"12653",1982,"2866273010690-2866292010690",0.52
"12654",1983,"2866273010690-2866292010690",0.35
"12655",1984,"2866273010690-2866292010690",0.62
"12656",1985,"2866273010690-2866292010690",0.6
"12657",1986,"2866273010690-2866292010690",0.4
"12658",1987,"2866273010690-2866292010690",0.45
"12659",1988,"2866273010690-2866292010690",0.31
"12660",1938,"2866357010690-2866368010690",0.31
"12661",1939,"2866357010690-2866368010690",0.3
"12662",1940,"2866357010690-2866368010690",0.3
"12663",1941,"2866357010690-2866368010690",0.57
"12664",1942,"2866357010690-2866368010690",0.44
"12665",1943,"2866357010690-2866368010690",0.49
"12666",1944,"2866357010690-2866368010690",0.28
"12667",1945,"2866357010690-2866368010690",0.43
"12668",1946,"2866357010690-2866368010690",0.41
"12669",1947,"2866357010690-2866368010690",0.59
"12670",1948,"2866357010690-2866368010690",0.24
"12671",1949,"2866357010690-2866368010690",0.41
"12672",1950,"2866357010690-2866368010690",0.4
"12673",1951,"2866357010690-2866368010690",0.41
"12674",1952,"2866357010690-2866368010690",0.54
"12675",1953,"2866357010690-2866368010690",0.25
"12676",1954,"2866357010690-2866368010690",0.3
"12677",1955,"2866357010690-2866368010690",0.34
"12678",1956,"2866357010690-2866368010690",0.37
"12679",1957,"2866357010690-2866368010690",0.38
"12680",1958,"2866357010690-2866368010690",0.43
"12681",1959,"2866357010690-2866368010690",0.37
"12682",1960,"2866357010690-2866368010690",0.26
"12683",1961,"2866357010690-2866368010690",0.17
"12684",1962,"2866357010690-2866368010690",0.38
"12685",1963,"2866357010690-2866368010690",0.24
"12686",1964,"2866357010690-2866368010690",0.26
"12687",1965,"2866357010690-2866368010690",0.52
"12688",1966,"2866357010690-2866368010690",0.4
"12689",1967,"2866357010690-2866368010690",0.66
"12690",1968,"2866357010690-2866368010690",0.42
"12691",1969,"2866357010690-2866368010690",0.49
"12692",1970,"2866357010690-2866368010690",0.4
"12693",1971,"2866357010690-2866368010690",0.5
"12694",1972,"2866357010690-2866368010690",0.32
"12695",1973,"2866357010690-2866368010690",0.43
"12696",1974,"2866357010690-2866368010690",0.15
"12697",1975,"2866357010690-2866368010690",0.44
"12698",1976,"2866357010690-2866368010690",0.27
"12699",1977,"2866357010690-2866368010690",0.25
"12700",1978,"2866357010690-2866368010690",0.32
"12701",1979,"2866357010690-2866368010690",0.28
"12702",1980,"2866357010690-2866368010690",0.4
"12703",1981,"2866357010690-2866368010690",0.43
"12704",1982,"2866357010690-2866368010690",0.55
"12705",1983,"2866357010690-2866368010690",0.76
"12706",1984,"2866357010690-2866368010690",0.59
"12707",1985,"2866357010690-2866368010690",0.56
"12708",1986,"2866357010690-2866368010690",0.5
"12709",1987,"2866357010690-2866368010690",0.54
"12710",1968,"2866451010690-2866459010690",0.22
"12711",1969,"2866451010690-2866459010690",0.51
"12712",1970,"2866451010690-2866459010690",0.68
"12713",1971,"2866451010690-2866459010690",0.29
"12714",1972,"2866451010690-2866459010690",0.48
"12715",1973,"2866451010690-2866459010690",0.41
"12716",1974,"2866451010690-2866459010690",0.33
"12717",1975,"2866451010690-2866459010690",0.32
"12718",1976,"2866451010690-2866459010690",0.4
"12719",1977,"2866451010690-2866459010690",0.12
"12720",1978,"2866451010690-2866459010690",1.02
"12721",1979,"2866451010690-2866459010690",0.4
"12722",1980,"2866451010690-2866459010690",0.54
"12723",1981,"2866451010690-2866459010690",0.52
"12724",1982,"2866451010690-2866459010690",0.44
"12725",1983,"2866451010690-2866459010690",1.06
"12726",1984,"2866451010690-2866459010690",0.74
"12727",1985,"2866451010690-2866459010690",1.04
"12728",1986,"2866451010690-2866459010690",0.91
"12729",1987,"2866451010690-2866459010690",0.89
"12730",1988,"2866451010690-2866459010690",0.41
"12731",1967,"2866451010690-2866460010690",1.04
"12732",1968,"2866451010690-2866460010690",0.74
"12733",1969,"2866451010690-2866460010690",0.68
"12734",1970,"2866451010690-2866460010690",0.3
"12735",1971,"2866451010690-2866460010690",0.38
"12736",1972,"2866451010690-2866460010690",0.37
"12737",1973,"2866451010690-2866460010690",0.78
"12738",1974,"2866451010690-2866460010690",0.42
"12739",1975,"2866451010690-2866460010690",1.04
"12740",1976,"2866451010690-2866460010690",0.51
"12741",1977,"2866451010690-2866460010690",0.21
"12742",1978,"2866451010690-2866460010690",0.62
"12743",1979,"2866451010690-2866460010690",0.66
"12744",1980,"2866451010690-2866460010690",0.76
"12745",1981,"2866451010690-2866460010690",0.91
"12746",1982,"2866451010690-2866460010690",1.08
"12747",1983,"2866451010690-2866460010690",1.68
"12748",1984,"2866451010690-2866460010690",1.39
"12749",1985,"2866451010690-2866460010690",1.49
"12750",1986,"2866451010690-2866460010690",1.14
"12751",1987,"2866451010690-2866460010690",1.26
"12752",1988,"2866451010690-2866460010690",0.78
"12753",1911,"2866451010690-2866482010690",0.44
"12754",1912,"2866451010690-2866482010690",0.42
"12755",1913,"2866451010690-2866482010690",0.3
"12756",1914,"2866451010690-2866482010690",0.39
"12757",1915,"2866451010690-2866482010690",0.44
"12758",1916,"2866451010690-2866482010690",0.81
"12759",1917,"2866451010690-2866482010690",1.5
"12760",1918,"2866451010690-2866482010690",0.23
"12761",1919,"2866451010690-2866482010690",0.21
"12762",1920,"2866451010690-2866482010690",0.15
"12763",1921,"2866451010690-2866482010690",0.24
"12764",1922,"2866451010690-2866482010690",0.4
"12765",1923,"2866451010690-2866482010690",0.53
"12766",1924,"2866451010690-2866482010690",0.58
"12767",1925,"2866451010690-2866482010690",0.39
"12768",1926,"2866451010690-2866482010690",0.33
"12769",1927,"2866451010690-2866482010690",0.41
"12770",1928,"2866451010690-2866482010690",0.46
"12771",1929,"2866451010690-2866482010690",0.57
"12772",1930,"2866451010690-2866482010690",0.52
"12773",1931,"2866451010690-2866482010690",0.35
"12774",1932,"2866451010690-2866482010690",0.32
"12775",1933,"2866451010690-2866482010690",0.4
"12776",1934,"2866451010690-2866482010690",0.28
"12777",1935,"2866451010690-2866482010690",0.27
"12778",1936,"2866451010690-2866482010690",0.35
"12779",1937,"2866451010690-2866482010690",0.68
"12780",1938,"2866451010690-2866482010690",0.67
"12781",1939,"2866451010690-2866482010690",0.82
"12782",1940,"2866451010690-2866482010690",0.66
"12783",1941,"2866451010690-2866482010690",0.92
"12784",1942,"2866451010690-2866482010690",0.91
"12785",1943,"2866451010690-2866482010690",0.88
"12786",1944,"2866451010690-2866482010690",0.79
"12787",1945,"2866451010690-2866482010690",0.76
"12788",1946,"2866451010690-2866482010690",0.46
"12789",1947,"2866451010690-2866482010690",0.74
"12790",1948,"2866451010690-2866482010690",0.4
"12791",1949,"2866451010690-2866482010690",0.82
"12792",1950,"2866451010690-2866482010690",0.65
"12793",1951,"2866451010690-2866482010690",0.68
"12794",1952,"2866451010690-2866482010690",0.85
"12795",1953,"2866451010690-2866482010690",0.52
"12796",1954,"2866451010690-2866482010690",0.7
"12797",1955,"2866451010690-2866482010690",0.73
"12798",1956,"2866451010690-2866482010690",0.62
"12799",1957,"2866451010690-2866482010690",0.69
"12800",1958,"2866451010690-2866482010690",0.68
"12801",1959,"2866451010690-2866482010690",0.37
"12802",1960,"2866451010690-2866482010690",0.36
"12803",1961,"2866451010690-2866482010690",0.34
"12804",1962,"2866451010690-2866482010690",0.59
"12805",1963,"2866451010690-2866482010690",0.44
"12806",1964,"2866451010690-2866482010690",0.54
"12807",1965,"2866451010690-2866482010690",0.92
"12808",1966,"2866451010690-2866482010690",0.67
"12809",1967,"2866451010690-2866482010690",0.75
"12810",1968,"2866451010690-2866482010690",0.64
"12811",1969,"2866451010690-2866482010690",0.71
"12812",1970,"2866451010690-2866482010690",0.37
"12813",1971,"2866451010690-2866482010690",0.46
"12814",1972,"2866451010690-2866482010690",0.51
"12815",1973,"2866451010690-2866482010690",0.66
"12816",1974,"2866451010690-2866482010690",0.23
"12817",1975,"2866451010690-2866482010690",0.66
"12818",1976,"2866451010690-2866482010690",0.38
"12819",1977,"2866451010690-2866482010690",0.37
"12820",1978,"2866451010690-2866482010690",0.39
"12821",1979,"2866451010690-2866482010690",0.78
"12822",1980,"2866451010690-2866482010690",0.71
"12823",1981,"2866451010690-2866482010690",0.91
"12824",1982,"2866451010690-2866482010690",0.91
"12825",1983,"2866451010690-2866482010690",0.92
"12826",1984,"2866451010690-2866482010690",0.86
"12827",1985,"2866451010690-2866482010690",0.68
"12828",1986,"2866451010690-2866482010690",0.82
"12829",1987,"2866451010690-2866482010690",0.63
"12830",1953,"2866504010690-2866512010690",0.45
"12831",1954,"2866504010690-2866512010690",0.75
"12832",1955,"2866504010690-2866512010690",0.93
"12833",1956,"2866504010690-2866512010690",0.64
"12834",1957,"2866504010690-2866512010690",0.56
"12835",1958,"2866504010690-2866512010690",0.7
"12836",1959,"2866504010690-2866512010690",0.67
"12837",1960,"2866504010690-2866512010690",0.79
"12838",1961,"2866504010690-2866512010690",0.53
"12839",1962,"2866504010690-2866512010690",0.9
"12840",1963,"2866504010690-2866512010690",0.63
"12841",1964,"2866504010690-2866512010690",0.47
"12842",1965,"2866504010690-2866512010690",0.72
"12843",1966,"2866504010690-2866512010690",0.92
"12844",1967,"2866504010690-2866512010690",0.74
"12845",1968,"2866504010690-2866512010690",0.7
"12846",1969,"2866504010690-2866512010690",0.63
"12847",1970,"2866504010690-2866512010690",0.57
"12848",1971,"2866504010690-2866512010690",0.61
"12849",1972,"2866504010690-2866512010690",0.43
"12850",1973,"2866504010690-2866512010690",0.77
"12851",1974,"2866504010690-2866512010690",0.4
"12852",1975,"2866504010690-2866512010690",0.9
"12853",1976,"2866504010690-2866512010690",0.67
"12854",1977,"2866504010690-2866512010690",0.28
"12855",1978,"2866504010690-2866512010690",0.71
"12856",1979,"2866504010690-2866512010690",0.68
"12857",1980,"2866504010690-2866512010690",0.82
"12858",1981,"2866504010690-2866512010690",0.93
"12859",1982,"2866504010690-2866512010690",0.91
"12860",1983,"2866504010690-2866512010690",1.03
"12861",1984,"2866504010690-2866512010690",0.79
"12862",1985,"2866504010690-2866512010690",0.9
"12863",1986,"2866504010690-2866512010690",0.74
"12864",1987,"2866504010690-2866512010690",0.84
"12865",1988,"2866504010690-2866512010690",0.58
"12866",1893,"2866504010690-2866518010690",0.31
"12867",1894,"2866504010690-2866518010690",0.28
"12868",1895,"2866504010690-2866518010690",0.36
"12869",1896,"2866504010690-2866518010690",0.42
"12870",1897,"2866504010690-2866518010690",0.38
"12871",1898,"2866504010690-2866518010690",0.6
"12872",1899,"2866504010690-2866518010690",0.53
"12873",1900,"2866504010690-2866518010690",0.45
"12874",1901,"2866504010690-2866518010690",0.36
"12875",1902,"2866504010690-2866518010690",0.15
"12876",1903,"2866504010690-2866518010690",0.38
"12877",1904,"2866504010690-2866518010690",0.43
"12878",1905,"2866504010690-2866518010690",0.31
"12879",1906,"2866504010690-2866518010690",0.4
"12880",1907,"2866504010690-2866518010690",0.54
"12881",1908,"2866504010690-2866518010690",0.46
"12882",1909,"2866504010690-2866518010690",0.48
"12883",1910,"2866504010690-2866518010690",0.54
